"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00410665","1964","31.1","-97.48333","202.4","BELTON DAM, TX US","   1507.1","","    1507.1","0","        60","0","        50","0","        15","0","        0","","         0","0","         0","0","        38","0","         1","0","       263","0","        97","0","","","  -12.2","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 225.8"," ,0,0616, ","   40.6","0,0806,+","-1.1","0,1122","-2.2","0,1201","-5.6","0,1218","","","","","-0.6","0,0310","-2.2","0,0222","-7.2","0,0118","-7.2","0,0118","-8.9","0,0115","    1331.3","3","    1331.3","0","","","","","   1140.4"," ,0","        0"," ,0","     19.08","0","     25.09","0","     13.06","0","",""
"USC00410665","1965","31.1","-97.48333","202.4","BELTON DAM, TX US","   1473.4","","    1473.4","0","        81","0","        54","0","        13","0","        0","","         0","0","         0","0","        29","0","         0","0","       242","0","        97","0","","","   -6.7","0,0224, ","     0"," ,0,1231,+","     0","T,0,0303,+"," 138.9"," ,0,0516, ","   40.6","0,0706, ","-0.6","0,1226","","","","","","","","","-0.6","0,0327","-3.9","0,0321","-5.0","0,0320","-6.7","0,0224","","","    1236.4","4","    1236.4","0","","","","","   1072.5"," ,0","        0","T,0","     19.25","0","     24.86","0","     13.63","0","",""
"USC00410665","1966","31.1","-97.48333","202.4","BELTON DAM, TX US","   1375.9","","    1375.9","0","        75","0","        44","0","         5","0","        0","","         0","0","         0","0","        39","0","         2","0","       255","0","        89","0","","","  -10.0","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  67.6"," ,0,0916, ","   38.9","0,0801, ","-2.2","0,1103","-2.2","0,1103","-5.6","0,1224","","","","","-1.1","0,0306","-2.2","0,0225","-4.4","0,0202","-9.4","0,0131","-9.4","0,0131","    1124.5","5","    1124.5","0","","","","","    553.2"," ,0","        0"," ,0","     18.68","0","     24.61","0","     12.75","0","",""
"USC00410665","1967","31.1","-97.48333","202.4","BELTON DAM, TX US","   1494.0","","    1494.0","0","        72","0","        45","0","        12","0","        0","","         0","0","         0","0","        38","0","         0","0","       270","0","        91","0","","","   -6.7","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.9"," ,0,0917, ","   40.0","0,0731, ","-1.7","0,1222","-2.8","0,1223","","","","","","","-2.2","0,0309","-2.2","0,0309","-4.4","0,0208","-6.7","0,0207","","","    1054.8","8","    1054.8","0","","","","","    738.3"," ,0","        0"," ,0","     19.33","0","     25.58","0","     13.08","0","",""
"USC00410665","1968","31.1","-97.48333","202.4","BELTON DAM, TX US","   1250.8","","    1250.8","0","        88","0","        61","0","        13","0","        0","","         0","0","         0","0","        33","0","         1","0","       246","0","        71","0","","","   -8.3","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 120.1"," ,0,0709, ","   37.2","0,0811, ","-2.2","0,1112","-2.2","0,1112","-5.6","0,1231","","","","","-0.6","0,0323","-2.2","0,0313","-5.6","0,0109","-8.3","0,0108","","","    1331.3","3","    1331.3","0","","","","","   1153.2"," ,0","        0"," ,0","     18.10","0","     23.73","0","     12.46","0","",""
"USC00410665","1969","31.1","-97.48333","202.4","BELTON DAM, TX US","   1465.7","","    1465.7","0","        80","0","        53","0","         7","0","        0","","         0","0","         0","0","        20","0","         0","0","       249","0","       102","0","","","   -6.7","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,0214, ","   42.8","0,0812, ","-2.8","0,1115","-2.8","0,1115","-4.4","0,1231","","","","","-2.2","0,0310","-2.2","0,0310","-5.6","0,0106","-6.7","0,0105","","","    1225.3","3","    1225.3","0","","","","","    705.5"," ,0","        0"," ,0","     18.94","0","     24.91","0","     12.97","0","",""
"USC00410665","1970","31.1","-97.48333","202.4","BELTON DAM, TX US","","","","","        70","0","        47","0","         8","0","        0","","         0","0","         0","0","        34","0","","","","","","","","","   -8.9","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.5"," ,0,0901, ","","","-3.9","0,1116","-3.9","0,1116","-4.4","0,1226","","","","","-0.6","0,0322","-2.8","0,0204","-4.4","0,0119","-8.9","0,0107","-8.9","0,0107","    1343.3","3","    1343.3","0","","","","","    716.4"," ,0","        0"," ,0","","","","","     12.58","0","",""
"USC00410665","1971","31.1","-97.48333","202.4","BELTON DAM, TX US","   1458.8","","    1458.8","0","        69","0","        50","0","         9","0","        0","","         0","0","         0","0","        23","0","         1","0","       282","0","       101","0","","","   -6.7","0,0208,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.5"," ,0,1118, ","   40.0","0,0717, ","","","","","","","","","","","0.0","0,0308","-3.9","0,0304","-6.1","0,0209","-6.7","0,0208","","","","","","","","","","","    916.7"," ,0","        0"," ,0","     19.67","0","     25.99","0","     13.34","0","",""
"USC00410665","1972","31.1","-97.48333","202.4","BELTON DAM, TX US","   1470.1","","    1470.1","0","        82","0","        53","0","        10","0","        0","","         0","0","         0","0","        42","0","         2","0","       264","0","       114","0","","","   -8.3","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.0"," ,0,1022, ","   37.2","0,0822,+","-0.6","0,1116","-4.4","0,1206","-4.4","0,1206","-6.7","0,1217","","","0.0","0,0303","-3.3","0,0208","-5.0","0,0205","-6.7","0,0204","","","     930.1","1","     930.1","0","","","","","    795.7"," ,0","        0"," ,0","     19.00","0","     25.29","0","     12.70","0","",""
"USC00410665","1973","31.1","-97.48333","202.4","BELTON DAM, TX US","   1303.9","","    1303.9","0","        93","0","        59","0","        10","0","        0","","         0","0","         0","0","        30","0","         5","0","       262","0","        87","0","","","   -9.4","0,0112, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.0"," ,0,0927, ","   37.8","0,0824, ","-1.1","0,1208","-4.4","0,1220","-4.4","0,1220","-7.2","0,1221","","","0.0","0,0411","-4.4","0,0211","-4.4","0,0211","-8.9","0,0113","-8.9","0,0113","    1451.4","4","    1451.4","0","","","","","   1017.3"," ,0","        0"," ,0","     18.70","0","     24.61","0","     12.79","0","",""
"USC00410665","1974","31.1","-97.48333","202.4","BELTON DAM, TX US","   1314.3","","    1314.3","0","        88","0","        53","0","        11","0","        0","","         0","0","         0","0","        30","0","         1","0","       268","0","        84","0","","","   -7.2","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 147.3"," ,0,1031, ","   40.0","0,0723, ","-3.3","0,1130","-3.3","0,1130","","","","","","","-0.6","0,0325","-2.8","0,0226","-4.4","0,0225","-6.7","0,0102","","","     956.7","7","     956.7","0","","","","","    963.7"," ,0","        0"," ,0","     18.89","0","     24.97","0","     12.81","0","",""
"USC00410665","1975","31.1","-97.48333","202.4","BELTON DAM, TX US","   1269.1","","    1269.1","0","        76","0","        53","0","        11","0","        0","","         0","0","         0","0","        39","0","         0","0","       263","0","        80","0","","","   -9.4","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  74.9"," ,0,0805, ","   37.2","0,0730, ","-0.6","0,1113","-4.4","0,1123","-4.4","0,1123","","","","","-0.6","0,0330","-3.9","0,0210","-6.1","0,0208","-6.7","0,0207","-9.4","0,0113","    1188.7","7","    1188.7","0","","","","","    914.6"," ,0","        0"," ,0","     18.52","0","     24.58","0","     12.46","0","",""
"USC00410665","1976","31.1","-97.48333","202.4","BELTON DAM, TX US","   1154.7","","    1154.7","0","        84","0","        58","0","        13","0","        0","","         0","0","         0","0","        39","0","         0","0","       253","0","        66","0","","","   -9.4","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.2"," ,0,0429, ","   38.9","0,0810, ","-0.6","0,1113","-2.2","0,1115","-6.7","0,1129","-6.7","0,1129","","","0.0","0,0317","-2.2","0,0208","-5.6","0,0128","-7.2","0,0110","-8.9","0,0109","    1026.7","7","    1026.7","0","","","","","   1082.4"," ,0","        0"," ,0","     17.99","0","     24.08","0","     11.89","0","",""
"USC00410665","1977","31.1","-97.48333","202.4","BELTON DAM, TX US","   1584.2","","    1584.2","0","        63","0","        41","0","         9","0","        0","","         0","0","         0","0","        39","0","         2","0","       266","0","       120","0","","","   -8.9","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  74.4"," ,0,0415, ","   38.9","0,0928,+","-0.6","0,1110","-3.3","0,1207","-4.4","0,1210","","","","","-1.1","0,0227","-2.8","0,0202","-4.4","0,0201","-7.2","0,0130","-8.9","0,0110","    1492.6","6","    1492.6","0","","","","","    691.2"," ,0","        0"," ,0","     19.37","0","     25.68","0","     13.05","0","",""
"USC00410665","1978","31.1","-97.48333","202.4","BELTON DAM, TX US","   1553.0","","    1553.0","0","        77","0","        50","0","         9","0","","","","","         0","0","        55","0","         1","0","       254","0","       110","0","","","   -8.3","0,1210, ","","","","","  55.4"," ,0,1106, ","   41.7","0,0717, ","0.0","0,1204","-2.8","0,1208","-8.3","0,1210","-8.3","0,1210","","","0.0","0,0310","-4.4","0,0306","-4.4","0,0306","-7.2","0,0219","","","    1400.5","5","    1400.5","0","","","","","    807.7"," ,0","","","     18.53","0","     24.44","0","     12.61","0","",""
"USC00410665","1979","31.1","-97.48333","202.4","BELTON DAM, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1372.1","1","    1372.1","0","","","","","","","","","","","","","","","",""
"USC00410665","1980","31.1","-97.48333","202.4","BELTON DAM, TX US","   1582.0","","    1582.0","0","        70","0","        44","0","         8","0","        0","","         0","0","         0","0","        35","0","         0","0","       259","0","       120","0","","","   -8.3","0,0302, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.4"," ,0,0514, ","   41.1","0,0628, ","0.0","0,1120","-5.0","0,1226","-5.0","0,1226","","","","","-0.6","0,0414","-7.2","0,0303","-7.2","0,0303","-7.2","0,0303","","","","","","","","","","","    617.7"," ,0","        0"," ,0","     19.35","0","     25.87","0","     12.83","0","     30514","0"
"USC00410665","1981","31.1","-97.48333","202.4","BELTON DAM, TX US","","","","","        82","0","        54","0","        12","0","        0","","         0","0","         0","0","        22","0","","","","","","","","","   -9.4","0,0211, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 131.1"," ,0,0605, ","","","0.0","0,1121","-4.4","0,1218","-4.4","0,1218","","","","","-3.9","0,0213","-3.9","0,0213","-8.9","0,0212","-8.9","0,0212","-8.9","0,0212","","","","","     14.79","0","","","   1019.7"," ,0","        0"," ,0","","","","","     13.01","0","     25183","0"
"USC00410665","1982","31.1","-97.48333","202.4","BELTON DAM, TX US","   1463.1","","    1463.1","0","        82","0","        51","0","         5","0","","","         1","0","         0","0","        39","0","         4","0","       263","0","       116","0","","","  -13.3","0,0111, ","","","    51"," ,0,0114, ","  65.5"," ,0,1103, ","   40.0","0,0817,+","-0.6","0,1113","-5.0","0,1212","-5.0","0,1212","-7.8","0,1213","","","0.0","0,0306","-2.2","0,0211","-4.4","0,0210","-7.8","0,0207","-11.1","0,0117","    1126.7","7","    1126.7","0","","","","","    671.0"," ,0","       51"," ,0","     18.90","0","     25.46","0","     12.33","0","     29166","0"
"USC00410665","1983","31.1","-97.48333","202.4","BELTON DAM, TX US","   1201.5","","    1201.5","0","        75","0","        55","0","         7","0","","","         0","0","         0","0","        46","0","         6","0","       247","0","        82","0","","","  -13.9","0,1226, ","","","     0"," ,0,1231,+","  70.4"," ,0,0511, ","   38.9","0,0901, ","0.0","0,1124","-2.8","0,1129","-8.3","0,1219","-8.3","0,1219","-13.3","0,1222","0.0","0,0403","-3.3","0,0208","-4.4","0,0123","","","","","    1317.5","5","    1317.5","0","","","","","    834.9"," ,0","        0"," ,0","     17.52","0","     24.12","0","     10.92","0","     27552","0"
"USC00410665","1984","31.1","-97.48333","202.4","BELTON DAM, TX US","   1231.5","","    1231.5","0","        70","0","        43","0","        13","0","","","         0","0","         0","0","        42","0","         0","0","       269","0","       113","0","","","  -11.1","0,0119, ","","","     0"," ,0,1231,+"," 116.1"," ,0,0605, ","   40.0","0,0820, ","-0.6","0,1111","-2.2","0,1123","-4.4","0,1128","","","","","-2.8","0,0301","-2.8","0,0301","-5.0","0,0229","-7.8","0,0122","-10.6","0,0120","    1346.0","0","    1346.0","0","","","","","    880.7"," ,0","        0"," ,0","     18.30","0","     25.54","0","     11.06","0","     29377","0"
"USC00410665","1985","31.1","-97.48333","202.4","BELTON DAM, TX US","   1398.9","","    1398.9","0","        74","0","        54","0","        14","0","","","","","         0","0","        56","0","         6","0","       258","0","        96","0","","","  -14.4","0,0202, ","","","","","  70.6"," ,0,0606, ","   40.0","0,0904,+","0.0","0,1201","-4.4","0,1202","-4.4","0,1202","-7.8","0,1214","","","-1.1","0,0216","-3.3","0,0214","-5.6","0,0212","-6.7","0,0208","-12.8","0,0203","    1282.4","4","    1282.4","0","","","","","    993.8"," ,0","","","     18.57","0","     24.76","0","     12.39","0","",""
"USC00410665","1986","31.1","-97.48333","202.4","BELTON DAM, TX US","   1479.6","","    1479.6","0","        84","0","        63","0","        14","0","","","         0","0","         0","0","        17","0","         0","0","       273","0","        99","0","","","   -3.9","0,0212,+","","","     0"," ,0,1231,+"," 115.6"," ,0,0204, ","   40.0","0,0821,+","-2.2","0,1113","-2.2","0,1113","","","","","","","0.0","0,0321","-3.9","0,0212","","","","","","","     959.5","5","     959.5","0","","","","","   1290.7"," ,0","        0"," ,0","     19.59","0","     25.27","0","     13.92","0","     33390","0"
"USC00410665","1987","31.1","-97.48333","202.4","BELTON DAM, TX US","   1348.5","","    1348.5","0","        76","0","        49","0","         7","0","        0","","         0","0","         0","0","        23","0","         1","0","       261","0","        94","0","","","   -5.6","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.9"," ,0,0614, ","   38.3","0,0806, ","-1.1","0,1112","-2.2","0,1215","-5.6","0,1216","","","","","-2.8","0,0331","-2.8","0,0331","","","","","","","    1222.5","5","    1222.5","0","     13.00","0","     25.69","0","    749.2"," ,0","        0"," ,0","     18.80","0","     25.06","0","     12.54","0","     30050","0"
"USC00410665","1988","31.1","-97.48333","202.4","BELTON DAM, TX US","   1306.3","","    1306.3","0","        71","0","        43","0","         5","0","","","         0","0","         0","0","        39","0","         1","0","       267","0","       106","0","","","   -7.2","0,0212,+","","","     0","T,0,0205, ","  68.8"," ,0,0603, ","   39.4","0,0719, ","-1.1","0,1123","-2.2","0,1128","","","","","","","-1.1","0,0319","-2.2","0,0314","-5.0","0,0213","-7.2","0,0212","","","    1178.0","0","    1178.0","0","","","","","    589.4"," ,0","        0","T,0","     18.76","0","     25.69","0","     11.84","0","",""
"USC00410665","1989","31.1","-97.48333","202.4","BELTON DAM, TX US","   1282.0","","    1282.0","0","        72","0","        44","0","        12","0","","","         0","0","         2","0","        49","0","         6","0","       260","0","       100","0","","","  -18.3","0,1223, ","","","     0"," ,0,1231,+","  81.5"," ,0,0614, ","   38.9","0,0716, ","-1.7","0,1020","-2.2","0,1124","-5.0","0,1204","-7.2","0,1212","-10.0","0,1213","0.0","0,0309","-3.9","0,0308","-6.1","0,0307","-9.4","0,0207","-9.4","0,0207","    1151.4","4","    1151.4","0","","","","","    876.2"," ,0","        0"," ,0","     17.79","0","     24.79","0","     10.78","0","     29259","0"
"USC00410665","1990","31.1","-97.48333","202.4","BELTON DAM, TX US","   1316.6","","    1316.6","0","        85","0","        55","0","         9","0","        0","","         0","0","         0","0","        24","0","         3","0","       281","0","       117","0","","","  -11.1","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.5"," ,0,0503, ","   40.0","0,0901, ","0.0","0,1105","-3.3","0,1205","-8.9","0,1222","-8.9","0,1222","-8.9","0,1222","0.0","0,0326","-4.4","0,0205","-4.4","0,0205","","","","","    1206.1","1","    1206.1","0","","","","","    905.9"," ,0","        0"," ,0","     18.99","0","     26.22","0","     11.77","0","     27858","0"
"USC00410665","1991","31.1","-97.48333","202.4","BELTON DAM, TX US","   1399.1","","    1399.1","0","        95","0","        69","0","        14","0","        0","","         0","0","         0","0","        23","0","         0","0","       251","0","       100","0","","","   -7.2","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.0"," ,0,1221, ","   37.2","0,0822, ","0.0","0,1102","-2.2","0,1103","-6.1","0,1104","","","","","-2.2","0,0201","-2.2","0,0201","-7.2","0,0101","-7.2","0,0101","","","    1098.6","6","    1098.6","0","     14.52","0","     26.21","0","   1210.9"," ,0","        0"," ,0","     19.05","0","     24.94","0","     13.16","0","     28607","0"
"USC00410665","1992","31.1","-97.48333","202.4","BELTON DAM, TX US","   1288.7","","    1288.7","0","        90","0","        59","0","        16","0","        0","","         0","0","         0","0","        16","0","         0","0","       260","0","       102","0","","","   -7.2","0,0117,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.3"," ,0,1120, ","   37.8","0,0704, ","-1.7","0,1105","-2.2","0,1127","-4.4","0,1128","","","","","0.0","0,0124","-7.2","0,0117","-7.2","0,0117","-7.2","0,0117","","","    1046.1","1","    1046.1","0","     14.04","0","     26.69","0","   1147.2"," ,0","        0"," ,0","     19.14","0","     25.47","0","     12.82","0","     29811","0"
