"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00424575","1916","41.75","-113.116667","1287.8","KELTON, UT US","    233.7","","     233.7","6","        24","6","       199","6","        49","6","       131","6","        31","6","         6"," ","  -30.0","6,1227, ","   36.1","6,0707,+","-3.3","6,0911","-3.3","6,0911","-6.7","6,1019","-6.7","6,1019","-11.7","6,1024","-0.6","6,0622","-2.8","6,0516","-4.4","6,0515","-6.7","6,0313","-9.4","6,0306","    4093.4","4","    4093.4","6","      6.67","6","     15.11","6","     -1.76","6"
"USC00424575","1917","41.75","-113.116667","1287.8","KELTON, UT US","    228.2","","     228.2","6","        28","6","       199","6","        49","6","       135","6","        48","6","         5"," ","  -31.7","6,0122, ","   37.2","6,0713,+","-0.6","6,0914","-2.2","6,1013","-10.6","6,1018","-10.6","6,1018","-10.6","6,1018","-1.7","6,0613","-2.2","6,0611","-7.8","6,0416","-7.8","6,0416","-9.4","6,0326","    4752.8","8","    4752.8","6","      6.89","6","     15.53","6","     -1.74","6"
"USC00424575","1918","41.75","-113.116667","1287.8","KELTON, UT US","    229.1","","     229.1","6","         5","6","       183","6","        24","6","       154","6","        39","6","","","  -25.6","6,0201, ","   36.7","6,0825,+","-0.6","6,1007","-2.2","6,1019","-6.7","6,1026","-6.7","6,1026","-8.9","6,1108","0.0","6,0602","-3.3","6,0528","-5.0","6,0427","-6.7","6,0420","-9.4","6,0405","    3654.1","1","    3654.1","6","      8.01","6","     16.48","6","     -0.46","6"
"USC00424575","1919","41.75","-113.116667","1287.8","KELTON, UT US","","","","","        16","6","       195","6","        34","6","       152","6","        70","6","","","  -25.6","6,1209, ","   38.9","6,0714,+","-1.1","6,0923","-3.9","6,1005","-6.7","6,1009","-6.7","6,1009","-9.4","6,1027","-1.7","6,0602","-2.8","6,0507","-5.6","6,0506","-7.2","6,0314","-10.0","6,0310","","","","","      8.26","6","     16.98","6","     -0.48","6"
"USC00424575","1920","41.75","-113.116667","1287.8","KELTON, UT US","    221.0","","     221.0","6","         7","6","       196","6","        25","6","       137","6","        27","6","","","  -19.4","6,1215, ","   36.7","6,0721, ","0.0","6,0923","-2.2","6,0925","-5.0","6,1024","-8.9","6,1110","-8.9","6,1110","-1.1","6,0601","-3.9","6,0507","-5.0","6,0506","-6.7","6,0424","-11.1","6,0403","    4268.5","5","    4268.5","6","      7.54","6","     15.05","6","      0.04","6"
"USC00424575","1921","41.75","-113.116667","1287.8","KELTON, UT US","","","","","         1","6","       160","6","        30","6","       152","6","        37","6","","","  -17.8","6,0112, ","   36.7","6,0720,+","0.0","6,0904","-2.8","6,0916","-5.0","6,1025","-7.2","6,1109","-8.9","6,1116","-2.8","6,0430","-2.8","6,0430","-5.0","6,0425","-7.8","6,0408","-11.1","6,0218","","","","","      8.91","6","     16.65","6","      1.17","6"
"USC00424575","1922","41.75","-113.116667","1287.8","KELTON, UT US","","","","","","","","","        49","6","       155","6","        51","6","         1"," ","","","   38.9","6,0716,+","","","","","","","","","","","","","","","","","","","","","    4114.8","8","    4114.8","6","","","     16.59","6","",""
"USC00424575","1924","41.75","-113.116667","1287.8","KELTON, UT US","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00424575","1925","41.75","-113.116667","1287.8","KELTON, UT US","    276.6","","     276.6","6","        11","6","       176","6","        13","6","       167","6","        38","6","","","  -22.8","6,0116, ","   43.3","6,0718, ","-1.7","6,0930","-5.0","6,1017","-5.0","6,1017","-7.2","6,1105","-9.4","6,1215","-1.7","6,0513","-2.8","6,0508","-6.1","6,0327","-6.7","6,0326","-9.4","6,0213","","","","","      9.61","6","     18.43","6","      0.79","6"
"USC00424575","1926","41.75","-113.116667","1287.8","KELTON, UT US","    279.3","","     279.3","6","         7","6","       174","6","        20","6","       171","6","        46","6","","","  -21.1","6,1224,+","   40.0","6,0627, ","-1.1","6,0922","-2.8","6,0924","-9.4","6,0925","-9.4","6,0925","-9.4","6,0925","-2.2","6,0619","-2.2","6,0619","-6.7","6,0402","-6.7","6,0402","-8.9","6,0327","    3301.8","8","    3301.8","6","      9.68","6","     18.75","6","      0.61","6"
"USC00424575","1927","41.75","-113.116667","1287.8","KELTON, UT US","    299.4","","     299.4","6","         4","6","       184","6","        20","6","       152","6","        48","6","","","  -21.7","6,0122, ","   37.2","6,0719,+","-0.6","6,0914","-2.8","6,1001","-6.7","6,1006","-6.7","6,1006","-11.7","6,1101","-0.6","6,0601","-2.2","6,0530","-7.2","6,0421","-7.2","6,0421","-11.7","6,0320","    3587.3","3","    3587.3","6","      9.04","6","     17.24","6","      0.85","6"
"USC00424575","1928","41.75","-113.116667","1287.8","KELTON, UT US","    255.5","","     255.5","6","        10","6","       182","6","        34","6","       155","6","        33","6","","","  -27.2","6,1222, ","   36.1","6,0811,+","0.0","6,0909","-2.2","6,1004","-8.3","6,1014","-8.3","6,1014","-9.4","6,1022","0.0","6,0505","-2.2","6,0504","-5.6","6,0503","-6.7","6,0422","-9.4","6,0227","    3688.4","4","    3688.4","6","      8.23","6","     16.18","6","      0.27","6"
