"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"SF003044460","1956","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        57","I","        57","I","        24","I"," 116.0"," ,I,1221, ","   1568.5"," ,I"
"SF003044460","1957","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        63","I","        61","I","        19","I"," 101.0"," ,I,1003, ","   1407.5"," ,I"
"SF003044460","1958","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        54","I","        53","I","        14","I"," 129.5"," ,I,0205, ","   1135.5"," ,I"
"SF003044460","1959","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        54","I","        45","I","        14","I"," 108.0"," ,I,0901, ","    999.8"," ,I"
"SF003044460","1960","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        69","I","        65","I","        23","I"," 174.0"," ,I,0208, ","   1849.1"," ,I"
"SF003044460","1961","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        68","I","        68","I","        17","I"," 320.0"," ,I,0407, ","   1903.9"," ,I"
"SF003044460","1962","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        61","I","        55","I","        13","I","  66.5"," ,I,0326, ","   1030.5"," ,I"
"SF003044460","1963","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        71","I","        64","I","        16","I"," 159.0"," ,I,0628, ","   1373.6"," ,I"
"SF003044460","1964","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        55","I","        53","I","        17","I","  88.0"," ,I,1027, ","   1258.6"," ,I"
"SF003044460","1965","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        44","I","        43","I","        17","I","  91.5"," ,I,0424, ","   1178.7"," ,I"
"SF003044460","1966","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        49","I","        49","I","        12","I","  90.5"," ,I,0819, ","   1001.6"," ,I"
"SF003044460","1967","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        64","I","        61","I","        20","I"," 152.5"," ,I,0401, ","   1483.6"," ,I"
"SF003044460","1968","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        67","I","        65","I","        15","I","  95.5"," ,I,0306, ","   1204.0"," ,I"
"SF003044460","1969","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        51","I","        51","I","        19","I"," 112.0"," ,I,1209, ","   1357.0"," ,I"
"SF003044460","1970","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        52","I","        49","I","        18","I","  79.0"," ,I,1008, ","   1071.6"," ,I"
"SF003044460","1971","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        48","I","        48","I","        27","I"," 145.0"," ,I,0513, ","   1694.6"," ,I"
"SF003044460","1973","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        54","I","        50","I","        12","I"," 138.0"," ,I,0930, ","   1208.4"," ,I"
"SF003044460","1974","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        43","I","        39","I","        11","I","  66.5"," ,I,0112, ","    996.9"," ,I"
"SF003044460","1975","-28.95","31.7","38.0","MTUNZINI, SF","","","","","","","","","","","","","   1178.4"," ,I"
"SF003044460","1976","-28.95","31.7","38.0","MTUNZINI, SF","","","","","","","","","","","","","   1935.5"," ,I"
"SF003044460","1978","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        66","I","        65","I","        16","I"," 143.0"," ,I,0122, ","   1506.1"," ,I"
"SF003044460","1979","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        46","I","        46","I","        16","I","  93.5"," ,I,1114, ","   1037.1"," ,I"
"SF003044460","1980","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        44","I","        44","I","         7","I"," 169.5"," ,I,0908, ","    772.4"," ,I"
"SF003044460","1981","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        57","I","        54","I","        14","I"," 127.2"," ,I,0201, ","   1164.3"," ,I"
"SF003044460","1982","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        47","I","        45","I","        13","I","  70.0"," ,I,0217, ","    888.7"," ,I"
"SF003044460","1983","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        42","I","        42","I","        13","I","  53.8"," ,I,0717, ","    873.4"," ,I"
"SF003044460","1984","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        50","I","        50","I","        15","I"," 230.0"," ,I,0219, ","   1328.1"," ,I"
"SF003044460","1985","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        33","I","        33","I","        10","I"," 199.0"," ,I,0210, ","    991.3"," ,I"
"SF003044460","1987","-28.95","31.7","38.0","MTUNZINI, SF","","","","","","","","","","","","","   1413.4"," ,I"
"SF003044460","1988","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        74","I","        61","I","        13","I"," 203.5"," ,I,0208, ","   1224.6"," ,I"
"SF003044460","1989","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        55","I","        42","I","        11","I"," 210.5"," ,I,1129, ","   1031.6"," ,I"
"SF003044460","1990","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        45","I","        44","I","         6","I"," 159.8"," ,I,0325, ","    952.0"," ,I"
"SF003044460","1992","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        19","I","        19","I","         8","I","  90.2"," ,I,0913, ","    605.2"," ,I"
"SF003044460","1993","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        39","I","        39","I","         8","I","  91.0"," ,I,1006, ","    769.5"," ,I"
"SF003044460","1994","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        35","I","        35","I","        10","I","  68.0"," ,I,1013, ","    655.4"," ,I"
"SF003044460","1995","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        52","I","        51","I","        11","I","  95.0"," ,I,0410, ","   1132.5"," ,I"
"SF003044460","1996","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        41","I","        41","I","        13","I"," 106.0"," ,I,0211, ","    985.7"," ,I"
"SF003044460","1997","-28.95","31.7","38.0","MTUNZINI, SF","","","","","        43","I","        43","I","        11","I","  93.0"," ,I,1127, ","    979.5"," ,I"
"SF003044460","2015","-28.95","31.7","38.0","MTUNZINI, SF","   1920.3","","    1920.3"," ","","","","","","","","","",""
