"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023065","2013","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","W","    638.8","","     638.8","W","        75","W","        36","W","         3","W","       35","","        11","W","         7","W","       171","W","        28","W","       163","W","        60","W","        48"," ","         7"," ","        19"," ","  -21.0","W,1208, ","   330"," ,W,0324, ","   279"," ,W,0323, "," 104.4"," ,W,0912, ","   41.7","W,0611, ","-1.0","W,1015","-2.7","W,1102","-5.5","W,1106","-9.9","W,1121","-9.9","W,1121","-1.6","W,0506","-3.8","W,0505","-7.1","W,0424","-7.1","W,0424","-9.3","W,0411","    3356.8","8","      26.1","7,3,2","    3356.8","W","      29.4","7,3,2","      -3.3","7,3,2","      -2.2","7,3,2","       9.7","7,3,2","      12.2","7,3,2","    425.6"," ,W","     1426"," ,W","     10.68","W","     18.70","W","      2.66","W","","","","","       170","W","       260","W","","","","","      21.5","W","      26.8","W","",""
"USW00023065","2014","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.6","W","    496.3","","     496.3","W","        89","W","        42","W","         0","W","       31","","        12","W","        12","W","       159","W","        32","W","       173","W","        38","W","        71"," ","         9"," ","        24"," ","  -25.5","W,0205, ","   150"," ,W,1230,+","   114"," ,W,0204, ","  23.6"," ,W,0609, ","   38.3","W,0720, ","0.0","W,1027","-3.2","W,1029","-4.9","W,1031","-9.9","W,1110","-9.9","W,1110","0.0","W,0515","-3.8","W,0415","-5.5","W,0404","-7.7","W,0324","-9.9","W,0322","    3357.4","4","      23.9","7,3,2","    3357.4","W","      26.7","7,3,2","      -2.2","7,3,2","      -1.7","7,3,2","       9.8","7,3,2","      12.2","7,3,2","    453.9"," ,W","      818"," ,W","     10.49","W","     18.52","W","      2.45","W","","","","","       340","W","       340","W","","","","","      25.9","W","      32.2","W","",""
"USW00023065","2015","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.1","W","    617.7","","     617.7","W","        91","W","        43","W","         3","W","       22","","         8","W","         1","W","       137","W","        27","W","       178","W","        63","W","       137"," ","        37"," ","        56"," ","  -19.9","W,0104, ","   150"," ,W,0223,+","   135"," ,W,0221, ","  52.8"," ,W,0416, ","   38.3","W,0724, ","0.0","W,1024","-3.8","W,1029","-4.9","W,1112","-7.1","W,1126","-12.1","W,1217","0.0","W,0511","-2.7","W,0403","-10.5","W,0305","-10.5","W,0305","-10.5","W,0305","    3044.0","0","      25.0","7,3,2","    3044.0","W","      31.7","7,3,2","      -2.2","7,3,2","      -1.1","7,3,2","      10.3","7,3,2","      14.5","7,3,2","    522.4"," ,W","      629"," ,W","     12.03","W","     19.70","W","      4.37","W","","","","","       230","W","       230","W","","","","","      20.6","W","      26.8","W","",""
"USW00023065","2016","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","W","    597.0","","     597.0","W","        86","W","        42","W","         3","W","       18","","         6","W","         3","W","       138","W","        16","W","       200","W","        64","W","       109"," ","        32"," ","        60"," ","  -26.0","W,1217, ","   280"," ,W,0204,+","   241"," ,W,0202, ","  38.6"," ,W,0416, ","   40.0","W,0722,+","0.0","W,1005","-3.2","W,1111","-9.9","W,1118","-9.9","W,1118","-9.9","W,1118","-1.6","W,0502","-3.8","W,0401","-6.6","W,0327","-7.1","W,0324","-11.0","W,0320","    2881.0","0","      24.4","7,3,2","    2881.0","W","      33.3","7,3,2","      -5.6","7,3,2","      -3.9","7,3,2","       9.6","7,3,2","      15.6","7,3,2","    442.3"," ,W","      654"," ,W","     12.04","W","     20.39","W","      3.71","W","","","","","       340","W","       320","W","","","","","      24.6","W","      31.3","W","",""
"USW00023065","2017","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    516.8","","     516.8","W","        80","W","        44","W","         6","W","        7","","         4","W","         5","W","       146","W","        20","W","       178","W","        43","W","       110"," ","        26"," ","        56"," ","  -22.1","W,0107,+","    80"," ,W,0105, ","    94"," ,W,0430, ","  54.1"," ,W,0729, ","   37.8","W,0621, ","-0.5","W,1010","-2.7","W,1026","-7.1","W,1027","-7.1","W,1027","-9.3","W,1204","0.0","W,0504","-2.7","W,0411","-4.9","W,0314","-7.1","W,0311","-10.5","W,0302","    2881.0","0","      25.0","7,3,2","    2881.0","W","      31.7","7,3,2","      -5.6","7,3,2","      -3.9","7,3,2","       9.4","7,3,2","      14.6","7,3,2","    670.3"," ,W","      260"," ,W","     11.59","W","     19.47","W","      3.71","W","","","","","       330","W","        70","W","","","","","      23.3","W","      30.0","W","",""
"USW00023065","2018","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","W","    608.7","","     608.7","W","        86","W","        41","W","         3","W","       23","","         9","W","         3","W","       169","W","        18","W","       169","W","        59","W","       107"," ","        24"," ","        44"," ","  -21.6","W,0116, ","   200"," ,W,0124,+","   208"," ,W,0121, ","  78.7"," ,W,0518, ","   38.3","W,0628,+","-2.7","W,1010","-2.7","W,1010","-6.6","W,1014","-8.8","W,1015","-9.3","W,1108","-0.5","W,0425","-4.3","W,0419","-5.5","W,0416","-8.2","W,0415","-10.5","W,0407","    3138.0","0","      25.0","7,3,2","    3138.0","W","      31.1","7,3,2","      -8.3","7,3,2","      -4.4","7,3,2","       9.1","7,3,2","      13.6","7,3,2","    509.0"," ,W","      804"," ,W","     11.04","W","     19.06","W","      3.01","W","","","","","       320","W","       310","W","","","","","      25.9","W","      34.4","W","",""
"USW00023065","2019","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","W","    565.5","","     565.5","W","        87","W","        45","W","         5","W","       31","","        13","W","         3","W","       172","W","        34","W","       163","W","        51","W","       134"," ","        49"," ","        51"," ","  -23.2","W,0304, ","   200"," ,W,1127, ","   190"," ,W,1126, ","  72.1"," ,W,0811, ","   40.6","W,0719, ","-6.0","W,1010","-6.0","W,1010","-6.0","W,1010","-7.7","W,1011","-13.2","W,1030","0.0","W,0502","-3.2","W,0414","-5.5","W,0412","-9.9","W,0306","-9.9","W,0306","    3482.2","2","","","    3482.2","W","","","","","","","","","","","    579.5"," ,W","      832"," ,W","     10.40","W","     17.96","W","      2.85","W","","","","","       340","W","","","","","","","      26.4","W","","","",""
"USW00023065","2020","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","W","    643.2","","     643.2","W","        67","W","        33","W","         3","W","       20","","         9","W","         0","W","       161","W","        18","W","       187","W","        72","W","       101"," ","        22"," ","        39"," ","  -17.7","W,1027,+","   150"," ,W,1216,+","   122"," ,W,1025, ","  49.8"," ,W,0713, ","   40.0","W,0629, ","0.0","W,0909","-6.6","W,1023","-6.6","W,1023","-7.1","W,1024","-9.9","W,1025","-1.0","W,0509","-6.6","W,0417","-6.6","W,0417","-7.1","W,0415","-14.3","W,0226","    3129.2","2","","","    3129.2","W","","","","","","","","","","","    411.7"," ,W","      724"," ,W","     11.65","W","     20.03","W","      3.28","W","","","","","       330","W","       350","W","","","","","      21.9","W","      30.9","W","",""
"USW00023065","2021","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    656.0","","     656.0","W","        64","W","        30","W","         2","W","       16","","         8","W","         7","W","       160","W","        18","W","       184","W","        61","W","       103"," ","        18"," ","        42"," ","  -31.0","W,0215, ","   150"," ,W,0127, ","    74"," ,W,0126, ","  37.8"," ,W,0313, ","   40.0","W,0617, ","-0.5","W,1014","-3.2","W,1031","-4.9","W,1109","-8.2","W,1117","-9.3","W,1118","0.0","W,0512","-7.7","W,0421","-7.7","W,0421","-7.7","W,0421","-9.9","W,0301","    3299.1","1","","","    3299.1","W","","","","","","","","","","","    335.8"," ,W","      438"," ,W","     11.63","W","     19.93","W","      3.33","W","","","","","       320","W","       310","W","","","","","      25.9","W","      36.2","W","",""
"USW00023065","2022","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","","","","","","","        62","W","        30","W","         1","W","       38","","        12","W","","","","","","","","","","","        60"," ","         9"," ","        39"," ","","","   150"," ,W,0310,+","   152"," ,W,0309, ","  28.4"," ,W,0502, ","","","","","","","","","","","","","","","","","","","","","","","    3040.1","1","","","    3040.1","W","","","","","","","","","","","    282.0"," ,W","      880"," ,W","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023065","2023","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","","","    514.9","","     514.9","W","        82","W","        47","W","         6","W","       47","","        15","W","         4","W","       170","W","        30","W","       181","W","        41","W","       117"," ","        27"," ","        55"," ","  -21.0","W,0131, ","   230"," ,W,0122, ","   198"," ,W,0215, ","  42.2"," ,W,0807, ","   38.9","W,0725, ","-0.5","W,1006","-3.2","W,1015","-6.6","W,1027","-9.3","W,1029","-9.3","W,1029","-0.5","W,0501","-8.2","W,0423","-8.2","W,0423","-8.2","W,0423","-11.6","W,0318","","","","","","","","","","","","","","","","","    561.4"," ,W","     1119"," ,W","     10.99","W","     18.67","W","      3.32","W","","","","","","","","","","","","","","","","","",""
"USW00023065","2024","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    708.3","","     708.3","W","        74","W","        41","W","         1","W","       33","","         8","W","         5","W","       142","W","        19","W","       185","W","        75","W","        80"," ","        17"," ","        48"," ","  -26.6","W,0115, ","   230"," ,W,0110,+","   175"," ,W,0108, ","  39.6"," ,W,1108, ","   40.6","W,0730,+","0.0","W,1025","-3.8","W,1101","-6.0","W,1120","-8.2","W,1128","-9.3","W,1212","-0.5","W,0421","-2.7","W,0411","-6.0","W,0327","-11.0","W,0326","-11.0","W,0326","    2934.4","4","","","    2934.4","W","","","","","","","","","","","    367.3"," ,W","      650"," ,W","     12.60","W","     20.81","W","      4.38","W","","","","","       310","W","       310","W","","","","","      23.3","W","      32.2","W","",""
"USW00023065","2025","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","","","","","","","","","","","","","","","","","","","","","","","","","","","        17"," ","         2"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
