"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"ASN00087023","1908","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        87","a","        39","a","         0","a","  22.9"," ,a,0309, ","    342.9"," ,a"
"ASN00087023","1909","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       129","a","        60","a","         3","a","  34.3"," ,a,0820, ","    539.4"," ,a"
"ASN00087023","1910","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       130","a","        61","a","         2","a","  31.8"," ,a,0307, ","    527.0"," ,a"
"ASN00087023","1911","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       125","a","        64","a","         5","a","  57.2"," ,a,0308, ","    664.6"," ,a"
"ASN00087023","1912","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       110","a","        55","a","         0","a","  18.8"," ,a,0614, ","    388.0"," ,a"
"ASN00087023","1913","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       110","a","        56","a","         2","a","  45.7"," ,a,0306, ","    491.6"," ,a"
"ASN00087023","1914","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        61","a","        37","a","         1","a","  34.5"," ,a,1215, ","    336.2"," ,a"
"ASN00087023","1915","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       127","a","        68","a","         1","a","  26.7"," ,a,0107, ","    470.4"," ,a"
"ASN00087023","1916","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       134","a","        77","a","         4","a","  53.8"," ,a,1203, ","    681.7"," ,a"
"ASN00087023","1917","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       121","a","        64","a","         0","a","  25.1"," ,a,0330, ","    460.1"," ,a"
"ASN00087023","1918","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        89","a","        58","a","         3","a","  30.7"," ,a,0516, ","    469.9"," ,a"
"ASN00087023","1919","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        75","a","        43","a","         3","a","  59.2"," ,a,0218, ","    480.4"," ,a"
"ASN00087023","1920","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       111","a","        66","a","         1","a","  33.3"," ,a,1115, ","    491.0"," ,a"
"ASN00087023","1921","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       104","a","        54","a","         3","a","  62.2"," ,a,0225, ","    565.9"," ,a"
"ASN00087023","1924","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       136","a","        91","a","         4","a","  50.8"," ,a,1226, ","    747.2"," ,a"
"ASN00087023","1925","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       100","a","        58","a","         2","a","  38.9"," ,a,1120, ","    381.0"," ,a"
"ASN00087023","1926","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        96","a","        68","a","         1","a","  26.2"," ,a,0928, ","    412.5"," ,a"
"ASN00087023","1927","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        92","a","        59","a","         1","a","  46.0"," ,a,1012, ","    413.1"," ,a"
"ASN00087023","1928","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       111","a","        69","a","         4","a","  55.9"," ,a,0217, ","    604.0"," ,a"
"ASN00087023","1930","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       114","a","        83","a","         4","a","  30.2"," ,a,0221, ","    635.8"," ,a"
"ASN00087023","1931","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       118","a","        84","a","         4","a","  33.8"," ,a,1117, ","    655.5"," ,a"
"ASN00087023","1932","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       131","a","        88","a","         2","a","  30.5"," ,a,1013, ","    634.9"," ,a"
"ASN00087023","1933","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        96","a","        59","a","         3","a","  61.0"," ,a,1201, ","    501.1"," ,a"
"ASN00087023","1934","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       128","a","        89","a","         5","a","  38.1"," ,a,1201, ","    762.5"," ,a"
"ASN00087023","1935","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       139","a","        82","a","         1","a","  28.4"," ,a,0419, ","    611.3"," ,a"
"ASN00087023","1936","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       128","a","        70","a","         1","a","  40.9"," ,a,0704, ","    580.3"," ,a"
"ASN00087023","1937","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       127","a","        52","a","         1","a","  33.3"," ,a,1017, ","    441.6"," ,a"
"ASN00087023","1938","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       120","a","        50","a","         2","a","  29.7"," ,a,0615, ","    400.1"," ,a"
"ASN00087023","1939","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       152","a","        71","a","         5","a","  35.1"," ,a,1116, ","    686.9"," ,a"
"ASN00087023","1940","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       110","a","        45","a","         2","a","  32.5"," ,a,1122, ","    410.4"," ,a"
"ASN00087023","1941","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       147","a","        66","a","         1","a","  35.6"," ,a,0126, ","    614.4"," ,a"
"ASN00087023","1942","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       139","a","        61","a","         0","a","  25.1"," ,a,1219, ","    557.2"," ,a"
"ASN00087023","1943","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       134","a","        54","a","         0","a","  16.3"," ,a,0104, ","    423.7"," ,a"
"ASN00087023","1944","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       120","a","        49","a","         1","a","  34.0"," ,a,0123, ","    382.4"," ,a"
"ASN00087023","1945","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       126","a","        50","a","         1","a","  43.2"," ,a,0514, ","    481.3"," ,a"
"ASN00087023","1946","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       147","a","        68","a","         4","a","  42.9"," ,a,0226, ","    621.2"," ,a"
"ASN00087023","1947","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       147","a","        66","a","         1","a","  31.8"," ,a,0208, ","    589.7"," ,a"
"ASN00087023","1948","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       142","a","        58","a","         0","a","  20.3"," ,a,1011,+","    473.5"," ,a"
"ASN00087023","1949","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       143","a","        61","a","         4","a","  71.4"," ,a,0308, ","    681.0"," ,a"
"ASN00087023","1950","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       142","a","        65","a","         2","a","  29.0"," ,a,0218, ","    611.4"," ,a"
"ASN00087023","1951","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       137","a","        71","a","         4","a","  51.1"," ,a,0219, ","    723.7"," ,a"
"ASN00087023","1952","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       155","a","        77","a","         2","a","  45.7"," ,a,0713, ","    756.4"," ,a"
"ASN00087023","1953","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       139","a","        58","a","         2","a","  35.6"," ,a,1021, ","    520.2"," ,a"
"ASN00087023","1954","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       123","a","        59","a","         3","a","  41.1"," ,a,1109, ","    568.7"," ,a"
"ASN00087023","1955","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       144","a","        71","a","         1","a","  36.6"," ,a,0324, ","    607.6"," ,a"
"ASN00087023","1956","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       150","a","        72","a","         0","a","  21.1"," ,a,0707, ","    558.7"," ,a"
"ASN00087023","1957","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       118","a","        55","a","         3","a","  44.5"," ,a,0207, ","    516.1"," ,a"
"ASN00087023","1958","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       136","a","        76","a","         2","a","  32.8"," ,a,1129, ","    591.3"," ,a"
"ASN00087023","1959","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       115","a","        56","a","         2","a","  37.1"," ,a,0214, ","    549.7"," ,a"
"ASN00087023","1960","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       146","a","        67","a","         4","a","  41.4"," ,a,0421, ","    627.8"," ,a"
"ASN00087023","1961","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       124","a","        58","a","         1","a","  60.2"," ,a,0301, ","    517.0"," ,a"
"ASN00087023","1962","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       119","a","        63","a","         2","a","  47.0"," ,a,0924, ","    550.6"," ,a"
"ASN00087023","1963","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       132","a","        62","a","         2","a","  52.1"," ,a,0129, ","    594.8"," ,a"
"ASN00087023","1964","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       152","a","        70","a","         2","a","  42.7"," ,a,0211, ","    743.5"," ,a"
"ASN00087023","1965","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       136","a","        61","a","         3","a","  39.1"," ,a,0807, ","    537.8"," ,a"
"ASN00087023","1966","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       163","a","        81","a","         1","a","  38.6"," ,a,0316, ","    697.6"," ,a"
"ASN00087023","1967","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","    182.5","","     182.5","a","       111","a","        39","a","         0","a","  14.7"," ,a,1213, ","    298.5"," ,a"
"ASN00087023","1968","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       161","a","        68","a","         2","a","  28.2"," ,a,1216, ","    568.5"," ,a"
"ASN00087023","1969","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       142","a","        60","a","         0","a","  24.6"," ,a,0213, ","    522.5"," ,a"
"ASN00087023","1970","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       156","a","        76","a","         6","a","  47.5"," ,a,0102, ","    772.0"," ,a"
"ASN00087023","1971","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       147","a","        75","a","         5","a"," 101.6"," ,a,0326, ","    826.4"," ,a"
"ASN00087023","1972","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       112","a","        53","a","         5","a","  71.1"," ,a,0621, ","    701.2"," ,a"
"ASN00087023","1973","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       147","a","        65","a","         3","a","  85.6"," ,a,0206, ","    779.6"," ,a"
"ASN00087023","1974","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       148","a","        76","a","         1","a","  34.2"," ,a,0114, ","    670.5"," ,a"
"ASN00087023","1975","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    543.4"," ,a"
"ASN00087023","1977","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       122","a","        58","a","         1","a","  25.8"," ,a,0225, ","    472.6"," ,a"
"ASN00087023","1978","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       144","a","        75","a","         6","a","  61.4"," ,a,1106, ","    907.7"," ,a"
"ASN00087023","1979","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       134","a","        48","a","         2","a","  28.0"," ,a,0503, ","    451.4"," ,a"
"ASN00087023","1980","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       118","a","        57","a","         3","a","  50.8"," ,a,0112, ","    561.2"," ,a"
"ASN00087023","1981","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       130","a","        57","a","         4","a","  45.0"," ,a,0110, ","    642.6"," ,a"
"ASN00087023","1982","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","        85","a","        28","a","         1","a","  33.6"," ,a,1208, ","    281.6"," ,a"
"ASN00087023","1983","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       121","a","        61","a","         1","a","  36.4"," ,a,1015, ","    545.6"," ,a"
"ASN00087023","1984","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       130","a","        52","a","         3","a","  31.6"," ,a,0325, ","    493.0"," ,a"
"ASN00087023","1985","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       135","a","        60","a","         2","a","  31.6"," ,a,0317, ","    538.0"," ,a"
"ASN00087023","1986","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       132","a","        58","a","         0","a","  24.0"," ,a,1217, ","    539.0"," ,a"
"ASN00087023","1987","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       109","a","        54","a","         4","a","  59.6"," ,a,1202, ","    601.0"," ,a"
"ASN00087023","1988","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       120","a","        52","a","         5","a","  61.4"," ,a,1210, ","    618.8"," ,a"
"ASN00087023","1989","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       137","a","        67","a","         1","a","  28.4"," ,a,0310, ","    646.6"," ,a"
"ASN00087023","1990","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    550.2"," ,a"
"ASN00087023","1991","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","       123","a","        54","a","         2","a","  35.2"," ,a,0105, ","    557.2"," ,a"
"ASN00087023","1999","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    467.9"," ,a"
"ASN00087023","2000","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    538.4"," ,a"
"ASN00087023","2003","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    479.6"," ,a"
"ASN00087023","2004","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    531.8"," ,a"
"ASN00087023","2005","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    565.5"," ,a"
"ASN00087023","2006","-38.1587","144.3954","4.0","GEELONG SALINES MOOLAP, AS","","","","","","","","","","","","","    289.4"," ,a"
