"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106152","1974","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     97.3","","      97.3","0","       125","0","        68","0","         3","0","       33","","        13","0","        10","0","       140","0","        18","0","       126","0","        15","0","","","  -25.6","0,0109, ","   356"," ,0,0103,+","   203"," ,0,0130, ","  40.4"," ,0,1220, ","   35.0","0,0801,+","","","-4.4","0,0927","-4.4","0,0927","-4.4","0,0927","-8.9","0,1223","-8.9","0,1223","0.0","0,0530","-2.2","0,0516","-4.4","0,0320","-8.3","0,0308","-10.6","0,0112","    3774.6","6","","","","","    3774.6","0","","","","","","","","","","","","","","","","","","","","","    659.4"," ,0","      912"," ,0","      8.44","0","     15.02","0","      1.86","0","",""
"USC00106152","1975","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    110.4","","     110.4","0","       153","0","        89","0","         3","0","       84","","        35","0","         3","0","       167","0","        28","0","       105","0","        14","0","","","  -24.4","0,0111, ","   610"," ,0,0208,+","   305"," ,0,1130, ","  31.8"," ,0,0113, ","   36.7","0,0710,+","","","-0.6","0,0920","-3.9","0,1024","-4.4","0,1109","-8.9","0,1111","-8.9","0,1111","-0.6","0,0628","-7.8","0,0405","-7.8","0,0405","-7.8","0,0405","-8.9","0,0328","    3898.1","1","","","","","    3898.1","0","","","","","","","","","","","","","","","","","","","","","    841.0"," ,0","     2459"," ,0","      7.40","0","     13.45","0","      1.35","0","",""
"USC00106152","1976","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     73.9","","      73.9","0","       106","0","        59","0","         1","0","       37","","        20","0","         1","0","       162","0","        20","0","       118","0","         6","0","","","  -17.8","0,0304, ","   254"," ,0,0114,+","   254"," ,0,0226, ","  41.7"," ,0,1025, ","   35.6","0,0901, ","","","-1.7","0,0907","-2.8","0,1004","-5.6","0,1017","-6.7","0,1126","-9.4","0,1127","-0.6","0,0626","-2.2","0,0421","-4.4","0,0329","-7.2","0,0315","-15.0","0,0305","    3935.8","8","","","","","    3935.8","0","","","","","","","","","","","","","","","","","","","","","    568.6"," ,0","     1475"," ,0","      8.15","0","     14.52","0","      1.78","0","",""
"USC00106152","1977","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    202.4","","     202.4","0","       125","0","        76","0","         3","0","       40","","        20","0","         2","0","       140","0","        34","0","       111","0","        26","0","","","  -20.0","0,0110, ","   152"," ,0,1231,+","    76"," ,0,1201,+","  33.5"," ,0,1213, ","   37.2","0,0817, ","","","-2.8","0,1003","-2.8","0,1003","-6.1","0,1108","-6.7","0,1117","-12.2","0,1119","-1.1","0,0529","-2.2","0,0506","-7.2","0,0419","-7.2","0,0419","-8.9","0,0129","    3551.9","9","","","","","    3551.9","0","","","","","","","","","","","","","","","","","","","","","    581.7"," ,0","     1076"," ,0","      8.50","0","     14.79","0","      2.22","0","",""
"USC00106152","1978","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    115.8","","     115.8","0","       131","0","        75","0","         1","0","       66","","        19","0","         7","0","       140","0","        35","0","       101","0","        18","0","","","  -26.1","0,1231, ","   356"," ,0,1228,+","   127"," ,0,1228,+","  28.7"," ,0,0401, ","   36.7","0,0804, ","","","0.0","0,0917","-5.0","0,1012","-5.0","0,1012","-7.2","0,1022","-9.4","0,1109","0.0","0,0615","-2.2","0,0530","-10.6","0,0315","-10.6","0,0315","-10.6","0,0315","    3711.1","1","","","","","    3711.1","0","","","","","","","","","","","","","","","","","","","","","    617.7"," ,0","     1399"," ,0","      7.86","0","     14.02","0","      1.70","0","",""
"USC00106152","1979","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    120.5","","     120.5","0","       130","0","        68","0","         1","0","       68","","        16","0","        13","0","       134","0","        38","0","       130","0","        18","0","","","  -30.0","0,0101, ","   508"," ,0,0204,+","   127"," ,0,0121, ","  34.5"," ,0,0505, ","   37.8","0,0719, ","","","-0.6","0,1028","-2.2","0,1031","-5.0","0,1114","-9.4","0,1125","-9.4","0,1125","0.0","0,0614","-2.2","0,0410","-5.0","0,0303","-6.7","0,0220","-10.0","0,0208","    4238.0","0","","","","","    4238.0","0","","","","","","","","","","","","","","","","","","","","","    645.0"," ,0","      986"," ,0","      8.24","0","     14.85","0","      1.62","0","",""
"USC00106152","1980","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     50.6","","      50.6","0","       119","0","        72","0","         3","0","       39","","        12","0","         8","0","       116","0","        26","0","       118","0","         4","0","","","  -20.6","0,0129,+","   457"," ,0,0110, ","   300"," ,0,0109, ","  36.1"," ,0,0526, ","   36.1","0,0722, ","","","-1.1","0,0825","-3.3","0,1009","-5.6","0,1022","-6.7","0,1113","-20.0","0,1207","-0.6","0,0411","-2.8","0,0401","-5.6","0,0306","-8.3","0,0216","-18.9","0,0131","    3641.8","8","","","","","    3641.8","0","","","","","","","","","","","","","","","","","","","","","    705.9"," ,0","      915"," ,0","      8.42","0","     14.39","0","      2.45","0","",""
"USC00106152","1981","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    129.7","","     129.7","0","       110","0","        71","0","         0","0","       19","","        10","0","         1","0","       128","0","        23","0","        97","0","        21","0","","","  -18.9","0,0210, ","   229"," ,0,1229,+","   203"," ,0,0212, ","  23.6"," ,0,0326, ","   36.7","0,0918,+","","","-1.1","0,0922","-2.2","0,0923","-4.4","0,1023","-6.7","0,1217","-9.4","0,1226","0.0","0,0512","-2.8","0,0506","-4.4","0,0306","-11.1","0,0211","-11.1","0,0211","    3463.0","0","","","","","    3463.0","0","","","","","","","","","","","","","","","","","","","","","    731.7"," ,0","      748"," ,0","      8.69","0","     14.44","0","      2.93","0","",""
"USC00106152","1982","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       148","0","        80","0","         2","0","       71","","        20","0","         1","0","       145","0","","","","","","","","","  -30.6","0,0106, ","   508"," ,0,0105, ","   254"," ,0,0103, ","  27.7"," ,0,0123, ","","","","","0.0","0,0930","-2.8","0,1102","-6.1","0,1113","-13.9","0,1121","-13.9","0,1121","-0.6","0,0527","-2.2","0,0511","-5.6","0,0224","-11.1","0,0222","-11.1","0,0222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    704.1"," ,0","     1706"," ,0","","","","","      2.03","0","",""
"USC00106152","1983","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     99.7","","      99.7","0","       170","0","        95","0","         0","0","","","        13","0","         5","0","       129","0","        26","0","        99","0","        10","0","","","  -28.3","0,1222, ","","","   102"," ,0,1206, ","  20.8"," ,0,0330, ","   36.7","0,0807, ","","","-0.6","0,0919","-2.2","0,0920","-5.0","0,0928","-7.2","0,1130","-10.6","0,1217","-1.7","0,0516","-2.2","0,0511","-4.4","0,0413","-6.7","0,0103","-11.7","0,0102","","","      20.6","0,0,1","      20.6","0,0,2","","","      38.3","0,0,1","      30.6","0,0,2","      -0.6","0,0,1","       0.0","0,0,2","       0.0","0,0,1","       0.0","0,0,2","       6.2","0,0,1","       6.8","0,0,2","      16.2","0,0,1","      12.6","0,0,2","    811.6"," ,0","      697"," ,0","      8.30","0","     14.03","0","      2.57","0","",""
"USC00106152","1984","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       158","0","        87","0","         1","0","       41","","        15","0","         3","0","       156","0","","","","","","","","","  -23.9","0,1219, ","   229"," ,0,1221, ","   152"," ,0,1228, ","  36.1"," ,0,1102, ","","","","","-0.6","0,0925","-3.3","0,1016","-6.7","0,1017","-6.7","0,1017","-11.1","0,1203","-1.7","0,0601","-2.2","0,0504","-5.6","0,0427","-7.2","0,0226","-8.9","0,0121","    3997.6","6","      21.1","0,0,1","      21.1","0,0,2","    3997.6","0","      45.6","0,0,1","      32.2","0,0,2","      -6.7","0,0,1","      -5.0","0,0,2","      -2.8","0,0,1","      -2.8","0,0,2","       5.7","0,0,1","       6.0","0,0,2","      15.2","0,0,1","      11.2","0,0,2","    670.7"," ,0","     1053"," ,0","","","","","      1.93","0","",""
"USC00106152","1985","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    125.8","","     125.8","0","       112","0","        56","0","         1","0","      120","","        22","0","        14","0","       173","0","        78","0","       106","0","        23","0","","","  -26.7","0,0130, ","   660"," ,0,0209, ","   229"," ,0,0208, ","  28.4"," ,0,0607, ","   37.2","0,0709, ","","","-1.1","0,0922","-2.2","0,0928","-6.7","0,1008","-6.7","0,1008","-13.3","0,1112","-1.1","0,0624","-4.4","0,0512","-4.4","0,0512","-6.7","0,0313","-10.6","0,0303","","","      21.1","0,0,2","","","","","      37.2","0,0,1","      31.7","0,0,2","       0.0","0,0,2","","","       0.0","0,0,1","       0.0","0,0,2","       6.5","0,0,2","","","      13.3","0,0,1","      10.4","0,0,2","    472.1"," ,0","     1556"," ,0","      6.33","0","     12.64","0","      0.02","0","",""
"USC00106152","1986","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    182.2","","     182.2","0","       131","0","        80","0","         2","0","       54","","        13","0","         1","0","       128","0","        17","0","       115","0","        23","0","","","  -18.3","0,0220, ","   356"," ,0,0106,+","   152"," ,0,0217, ","  36.3"," ,0,0830,+","   37.2","0,0810, ","","","0.0","0,1003","-2.2","0,1012","-5.6","0,1108","-13.9","0,1110","-13.9","0,1110","-2.2","0,0516","-2.2","0,0516","-4.4","0,0430","-18.3","0,0220","-18.3","0,0220","    3940.2","2","","","","","    3940.2","0","","","","","","","","","","","","","","","","","","","","","    740.1"," ,0","      945"," ,0","      9.05","0","     15.20","0","      2.90","0","",""
"USC00106152","1987","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    162.4","","     162.4","0","       103","0","        58","0","         0","0","       30","","        13","0","         3","0","       139","0","        25","0","       140","0","        19","0","","","  -22.2","0,0116, ","   152"," ,0,1224,+","   127"," ,0,1222, ","  23.4"," ,0,0411, ","   35.0","0,0901,+","","","-1.7","0,0916","-3.9","0,1009","-5.0","0,1018","-6.7","0,1019","-9.4","0,1220","-0.6","0,0602","-3.3","0,0419","-6.7","0,0329","-6.7","0,0329","-10.0","0,0121","    3520.2","2","","","","","    3520.2","0","","","","","","","","","","","","","","","","","","","","","    509.8"," ,0","      746"," ,0","      9.62","0","     16.40","0","      2.84","0","",""
"USC00106152","1988","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    125.2","","     125.2","0","       121","0","        69","0","         2","0","       50","","        18","0","         1","0","       132","0","        20","0","       127","0","        22","0","","","  -22.2","0,1226, ","   254"," ,0,1230, ","   140"," ,0,0329, ","  32.5"," ,0,0326, ","   37.2","0,0904,+","","","0.0","0,0918","-7.8","0,1027","-7.8","0,1027","-7.8","0,1027","-13.9","0,1127","-0.6","0,0503","-2.8","0,0502","-4.4","0,0312","-8.3","0,0203","-12.8","0,0202","    3510.5","5","","","","","    3510.5","0","","","","","","","","","","","","","","","","","","","","","    616.8"," ,0","     1185"," ,0","      9.03","0","     15.70","0","      2.37","0","",""
"USC00106152","1989","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     74.6","","      74.6","0","       130","0","        72","0","         2","0","       71","","        21","0","         5","0","       130","0","        27","0","       137","0","        10","0","","","  -31.1","0,0204, ","   508"," ,0,0115, ","   229"," ,0,0110, ","  52.1"," ,0,0823, ","   35.6","0,0807,+","","","0.0","0,0911","-6.1","0,1015","-6.1","0,1015","-6.7","0,1219","","","0.0","0,0519","-2.8","0,0315","-15.0","0,0304","-15.0","0,0304","-15.0","0,0304","    3662.7","7","","","","","    3662.7","0","","","","","","","","","","","","","","","","","","","","","    681.8"," ,0","     1659"," ,0","      8.41","0","     14.89","0","      1.94","0","",""
"USC00106152","1990","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    180.6","","     180.6","0","       149","0","        72","0","         4","0","       39","","        20","0","         7","0","       129","0","        19","0","       122","0","        29","0","","","  -25.0","0,1230,+","   229"," ,0,1231,+","   127"," ,0,0208, ","  34.8"," ,0,1021, ","   37.8","0,0808,+","","","0.0","0,0920","-4.4","0,1006","-4.4","0,1006","-7.8","0,1011","-15.6","0,1219","-0.6","0,0519","-2.2","0,0508","-4.4","0,0312","-7.2","0,0220","-13.3","0,0219","    3421.5","5","      22.2","0,0,2","","","    3421.5","0","      35.6","0,0,2","","","       0.0","0,0,2","","","       0.0","0,0,2","","","       8.2","0,0,2","","","      15.0","0,0,2","","","    725.6"," ,0","     1308"," ,0","      9.11","0","     15.67","0","      2.55","0","",""
"USC00106152","1991","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    119.7","","     119.7","0","       122","0","        64","0","         2","0","       15","","         6","0","         0","0","       132","0","        11","0","       121","0","        17","0","","","  -15.0","0,0106, ","   305"," ,0,0111,+","   114"," ,0,0110, ","  28.4"," ,0,1125, ","   35.0","0,0818, ","","","-0.6","0,0914","-2.2","0,0922","-5.6","0,1018","-6.7","0,1023","-10.0","0,1030","-1.1","0,0604","-2.2","0,0411","-7.8","0,0130","-7.8","0,0130","-12.8","0,0129","    3637.7","7","","","","","    3637.7","0","","","","","","","","","","","","","","","","","","","","","    622.0"," ,0","      482"," ,0","      9.00","0","     15.46","0","      2.53","0","",""
"USC00106152","1992","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    199.2","","     199.2","0","       108","0","        61","0","         2","0","       45","","        17","0","         2","0","       121","0","        15","0","       140","0","        26","0","","","  -20.6","0,1219, ","   432"," ,0,1220, ","   140"," ,0,1220, ","  56.1"," ,0,0822, ","   38.9","0,0731, ","","","0.0","0,0906","-2.8","0,1006","-6.7","0,1015","-6.7","0,1015","-10.0","0,1124","-0.6","0,0603","-2.8","0,0521","-4.4","0,0408","-7.8","0,0328","","","    3056.0","0","","","","","    3056.0","0","","","","","","","","","","","","","","","","","","","","","    600.5"," ,0","     1177"," ,0","      9.91","0","     16.58","0","      3.24","0","",""
"USC00106152","1993","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     70.3","","      70.3","0","       129","0","        71","0","         1","0","       81","","        18","0","         3","0","       136","0","        34","0","       113","0","         3","0","","","  -21.7","0,1124, ","   635"," ,0,0110,+","   165"," ,0,0104, ","  26.2"," ,0,1016, ","   32.8","0,0512, ","","","-1.1","0,0917","-2.2","0,0922","-5.6","0,1101","-6.7","0,1105","-8.9","0,1112","0.0","0,0419","-2.2","0,0316","-5.0","0,0312","-6.7","0,0311","-11.7","0,0301","    3763.6","6","","","","","    3763.6","0","","","","","","","","","","","","","","","","","","","","","    601.9"," ,0","     1283"," ,0","      7.92","0","     14.17","0","      1.67","0","",""
"USC00106152","1994","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    178.8","","     178.8","0","       125","0","        58","0","         3","0","       27","","        17","0","         0","0","       126","0","        18","0","       134","0","        29","0","","","  -16.7","0,1204, ","   178"," ,0,1215,+","   127"," ,0,1202, ","  55.6"," ,0,1027, ","   38.9","0,0722, ","","","-0.6","0,0912","-4.4","0,1013","-4.4","0,1013","-8.9","0,1117","-8.9","0,1117","0.0","0,0414","-2.8","0,0327","-4.4","0,0325","-8.9","0,0211","-8.9","0,0211","    3452.4","4","      24.4","0,1,2","","","    3452.4","0","      31.1","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       8.9","0,1,2","","","      14.0","0,1,2","","","    613.3"," ,0","     1115"," ,0","      9.38","0","     16.21","0","      2.55","0","",""
"USC00106152","1995","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","     77.3","","      77.3","0","       143","0","        84","0","         4","0","        7","","         8","0","         1","0","       104","0","        12","0","       115","0","        10","0","","","  -20.0","0,0214, ","   102"," ,0,0215, ","   102"," ,0,0215, ","  47.5"," ,0,1111, ","   35.0","0,0902, ","","","0.0","0,0922","-2.2","0,1027","-5.6","0,1030","-8.3","0,1101","-8.9","0,1103","0.0","0,0513","-2.8","0,0417","-5.6","0,0302","-6.7","0,0216","-13.3","0,0215","    3511.5","5","      21.1","0,1,2","","","    3511.5","0","      30.0","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       8.6","0,1,2","","","      13.2","0,1,2","","","    886.2"," ,0","      453"," ,0","      9.14","0","     15.34","0","      2.94","0","",""
"USC00106152","1996","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    163.9","","     163.9","0","       147","0","       101","0","         3","0","       58","","        36","0","         7","0","       132","0","        27","0","       113","0","        23","0","","","  -32.2","0,0202, ","   660"," ,0,0128, ","   279"," ,0,0125, ","  30.2"," ,0,0424, ","   37.2","0,0810, ","","","0.0","0,0923","-2.8","0,0925","-4.4","0,1121","-11.1","0,1204","-11.1","0,1204","-2.2","0,0510","-2.2","0,0510","-7.8","0,0325","-7.8","0,0325","-10.6","0,0301","    3658.8","8","      22.2","0,1,2","","","    3658.8","0","      28.9","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       8.4","0,1,2","","","      12.6","0,1,2","","","    996.5"," ,0","     3301"," ,0","      8.37","0","     14.59","0","      2.16","0","",""
"USC00106152","1997","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    134.6","","     134.6","0","       119","0","        77","0","         5","0","       36","","        18","0","         1","0","       127","0","        17","0","       121","0","        12","0","","","  -18.9","0,0127, ","   254"," ,0,0123, ","   203"," ,0,0122, ","  39.9"," ,0,1030, ","   36.1","0,0803, ","","","-0.6","0,1006","-2.2","0,1020","-6.7","0,1024","-6.7","0,1024","-13.9","0,1209","0.0","0,0518","-4.4","0,0412","-4.4","0,0412","-8.9","0,0314","-8.9","0,0314","    3651.3","3","","","","","    3651.3","0","","","","","","","","","","","","","","","","","","","","","    827.1"," ,0","     1180"," ,0","      9.04","0","     14.96","0","      3.12","0","",""
"USC00106152","1998","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    254.6","","     254.6","0","       148","0","        92","0","         4","0","","","         9","0","         4","0","       111","0","        13","0","       128","0","        35","0","","","  -21.1","0,0111, ","","","   152"," ,0,1227, ","  63.8"," ,0,1202, ","   38.9","0,0805, ","","","-0.6","0,1003","-2.2","0,1016","-5.6","0,1030","-10.0","0,1209","-10.0","0,1209","-0.6","0,0426","-3.9","0,0408","-5.0","0,0330","-7.8","0,0226","-12.2","0,0113","    3356.1","1","      23.3","0,1,2","","","    3356.1","0","      29.4","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       9.2","0,1,2","","","      13.1","0,1,2","","","    916.3"," ,0","      789"," ,0","      9.73","0","     15.94","0","      3.52","0","",""
"USC00106152","1999","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    145.9","","     145.9","0","       127","0","        69","0","         1","0","       21","","        21","0","         0","0","       149","0","        12","0","       119","0","        22","0","","","  -15.0","0,0124, ","    76"," ,0,0210, ","   127"," ,0,0202, ","  26.4"," ,0,1125, ","   35.6","0,0802,+","","","-1.7","0,0902","-2.2","0,0928","-6.1","0,1001","","","","","-0.6","0,0703","-2.2","0,0516","-4.4","0,0510","-6.7","0,0305","-10.0","0,0211","    3580.1","1","      21.7","0,1,2","","","    3580.1","0","      27.2","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       8.3","0,1,2","","","      12.0","0,1,2","","","    690.4"," ,0","     1145"," ,0","      8.97","0","     15.39","0","      2.54","0","",""
"USC00106152","2000","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    102.2","","     102.2","0","       122","0","        73","0","         2","0","       79","","        29","0","         0","0","       159","0","        20","0","       118","0","        19","0","","","  -17.2","0,1211, ","   229"," ,0,1216,+","   157"," ,0,0104, ","  29.0"," ,0,0910, ","   36.1","0,0823,+","","","-3.9","0,0923","-3.9","0,0923","-5.0","0,1107","-6.7","0,1110","-11.7","0,1111","0.0","0,0511","-2.8","0,0507","-6.1","0,0319","-8.9","0,0130","-8.9","0,0130","    3443.5","5","      21.1","0,1,2","","","    3443.5","0","      28.3","0,1,2","","","       0.6","0,1,2","","","       0.6","0,1,2","","","       8.4","0,1,2","","","      12.2","0,1,2","","","    587.7"," ,0","     1599"," ,0","      8.10","0","     14.49","0","      1.71","0","",""
"USC00106152","2001","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    125.6","","     125.6","0","       129","0","        64","0","         1","0","       94","","        20","0","         0","0","       144","0","        18","0","       117","0","        20","0","","","  -12.2","0,1226,+","   305"," ,0,0121,+","   127"," ,0,1205,+","  25.7"," ,0,0430, ","   38.3","0,0812, ","","","-3.3","0,1004","-3.3","0,1004","-8.9","0,1127","-8.9","0,1127","-8.9","0,1127","-1.7","0,0529","-3.3","0,0506","-5.0","0,0303","-7.2","0,0228","-8.9","0,0227","    3914.3","3","","","","","    3914.3","0","","","","","","","","","","","","","","","","","","","","","    586.0"," ,0","     1394"," ,0","      8.76","0","     15.26","0","      2.26","0","",""
"USC00106152","2002","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    126.8","","     126.8","0","       126","0","        66","0","         2","0","       51","","        20","0","         0","0","       157","0","        19","0","       120","0","        18","0","","","  -14.4","0,0129, ","   229"," ,0,0203, ","   152"," ,0,0130,+","  32.3"," ,0,0829, ","   37.2","0,0713,+","","","-2.8","0,0921","-2.8","0,0921","-5.0","0,1001","-6.7","0,1012","-9.4","0,1027","-1.1","0,0607","-2.8","0,0510","-6.1","0,0424","-12.2","0,0308","-12.2","0,0308","    3661.1","1","      22.8","0,1,2","","","    3661.1","0","      30.0","0,1,2","","","       0.6","0,1,2","","","       0.6","0,1,2","","","       8.5","0,1,2","","","      11.5","0,1,2","","","    587.8"," ,0","     1337"," ,0","      8.31","0","     14.81","0","      1.81","0","",""
"USC00106152","2003","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    209.1","","     209.1","0","       140","0","        82","0","         1","0","       22","","        16","0","         0","0","       130","0","         9","0","       137","0","        39","0","","","  -17.2","0,1122, ","   178"," ,0,0307, ","   229"," ,0,0307, ","  40.1"," ,0,0131, ","   38.3","0,0730, ","","","0.0","0,0913","-2.2","0,1010","-8.9","0,1031","-8.9","0,1031","-8.9","0,1031","0.0","0,0519","-2.2","0,0508","-12.2","0,0301","-12.2","0,0301","-12.2","0,0301","    3419.8","8","      21.1","0,1,2","","","    3419.8","0","      28.3","0,1,2","","","       0.6","0,1,2","","","       1.1","0,1,2","","","       9.3","0,1,2","","","      12.8","0,1,2","","","    756.6"," ,0","      974"," ,0","      9.63","0","     16.28","0","      2.97","0","",""
"USC00106152","2004","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    184.6","","     184.6","0","       146","0","        69","0","         0","0","       62","","        22","0","         3","0","       132","0","         8","0","       115","0","        27","0","","","  -29.4","0,0105, ","   381"," ,0,0107, ","   157"," ,0,0102, ","  22.1"," ,0,1124, ","   37.8","0,0814, ","","","-0.6","0,0921","-2.8","0,1028","-5.0","0,1101","-7.8","0,1129","-8.9","0,1130","-1.7","0,0513","-3.3","0,0402","-5.0","0,0401","-6.7","0,0213","-9.4","0,0211","    3446.3","3","","","","","    3446.3","0","","","","","","","","","","","","","","","","","","","","","    626.7"," ,0","     1319"," ,0","      9.38","0","     15.84","0","      2.91","0","",""
"USC00106152","2005","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    122.9","","     122.9","0","       121","0","        66","0","         4","0","       40","","         8","0","         2","0","       131","0","        24","0","       120","0","        24","0","","","  -19.4","0,1218,+","   254"," ,0,1204,+","   178"," ,0,1130, ","  31.0"," ,0,0510, ","   37.2","0,0821, ","","","-0.6","0,0917","-2.2","0,0921","-5.0","0,0924","-7.2","0,1127","-14.4","0,1206","0.0","0,0524","-2.8","0,0415","-4.4","0,0410","-8.9","0,0313","-8.9","0,0313","    3343.5","5","      21.7","0,1,2","","","    3343.5","0","      26.7","0,1,2","","","       0.6","0,1,2","","","       0.6","0,1,2","","","       9.4","0,1,2","","","      12.6","0,1,2","","","    631.5"," ,0","      602"," ,0","      8.96","0","     15.94","0","      1.97","0","",""
"USC00106152","2006","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    205.6","","     205.6","0","       153","0","        82","0","         1","0","       20","","        13","0","         1","0","       135","0","        16","0","       128","0","        35","0","","","  -20.0","0,1129, ","   203"," ,0,1203,+","    76"," ,0,1128, ","  49.3"," ,0,0110, ","   38.9","0,0723, ","","","-4.4","0,0915","-4.4","0,0915","-4.4","0,0915","-8.3","0,1030","-9.4","0,1031","-1.7","0,0513","-5.0","0,0509","-5.0","0,0509","-12.2","0,0220","-12.2","0,0220","    3528.6","6","      23.3","0,1,2","","","    3528.6","0","      30.0","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       9.5","0,1,2","","","      13.2","0,1,2","","","    785.3"," ,0","      584"," ,0","      9.30","0","     15.98","0","      2.63","0","",""
"USC00106152","2007","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    134.9","","     134.9","0","       124","0","        68","0","         2","0","       58","","        22","0","         4","0","       148","0","        34","0","       128","0","        25","0","         1"," ","  -22.2","0,0115, ","   203"," ,0,1231,+","   102"," ,0,1228,+","  60.2"," ,0,1203, ","   37.2","0,0713, ","","","0.0","0,0908","-2.2","0,0924","-6.7","0,1026","-6.7","0,1026","-8.9","0,1128","-0.6","0,0528","-2.2","0,0506","-4.4","0,0321","-7.8","0,0302","-12.2","0,0121","    3571.6","6","      22.2","0,1,2","","","    3571.6","0","      27.8","0,1,2","","","       0.0","0,1,2","","","       0.0","0,1,2","","","       9.1","0,1,2","","","      13.0","0,1,2","","","    626.8"," ,0","     1213"," ,0","      8.60","0","     15.43","0","      1.77","0","",""
"USC00106152","2008","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3916.4","4","","","","","    3916.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
