"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106152","1904","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    184.0","","     184.0","0","        89","0","        47","0","         1","0","","","","","         0","0","       127","0","        12","0","       117","0","        18","0","","","  -13.3","0,0211, ","","","","","  26.2"," ,0,0603, ","   36.7","0,0806,+","","","-1.1","0,1017","-3.3","0,1119","-5.6","0,1203","-7.8","0,1205","-10.0","0,1225","0.0","0,0611","-2.2","0,0430","-7.2","0,0327","-7.2","0,0327","-9.4","0,0326","    3878.1","1","","","","","    3878.1","0","","","","","","","","","","","","","","","","","","","","","    395.6"," ,0","","","      9.19","0","     15.10","0","      3.28","0","",""
"USC00106152","1905","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    205.7","","     205.7","0","       121","0","        60","0","         0","0","","","        11","0","         3","0","       124","0","        13","0","       115","0","        20","0","","","  -25.0","0,0211, ","","","   114"," ,0,1126, ","  24.6"," ,0,1126, ","   39.4","0,0722, ","","","0.0","0,1009","-5.0","0,1018","-5.0","0,1018","-7.2","0,1019","-8.9","0,1127","-1.1","0,0501","-2.2","0,0428","-4.4","0,0410","-7.8","0,0217","-11.1","0,0216","    3286.3","3","","","","","    3286.3","0","","","","","","","","","","","","","","","","","","","","","    498.4"," ,0","      728"," ,0","      9.22","0","     15.26","0","      3.17","0","",""
"USC00106152","1906","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    268.0","","     268.0","0","       124","0","        68","0","         4","0","","","","","         1","0","       114","0","        22","0","       105","0","        26","0","","","  -18.9","0,0315, ","","","","","  53.8"," ,0,1220, ","   37.2","0,0721,+","","","-0.6","0,1019","-2.2","0,1021","-5.6","0,1118","-7.2","0,1119","-11.1","0,1126","0.0","0,0505","-2.8","0,0412","-6.7","0,0318","-6.7","0,0318","-12.2","0,0317","    3529.1","1","","","","","    3529.1","0","","","","","","","","","","","","","","","","","","","","","    684.2"," ,0","","","      9.49","0","     14.88","0","      4.10","0","",""
"USC00106152","1907","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    124.5","","     124.5","0","       120","0","        64","0","         2","0","","","        22","0","         6","0","       117","0","        34","0","       112","0","         6","0","","","  -19.4","0,0115,+","","","   254"," ,0,0103, ","  31.8"," ,0,0703, ","   36.7","0,0801,+","","","0.0","0,1003","-2.2","0,1103","-4.4","0,1117","-7.2","0,1217","-9.4","0,1218","0.0","0,0430","-2.2","0,0429","-5.0","0,0428","-6.7","0,0212","-11.1","0,0204","    3709.4","4","","","","","    3709.4","0","","","","","","","","","","","","","","","","","","","","","    607.1"," ,0","     1677"," ,0","      8.52","0","     13.93","0","      3.10","0","",""
"USC00106152","1908","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       102","0","        58","0","         1","0","","","        13","0","","","","","","","","","","","","","","","","","   140"," ,0,0207,+","  33.5"," ,0,0315, ","","","","","","","","","","","","","","","","","","","","","","","","","    3617.0","0","","","","","    3617.0","0","","","","","","","","","","","","","","","","","","","","","    427.7"," ,0","      858"," ,0","","","","","","","",""
"USC00106152","1909","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       122","0","        75","0","         3","0","","","        19","0","         8","0","       139","0","","","","","","","","","  -25.0","0,0109, ","","","   254"," ,0,0107, ","  47.5"," ,0,0727, ","","","","","0.0","0,1007","-6.7","0,1113","-6.7","0,1113","-6.7","0,1113","-11.7","0,1114","0.0","0,0506","-3.9","0,0421","-4.4","0,0318","-6.7","0,0208","-10.6","0,0128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    685.6"," ,0","     1348"," ,0","","","","","      2.47","0","",""
"USC00106152","1910","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    113.5","","     113.5","0","        92","0","        62","0","         1","0","","","        19","0","         2","0","       127","0","        34","0","       115","0","         9","0","","","  -22.8","0,0222, ","","","   140"," ,0,0226, ","  30.2"," ,0,1003, ","   35.6","0,0819, ","","","0.0","0,0911","-3.9","0,0925","-5.0","0,1025","-6.7","0,1026","","","-0.6","0,0526","-2.2","0,0414","-13.9","0,0223","-13.9","0,0223","-13.9","0,0223","    3652.8","8","","","","","    3652.8","0","","","","","","","","","","","","","","","","","","","","","    542.6"," ,0","     1371"," ,0","      8.55","0","     14.47","0","      2.64","0","",""
"USC00106152","1911","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    129.6","","     129.6","0","        79","0","        48","0","         0","0","","","        17","0","         1","0","       157","0","        33","0","       101","0","        14","0","","","  -18.3","0,0102, ","","","   102"," ,0,1231,+","  12.7"," ,0,1113,+","   37.2","0,0716, ","","","-1.1","0,0924","-2.8","0,1019","-6.7","0,1027","-6.7","0,1027","-11.1","0,1110","0.0","0,0527","-2.2","0,0426","-6.7","0,0413","-6.7","0,0413","-12.2","0,0301","    3779.6","6","","","","","    3779.6","0","","","","","","","","","","","","","","","","","","","","","    278.9"," ,0","     1105"," ,0","      7.81","0","     13.84","0","      1.78","0","",""
"USC00106152","1912","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    113.6","","     113.6","0","       125","0","        87","0","         3","0","","","        21","0","         4","0","       141","0","        13","0","        86","0","        10","0","","","  -23.3","0,0107, ","","","   203"," ,0,0223, ","  27.2"," ,0,0521, ","   35.0","0,0731,+","","","0.0","0,0924","-2.2","0,1018","-5.6","0,1125","-6.7","0,1220","-13.3","0,1221","0.0","0,0421","-2.8","0,0330","-5.6","0,0321","-7.2","0,0320","-8.9","0,0310","    3856.2","2","","","","","    3856.2","0","","","","","","","","","","","","","","","","","","","","","    651.9"," ,0","     1064"," ,0","      7.74","0","     13.12","0","      2.35","0","",""
"USC00106152","1913","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    137.0","","     137.0","0","       113","0","        82","0","         0","0","","","        23","0","         8","0","       153","0","        49","0","       101","0","        16","0","","","  -22.8","0,0208, ","","","   203"," ,0,0313,+","  21.8"," ,0,1122, ","   35.6","0,0722,+","","","0.0","0,0919","-2.2","0,1017","-6.7","0,1028","-6.7","0,1028","-8.9","0,1221","0.0","0,0514","-3.3","0,0423","-5.0","0,0327","-11.1","0,0326","-11.1","0,0326","    4268.4","4","","","","","    4268.4","0","","","","","","","","","","","","","","","","","","","","","    676.7"," ,0","     1769"," ,0","      7.10","0","     12.71","0","      1.49","0","",""
"USC00106152","1914","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    181.6","","     181.6","0","       104","0","        60","0","         0","0","","","        15","0","         2","0","       119","0","        22","0","       104","0","        16","0","","","  -22.2","0,0204, ","","","   102"," ,0,1226, ","  22.9"," ,0,0121, ","   38.3","0,0730, ","","","-1.1","0,1020","-3.9","0,1115","-5.0","0,1117","-10.6","0,1210","-10.6","0,1210","0.0","0,0527","-2.8","0,0428","-6.1","0,0217","-6.7","0,0216","-15.0","0,0206","    3621.4","4","","","","","    3621.4","0","","","","","","","","","","","","","","","","","","","","","    466.0"," ,0","      735"," ,0","      8.84","0","     14.41","0","      3.27","0","",""
"USC00106152","1915","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    166.0","","     166.0","0","        96","0","        55","0","         1","0","","","        16","0","         1","0","       118","0","        27","0","        98","0","        17","0","","","  -19.4","0,1229, ","","","   127"," ,0,1125,+","  29.7"," ,0,1002, ","   36.1","0,0829,+","","","-1.1","0,0912","-3.9","0,1106","-11.7","0,1111","-11.7","0,1111","-11.7","0,1111","-0.6","0,0430","-3.3","0,0420","-6.7","0,0213","-6.7","0,0213","-12.2","0,0126","    3686.5","5","","","","","    3686.5","0","","","","","","","","","","","","","","","","","","","","","    485.3"," ,0","      928"," ,0","      8.55","0","     14.07","0","      3.03","0","",""
"USC00106152","1916","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    100.8","","     100.8","0","       123","0","        73","0","         0","0","","","        38","0","        12","0","       163","0","        55","0","        85","0","        11","0","","","  -23.9","0,0110, ","","","   140"," ,0,0131, ","  21.6"," ,0,0319, ","   35.6","0,0617, ","","","0.0","0,0909","-5.0","0,1003","-5.0","0,1003","-6.7","0,1007","-9.4","0,1110","-1.7","0,0526","-2.2","0,0513","-5.6","0,0301","-11.7","0,0205","-11.7","0,0205","    4192.4","4","","","","","    4192.4","0","","","","","","","","","","","","","","","","","","","","","    562.5"," ,0","     1966"," ,0","      6.45","0","     12.07","0","      0.82","0","",""
"USC00106152","1917","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       115","0","        66","0","         1","0","","","        24","0","         1","0","       138","0","        35","0","       113","0","        18","0","","","  -18.9","0,0130, ","","","   152"," ,0,0414,+","  25.9"," ,0,0325, ","   37.2","0,0716, ","","","-4.4","0,1016","-4.4","0,1016","-4.4","0,1016","-10.0","0,1206","-10.0","0,1206","0.0","0,0603","-3.3","0,0420","-4.4","0,0330","-6.7","0,0329","-9.4","0,0315","    4495.0","0","","","","","    4495.0","0","","","","","","","","","","","","","","","","","","","","","    552.0"," ,0","     1433"," ,0","      8.26","0","     13.71","0","      2.82","0","",""
"USC00106152","1918","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       113","0","        69","0","         0","0","","","        28","0","         3","0","       116","0","        37","0","       111","0","        16","0","","","  -20.6","0,1231, ","","","   152"," ,0,0111, ","  13.0"," ,0,0124, ","   37.8","0,0718, ","","","-2.8","0,1021","-2.8","0,1021","-5.6","0,1121","-7.2","0,1123","-12.8","0,1126","0.0","0,0526","-2.2","0,0525","-6.1","0,0402","-7.2","0,0308","-9.4","0,0306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    453.2"," ,0","     1523"," ,0","      8.28","0","     13.45","0","      3.11","0","",""
"USC00106152","1919","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","        94","0","        65","0","         1","0","","","        33","0","         9","0","       151","0","        52","0","        74","0","        13","0","","","  -27.8","0,1211, ","","","   305"," ,0,0223, ","  26.2"," ,0,1219, ","   35.6","0,0716,+","","","-1.7","0,0920","-3.9","0,1008","-5.0","0,1021","-12.8","0,1110","-12.8","0,1110","0.0","0,0611","-2.8","0,0503","-6.1","0,0305","-10.6","0,0224","-10.6","0,0224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    536.0"," ,0","     2320"," ,0","      6.34","0","     11.05","0","      1.64","0","",""
"USC00106152","1920","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    152.8","","     152.8","0","       104","0","        72","0","         1","0","","","        16","0","         0","0","       148","0","        20","0","        93","0","        17","0","","","  -14.4","0,0107, ","","","   127"," ,0,1224, ","  41.9"," ,0,0126, ","   36.7","0,0814, ","","","-1.7","0,1013","-2.2","0,1022","-5.6","0,1101","-7.2","0,1205","-11.7","0,1226","0.0","0,0530","-2.2","0,0420","-6.7","0,0402","-6.7","0,0402","-9.4","0,0119","    4211.3","3","","","","","    4211.3","0","","","","","","","","","","","","","","","","","","","","","    602.4"," ,0","      919"," ,0","      7.77","0","     13.34","0","      2.21","0","",""
"USC00106152","1921","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       132","0","        86","0","         3","0","","","        33","0","         0","0","       134","0","        35","0","       106","0","        13","0","","","  -16.1","0,1220,+","","","   203"," ,0,1121, ","  27.9"," ,0,0102, ","   35.6","0,0813, ","","","-2.8","0,0910","-2.8","0,0910","-6.1","0,1118","-10.0","0,1119","-10.0","0,1119","0.0","0,0511","-2.2","0,0424","-4.4","0,0405","-7.8","0,0221","-10.6","0,0218","    3702.1","1","","","","","    3702.1","0","","","","","","","","","","","","","","","","","","","","","    644.3"," ,0","     2212"," ,0","      8.30","0","     13.83","0","      2.78","0","",""
"USC00106152","1922","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","       107","0","        57","0","         1","0","","","        37","0","        10","0","       153","0","        57","0","       123","0","        20","0","","","  -24.4","0,0118, ","","","   140"," ,0,0313, ","  29.2"," ,0,0812, ","   37.2","0,0703, ","","","-2.8","0,1021","-2.8","0,1021","-4.4","0,1029","-7.2","0,1101","-11.7","0,1207","0.0","0,0522","-2.8","0,0510","-4.4","0,0327","-6.7","0,0325","-9.4","0,0306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    398.0"," ,0","     2197"," ,0","      7.71","0","     13.20","0","      2.22","0","",""
"USC00106152","1923","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    194.2","","     194.2","0","       114","0","        70","0","         5","0","","","        22","0","         3","0","       124","0","        25","0","       110","0","        10","0","","","  -19.4","0,0202, ","","","   140"," ,0,0211, ","  40.9"," ,0,0601, ","   36.7","0,0818,+","","","-0.6","0,1023","-2.2","0,1029","-5.6","0,1117","-10.6","0,1201","-10.6","0,1201","-0.6","0,0502","-2.8","0,0322","-4.4","0,0321","-7.8","0,0304","-10.6","0,0217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    633.7"," ,0","     1692"," ,0","      8.67","0","     14.13","0","      3.20","0","",""
"USC00106152","1924","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    209.1","","     209.1","0","       107","0","        54","0","         0","0","","","        15","0","        14","0","       136","0","        33","0","       128","0","        18","0","","","  -27.2","0,1218,+","","","   191"," ,0,1111, ","  17.3"," ,0,1111, ","   38.9","0,0726, ","","","-1.1","0,1005","-2.2","0,1011","-10.6","0,1112","-10.6","0,1112","-10.6","0,1112","0.0","0,0526","-2.2","0,0427","-4.4","0,0424","-10.0","0,0120","-10.0","0,0120","    3399.0","0","","","","","    3399.0","0","","","","","","","","","","","","","","","","","","","","","    436.2"," ,0","     1291"," ,0","      8.70","0","     14.65","0","      2.75","0","",""
"USC00106152","1925","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    239.0","","     239.0","0","       118","0","        65","0","         0","0","","","        11","0","         0","0","       101","0","         9","0","       117","0","        23","0","","","  -12.8","0,0115, ","","","    89"," ,0,0114, ","  22.9"," ,0,0521, ","   37.8","0,0727,+","","","-1.7","0,0920","-2.2","0,1101","-5.0","0,1127","","","","","0.0","0,0603","-2.8","0,0326","-4.4","0,0310","-8.3","0,0116","-12.8","0,0115","    3402.5","5","","","","","    3402.5","0","","","","","","","","","","","","","","","","","","","","","    482.4"," ,0","      557"," ,0","      9.91","0","     15.58","0","      4.26","0","",""
"USC00106152","1926","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3323.9","9","","","","","    3323.9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00106152","1928","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    227.7","","     227.7","0","       104","0","        50","0","         0","0","","","        11","0","         0","0","       124","0","        22","0","       116","0","        20","0","","","  -16.1","0,0101, ","","","   135"," ,0,0101, ","  18.3"," ,0,0311, ","   40.6","0,0726, ","","","-3.3","0,1012","-3.3","0,1012","-5.0","0,1101","-11.7","0,1204","-11.7","0,1204","0.0","0,0503","-2.2","0,0408","-5.0","0,0226","-8.9","0,0224","-8.9","0,0224","    3716.1","1","","","","","    3716.1","0","","","","","","","","","","","","","","","","","","","","","    399.0"," ,0","      718"," ,0","      9.19","0","     14.64","0","      3.74","0","",""
"USC00106152","1929","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    178.5","","     178.5","0","        93","0","        46","0","         1","0","","","        24","0","        14","0","       136","0","        41","0","       111","0","        17","0","","","  -27.2","0,0123, ","","","   191"," ,0,0126, ","  25.7"," ,0,1209, ","   38.3","0,0731,+","","","-0.6","0,0928","-3.9","0,1029","-4.4","0,1110","-8.3","0,1119","-11.1","0,1120","0.0","0,0501","-2.2","0,0412","-5.6","0,0330","-8.9","0,0226","-8.9","0,0226","    3999.4","4","","","","","    3999.4","0","","","","","","","","","","","","","","","","","","","","","    411.3"," ,0","     1915"," ,0","      7.84","0","     13.82","0","      1.85","0","",""
"USC00106152","1930","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    179.2","","     179.2","0","       107","0","        57","0","         0","0","","","        18","0","        15","0","       127","0","        43","0","       111","0","        18","0","","","  -28.9","0,0117, ","","","   165"," ,0,1115, ","  24.4"," ,0,1112, ","   37.8","0,0729, ","","","-1.1","0,1010","-3.3","0,1011","-5.6","0,1114","-8.3","0,1119","-9.4","0,1218","-1.7","0,0507","-2.2","0,0317","-7.8","0,0302","-7.8","0,0302","-8.9","0,0301","    3619.4","4","","","","","    3619.4","0","","","","","","","","","","","","","","","","","","","","","    494.9"," ,0","     1357"," ,0","      8.02","0","     13.76","0","      2.29","0","",""
"USC00106152","1931","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    182.7","","     182.7","0","        99","0","        59","0","         1","0","","","        22","0","         1","0","       144","0","        22","0","       112","0","        19","0","","","  -19.4","0,1130, ","","","   178"," ,0,1119, ","  44.2"," ,0,0331, ","   40.0","0,0720, ","","","-1.1","0,1010","-3.3","0,1021","-5.0","0,1116","-11.7","0,1121","-11.7","0,1121","0.0","0,0508","-2.8","0,0419","-4.4","0,0328","-7.8","0,0327","-12.2","0,0108","    3645.9","9","","","","","    3645.9","0","","","","","","","","","","","","","","","","","","","","","    534.0"," ,0","     1851"," ,0","      8.72","0","     14.57","0","      2.87","0","",""
"USC00106152","1933","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    183.5","","     183.5","0","       122","0","        70","0","         5","0","","","        24","0","         4","0","       120","0","        26","0","       113","0","        19","0","","","  -27.8","0,0209, ","","","   483"," ,0,0102, ","  45.0"," ,0,0102, ","   39.4","0,0724, ","","","-0.6","0,0924","-2.2","0,1015","-4.4","0,1129","-6.7","0,1216","","","0.0","0,0512","-2.2","0,0411","-6.7","0,0309","-6.7","0,0309","-15.0","0,0214","    3912.3","3","","","","","    3912.3","0","","","","","","","","","","","","","","","","","","","","","    747.5"," ,0","     2512"," ,0","      8.59","0","     14.16","0","      3.02","0","",""
"USC00106152","1934","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","    185.6","","     185.6","0","       101","0","        56","0","         2","0","","","        10","0","         0","0","        79","0","         5","0","       124","0","        17","0","","","   -6.7","0,1231,+","","","    76"," ,0,1214,+","  43.7"," ,0,0626, ","   40.0","0,0727, ","","","-0.6","0,0924","-6.7","0,0925","-6.7","0,0925","-6.7","0,0925","","","-1.1","0,0415","-3.9","0,0323","","","","","","","    2831.4","4","","","","","    2831.4","0","","","","","","","","","","","","","","","","","","","","","    570.7"," ,0","      589"," ,0","     10.89","0","     16.76","0","      5.02","0","",""
