"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00516128","1986","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1795.6","","    1795.6","0","       280","0","       219","0","        57","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         6","0","   12.2","0,0226,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.5"," ,0,0321, ","   32.2","0,1011,+","       0.0","0","      26.1","0,0,2","       0.0","0","      28.9","0,0,2","      18.9","0,0,2","      20.0","0,0,2","      22.8","0,0,2","      24.5","0,0,2","   4405.2"," ,0","        0"," ,0","     23.30","0","     27.16","0","     19.44","0"
"USC00516128","1987","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1705.9","","    1705.9","0","       283","0","       221","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","         1","0","   11.7","0,0303,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 212.1"," ,0,1231, ","   33.3","0,0904, ","       0.5","5","      26.7","0,0,2","       0.5","0","      31.1","0,0,2","      18.3","0,0,2","      18.9","0,0,2","      22.3","0,0,2","      24.1","0,0,2","   4216.6"," ,0","        0"," ,0","     23.04","0","     26.84","0","     19.24","0"
"USC00516128","1988","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1911.9","","    1911.9","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","         0","0","   12.8","0,1218, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   31.7","0,0910, ","       0.6","6","      25.6","0,0,2","       0.6","0","      27.8","0,0,2","      17.8","0,0,2","      18.3","0,0,2","      22.8","0,0,2","      24.0","0,0,2","   4467.7"," ,0","        0"," ,0","     23.73","0","     27.30","0","     20.15","0"
"USC00516128","1989","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1784.1","","    1784.1","0","       271","0","       210","0","        52","0","        0","","         0","0","         0","0","         0","0","         0","0","       360","0","         1","0","   12.8","0,1218, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 161.8"," ,0,0409, ","   32.2","0,0813, ","       1.4","4","      25.6","0,0,2","       1.4","0","      27.8","0,0,2","      17.8","0,0,2","      18.9","0,0,2","      22.2","0,0,2","      23.4","0,0,2","   4372.2"," ,0","        0"," ,0","     23.29","0","     26.90","0","     19.68","0"
"USC00516128","1990","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1551.3","","    1551.3","0","       304","0","       222","0","        55","0","        0","","         0","0","         0","0","         0","0","         0","0","       352","0","         0","0","   12.8","0,0218, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 179.1"," ,0,1114, ","   30.6","0,1108, ","       2.6","6","      25.6","0,0,2","       2.6","0","      27.8","0,0,2","      16.1","0,0,2","      18.9","0,0,2","      22.1","0,0,2","      23.2","0,0,2","   4714.2"," ,0","        0"," ,0","     22.67","0","     25.64","0","     19.70","0"
"USC00516128","1991","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1505.0","","    1505.0","0","       275","0","       207","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       346","0","         0","0","   11.7","0,0303,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.5"," ,0,0808, ","   30.0","0,1012,+","       1.1","1","      25.6","0,0,2","       1.1","0","      27.8","0,0,2","      17.8","0,0,2","      18.9","0,0,2","      22.1","0,0,2","      23.2","0,0,2","   4013.0"," ,0","        0"," ,0","     22.65","0","     25.70","0","     19.60","0"
"USC00516128","1992","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.9","9","      25.0","0,0,2","       0.9","0","      28.9","0,0,2","      17.8","0,0,2","      18.3","0,0,2","      22.0","0,0,2","      23.4","0,0,2","","","","","","","","","",""
"USC00516128","1993","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1345.0","","    1345.0","0","       271","0","       190","0","        39","0","        0","","         0","0","         0","0","         0","0","         0","0","       346","0","         0","0","   12.2","0,0315,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 141.2"," ,0,0722, ","   31.7","0,1006, ","","","      25.0","0,0,2","","","      27.2","0,0,2","      16.7","0,0,2","      18.3","0,0,2","      21.3","0,0,2","      22.6","0,0,2","   3316.0"," ,0","        0"," ,0","     22.11","0","     25.34","0","     18.87","0"
"USC00516128","1994","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","      25.6","0,0,2","","","      26.1","0,0,2","      17.2","0,0,2","      18.3","0,0,2","      21.6","0,0,2","      22.7","0,0,2","   4680.6"," ,0","        0"," ,0","","","","","",""
"USC00516128","1995","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1455.2","","    1455.2","0","       246","0","       185","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       345","0","         0","0","   11.7","0,0212, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 158.8"," ,0,0228, ","   30.0","0,0922,+","       2.5","5","      25.0","0,0,2","       2.5","0","      25.6","0,0,2","      18.9","0,0,2","      19.4","0,0,2","      22.3","0,0,2","      23.0","0,0,2","   3372.6"," ,0","        0"," ,0","     22.51","0","     25.73","0","     19.28","0"
"USC00516128","1996","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1612.0","","    1612.0","0","       249","0","       196","0","        38","0","        0","","         0","0","         0","0","         0","0","         0","0","       348","0","         0","0","   12.8","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.0"," ,0,0901, ","   31.1","0,0830, ","       1.7","7","      26.7","0,0,2","       1.7","0","      27.8","0,0,2","      17.8","0,0,2","      18.3","0,0,2","      22.6","0,0,2","      23.4","0,0,2","   3559.4"," ,0","        0"," ,0","     22.88","0","     26.21","0","     19.56","0"
"USC00516128","1997","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1556.0","","    1556.0","0","       295","0","       218","0","        50","0","        0","","         0","0","         0","0","         0","0","         0","0","       355","0","         0","0","   12.2","0,0123, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 122.7"," ,0,0427, ","   30.0","0,0923,+","       1.1","1","      25.0","0,0,2","       1.1","0","      25.6","0,0,2","      18.9","0,0,2","      19.4","0,0,2","      22.3","0,0,2","      23.1","0,0,2","   4132.1"," ,0","        0"," ,0","     22.69","0","     25.89","0","     19.49","0"
"USC00516128","1998","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","       287","0","       227","0","        39","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","  97.3"," ,0,0621, ","","","","","      23.9","0,0,2","","","      24.4","0,0,2","      18.3","0,0,2","      18.9","0,0,2","      21.2","0,0,2","      21.8","0,0,2","   3651.9"," ,0","        0"," ,0","","","","","",""
"USC00516128","1999","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","       304","0","       227","0","        43","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 117.9"," ,0,0316, ","","","       0.0","0","      23.3","0,0,2","       0.0"," ","      23.9","0,0,2","      18.3","0,0,2","      18.9","0,0,2","      21.3","0,0,2","      21.9","0,0,2","   4030.6"," ,0","        0"," ,0","","","","","",""
"USC00516128","2000","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1541.5","","    1541.5","0","       275","0","       196","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","         0","0","   13.3","0,0125,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 153.9"," ,0,0120, ","   30.0","0,1002, ","","","      23.9","0,0,2","","","      25.0","0,0,2","      17.8","0,0,2","      17.8","0,0,2","      21.5","0,0,2","      22.1","0,0,2","   3758.5"," ,0","        0"," ,0","     22.61","0","     25.72","0","     19.51","0"
"USC00516128","2001","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1489.6","","    1489.6","0","       274","0","       209","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       345","0","         0","0","   13.9","0,0208,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.0"," ,0,0606, ","   29.4","0,1027,+","       0.0","0","      24.4","0,0,2","       0.0","0","      26.1","0,0,2","      18.9","0,0,2","      20.0","0,0,2","      21.7","0,0,2","      22.3","0,0,2","   3508.9"," ,0","        0"," ,0","     22.66","0","     25.68","0","     19.64","0"
"USC00516128","2002","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1622.8","","    1622.8","0","       247","0","       174","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       340","0","         0","0","   13.9","0,0302,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 173.5"," ,0,0127, ","   30.6","0,1125, ","       1.4","4","","","       1.4","0","","","","","","","","","","","   3243.0"," ,0","        0"," ,0","     23.05","0","     26.37","0","     19.73","0"
"USC00516128","2003","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","        0","","         0","0","","","","","         0","0","       341","0","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   31.1","0,1027,+","","","      23.3","0,1,2","","","      23.9","0,1,2","      16.7","0,1,2","      16.7","0,1,2","      20.8","0,1,2","      21.3","0,1,2","   3119.6"," ,0","        0"," ,0","","","     26.57","0","",""
"USC00516128","2004","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","       273","0","       218","0","        54","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 280.7"," ,0,1031, ","","","","","","","","","","","","","","","","","","","   4933.4"," ,0","        0"," ,0","","","","","",""
"USC00516128","2005","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1642.4","","    1642.4","0","       272","0","       200","0","        45","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","         0","0","   11.7","0,0316, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 120.1"," ,0,0709, ","   30.6","0,0926,+","       0.7","7","","","       0.7","0","      24.4","0,1,2","","","      17.2","0,1,2","","","      21.0","0,1,2","   4283.5"," ,0","        0"," ,0","     22.92","0","     26.14","0","     19.69","0"
"USC00516128","2006","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1632.1","","    1632.1","0","       281","0","       189","0","        43","0","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","         0","0","   13.9","0,0212, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.7"," ,0,0401, ","   31.7","0,1007, ","       0.0","0","","","       0.0","0","","","","","","","","","","","   3927.4"," ,0","        0"," ,0","     22.92","0","     26.05","0","     19.79","0"
"USC00516128","2007","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1612.2","","    1612.2","0","       305","0","       232","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","         0","0","   12.8","0,0204,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 140.7"," ,0,0605, ","   29.4","0,1113,+","       0.0","0","      25.0","0,1,2","       0.0","0","      26.1","0,1,2","      17.2","0,1,2","      18.3","0,1,2","      22.1","0,1,2","      22.8","0,1,2","   3841.7"," ,0","        0"," ,0","     22.79","0","     25.89","0","     19.70","0"
"USC00516128","2008","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1541.7","","    1541.7","0","       285","0","       202","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       356","0","         0","0","   14.4","0,0118,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.5"," ,0,1231, ","   30.6","0,0701, ","       0.0","0","","","       0.0","0","","","","","","","","","","","   3534.5"," ,0","        0"," ,0","     22.70","0","     25.97","0","     19.42","0"
"USC00516128","2009","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1525.5","","    1525.5","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       341","0","         0","0","   11.7","0,0313, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   31.7","0,1010,+","       3.9","9","","","       3.9","0","","","","","","","","","","","   3083.2"," ,0","        0"," ,0","     22.69","0","     25.97","0","     19.42","0"
"USC00516128","2010","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","   3619.5"," ,0","        0"," ,0","","","","","",""
"USC00516128","2011","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       3.9","9","","","       3.9","K","","","","","","","","","","","   3569.4"," ,K","","","","","","","",""
"USC00516128","2015","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   4473.1"," ,7","","","","","","","",""
"USC00516128","2016","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   4669.3"," ,7","","","","","","","",""
"USC00516128","2017","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1581.2","","    1581.2","7","","","","","","","","","","","         0","7","         0","7","         0","7","       344","7","         0","7","   13.9","7,1207, ","","","","","","","   30.6","7,0915, ","       2.0","0","","","       2.0","7","","","","","","","","","","","   3345.1"," ,7","","","     22.79","7","     25.90","7","     19.68","7"
"USC00516128","2018","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1547.3","","    1547.3","7","       288","7","       239","7","        78","7","","","","","         0","7","         0","7","         0","7","       358","7","         0","7","   14.4","7,0219,+","","","",""," 178.6"," ,7,0913, ","   30.6","7,0925,+","       1.6","6","","","       1.6","7","","","","","","","","","","","   5363.1"," ,7","","","     22.56","7","     25.29","7","     19.83","7"
"USC00516128","2019","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1692.4","","    1692.4","7","       263","7","       208","7","        37","7","","","","","         0","7","         0","7","         0","7","       358","7","         0","7","   11.1","7,0210, ","","","",""," 112.3"," ,7,1221, ","   31.7","7,1011,+","       7.4","4","","","       7.4","7","","","","","","","","","","","   3376.6"," ,7","","","     22.95","7","     26.14","7","     19.76","7"
"USC00516128","2020","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1641.5","","    1641.5","7","       288","7","       218","7","        41","7","","","","","         0","7","         0","7","         0","7","       360","7","         0","7","   13.3","7,0209, ","","","",""," 124.2"," ,7,0104, ","   31.7","7,0317, ","       3.0","0","","","       3.0","7","","","","","","","","","","","   3585.8"," ,7","","","     22.85","7","     25.88","7","     19.82","7"
"USC00516128","2022","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1538.8","","    1538.8","7","       248","7","       202","7","        32","7","","","","","         0","7","         0","7","         0","7","       355","7","         0","7","   14.4","7,1220, ","","","","","  88.9"," ,7,0102, ","   31.7","7,1117,+","       1.4","4","","","       1.4","7","","","","","","","","","","","   2834.8"," ,7","","","     22.64","7","     25.72","7","     19.55","7"
"USC00516128","2023","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.8","8","","","       0.8","7","","","","","","","","","","","","","","","","","","","",""
"USC00516128","2024","21.3331","-157.8025","152.4","MANOA LYON ARBO 785.2, HI US","   1481.9","","    1481.9","7","       270","7","       204","7","        48","7","","","","","         0","7","         0","7","         0","7","       362","7","         0","7","   12.8","7,0114,+","","","",""," 146.3"," ,7,0517, ","   30.0","7,0912,+","","","","","","","","","","","","","","","","","   3488.8"," ,7","","","     22.41","7","     25.29","7","     19.53","7"
