"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024106","1960","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    600.7","","     600.7","X","        65","X","        25","X","         0","X","       21","","         2","X","         1","X","       132","X","        22","X","       161","X","        62","X","        29"," ","","","         5"," ","  -19.4","X,0118, ","    51"," ,X,0123,+","    51"," ,X,0107, ","  16.3"," ,X,0307, ","   42.8","X,0719, ","-0.6","X,1009","-2.8","X,1014","-5.6","X,1104","-8.9","X,1128","-8.9","X,1128","-1.7","X,0522","-2.8","X,0425","-4.4","X,0310","-9.4","X,0302","-9.4","X,0302","    3316.4","4","    3316.4","X","    161.6"," ,X","      184"," ,X","     11.03","X","     17.99","X","      4.06","X","","","       338","X","","","      25.7","X"
"USW00024106","1961","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    622.5","","     622.5","X","        65","X","        19","X","         0","X","       11","","         4","X","         1","X","       141","X","         9","X","       142","X","        64","X","        29"," ","","","        13"," ","  -18.3","X,1211, ","    51"," ,X,1214,+","    64"," ,X,1207, ","  16.5"," ,X,0916, ","   41.1","X,0804, ","-1.1","X,0922","-3.3","X,1029","-5.0","X,1030","-6.7","X,1113","-10.0","X,1116","-0.6","X,0505","-3.3","X,0423","-4.4","X,0420","-7.8","X,0226","-12.2","X,0128","    3109.3","3","    3109.3","X","    137.3"," ,X","      207"," ,X","     10.98","X","     17.67","X","      4.29","X","","","","","","","",""
"USW00024106","1962","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    372.9","","     372.9","X","        62","X","        24","X","         0","X","       21","","         6","X","         5","X","       117","X","        36","X","       144","X","        44","X","        49"," ","","","         8"," ","  -30.0","X,0122, ","   127"," ,X,0120, ","    76"," ,X,0301, ","  22.1"," ,X,0524, ","   39.4","X,0625, ","0.0","X,1016","-4.4","X,1107","-4.4","X,1107","-9.4","X,1224","-9.4","X,1224","-0.6","X,0430","-2.2","X,0429","-5.6","X,0329","-11.7","X,0228","-11.7","X,0228","    3619.1","1","    3619.1","X","    183.4"," ,X","      378"," ,X","     10.29","X","     16.98","X","      3.61","X","","","","","","","",""
"USW00024106","1963","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    460.5","","     460.5","X","        82","X","        30","X","         0","X","       11","","         7","X","         4","X","       128","X","        24","X","       153","X","        47","X","        49"," ","","","        13"," ","  -23.3","X,0112, ","   102"," ,X,0131, ","   142"," ,X,0130, ","  15.5"," ,X,1123,+","   38.9","X,0813, ","-2.8","X,1026","-2.8","X,1026","-6.7","X,1027","-6.7","X,1027","-15.6","X,1210","-0.6","X,0423","-2.2","X,0421","-5.6","X,0417","-6.7","X,0313","-10.6","X,0128","    3104.6","6","    3104.6","X","    230.9"," ,X","      434"," ,X","     10.90","X","     17.41","X","      4.40","X","","","","","","","",""
"USW00024106","1964","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    351.9","","     351.9","X","        78","X","        30","X","         0","X","       11","","         7","X","         2","X","       161","X","        28","X","       134","X","        43","X","        38"," ","","","        15"," ","  -18.9","X,1217, ","   102"," ,X,0125, ","    89"," ,X,0124, ","  18.8"," ,X,0527, ","   37.8","X,0817,+","-3.9","X,1017","-3.9","X,1017","-4.4","X,1113","-8.3","X,1115","-12.2","X,1116","-4.4","X,0506","-4.4","X,0506","-4.4","X,0506","-6.7","X,0417","-9.4","X,0227","    3587.1","1","    3587.1","X","    212.9"," ,X","      472"," ,X","      9.25","X","     15.71","X","      2.78","X","","","","","","","",""
"USW00024106","1965","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    322.9","","     322.9","X","        73","X","        28","X","         0","X","        9","","         4","X","         0","X","       125","X","        21","X","       148","X","        31","X","        28"," ","","","        26"," ","  -13.3","X,1220, ","   102"," ,X,0104, ","    81"," ,X,0103, ","  17.0"," ,X,0812, ","   38.9","X,0807, ","-4.4","X,0917","-4.4","X,0917","-4.4","X,0917","-6.7","X,1128","-9.4","X,1216","0.0","X,0507","-2.2","X,0503","-4.4","X,0328","-8.3","X,0325","-10.6","X,0320","    3234.9","9","    3234.9","X","    217.5"," ,X","      314"," ,X","     10.39","X","     16.91","X","      3.87","X","","","       310","X","","","      22.6","X"
"USW00024106","1966","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    519.6","","     519.6","X","        58","X","        12","X","         0","X","       11","","         2","X","         1","X","       135","X","         9","X","       161","X","        67","X","        33"," ","","","        11"," ","  -17.8","X,1227, ","    76"," ,X,1226,+","    81"," ,X,1225, ","  11.4"," ,X,0410, ","   38.3","X,0824,+","0.0","X,1009","-5.0","X,1014","-5.0","X,1014","-9.4","X,1124","-9.4","X,1124","-1.7","X,0523","-2.2","X,0428","-5.6","X,0420","-6.7","X,0323","-10.0","X,0304","    3108.7","7","    3108.7","X","    111.0"," ,X","      258"," ,X","     11.18","X","     18.22","X","      4.13","X","","","       250","X","","","      31.4","X"
"USW00024106","1967","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    599.3","","     599.3","X","        73","X","        25","X","         0","X","       11","","         6","X","         2","X","       138","X","        17","X","       138","X","        65","X","        32"," ","","","        26"," ","  -20.6","X,1214, ","   102"," ,X,1219, ","    69"," ,X,1218, ","  15.2"," ,X,0608, ","   41.7","X,0712, ","0.0","X,1006","-3.9","X,1024","-4.4","X,1026","-7.2","X,1127","-10.6","X,1130","-0.6","X,0514","-2.8","X,0512","-6.1","X,0325","-7.8","X,0304","","","    3141.2","2","    3141.2","X","    199.1"," ,X","      316"," ,X","     10.86","X","     17.43","X","      4.28","X","","","       203","X","","","      25.2","X"
"USW00024106","1968","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    398.2","","     398.2","X","        77","X","        31","X","         2","X","        9","","         2","X","         0","X","       135","X","        15","X","       135","X","        39","X","        31"," ","","","         9"," ","  -15.6","X,1221, ","    51"," ,X,1224,+","    36"," ,X,0130, ","  28.7"," ,X,0606, ","   40.6","X,0728, ","-2.2","X,1008","-2.2","X,1008","-5.0","X,1114","-6.7","X,1219","-12.8","X,1220","0.0","X,0508","-3.3","X,0507","-4.4","X,0506","-6.7","X,0420","-10.0","X,0214","    3358.8","8","    3358.8","X","    303.0"," ,X","      164"," ,X","     10.44","X","     16.94","X","      3.93","X","","","       330","X","","","      26.2","X"
"USW00024106","1969","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","        18"," ","","","        13"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2982.2","2","    2982.2","X","","","","","","","","","","","","","","","","","",""
"USW00024106","1970","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    457.3","","     457.3","X","        98","X","        40","X","         1","X","        1","","         1","X","         0","X","       139","X","        14","X","       122","X","        59","X","        26"," ","","","        27"," ","  -12.8","X,1219,+","    25"," ,X,0109, ","    25"," ,X,1228, ","  32.8"," ,X,0805, ","   38.9","X,0623, ","-1.7","X,0914","-2.2","X,0925","-7.2","X,1027","-7.2","X,1027","-8.9","X,1212","-2.2","X,0514","-2.2","X,0514","-4.4","X,0412","-6.7","X,0220","-12.8","X,0107","","","","","    352.8"," ,X","      110"," ,X","     10.53","X","     17.19","X","      3.86","X","","","       210","X","","","      30.3","X"
"USW00024106","2011","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","        21"," ","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024106","2012","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.4","W","    543.5","","     543.5","W","        58","W","        13","W","         0","W","","","","","         0","W","       137","W","         7","W","       160","W","        69","W","        60"," ","         8"," ","         9"," ","  -17.1","W,1231,+","","","","","  13.0"," ,W,0426, ","   41.7","W,0712, ","-2.1","W,1004","-2.7","W,1005","-6.0","W,1026","-8.2","W,1110","-11.6","W,1111","0.0","W,0606","-6.0","W,0407","-6.0","W,0407","-7.7","W,0308","-9.3","W,0216","","","","","    105.0"," ,W","","","     11.43","W","     19.18","W","      3.68","W","       330","W","","","      17.9","W","",""
"USW00024106","2013","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.4","W","    617.9","","     617.9","W","        45","W","         9","W","         0","W","","","","","        15","W","       145","W","        31","W","       138","W","        69","W","        66"," ","        27"," ","        15"," ","  -22.7","W,1209, ","","","","","  11.4"," ,W,0926, ","   41.7","W,0702, ","-1.6","W,1005","-2.7","W,1019","-6.6","W,1104","-8.8","W,1105","-9.3","W,1122","-2.1","W,0523","-2.7","W,0502","-5.5","W,0414","-9.3","W,0324","-9.3","W,0324","    3187.6","6","    3187.6","W","     74.8"," ,W","","","     10.18","W","     17.55","W","      2.81","W","       320","W","","","      20.1","W","",""
"USW00024106","2014","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.5","W","    515.6","","     515.6","W","        70","W","        20","W","         0","W","","","","","         0","W","       104","W","        23","W","       163","W","        48","W","        59"," ","        12"," ","        12"," ","  -16.6","W,1116, ","","","","","  15.5"," ,W,1101, ","   40.6","W,0714, ","-1.0","W,1027","-2.7","W,1028","-6.0","W,1111","-11.0","W,1112","-11.0","W,1112","-0.5","W,0430","-3.2","W,0324","-5.5","W,0323","-8.2","W,0321","-11.6","W,0106","    3118.5","5","    3118.5","W","    168.2"," ,W","","","     11.75","W","     18.62","W","      4.88","W","       310","W","","","      20.6","W","",""
"USW00024106","2015","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.1","W","    595.2","","     595.2","W","        72","W","        22","W","         0","W","","","","","         1","W","       113","W","        22","W","       169","W","        64","W","        60"," ","        24"," ","        16"," ","  -18.2","W,1201, ","","","","","   8.4"," ,W,1125, ","   42.8","W,0628, ","-1.0","W,1027","-3.2","W,1105","-4.9","W,1120","-7.1","W,1121","-9.9","W,1127","0.0","W,0501","-6.0","W,0403","-6.0","W,0403","-8.2","W,0305","-11.0","W,0223","    2545.8","8","    2545.8","W","    129.0"," ,W","","","     12.10","W","     19.20","W","      5.00","W","       300","W","","","      17.4","W","",""
"USW00024106","2016","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.5","W","    503.6","","     503.6","W","        58","W","        24","W","         0","W","","","","","         1","W","       105","W","        18","W","       157","W","        58","W","        59"," ","        20"," ","         9"," ","  -18.2","W,0102, ","","","","","  10.4"," ,W,0922, ","   39.4","W,0727,+","-3.2","W,1012","-3.2","W,1012","-4.9","W,1117","-7.1","W,1202","-9.9","W,1206","0.0","W,0407","-3.2","W,0328","-6.6","W,0326","-8.2","W,0203","-18.2","W,0102","    2761.1","1","    2761.1","W","    147.3"," ,W","","","     11.69","W","     18.89","W","      4.49","W","       310","W","","","      16.5","W","",""
"USW00024106","2017","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","        57"," ","        12"," ","        19"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3208.0","0","    3208.0","W","","","","","","","","","","","","","","","","","",""
"USW00024106","2018","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","        43"," ","        12"," ","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024106","2020","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.1","W","    520.7","","     520.7","W","        56","W","        20","W","         0","W","","","","","         0","W","       144","W","         4","W","       156","W","        66","W","        50"," ","        12"," ","        11"," ","  -12.1","W,1212,+","","","","","  12.2"," ,W,0520, ","   41.1","W,0818,+","-0.5","W,1016","-5.5","W,1025","-5.5","W,1025","-12.1","W,1026","-12.1","W,1026","-1.6","W,0418","-2.7","W,0417","-6.0","W,0404","-7.1","W,0403","-11.0","W,0220","","","","","    122.9"," ,W","","","     11.20","W","     18.77","W","      3.64","W","       300","W","","","      20.1","W","",""
"USW00024106","2021","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.4","W","    648.9","","     648.9","W","        50","W","        15","W","         2","W","","","","","         0","W","       133","W","         8","W","       155","W","        69","W","        54"," ","        16"," ","         6"," ","  -12.7","W,1228, ","","","","","  32.0"," ,W,0731, ","   41.1","W,0706, ","0.0","W,0929","-3.8","W,1108","-6.6","W,1117","-9.3","W,1210","-9.3","W,1210","-1.6","W,0421","-3.2","W,0412","-7.1","W,0331","-7.1","W,0331","-11.6","W,0214","    3041.3","3","    3041.3","W","    195.6"," ,W","","","     11.76","W","     18.99","W","      4.53","W","","","","","","","",""
"USW00024106","2022","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.2","W","    607.2","","     607.2","W","        46","W","        15","W","         0","W","","","","","         0","W","       165","W","        39","W","       154","W","        70","W","        51"," ","        16"," ","         8"," ","  -16.6","W,0101, ","","","","","  14.7"," ,W,0528,+","   40.0","W,0831,+","-0.5","W,1023","-2.7","W,1024","-4.9","W,1027","-8.2","W,1111","-9.3","W,1115","-0.5","W,0512","-3.8","W,0510","-6.6","W,0410","-7.7","W,0311","-9.3","W,0310","    3392.4","4","    3392.4","W","    117.1"," ,W","","","     10.08","W","     17.23","W","      2.94","W","       310","W","","","      17.9","W","",""
"USW00024106","2023","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","       4.3","W","    502.1","","     502.1","W","        60","W","        17","W","         0","W","","","","","         0","W","       141","W","        13","W","       162","W","        55","W","        35"," ","        15"," ","        14"," ","  -14.3","W,0120, ","","","","","  18.5"," ,W,0803, ","   41.1","W,0716, ","0.0","W,1026","-4.3","W,1028","-7.1","W,1029","-7.1","W,1029","-9.9","W,1127","-0.5","W,0426","-5.5","W,0420","-5.5","W,0420","-8.2","W,0419","-10.5","W,0305","    3445.2","2","    3445.2","W","    149.2"," ,W","","","     10.75","W","     17.68","W","      3.83","W","       310","W","","","      17.4","W","",""
"USW00024106","2024","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","    595.6","","     595.6","D","        71","D","        27","D","         0","D","","","","","         2","D","       130","D","         7","D","       160","D","        72","D","        36"," ","         9"," ","        10"," ","  -22.1","D,0116, ","","","","","   9.1"," ,D,1227,+","   42.8","D,0710, ","-0.5","W,1018","-3.8","W,1025","-7.1","W,1030","-7.1","W,1030","-9.3","W,1119","-1.0","W,0518","-5.5","W,0430","-5.5","W,0430","-7.7","W,0307","-9.9","W,0117","    3028.5","5","    3028.5","D","    151.7"," ,D","","","     11.68","D","     19.29","D","      4.07","D","","","","","","","",""
"USW00024106","2025","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","        26"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
