"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00061076","1950","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       150","a","       113","a","        20","a","","","","","","","","","","","","","  86.4"," ,a,0206, ","","","","","","","","","   1852.8"," ,a","","","","","",""
"ASN00061076","1951","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       108","a","        77","a","        16","a","","","","","","","","","","","",""," 134.6"," ,a,0119, ","","","","","","","","","   1308.9"," ,a","","","","","",""
"ASN00061076","1952","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        95","a","        66","a","        11","a","","","","","","","","","","","","","  99.1"," ,a,0806, ","","","","","","","","","   1053.7"," ,a","","","","","",""
"ASN00061076","1953","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        99","a","        73","a","        12","a","","","","","","","","","","","","","  68.6"," ,a,0326, ","","","","","","","","","   1094.3"," ,a","","","","","",""
"ASN00061076","1954","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       118","a","        76","a","        10","a","","","","","","","","","","","",""," 104.1"," ,a,0221, ","","","","","","","","","   1360.2"," ,a","","","","","",""
"ASN00061076","1955","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       124","a","        74","a","        15","a","","","","","","","","","","","",""," 108.7"," ,a,0224, ","","","","","","","","","   1356.1"," ,a","","","","","",""
"ASN00061076","1956","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       113","a","        72","a","        11","a","","","","","","","","","","","","","  84.8"," ,a,0302, ","","","","","","","","","   1277.9"," ,a","","","","","",""
"ASN00061076","1957","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        87","a","        48","a","         6","a","","","","","","","","","","","",""," 119.4"," ,a,0219, ","","","","","","","","","    776.9"," ,a","","","","","",""
"ASN00061076","1958","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       119","a","        72","a","         8","a","","","","","","","","","","","","","  51.3"," ,a,0130, ","","","","","","","","","   1003.9"," ,a","","","","","",""
"ASN00061076","1959","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       138","a","        95","a","        15","a","","","","","","","","","","","","","  49.8"," ,a,1005, ","","","","","","","","","   1424.2"," ,a","","","","","",""
"ASN00061076","1960","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       114","a","        81","a","        12","a","","","","","","","","","","","","","  90.2"," ,a,0604, ","","","","","","","","","   1235.3"," ,a","","","","","",""
"ASN00061076","1961","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        93","a","        56","a","         2","a","","","","","","","","","","","","","  47.0"," ,a,0825, ","","","","","","","","","    963.2"," ,a","","","","","",""
"ASN00061076","1962","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       138","a","        75","a","        12","a","","","","","","","","","","","","","  90.4"," ,a,0510, ","","","","","","","","","   1426.3"," ,a","","","","","",""
"ASN00061076","1963","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       179","a","       109","a","        21","a","","","","","","","","","","","","","  93.5"," ,a,0319, ","","","","","","","","","   1845.0"," ,a","","","","","",""
"ASN00061076","1964","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       106","a","        62","a","         8","a","","","","","","","","","","","","","  74.9"," ,a,0610, ","","","","","","","","","    803.6"," ,a","","","","","",""
"ASN00061076","1965","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       103","a","        48","a","         6","a","         0","a","        21","a","         0","a","       214","a","        35","a","   -3.9","a,0713, ","  55.6"," ,a,1018, ","   40.0","a,0307, ","-1.7","a,0518","-3.3","a,0522","-1.1","a,0810","    623.2"," ,a","     16.56","a","     23.33","a","      9.79","a"
"ASN00061076","1966","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       134","a","        67","a","         7","a","","","","","","","","","","","","","  47.5"," ,a,0826, ","","","","","","","","","    917.0"," ,a","","","","","",""
"ASN00061076","1967","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       164","a","        99","a","        18","a","         0","a","        14","a","         0","a","       197","a","        28","a","   -1.1","a,0901,+"," 108.0"," ,a,0309, ","   39.4","a,0122, ","0.0","a,0712","","","-0.6","a,0904","   1629.4"," ,a","     16.39","a","     22.32","a","     10.45","a"
"ASN00061076","1968","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       118","a","        65","a","        20","a","","","","","","","","","","","",""," 116.8"," ,a,0112, ","","","","","","","","","   1273.8"," ,a","","","","","",""
"ASN00061076","1969","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       143","a","        83","a","         8","a","","","","","","","","","","","","","  72.1"," ,a,0622, ","","","","","","","","","   1081.2"," ,a","","","","","",""
"ASN00061076","1970","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       133","a","        78","a","        12","a","","","","","","","","","","","","","  85.3"," ,a,1209, ","","","","","","","","","   1145.9"," ,a","","","","","",""
"ASN00061076","1971","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       130","a","        81","a","        16","a","","","","","","","","","","","",""," 133.1"," ,a,0121, ","","","","","","","","","   1500.1"," ,a","","","","","",""
"ASN00061076","1972","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       158","a","        94","a","        11","a","","","","","","","","","","","","","  94.5"," ,a,0624, ","","","","","","","","","   1425.3"," ,a","","","","","",""
"ASN00061076","1973","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       133","a","        76","a","        10","a","","","","","","","","","","","","","  76.7"," ,a,0211, ","","","","","","","","","    960.9"," ,a","","","","","",""
"ASN00061076","1974","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       120","a","        83","a","        18","a","","","","","","","","","","","","","  86.0"," ,a,0422, ","","","","","","","","","   1455.3"," ,a","","","","","",""
"ASN00061076","1975","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       106","a","        72","a","        11","a","","","","","","","","","","","","","  88.2"," ,a,0613, ","","","","","","","","","   1147.0"," ,a","","","","","",""
"ASN00061076","1976","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       133","a","        90","a","        14","a","","","","","","","","","","","",""," 114.2"," ,a,0326, ","","","","","","","","","   1451.4"," ,a","","","","","",""
"ASN00061076","1977","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        98","a","        64","a","        13","a","","","","","","","","","","","",""," 150.2"," ,a,0304, ","","","","","","","","","   1207.0"," ,a","","","","","",""
"ASN00061076","1978","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       111","a","        84","a","        18","a","","","","","","","","","","","","","  97.0"," ,a,0320, ","","","","","","","","","   1476.5"," ,a","","","","","",""
"ASN00061076","1979","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        64","a","        47","a","         8","a","","","","","","","","","","","","","  63.4"," ,a,0508, ","","","","","","","","","    701.7"," ,a","","","","","",""
"ASN00061076","1980","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    538.8"," ,a","","","","","",""
"ASN00061076","1983","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        97","a","        70","a","        11","a","","","","","","","","","","","","","  47.4"," ,a,1227, ","","","","","","","","","    941.2"," ,a","","","","","",""
"ASN00061076","1984","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        76","a","        67","a","        15","a","","","","","","","","","","","","","  81.8"," ,a,0131, ","","","","","","","","","   1080.2"," ,a","","","","","",""
"ASN00061076","1985","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        71","a","        62","a","        18","a","","","","","","","","","","","","","  71.0"," ,a,0429, ","","","","","","","","","   1172.0"," ,a","","","","","",""
"ASN00061076","1986","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    827.9"," ,a","","","","","",""
"ASN00061076","1987","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1247.8"," ,a","","","","","",""
"ASN00061076","1988","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1356.9"," ,a","","","","","",""
"ASN00061076","1989","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        67","a","        60","a","        13","a","","","","","","","","","","","","","  60.0"," ,a,0424, ","","","","","","","","","   1198.6"," ,a","","","","","",""
"ASN00061076","1990","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1510.0"," ,a","","","","","",""
"ASN00061076","1991","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        69","a","        50","a","        11","a","","","","","","","","","","","","","  63.4"," ,a,0127, ","","","","","","","","","    802.4"," ,a","","","","","",""
"ASN00061076","1994","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        96","a","        68","a","        10","a","","","","","","","","","","","","","  61.0"," ,a,0414, ","","","","","","","","","    944.3"," ,a","","","","","",""
"ASN00061076","1995","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        90","a","        76","a","        15","a","","","","","","","","","","","","","  70.0"," ,a,0616, ","","","","","","","","","   1239.4"," ,a","","","","","",""
"ASN00061076","1996","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        93","a","        70","a","         6","a","","","","","","","","","","","","","  62.0"," ,a,1122, ","","","","","","","","","    897.2"," ,a","","","","","",""
"ASN00061076","1997","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        83","a","        62","a","         5","a","","","","","","","","","","","","","  47.6"," ,a,0212, ","","","","","","","","","    847.3"," ,a","","","","","",""
"ASN00061076","1999","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","       129","a","        94","a","        21","a","","","","","","","","","","","","","  69.4"," ,a,0226, ","","","","","","","","","   1502.7"," ,a","","","","","",""
"ASN00061076","2000","-32.618","151.8877","75.0","RAYMOND TERRACE WALLAROO STAT, AS","        81","a","        51","a","         5","a","","","","","","","","","","","",""," 123.0"," ,a,0309, ","","","","","","","","","    944.3"," ,a","","","","","",""
