"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00063293","2012","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       101","a","        52","a","         6","a","","","","","","","","","","","","","  78.0"," ,a,0301, ","","","","","","","","","","","","","    740.0"," ,a","","","","","",""
"ASN00063293","2013","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","        99","a","        47","a","         6","a","","","","","","","","","","","","","  56.0"," ,a,0224, ","","","","","","","","","","","","","    627.0"," ,a","","","","","",""
"ASN00063293","2014","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       104","a","        59","a","         5","a","","","","","","","","","","","","","  52.0"," ,a,0220, ","","","","","","","","","","","","","    707.0"," ,a","","","","","",""
"ASN00063293","2015","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       107","a","        58","a","         6","a","","","","","","","","","","","","","  32.0"," ,a,1114,+","","","","","","","","","","","","","    624.0"," ,a","","","","","",""
"ASN00063293","2016","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       118","a","        68","a","         4","a","","","","","","","","","","","","","  36.0"," ,a,0605, ","","","","","","","","","","","","","    740.0"," ,a","","","","","",""
"ASN00063293","2017","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","        92","a","        46","a","         1","a","","","","","","","","","","","","","  27.0"," ,a,1203, ","","","","","","","","","","","","","    466.0"," ,a","","","","","",""
"ASN00063293","2018","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","        86","a","        51","a","         4","a","","","","","","","","","","","","","  31.0"," ,a,1122, ","","","","","","","","","","","","","    526.0"," ,a","","","","","",""
"ASN00063293","2019","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","        81","a","        39","a","         1","a","","","","","","","","","","","","","  35.0"," ,a,0209, ","","","","","","","","","","","","","    469.0"," ,a","","","","","",""
"ASN00063293","2020","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       122","a","        75","a","         5","a","","","","","","","","","","","","","  43.0"," ,a,0210, ","","","","","","","","","","","","","    783.0"," ,a","","","","","",""
"ASN00063293","2021","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       131","a","        77","a","        11","a","","","","","","","","","","","","","  58.0"," ,a,0312, ","","","","","","","","","","","","","   1115.0"," ,a","","","","","",""
"ASN00063293","2022","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       160","a","        85","a","         9","a","","","","","","","","","","","","","  71.0"," ,a,1114, ","","","","","","","","","","","","","   1167.0"," ,a","","","","","",""
"ASN00063293","2023","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","        99","a","        56","a","         7","a","","","","","","","","","","","","","  75.0"," ,a,1220, ","","","","","","","","","","","","","    834.0"," ,a","","","","","",""
"ASN00063293","2024","-33.74","149.8822","1190.0","OBERON JENOLAN CAVES ROAD, AS","       102","a","        69","a","        13","a","","","","","","","","","","","","","  88.0"," ,a,0406, ","","","","","","","","","","","","","   1109.0"," ,a","","","","","",""
