"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012854","1959","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1849.7","","    1849.7","X","       146","X","        91","X","        23","X","        0","","         0","X","         0","X","         2","X","         0","X","       310","X","        80","X","       117"," ","","","        79"," ","   -1.7","X,0117, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  55.1"," ,X,0618, ","   36.1","X,0629,+","","","","","","","-1.7","X,0117","","","     315.8","8","     315.8","X","   1499.6"," ,X","        0"," ,X","     22.42","X","     27.17","X","     17.67","X","","","","","       360","X","","","","","      27.2","X"
"USW00012854","1960","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1760.0","","    1760.0","X","       131","X","        84","X","        18","X","        0","","         0","X","         0","X","         4","X","         0","X","       304","X","        71","X","       123"," ","","","        92"," ","   -1.1","X,0123, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  76.2"," ,X,0315, ","   36.1","X,0811,+","-0.6","X,1222","","","","","0.0","X,0124","","","     456.5","5","     456.5","X","   1414.7"," ,X","        0"," ,X","     21.88","X","     26.79","X","     16.96","X","","","","","","","","","","","",""
"USW00012854","1961","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1854.9","","    1854.9","X","       104","X","        67","X","        11","X","        0","","         0","X","         0","X","         2","X","         0","X","       321","X","        93","X","       145"," ","","","        75"," ","   -1.7","X,1230, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  53.8"," ,X,0319, ","   37.2","X,0730, ","-1.7","X,1230","","","","","-0.6","X,0122","","","     391.1","1","     391.1","X","    979.8"," ,X","        0"," ,X","     22.46","X","     27.72","X","     17.20","X","","","","","       225","X","","","","","      25.7","X"
"USW00012854","1962","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1789.9","","    1789.9","X","       117","X","        73","X","         6","X","        0","","         0","X","         0","X","         4","X","         0","X","       310","X","        92","X","       165"," ","","","        92"," ","   -5.6","X,1213, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  62.0"," ,X,0920, ","   36.7","X,0527, ","-2.8","X,1212","-2.8","X,1212","-5.6","X,1213","0.0","X,0306","","","     320.0","0","     320.0","X","    857.4"," ,X","        0"," ,X","     22.06","X","     27.28","X","     16.85","X","","","","","       270","X","","","","","      18.0","X"
"USW00012854","1963","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1757.7","","    1757.7","X","       139","X","        83","X","        16","X","        0","","         0","X","         0","X","         1","X","         0","X","       298","X","        89","X","       178"," ","","","        73"," ","   -0.6","X,1225, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  88.4"," ,X,0923, ","   35.6","X,0616, ","-0.6","X,1225","","","","","","","","","     487.0","0","     487.0","X","   1341.0"," ,X","        0"," ,X","     21.73","X","     26.74","X","     16.73","X","","","","","       180","X","","","","","      24.2","X"
"USW00012854","1964","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1839.8","","    1839.8","X","       111","X","        63","X","        14","X","        0","","         0","X","         0","X","         1","X","         0","X","       312","X","        82","X","       179"," ","","","        54"," ","   -3.3","X,0114, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 114.0"," ,X,0910, ","   36.7","X,0617, ","","","","","","","-3.3","X,0114","-3.3","X,0114","     519.1","1","     519.1","X","   1257.2"," ,X","        0"," ,X","     22.34","X","     27.23","X","     17.46","X","","","","","       270","X","","","","","      26.7","X"
"USW00012854","1965","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1760.4","","    1760.4","X","       120","X","        80","X","        11","X","        0","","         0","X","         0","X","         2","X","         0","X","       323","X","        77","X","       201"," ","        45"," ","        69"," ","   -1.7","X,0117, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  66.5"," ,X,0708, ","   35.0","X,0901, ","","","","","","","-1.1","X,0118","","","     265.7","7","     265.7","X","   1203.2"," ,X","        0"," ,X","     22.31","X","     27.53","X","     17.08","X","","","","","        90","X","","","","","      24.2","X"
"USW00012854","1966","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1669.0","","    1669.0","X","       118","X","        76","X","         8","X","        0","","         0","X","         0","X","         3","X","         0","X","       311","X","        61","X","       154"," ","        16"," ","        72"," ","   -3.3","X,0131, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  81.5"," ,X,0630, ","   35.6","X,0821, ","","","","","","","0.0","X,0205","-3.3","X,0131","     375.5","5","     375.5","X","   1118.6"," ,X","        0"," ,X","     21.72","X","     26.79","X","     16.64","X","","","","","        90","X","","","","","      18.0","X"
"USW00012854","1967","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","   1708.8","","    1708.8","X","        94","X","        60","X","         7","X","        0","","         0","X","         0","X","         1","X","         0","X","       330","X","        67","X","       209"," ","        40"," ","        69"," ","   -1.7","X,0226, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  47.8"," ,X,0618, ","   36.7","X,0514,+","","","","","","","-1.7","X,0226","","","     313.6","6","     313.6","X","    843.2"," ,X","        0"," ,X","     22.31","X","     27.63","X","     16.98","X","","","","","","","","","","","",""
"USW00012854","1968","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        87"," ","        16"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00012854","2000","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   1820.2","","    1820.2","W","       136","W","        56","W","         7","W","","","","","         0","W","         3","W","         0","W","       324","W","       115","W","","","","","","","   -3.9","W,1231, ","","","",""," 120.1"," ,W,0725, ","   37.2","W,0604,+","-3.3","W,1220","-3.3","W,1220","","","","","","","     292.7","7","     292.7","W","    783.6"," ,W","","","     22.25","W","     28.30","W","     16.20","W","       280","W","       170","W","","","      17.0","W","      21.9","W","",""
"USW00012854","2001","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.1","W","   1811.1","","    1811.1","W","       174","W","        78","W","        11","W","","","","","         0","W","         4","W","         0","W","       327","W","        96","W","","","","","","","   -2.8","W,0101, ","","","","","  96.8"," ,W,0319, ","   35.6","W,0830,+","","","","","","","-1.1","W,0110","-2.8","W,0101","     446.6","6","     446.6","W","   1291.8"," ,W","","","     22.49","W","     28.01","W","     16.97","W","       180","W","       160","W","","","      16.5","W","      21.9","W","",""
"USW00012854","2002","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       2.9","W","   1999.1","","    1999.1","W","       166","W","        96","W","        22","W","","","","","         0","W","         3","W","         0","W","       324","W","       115","W","","","","","","","   -1.7","W,0109, ","","","","","  74.9"," ,W,0622, ","   36.7","W,0603, ","","","","","","","-1.7","W,0109","","","     268.2","2","     268.2","W","   1831.9"," ,W","","","     22.84","W","     28.32","W","     17.36","W","       250","W","       190","W","","","      16.1","W","      26.8","W","",""
"USW00012854","2003","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.1","W","   1910.7","","    1910.7","W","       163","W","        80","W","        17","W","","","","","         0","W","         2","W","         0","W","       321","W","        93","W","","","","","","","   -2.8","W,0124, ","","","","","  67.8"," ,W,0522, ","   35.0","W,0710,+","","","","","","","-2.8","W,0124","-2.8","W,0124","     388.5","5","     388.5","W","   1345.3"," ,W","","","     22.60","W","     28.11","W","     17.10","W","        20","W","        20","W","","","      20.6","W","      25.0","W","",""
"USW00012854","2004","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   1900.5","","    1900.5","W","       145","W","        66","W","        15","W","","","","","         0","W","         0","W","         0","W","       326","W","       117","W","","","","","","","    0.6","W,1221, ","","","",""," 114.0"," ,W,0905, ","   38.3","W,0601, ","","","","","","","","","","","     356.2","2","     356.2","W","   1332.4"," ,W","","","     22.58","W","     28.27","W","     16.89","W","       120","W","       120","W","","","      32.2","W","      41.1","W","",""
"USW00012854","2005","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","B","   1919.8","","    1919.8","B","       156","B","        82","B","        16","B","","","","","         0","B","         0","B","         0","B","       319","B","       111","B","","","","","","","    1.1","B,0124, ","","","","","  79.2"," ,B,1024, ","   37.2","B,0722, ","","","","","","","","","","","     311.5","5","     311.5","B","   1439.6"," ,B","","","     22.71","B","     27.96","B","     17.46","B","       320","B","       310","B","","","      19.2","B","      34.4","B","",""
"USW00012854","2006","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   1965.3","","    1965.3","W","       106","W","        49","W","        12","W","","","","","         0","W","         2","W","         0","W","       336","W","       137","W","       177"," ","        28"," ","        54"," ","   -1.0","W,0214, ","","","",""," 143.3"," ,W,0906, ","   37.2","W,0812,+","","","","","","","-1.0","W,0214","","","     313.3","3","     313.3","W","   1052.2"," ,W","","","     22.91","W","     28.74","W","     17.08","W","       170","W","       170","W","","","      17.9","W","      25.9","W","",""
"USW00012854","2007","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.1","W","   2011.8","","    2011.8","W","       120","W","        67","W","         9","W","","","","","         0","W","         1","W","         0","W","       332","W","       115","W","       163"," ","        27"," ","        53"," ","   -0.5","W,0217, ","","","","","  48.8"," ,W,0726, ","   36.7","W,0821,+","","","","","","","-0.5","W,0217","","","     290.2","2","     290.2","W","    856.9"," ,W","","","     23.13","W","     28.59","W","     17.67","W","       150","W","       140","W","","","      25.0","W","      68.8","W","",""
"USW00012854","2008","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.2","W","   1910.9","","    1910.9","W","       113","W","        74","W","        14","W","","","","","         0","W","         1","W","         0","W","       328","W","       104","W","       143"," ","        32"," ","        55"," ","    0.0","W,0103, ","","","",""," 208.8"," ,W,0821, ","   36.1","W,0807,+","","","","","","","0.0","W,0103","","","     223.1","1","     223.1","W","   1493.1"," ,W","","","     22.71","W","     28.19","W","     17.24","W","       160","W","       210","W","","","      22.8","W","      60.8","W","",""
"USW00012854","2009","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.0","W","   2041.6","","    2041.6","W","       120","W","        70","W","        11","W","","","","","         0","W","         5","W","         0","W","       323","W","       132","W","       156"," ","        27"," ","        61"," ","   -2.1","W,0205,+","","","",""," 143.8"," ,W,0519, ","   37.2","W,0622, ","","","","","","","-0.5","W,0206","","","     381.8","8","     381.8","W","   1190.5"," ,W","","","     22.89","W","     28.48","W","     17.31","W","       160","W","       210","W","","","      19.7","W","      77.3","W","",""
"USW00012854","2010","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.1","W","   1862.6","","    1862.6","W","       107","W","        68","W","        14","W","","","","","         0","W","        16","W","         0","W","       294","W","       124","W","       143"," ","        18"," ","        47"," ","   -3.8","W,0110, ","","","","","  79.0"," ,W,0821, ","   37.8","W,0614, ","-0.5","W,1207","-3.2","W,1214","","","0.0","W,0214","-3.2","W,0111","     567.7","7","     567.7","W","   1078.1"," ,W","","","     21.42","W","     27.20","W","     15.64","W","       100","W","       310","W","","","      15.7","W","      21.5","W","",""
"USW00012854","2011","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.0","W","   1942.0","","    1942.0","W","       109","W","        61","W","        16","W","","","","","         0","W","         2","W","         0","W","       332","W","       124","W","       148"," ","        34"," ","        55"," ","   -1.0","W,0113, ","","","",""," 138.2"," ,W,1008, ","   37.2","W,0615, ","","","","","","","0.0","W,0123","","","     468.4","4","     468.4","W","   1241.0"," ,W","","","     22.91","W","     28.68","W","     17.15","W","       260","W","       270","W","","","      22.8","W","      29.5","W","",""
"USW00012854","2012","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.1","W","   1994.6","","    1994.6","W","       126","W","        78","W","        12","W","        0","","         0","W","         0","W","         3","W","         0","W","       339","W","        98","W","       138"," ","        25"," ","        41"," ","   -1.6","W,0104, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  71.9"," ,W,0723, ","   35.6","W,0802,+","","","","","","","0.0","W,0213","","","     185.0","0","     185.0","W","   1157.7"," ,W","        0"," ,W","     23.09","W","     28.64","W","     17.55","W","       350","W","       150","W","","","      19.7","W","      24.6","W","",""
"USW00012854","2013","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.1","W","   1891.1","","    1891.1","W","       126","W","        80","W","        12","W","        0","","         0","W","         0","W","         2","W","         0","W","       340","W","        84","W","       179"," ","        25"," ","        62"," ","   -0.5","W,0218, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  75.2"," ,W,0617, ","   36.7","W,0814, ","","","","","","","0.0","W,0304","","","     316.4","4","     316.4","W","   1206.9"," ,W","        0"," ,W","     22.86","W","     28.22","W","     17.51","W","       190","W","       190","W","","","      20.6","W","      34.0","W","",""
"USW00012854","2014","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.0","W","   1906.2","","    1906.2","W","       150","W","        96","W","        15","W","        0","","         0","W","         0","W","         1","W","         0","W","       318","W","       114","W","       187"," ","        25"," ","       104"," ","    0.0","W,0107, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 103.4"," ,W,1125, ","   36.7","W,0823, ","","","","","","","0.0","W,0107","","","     277.3","3","     277.3","W","   1447.4"," ,W","        0"," ,W","     22.54","W","     28.02","W","     17.06","W","        60","W","        60","W","","","      18.3","W","      23.3","W","",""
"USW00012854","2015","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.2","W","   2275.0","","    2275.0","W","       112","W","        66","W","         9","W","        0","","         0","W","         0","W","         0","W","         0","W","       337","W","       114","W","       156"," ","        25"," ","       107"," ","    0.6","W,0220, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  41.4"," ,W,0705, ","   36.7","W,0618, ","","","","","","","","","","","     333.6","6","     333.6","W","    946.5"," ,W","        0"," ,W","     23.92","W","     29.15","W","     18.68","W","       360","W","       150","W","","","      17.0","W","      21.9","W","",""
"USW00012854","2016","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.2","W","   2115.4","","    2115.4","W","       114","W","        68","W","        14","W","        0","","         0","W","         0","W","         1","W","         0","W","       332","W","       131","W","       111"," ","        20"," ","       107"," ","   -0.5","W,0124, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 151.4"," ,W,1006, ","   37.8","W,0709, ","","","","","","","-0.5","W,0124","","","     236.4","4","     236.4","W","   1165.3"," ,W","        0"," ,W","     23.36","W","     28.94","W","     17.79","W","       280","W","       280","W","","","      21.0","W","      28.2","W","",""
"USW00012854","2017","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   2112.3","","    2112.3","W","       124","W","        77","W","         8","W","        0","","         0","W","         0","W","         0","W","         0","W","       345","W","       130","W","       160"," ","        32"," ","        94"," ","    1.7","W,1211, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 234.7"," ,W,0910, ","   36.1","W,0511, ","","","","","","","","","","","     143.6","6","     143.6","W","   1229.9"," ,W","        0"," ,W","     23.59","W","     29.12","W","     18.07","W","       100","W","       130","W","","","      26.4","W","      33.1","W","",""
"USW00012854","2018","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.2","W","   2094.9","","    2094.9","W","       145","W","        87","W","        11","W","        0","","         0","W","         0","W","         3","W","         0","W","       331","W","       124","W","       151"," ","        24"," ","       122"," ","   -3.8","W,0118, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  65.5"," ,W,1220, ","   35.6","W,0928,+","","","","","","","0.0","W,0119","-3.8","W,0118","     301.6","6","     301.6","W","   1231.4"," ,W","        0"," ,W","     23.18","W","     28.51","W","     17.84","W","       280","W","       230","W","","","      18.3","W","      24.6","W","",""
"USW00012854","2019","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   2180.8","","    2180.8","W","       132","W","        82","W","        14","W","        0","","","","         0","W","         0","W","         0","W","       338","W","       124","W","       146"," ","        18"," ","        97"," ","    1.1","W,0121, ","     0"," ,W,1231,+","","","  54.9"," ,W,0619, ","   37.2","W,0531, ","","","","","","","","","","","     257.4","4","     257.4","W","   1252.1"," ,W","","","     23.70","W","     28.95","W","     18.45","W","        40","W","        90","W","","","      17.9","W","      30.4","W","",""
"USW00012854","2020","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.4","W","   2293.3","","    2293.3","W","       136","W","        84","W","         7","W","        0","","         0","W","         0","W","         0","W","         0","W","       340","W","       132","W","       123"," ","        12"," ","        99"," ","    1.1","W,1226, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  53.3"," ,W,0920, ","   37.2","W,0630, ","","","","","","","","","","","     199.3","3","     199.3","W","   1024.5"," ,W","        0"," ,W","     23.93","W","     29.17","W","     18.69","W","       280","W","        32","W","","","      20.6","W","      31.3","W","",""
"USW00012854","2021","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.2","W","   2076.6","","    2076.6","W","       123","W","        74","W","        15","W","        0","","         0","W","         0","W","         0","W","         0","W","       336","W","       111","W","       120"," ","        19"," ","        98"," ","    1.1","W,0204, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 131.3"," ,W,0919, ","   35.6","W,0821,+","","","","","","","","","","","     275.2","2","     275.2","W","   1363.1"," ,W","        0"," ,W","     23.45","W","     28.75","W","     18.16","W","       280","W","       280","W","","","      17.0","W","      21.9","W","",""
"USW00012854","2022","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.2","W","   2079.6","","    2079.6","W","       121","W","        71","W","        19","W","        0","","         0","W","         0","W","         3","W","         0","W","       333","W","       125","W","       123"," ","        15"," ","       113"," ","   -2.1","W,1225, ","     0"," ,W,1231,+","     0","T,W,0316, "," 239.3"," ,W,0929, ","   36.1","W,0624,+","-1.0","W,1224","","","","","-0.5","W,0130","","","     193.1","1","     193.1","W","   1598.6"," ,W","        0","T,W","     23.32","W","     28.63","W","     18.00","W","       360","W","       350","W","","","      21.9","W","      30.9","W","",""
"USW00012854","2023","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   2168.1","","    2168.1","W","       104","W","        64","W","        14","W","        0","","         0","W","         0","W","         0","W","         0","W","       341","W","       115","W","       125"," ","        11"," ","       102"," ","    0.6","W,0115, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 158.0"," ,W,1116, ","   37.8","W,0811, ","","","","","","","","","","","     198.0","0","     198.0","W","   1308.5"," ,W","        0"," ,W","     23.77","W","     29.14","W","     18.39","W","       290","W","       290","W","","","      19.7","W","      29.5","W","",""
"USW00012854","2024","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","       3.3","W","   2148.7","","    2148.7","W","       123","W","        73","W","        15","W","        0","","         0","D","         0","W","         0","W","         0","W","       331","W","       123","W","       113"," ","        10"," ","        94"," ","    3.3","W,0121, ","     0"," ,D,1231,+","     0"," ,D,1231,+"," 172.0"," ,W,1009, ","   38.3","W,0606, ","","","","","","","","","","","     236.5","5","     236.5","W","   1357.7"," ,W","        0"," ,D","     23.50","W","     28.75","W","     18.25","W","        10","W","        30","W","","","      24.1","W","      37.6","W","",""
"USW00012854","2025","28.77951","-81.24356","14.9","ORLANDO SANFORD AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        21"," ","         4"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
