"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00046773","2001","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1216.6","","    1216.6","0","        36","0","        23","0","         2","0","        0","","         0","0","         0","0","        28","0","         0","0","       220","0","       118","0","","","   -3.9","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.0"," ,0,0213, ","   40.0","0,0807,+","-2.2","0,1128","-2.2","0,1128","","","","","-1.7","0,0409","-3.3","0,0208","","","","","","","    1490.5","5","    1490.5","0","    217.2"," ,0","        0"," ,0","     17.74","0","     24.78","0","     10.71","0"
"USC00046773","2002","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1011.4","","    1011.4","0","        14","0","         6","0","         0","0","        0","","         0","0","         0","0","        32","0","         0","0","       221","0","       105","0","","","   -5.0","0,0201,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  11.2"," ,0,1220, ","   41.7","0,0710,+","-2.2","0,1219","-2.2","0,1219","","","","","-0.6","0,0319","-2.2","0,0303","-5.0","0,0201","","","","","    1347.7","7","    1347.7","0","     35.7"," ,0","        0"," ,0","     17.25","0","     24.83","0","      9.67","0"
"USC00046773","2003","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1253.0","","    1253.0","0","        23","0","        16","0","         2","0","        0","","         0","0","         0","0","        17","0","         0","0","       195","0","       118","0","","","   -5.0","0,1228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0212, ","   41.1","0,0716,+","-0.6","0,1122","-2.8","0,1227","-5.0","0,1228","","","0.0","0,0304","-2.2","0,0208","","","","","","","    1395.1","1","    1395.1","0","    212.3"," ,0","        0"," ,0","     17.89","0","     25.03","0","     10.76","0"
"USC00046773","2004","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1035.6","","    1035.6","0","        21","0","        15","0","         4","0","        0","","         0","0","         0","0","        18","0","         0","0","       208","0","       100","0","","","   -6.1","0,1202, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.3"," ,0,1229, ","   40.0","0,0812,+","-1.1","0,1121","-3.9","0,1130","-5.0","0,1201","","","0.0","0,0301","-4.4","0,0213","-4.4","0,0213","","","","","    1304.3","3","    1304.3","0","    276.3"," ,0","        0"," ,0","     17.31","0","     24.42","0","     10.20","0"
"USC00046773","2005","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1512.4","4","    1512.4"," ","","","","","","","","","",""
"USC00046773","2007","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","        15","0","         5","0","         1","0","        0","","         0","0","         0","0","        38","0","","","","","","","","","   -9.4","0,0114,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.9"," ,0,1130, ","","","0.0","0,1122","-3.3","0,1212","","","","","-1.1","0,0302","-2.8","0,0301","-5.0","0,0118","-9.4","0,0114","-9.4","0,0114","","","","","     58.9"," ,0","        0"," ,0","","","","","     10.43","0"
"USC00046773","2008","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","        17","0","        13","0","         0","0","        0","","         0","0","         0","0","        36","0","","","","","","","","","   -6.7","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.9"," ,0,1126, ","","","-1.1","0,1210","-4.4","0,1218","-4.4","0,1218","-6.7","0,1225","0.0","0,0316","-3.3","0,0205","-5.0","0,0104","","","","","","","","","    138.9"," ,0","        0"," ,0","","","","","      8.97","0"
"USC00046773","2009","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","        16","0","        11","0","         0","0","        0","","         0","0","         0","0","        40","0","","","","","","","","","   -5.0","0,1208, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  14.2"," ,0,0207, ","","","0.0","0,1028","-5.0","0,1208","-5.0","0,1208","","","0.0","0,0425","-2.8","0,0212","-4.4","0,0105","","","","","","","","","     71.5"," ,0","        0"," ,0","","","","","      8.68","0"
"USC00046773","2010","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","        28","0","        21","0","         3","0","        0","","         0","0","         0","0","        20","0","","","","","","","","","   -5.0","0,1126, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.5"," ,0,1222, ","","","0.0","0,1123","-2.2","0,1125","-5.0","0,1126","","","0.0","0,0422","","","","","","","","","","","","","    308.8"," ,0","        0"," ,0","","","","","      9.81","0"
"USC00046773","2011","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","","","","","","","","","","","         0","K","        29","K","","","","","","","","","   -4.4","K,0227, ","","","","","","","","","0.0","K,1123","-2.2","K,1204","","","","","-1.7","K,0409","-4.4","K,0227","-4.4","K,0227","","","","","","","","","","","","","","","","","     10.02","K"
"USC00046773","2012","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","","","","","","","","","","","         0","7","        19","7","         0","7","       227","7","       109","7","","","   -3.9","7,1222,+","","","","","","","   40.6","7,0812,+","-1.1","7,1111","-3.3","7,1219","","","","","-1.1","7,0308","-3.9","K,0117","","","","","","","","","","","","","","","     18.49","7","     24.88","7","     12.11","7"
"USC00046773","2013","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1174.0","","    1174.0","7","        16","7","         8","7","         1","7","        0","","         0","7","         0","7","        29","7","         0","7","       238","7","       111","7","","","   -7.8","7,0113, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  25.4"," ,7,0723, ","   41.7","7,0701,+","-0.6","7,1204","-3.3","7,1205","-4.4","7,1208","","","-1.1","7,0227","-2.8","7,0210","-6.1","7,0115","-7.8","7,0113","","","    1353.9","9","    1353.9","7","     94.1"," ,7","        0"," ,7","     17.74","7","     24.97","7","     10.51","7"
"USC00046773","2014","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1145.1","","    1145.1","7","        15","7","         7","7","         0","7","        0","","         0","7","         0","7","         9","7","         0","7","       254","7","       117","7","","","   -2.8","7,1231, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  23.1"," ,7,0228, ","   40.0","7,0724, ","0.0","7,1226","-2.2","7,1228","","","","","-1.1","7,0204","","","","","","","","","    1135.5","5","    1135.5","7","    103.1"," ,7","        0"," ,7","     18.60","7","     26.05","7","     11.16","7"
"USC00046773","2015","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1191.5","","    1191.5","7","        23","7","        11","7","         1","7","        0","","         0","7","         0","7","        25","7","         0","7","       249","7","       112","7","","","   -5.0","7,1227, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  48.3"," ,7,1220, ","   40.0","7,0816,+","0.0","7,1112","-3.3","7,1128","-5.0","7,1227","","","-0.6","7,0105","-2.2","7,0102","","","","","","","    1077.0","0","    1077.0","7","    165.9"," ,7","        0"," ,7","     18.25","7","     25.40","7","     11.11","7"
"USC00046773","2016","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1239.2","","    1239.2","7","        26","7","        14","7","         1","7","        0","","         0","7","         0","7","        20","7","         0","7","       256","7","       104","7","","","   -4.4","7,1218,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  26.2"," ,7,1222, ","   42.2","7,0729,+","0.0","7,1130","-4.4","7,1218","-4.4","7,1218","","","-1.7","7,0204","-2.8","7,0203","-4.4","7,0101","","","","","    1270.0","0","    1270.0","7","    138.6"," ,7","        0"," ,7","     18.57","7","     25.95","7","     11.20","7"
"USC00046773","2017","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1305.6","","    1305.6","7","        27","7","        16","7","         0","7","        0","","         0","7","         0","7","        15","7","         0","7","       258","7","       111","7","","","   -3.3","7,1222, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  24.6"," ,7,0217, ","   42.8","7,0619, ","-1.1","7,1221","-3.3","7,1222","","","","","-2.2","7,0305","-2.2","7,0305","","","","","","","    1233.1","1","    1233.1","7","    146.8"," ,7","        0"," ,7","     18.79","7","     26.44","7","     11.14","7"
"USC00046773","2018","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1331.8","","    1331.8","7","        21","7","        12","7","         1","7","        0","","         0","7","         0","7","        19","7","         0","7","       253","7","       122","7","","","   -5.6","7,0221,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  36.1"," ,7,1206, ","   42.2","7,0724, ","-1.1","7,1228","","","","","","","-1.7","7,0305","-2.8","7,0304","-5.0","7,0224","","","","","    1076.9","9","    1076.9","7","    108.5"," ,7","        0"," ,7","     18.75","7","     26.17","7","     11.34","7"
"USC00046773","2019","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1083.3","","    1083.3","7","        52","7","        25","7","         3","7","","","         1","7","         0","7","        31","7","         0","7","       228","7","       101","7","","","   -4.4","7,0212,+","","","   102"," ,7,1128, ","  66.0"," ,7,0510, ","   40.0","7,0901,+","0.0","7,1126","-2.8","7,1129","","","","","0.0","7,0310","-2.2","7,0222","-4.4","7,0212","","","","","    1420.7","7","    1420.7","7","    366.6"," ,7","      102"," ,7","     17.02","7","     24.19","7","      9.85","7"
"USC00046773","2020","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","","","","","        12","7","         9","7","         1","7","        0","","         0","7","","","","","         0","7","       227","7","       139","7","","","","","     0"," ,7,1231,+","     0"," ,7,1231,+","  34.3"," ,7,0312, ","   42.2","7,0905,+","","","","","","","","","","","","","","","","","","","    1424.1","1","    1424.1","7","    145.5"," ,7","        0"," ,7","","","     26.22","7","",""
"USC00046773","2021","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1400.8","","    1400.8","7","         5","7","         4","7","         1","7","        0","","         0","7","         0","7","        16","7","         0","7","       250","7","       115","7","","","   -4.4","7,1211, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  30.5"," ,7,1230, ","   42.8","7,0712,+","0.0","7,1210","-4.4","7,1211","-4.4","7,1211","","","-1.1","7,0316","","","","","","","","","","","","","     79.5"," ,7","        0"," ,7","     18.83","7","     26.20","7","     11.46","7"
"USC00046773","2022","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1356.2","","    1356.2","7","        15","7","         7","7","         1","7","        0","","         0","7","         0","7","        25","7","         0","7","       238","7","       119","7","","","   -3.3","7,1219,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  29.0"," ,7,0622, ","   41.7","7,0906,+","-0.6","7,1207","-2.8","7,1217","","","","","0.0","7,0416","-2.8","7,0224","","","","","","","    1230.5","5","    1230.5","7","     77.2"," ,7","        0"," ,7","     18.25","7","     26.01","7","     10.48","7"
"USC00046773","2023","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1082.7","","    1082.7","7","        26","7","        14","7","         3","7","        0","","         0","7","         0","7","        39","7","         0","7","       204","7","        87","7","","","   -3.9","7,0226, ","     0"," ,7,1231,+","     0"," ,7,1231,+"," 105.9"," ,7,0820, ","   43.3","7,0716, ","-0.6","7,1125","","","","","","","-0.6","7,0406","-3.9","7,0226","","","","","","","    1687.3","3","    1687.3","7","    295.3"," ,7","        0"," ,7","     16.81","7","     23.83","7","      9.80","7"
"USC00046773","2024","34.5025","-117.8969","945.2","PEARBLOSSOM, CA US","   1490.2","","    1490.2","7","        22","7","        15","7","         1","7","        0","","         0","7","         0","7","        16","7","         0","7","       217","7","       122","7","","","   -4.4","7,0108, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  42.2"," ,7,0205, ","   43.9","7,0707,+","0.0","7,1209","","","","","","","-1.1","7,0406","-4.4","7,0108","-4.4","7,0108","","","","","    1412.8","8","    1412.8","7","    165.0"," ,7","        0"," ,7","     18.73","7","     25.84","7","     11.62","7"
