"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00028214","1960","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        28","0","        21","0","         1","0","        0","","         0","0","","","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.3"," ,0,1015, ","","","","","","","","","","","","","","","","","","","","","","","","","    246.0"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","1961","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        42","0","        23","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.0"," ,0,1216, ","","","","","","","","","","","","","","","","","","","","","","","","","    204.6"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","1962","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1827.9","","    1827.9","0","        45","0","        26","0","         0","0","        0","","         0","0","         0","0","        17","0","         0","0","       291","0","       162","0","","","","","   -3.3","0,0115,+","     0"," ,0,1231,+","     0","T,0,0114, ","  23.4"," ,0,0320, ","   45.0","0,0814,+","","","","","","","","","","","0.0","0,0316","-2.2","0,0314","","","","","    1002.7","7","    1002.7","0","    209.7"," ,0","        0","T,0","     21.09","0","     29.67","0","     12.52","0","",""
"USC00028214","1963","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        36","0","        26","0","         1","0","        0","","         0","0","","","","","         0","0","       298","0","       170","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.5"," ,0,0817, ","   43.3","0,0726,+","    2694.0","0","","","","","","","","","","","","","","","","","     797.2","2","     797.2","0","    326.9"," ,0","        0"," ,0","","","     29.55","0","","","",""
"USC00028214","1964","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1760.0","","    1760.0","0","        33","0","        20","0","         3","0","        0","","         0","0","         0","0","        44","0","         0","0","       262","0","       156","0","","","","","   -6.1","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,0802, ","   43.9","0,0729,+","    2699.9","0","-1.7","0,1117","-3.3","0,1216","","","","","-1.1","0,0309","-3.3","0,0227","-5.0","0,0216","","","","","","","    277.8"," ,0","        0"," ,0","     19.85","0","     28.34","0","     11.35","0","     22442","0"
"USC00028214","1965","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1616.9","","    1616.9","0","        59","0","        38","0","         3","0","        0","","         0","0","         0","0","        20","0","         0","0","       279","0","       155","0","","","","","   -4.4","0,0304,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.2"," ,0,1223, ","   45.0","0,0705, ","    2675.4","0","0.0","0,1216","","","","","","","-0.6","0,0306","-3.9","0,0305","-4.4","0,0304","","","    1088.1","1","    1088.1","0","    483.8"," ,0","        0"," ,0","     20.01","0","     28.70","0","     11.31","0","",""
"USC00028214","1966","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1855.8","","    1855.8","0","        38","0","        17","0","         2","0","        0","","         0","0","         0","0","        33","0","         0","0","       287","0","       167","0","","","","","   -3.3","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.3"," ,0,0913, ","   44.4","0,0716, ","","","-0.6","0,1127","-2.8","0,1227","","","","","-1.7","0,0305","-3.3","0,0304","","","","","     934.2","2","     934.2","0","    245.6"," ,0","        0"," ,0","     20.76","0","     29.52","0","     11.99","0","",""
"USC00028214","1967","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1726.9","","    1726.9","0","        39","0","        23","0","         3","0","        0","","         0","0","         0","0","        26","0","         0","0","       298","0","       157","0","","","","","   -5.0","0,0109,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,0717, ","   43.3","0,0831,+","","","0.0","0,1203","","","","","","","-1.1","0,0219","-2.8","0,0218","-5.0","0,0109","","","     906.3","3","     906.3","0","    405.1"," ,0","        0"," ,0","     20.43","0","     29.38","0","     11.49","0","",""
"USC00028214","1968","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1636.0","","    1636.0","0","        41","0","        24","0","         3","0","        0","","         0","0","         0","0","        24","0","         0","0","       290","0","       154","0","","","","","   -6.1","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.8"," ,0,0726, ","   46.1","0,0620, ","    2702.5","0","0.0","0,1128","-2.2","0,1204","-6.1","0,1219","","","-1.7","0,0107","-2.2","0,0106","","","","","     822.0","0","     822.0","0","    298.3"," ,0","        0"," ,0","     20.35","0","     29.16","0","     11.54","0","     21028","0"
"USC00028214","1969","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1792.4","","    1792.4","0","        53","0","        30","0","         2","0","        0","","         0","0","         0","0","        20","0","         0","0","       285","0","       156","0","","","","","   -3.3","0,0131, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.0"," ,0,0115, ","   45.0","0,0805, ","    2692.2","0","0.0","0,1118","-2.2","0,1231","","","","","0.0","0,0316","-2.2","0,0203","","","","","    1045.3","3","    1045.3","0","    300.2"," ,0","        0"," ,0","     20.67","0","     29.38","0","     11.96","0","     17798","0"
"USC00028214","1970","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1748.5","","    1748.5","0","        33","0","        18","0","         2","0","        0","","         0","0","         0","0","        25","0","         0","0","       296","0","       147","0","","","","","   -4.4","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.7"," ,0,0906, ","   46.7","0,0626, ","    2754.7","0","0.0","0,1119","-2.2","0,1215","","","","","0.0","0,0415","-2.2","0,0203","-4.4","0,0106","","","     877.0","0","     877.0","0","    255.9"," ,0","        0"," ,0","     20.39","0","     29.39","0","     11.39","0","     12914","0"
"USC00028214","1971","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        36","0","        23","0","         1","0","        0","","         0","0","","","","","         0","0","       286","0","       151","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.9"," ,0,0902, ","   43.3","0,0913,+","","","","","","","","","","","","","","","","","","","    1001.8","8","    1001.8","0","    246.1"," ,0","        0"," ,0","","","     28.80","0","","","",""
"USC00028214","1972","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        38","0","        22","0","         5","0","        0","","         0","0","","","","","         0","0","       293","0","       177","0","","","         3"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  46.5"," ,0,1019, ","   45.6","0,0802, ","","","","","","","","","","","","","","","","","","","","","","","    376.3"," ,0","        0"," ,0","","","     29.99","0","","","",""
"USC00028214","1973","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        47","0","        25","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,1104, ","  34.3"," ,0,0715, ","","","    2574.6","0","","","","","","","","","","","","","","","","","    1193.4","4","    1193.4","0","    235.5"," ,0","        0","T,0","","","","","","","     15366","0"
"USC00028214","1974","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1785.0","","    1785.0","0","        28","0","        22","0","         1","0","        0","","         0","0","         0","0","        40","0","         0","0","       281","0","       162","0","","","","","   -7.2","0,1225,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.1"," ,0,1029, ","   45.6","0,0624, ","    2684.1","0","0.0","0,1127","-2.2","0,1210","-7.2","0,1224","-7.2","0,1224","0.0","0,0305","-3.3","0,0225","-4.4","0,0103","","","","","","","    231.2"," ,0","        0"," ,0","     20.25","0","     28.96","0","     11.54","0","     12337","0"
"USC00028214","1975","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1609.6","","    1609.6","0","        46","0","        22","0","         1","0","        0","","         0","0","         0","0","        33","0","         0","0","       270","0","       145","0","","","","","   -5.6","0,0112,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.1"," ,0,1129, ","   44.4","0,0805, ","    2799.1","0","-0.6","0,1120","","","","","","","-0.6","0,0329","-2.2","0,0222","-5.0","0,0113","","","    1282.8","8","    1282.8","0","    244.2"," ,0","        0"," ,0","     19.56","0","     28.02","0","     11.10","0","     10856","0"
"USC00028214","1976","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1664.4","","    1664.4","0","        36","0","        25","0","         2","0","        0","","         0","0","         0","0","        21","0","         0","0","       278","0","       139","0","","","","","   -7.2","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.0"," ,0,0925, ","   44.4","0,0628, ","    2550.6","0","-1.1","0,1208","-3.3","0,1227","","","","","0.0","0,0305","-2.2","0,0105","-7.2","0,0102","-7.2","0,0102","     888.8","8","     888.8","0","    247.1"," ,0","        0"," ,0","     20.48","0","     28.51","0","     12.45","0","      8524","0"
"USC00028214","1977","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        41","0","        22","0","         1","0","        0","","         0","0","         0","0","        13","0","","","","","","","","","","","   -2.8","0,0226,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.7"," ,0,0928, ","","","","","-1.1","0,1220","","","","","","","-1.7","0,0303","-2.8","0,0226","","","","","     912.9","9","     912.9","0","    183.3"," ,0","        0"," ,0","","","","","     13.02","0","",""
"USC00028214","1979","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1734.3","","    1734.3","0","        44","0","        25","0","         1","0","        0","","         0","0","         0","0","        13","0","         0","0","       270","0","       148","0","","","","","   -3.9","0,0130,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.3"," ,0,0117, ","   46.1","0,0627, ","","","-0.6","0,1119","-2.2","0,1121","","","","","-0.6","0,0205","-3.9","0,0130","","","","","","","","","    334.5"," ,0","        0"," ,0","     20.36","0","     28.69","0","     12.02","0","",""
"USC00028214","1980","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1806.1","","    1806.1","0","        49","0","        32","0","         2","0","        0","","         0","0","         0","0","         2","0","         0","0","       288","0","       154","0","","","","","    0.0","0,1122,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.5"," ,0,0215, ","   45.0","0,0628, ","","","0.0","0,1122","","","","","","","0.0","0,0124","","","","","","","     805.1","1","     805.1","0","    366.0"," ,0","        0"," ,0","     21.34","0","     29.54","0","     13.13","0","",""
"USC00028214","1981","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        40","0","        23","0","         2","0","        0","","         0","0","","","","","         0","0","       301","0","       149","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.1"," ,0,0923, ","   44.4","0,0828,+","","","","","","","","","","","","","","","","","","","     597.9","9","     597.9","0","    288.2"," ,0","        0"," ,0","","","     29.95","0","","","",""
"USC00028214","1982","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1660.2","","    1660.2","0","","","","","","","        0","","         0","0","         0","0","        10","0","         0","0","       263","0","       147","0","","","","","   -2.2","0,0204,+","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   43.3","0,0905,+","","","0.0","0,1225","","","","","","","-2.2","0,0204","-2.2","0,0204","","","","","","","","","","","        0"," ,0","     20.47","0","     28.29","0","     12.64","0","",""
"USC00028214","1983","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1737.6","","    1737.6","0","        62","0","        41","0","         6","0","        0","","         0","0","         0","0","         6","0","         0","0","       265","0","       137","0","","","","","   -2.2","0,0122,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.1"," ,0,0930, ","   45.6","0,0706, ","","","0.0","0,1127","","","","","","","-2.2","0,0122","-2.2","0,0122","","","","","     904.6","6","     904.6","0","    543.2"," ,0","        0"," ,0","     20.57","0","     28.20","0","     12.94","0","",""
"USC00028214","1984","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1747.0","","    1747.0","0","        47","0","        36","0","         5","0","        0","","         0","0","         0","0","        10","0","         0","0","       291","0","       152","0","","","","","   -2.2","0,1215, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.8"," ,0,1003, ","   43.9","0,0624, ","","","-0.6","0,1126","-2.2","0,1215","","","","","-1.1","0,0120","","","","","","","     763.5","5","     763.5","0","    460.3"," ,0","        0"," ,0","     20.70","0","     28.87","0","     12.52","0","",""
"USC00028214","1985","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1009.1","1","    1009.1","0","","","","","","","","","","","",""
"USC00028214","1986","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1441.0","","    1441.0","0","","","","","","","        0","","         0","0","         0","0","        21","0","         0","0","       302","0","       146","0","","","","","   -4.4","0,1211, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   43.3","0,0821,+","","","-1.1","0,1107","-3.9","0,1210","-4.4","0,1211","","","-2.2","0,0212","-2.2","0,0212","","","","","","","","","","","        0"," ,0","     19.99","0","     29.34","0","     10.64","0","",""
"USC00028214","1987","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1555.0","","    1555.0","0","        39","0","        22","0","         3","0","        0","","         0","0","         0","0","        50","0","         0","0","       279","0","       179","0","","","","","   -7.2","0,1226,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.0"," ,0,0224, ","   45.0","0,0614, ","","","-2.2","0,1115","-2.2","0,1115","-4.4","0,1129","-6.7","0,1214","-1.1","0,0327","-2.8","0,0227","-4.4","0,0119","-6.7","0,0118","    1088.6","6","    1088.6","0","    255.3"," ,0","        0"," ,0","     19.38","0","     29.26","0","      9.50","0","",""
"USC00028214","1988","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1552.9","","    1552.9","0","        37","0","        23","0","         3","0","        0","","         0","0","         0","0","        39","0","         0","0","       298","0","       175","0","","","","","   -5.6","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,0821, ","   45.6","0,0623, ","","","-2.2","0,1116","-2.2","0,1116","-5.0","0,1228","","","-1.1","0,0317","-2.2","0,0315","","","","","    1033.2","2","    1033.2","0","    310.8"," ,0","        0"," ,0","     19.83","0","     29.91","0","      9.75","0","",""
"USC00028214","1989","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1812.7","","    1812.7","0","        30","0","        23","0","         2","0","        0","","         0","0","         0","0","        32","0","         0","0","       306","0","       183","0","","","","","   -6.7","0,1212, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.1"," ,0,0722, ","   45.6","0,0705, ","","","-0.6","0,1128","-4.4","0,1211","-4.4","0,1211","-6.7","0,1212","0.0","0,0305","-2.2","0,0207","","","","","     730.6","6","     730.6","0","    249.3"," ,0","        0"," ,0","     21.13","0","     30.77","0","     11.49","0","",""
"USC00028214","1990","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1803.4","","    1803.4","0","        58","0","        42","0","         2","0","","","         0","0","         0","0","        43","0","         0","0","       288","0","       168","0","","","","","   -7.8","0,1223, ","","","     0","T,0,0205, ","  35.1"," ,0,0814, ","   48.9","0,0627, ","","","-0.6","0,1127","-2.2","0,1218","-7.8","0,1223","-7.8","0,1223","-1.1","0,0314","-5.0","0,0217","-5.0","0,0217","","","     958.1","1","     958.1","0","    421.9"," ,0","        0","T,0","     20.63","0","     29.34","0","     11.92","0","",""
"USC00028214","1991","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1504.2","","    1504.2","0","        57","0","        30","0","         2","0","        0","","         0","0","         0","0","        20","0","         0","0","       272","0","       160","0","","","","","   -3.3","0,1202, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.1"," ,0,0906, ","   45.0","0,0801, ","","","-1.7","0,1116","-3.3","0,1202","","","","","0.0","0,0328","-2.8","0,0131","","","","","     998.0","0","     998.0","0","    403.8"," ,0","        0"," ,0","     19.77","0","     28.78","0","     10.76","0","",""
"USC00028214","1992","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1619.7","","    1619.7","0","        75","0","        48","0","         5","0","        0","","         0","0","         0","0","        21","0","         0","0","       278","0","       172","0","","","","","   -3.9","0,1203,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.2"," ,0,0822, ","   44.4","0,0627, ","","","-1.1","0,1121","-3.3","0,1125","","","","","-0.6","0,0115","","","","","","","     874.5","5","     874.5","0","    612.4"," ,0","        0"," ,0","     20.16","0","     28.91","0","     11.41","0","",""
"USC00028214","1993","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","0","         0","0","         9","0","","","","","","","","","","","   -4.4","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","0.0","0,1206","-2.2","0,1217","-4.4","0,1223","","","-0.6","0,0104","","","","","","","","","","","","","        0"," ,0","","","","","     12.57","0","",""
"USC00028214","1994","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","     795.9","9","     795.9"," ","    296.4"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","1996","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    142.9"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","1997","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1919.0","","    1919.0","0","","","","","","","        0","","         0","0","         0","0","        11","0","         0","0","       295","0","       172","0","","","","","   -2.8","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   44.4","0,0716,+","","","-1.1","0,1213","","","","","","","0.0","0,0224","-2.8","0,0109","","","","","","","","","","","        0"," ,0","     21.47","0","     29.82","0","     13.12","0","",""
"USC00028214","1998","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        54","0","        31","0","         2","0","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  40.6"," ,0,0208, ","","","","","","","","","","","","","","","","","","","","","     973.0","0","     973.0","0","    446.0"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","1999","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","","","","","        34","0","        21","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.3"," ,0,0914, ","","","","","","","","","","","","","","","","","","","","","","","","","    180.7"," ,0","        0"," ,0","","","","","","","",""
"USC00028214","2000","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   2004.2","","    2004.2","0","        29","0","        23","0","         4","0","","","         0","0","         0","0","        20","0","         0","0","       299","0","       174","0","","","","","   -2.2","0,0109, ","","","     0"," ,0,1231,+","  54.6"," ,0,0305, ","   43.9","0,0914,+","","","0.0","0,1115","","","","","","","0.0","0,0112","-2.2","0,0109","","","","","     657.2","2","     657.2","0","    295.9"," ,0","        0"," ,0","     21.74","0","     30.57","0","     12.91","0","",""
"USC00028214","2001","33.559","-111.53658","433.4","STEWART MOUNTAIN DAM, AZ US","   1924.9","","    1924.9","0","        30","0","        23","0","         3","0","        0","","         0","0","         0","0","        29","0","         0","0","       287","0","       180","0","","","","","   -2.2","0,1226,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.0"," ,0,1204, ","   46.1","0,0702, ","","","-2.2","0,1127","-2.2","0,1127","","","","","-0.6","0,0212","","","","","","","     913.9","9","     913.9","0","    294.8"," ,0","        0"," ,0","     21.40","0","     30.22","0","     12.59","0","",""
