"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00363503","1916","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       138","6","       105","6","         6","6","","","","","","","","","","","        15"," ","","","","","","","  30.5"," ,6,0929,+","","","","","","","   1062.8"," ,6","","","",""
"USC00363503","1917","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       136","6","        93","6","         8","6","","","","","","","","","","","        12"," ","","","","","","","  35.6"," ,6,0122, ","","","","","","","   1001.1"," ,6","","","",""
"USC00363503","1918","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       141","6","       104","6","         6","6","","","","","","","","","","","        31"," ","","","","","","","  75.2"," ,6,0617, ","","","","","","","   1032.5"," ,6","","","",""
"USC00363503","1919","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       128","6","        88","6","        11","6","","","","","","","","","","","        25"," ","","","","","","","  53.3"," ,6,1126, ","","","","","","","   1130.7"," ,6","","","",""
"USC00363503","1920","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       116","6","        89","6","         7","6","","","","","","","","","","","        16"," ","","","","","","","  70.1"," ,6,0617, ","","","","","","","    944.2"," ,6","","","",""
"USC00363503","1921","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       129","6","       104","6","         9","6","","","","","","","","","","","        21"," ","","","","","","","  55.9"," ,6,0525, ","","","","","","","   1244.7"," ,6","","","",""
"USC00363503","1922","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        44"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1923","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        46"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1924","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        46"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1925","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       149","6","        84","6","         6","6","","","","","","","","","","","        28"," ","","","","","","","  49.5"," ,6,0722, ","","","","","","","    868.4"," ,6","","","",""
"USC00363503","1926","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       173","6","        96","6","         8","6","","","","","","","","","","","        28"," ","","","","","","","  38.1"," ,6,0926, ","","","","","","","   1059.8"," ,6","","","",""
"USC00363503","1927","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       154","6","        97","6","         7","6","","","","","","","","","","","        44"," ","","","","","","","  45.0"," ,6,1019, ","","","","","","","   1114.0"," ,6","","","",""
"USC00363503","1928","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       148","6","        90","6","         4","6","","","","","","","","","","","        40"," ","","","","","","","  37.3"," ,6,0428, ","","","","","","","    967.1"," ,6","","","",""
"USC00363503","1929","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       147","6","        88","6","        10","6","","","","","","","","","","","        41"," ","","","","","","","  70.1"," ,6,1003, ","","","","","","","   1179.8"," ,6","","","",""
"USC00363503","1930","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        53"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1931","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        51"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1932","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        39"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1933","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       158","6","        94","6","         7","6","","","","","","","","","","","        36"," ","","","","","","","  59.9"," ,6,0314, ","","","","","","","   1147.4"," ,6","","","",""
"USC00363503","1934","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        45"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1935","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        47"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1936","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        62"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1937","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        88"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1938","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       143","6","        83","6","         5","6","","","","","","","","","","","        89"," ","","","","","","","  32.3"," ,6,0913, ","","","","","","","    857.8"," ,6","","","",""
"USC00363503","1939","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       155","6","        83","6","         6","6","","","","","","","","","","","        91"," ","","","","","","","  46.2"," ,6,0604, ","","","","","","","   1058.9"," ,6","","","",""
"USC00363503","1940","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       159","6","        98","6","         9","6","","","","","","","","","","","        89"," ","","","","","","","  50.8"," ,6,0531, ","","","","","","","   1201.4"," ,6","","","",""
"USC00363503","1941","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       123","6","        71","6","         7","6","","","","","","","","","","","       108"," ","","","","","","","  67.3"," ,6,0604, ","","","","","","","   1018.9"," ,6","","","",""
"USC00363503","1942","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       149","6","       103","6","         7","6","","","","","","","","","","","       109"," ","","","","","","","  54.9"," ,6,1015, ","","","","","","","   1113.4"," ,6","","","",""
"USC00363503","1943","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","       115"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1944","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","       124"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1945","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","       121"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1946","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","       127"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1947","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","       103"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1948","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        11"," ","","","","","","","","","","","","","","","","","","","",""
"USC00363503","1949","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       158","0","        87","0","         3","0","        5","","         5","0","","","","","","","","","","","   102"," ,0,0131, ","   127"," ,0,0131, ","  43.2"," ,0,0829, ","","","","","","","    889.8"," ,0","      347"," ,0","",""
"USC00363503","1950","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       169","0","        99","0","         6","0","       24","","         9","0","","","","","","","","","","","   813"," ,0,1126, ","   610"," ,0,1125, ","  58.4"," ,0,1125, ","","","","","","","   1128.2"," ,0","     1155"," ,0","",""
"USC00363503","1951","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       144","0","        77","0","        10","0","","","","","","","","","","","","","","","","","","","  56.1"," ,0,0610, ","","","","","","","   1063.3"," ,0","","","",""
"USC00363503","1952","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       137","0","        76","0","         9","0","        6","","","","","","","","","","","","","","    51"," ,0,1202,+","","","  30.2"," ,0,0915, ","","","","","","","    965.6"," ,0","","","",""
"USC00363503","1953","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       131","0","        73","0","         5","0","       13","","         7","0","","","","","","","","","","","   102"," ,0,0107, ","    76"," ,0,1217,+","  58.9"," ,0,0723, ","","","","","","","    742.3"," ,0","      449"," ,0","",""
"USC00363503","1954","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       156","0","        83","0","         4","0","       15","","         9","0","","","","","","","","","","","   152"," ,0,0113,+","   152"," ,0,0302,+","  95.5"," ,0,1016, ","","","","","","","    936.6"," ,0","      656"," ,0","",""
"USC00363503","1955","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       126","0","        78","0","         6","0","        8","","        10","0","","","","","","","","","","","   127"," ,0,0212, ","   127"," ,0,0212, ","  39.1"," ,0,0608, ","","","","","","","    885.9"," ,0","      529"," ,0","",""
"USC00363503","1956","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       167","0","       112","0","         9","0","","","","","","","","","","","","","","","","","","","  73.7"," ,0,0805, ","","","","","","","   1386.1"," ,0","","","",""
"USC00363503","1957","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       146","0","        83","0","         6","0","       16","","         7","0","","","","","","","","","","","   127"," ,0,0107, ","   127"," ,0,0107, ","  32.3"," ,0,0724, ","","","","","","","    906.6"," ,0","      418"," ,0","",""
"USC00363503","1958","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       154","0","        97","0","         4","0","       44","","","","","","","","","","","","","","   102"," ,0,0220,+","","","  52.6"," ,0,0712, ","","","","","","","   1058.0"," ,0","","","",""
"USC00363503","1959","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       138","0","        81","0","         7","0","       13","","         6","0","","","","","","","","","","","    51"," ,0,0127,+","    64"," ,0,1207,+","  46.7"," ,0,1024, ","","","","","","","    996.3"," ,0","      384"," ,0","",""
"USC00363503","1960","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       135","0","        74","0","         4","0","","","","","","","","","","","","","","","","","","","  51.1"," ,0,0714, ","","","","","","","    841.5"," ,0","","","",""
"USC00363503","1961","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       156","0","       101","0","        10","0","       39","","        14","0","","","","","","","","","","","   330"," ,0,0205,+","   279"," ,0,0204, ","  42.7"," ,0,0921, ","","","","","","","   1163.3"," ,0","     1139"," ,0","",""
"USC00363503","1962","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       156","0","        89","0","         4","0","       38","","        19","0","","","","","","","","","","","   254"," ,0,0306, ","   254"," ,0,0306, ","  30.5"," ,0,0413, ","","","","","","","    889.1"," ,0","     1174"," ,0","",""
"USC00363503","1963","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       119","0","        72","0","         4","0","       41","","        11","0","","","","","","","","","","","   305"," ,0,0129,+","   229"," ,0,0127, ","  56.4"," ,0,0611, ","","","","","","","    769.0"," ,0","     1131"," ,0","",""
"USC00363503","1964","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       137","0","        84","0","         9","0","       35","","        11","0","","","","","","","","","","","   381"," ,0,0115,+","   330"," ,0,0113, ","  54.6"," ,0,0619, ","","","","","","","   1050.4"," ,0","     1009"," ,0","",""
"USC00363503","1965","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       137","0","        79","0","         4","0","       22","","         9","0","","","","","","","","","","","   127"," ,0,0111, ","   107"," ,0,0111, ","  39.9"," ,0,0826, ","","","","","","","    791.7"," ,0","      709"," ,0","",""
"USC00363503","1966","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       136","0","        74","0","         3","0","       28","","","","","","","","","","","","","","   229"," ,0,0207,+","","","  40.1"," ,0,0715, ","","","","","","","    771.0"," ,0","","","",""
"USC00363503","1967","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       141","0","        83","0","         6","0","       20","","         8","0","","","","","","","","","","","   152"," ,0,1229,+","   152"," ,0,1229, ","  45.7"," ,0,0306, ","","","","","","","   1002.2"," ,0","      627"," ,0","",""
"USC00363503","1968","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       140","0","        78","0","         2","0","","","","","","","","","","","","","","","","","","","  52.1"," ,0,0524, ","","","","","","","    826.5"," ,0","","","",""
"USC00363503","1969","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       149","0","        73","0","         7","0","       16","","        11","0","","","","","","","","","","","   127"," ,0,1227,+","   102"," ,0,0311,+","  45.7"," ,0,0705, ","","","","","","","    924.4"," ,0","      670"," ,0","",""
"USC00363503","1970","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       152","0","        93","0","         4","0","       30","","        10","0","","","","","","","","","","","   203"," ,0,0112, ","   127"," ,0,0330,+","  41.1"," ,0,0716, ","","","","","","","    966.5"," ,0","      690"," ,0","",""
"USC00363503","1971","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       143","0","        90","0","         5","0","       31","","        11","0","","","","","","","","","","","   229"," ,0,0304, ","   229"," ,0,0304, ","  73.7"," ,0,0710, ","","","","","","","   1030.1"," ,0","      885"," ,0","",""
"USC00363503","1972","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       170","0","       116","0","         4","0","       20","","        12","0","","","","","","","","","","","   102"," ,0,0220, ","    76"," ,0,0128, ","  87.6"," ,0,0623, ","","","","","","","   1171.1"," ,0","      455"," ,0","",""
"USC00363503","1973","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       150","0","        89","0","         7","0","       18","","        10","0","","","","","","","","","","","    76"," ,0,1222, ","    38"," ,0,0318, ","  43.9"," ,0,0711, ","","","","","","","   1053.6"," ,0","      281"," ,0","",""
"USC00363503","1974","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       152","0","        98","0","         9","0","        5","","","","","","","","","","","","","","    76"," ,0,1202, ","","","  43.9"," ,0,0623, ","","","","","","","   1149.5"," ,0","","","",""
"USC00363503","1975","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       156","0","        94","0","         9","0","       16","","         7","0","","","","","","","","","","","   127"," ,0,0114, ","   102"," ,0,0113, ","  46.2"," ,0,0814, ","","","","","","","   1154.1"," ,0","      330"," ,0","",""
"USC00363503","1976","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       138","0","        92","0","         8","0","       27","","        12","0","","","","","","","","","","","   102"," ,0,1227,+","   102"," ,0,1227,+","  51.6"," ,0,0917, ","","","","","","","   1053.4"," ,0","      623"," ,0","",""
"USC00363503","1977","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       141","0","        89","0","         2","0","","","","","","","","","","","","","","","","","","","  40.1"," ,0,0403, ","","","","","","","    862.7"," ,0","","","",""
"USC00363503","1978","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       134","0","        98","0","        10","0","","","","","","","","","","","","","","","","","","","  50.0"," ,0,0717, ","","","","","","","   1162.7"," ,0","","","",""
"USC00363503","1979","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       164","0","        97","0","         9","0","","","","","","","","","","","","","","","","","","","  50.0"," ,0,0305, ","","","","","","","   1192.8"," ,0","","","",""
"USC00363503","1980","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       128","0","        85","0","         9","0","","","","","","","","","","","","","","","","","","","  47.5"," ,0,0709, ","","","","","","","   1027.5"," ,0","","","",""
"USC00363503","1981","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       157","0","        96","0","         7","0","       50","","","","","","","","","","","","         1"," ","   152"," ,0,0116,+","","","  48.5"," ,0,0412, ","","","","","","","   1100.2"," ,0","","","",""
"USC00363503","1982","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       135","0","        91","0","         2","0","","","","","","","","","","","        47"," ","         2"," ","","","","","  46.2"," ,0,0704, ","","","","","","","    890.5"," ,0","","","",""
"USC00363503","1983","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       157","0","       101","0","         5","0","       19","","         7","0","","","","","","","        62"," ","        12"," ","   279"," ,0,0212, ","   229"," ,0,0212, ","  52.3"," ,0,0618, ","","","","","","","   1251.0"," ,0","      457"," ,0","",""
"USC00363503","1984","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       142","0","        80","0","         8","0","       29","","         9","0","","","","","","","        61"," ","         8"," ","   102"," ,0,0123,+","    76"," ,0,0119, ","  76.2"," ,0,0711, ","","","","","","","   1062.0"," ,0","      385"," ,0","",""
"USC00363503","1985","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       155","0","        89","0","        12","0","","","        11","0","","","","","","","        54"," ","        15"," ","","","    76"," ,0,0111, ","  78.5"," ,0,1127, ","","","","","","","   1196.6"," ,0","      438"," ,0","",""
"USC00363503","1986","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       145","0","        86","0","         8","0","       28","","        10","0","","","","","","","        63"," ","        10"," ","   178"," ,0,0215,+","   178"," ,0,0211, ","  51.1"," ,0,0925, ","","","","","","","   1070.8"," ,0","      582"," ,0","",""
"USC00363503","1987","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       122","0","        75","0","         4","0","       21","","         8","0","","","","","","","        79"," ","        16"," ","   178"," ,0,0124, ","   152"," ,0,0123, ","  66.5"," ,0,0527, ","","","","","","","    971.8"," ,0","      518"," ,0","",""
"USC00363503","1988","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       130","0","        84","0","         8","0","","","","","","","","","","","        73"," ","         1"," ","","","","","  40.6"," ,0,0819, ","","","","","","","    892.5"," ,0","","","",""
"USC00363503","1989","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       153","0","       100","0","         8","0","","","","","","","","","","","        90"," ","         2"," ","","","","","  49.8"," ,0,0717, ","","","","","","","   1175.4"," ,0","","","",""
"USC00363503","1990","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       142","0","       104","0","         8","0","        5","","         3","0","","","","","","","        97"," ","         5"," ","    51"," ,0,0113, ","    76"," ,0,1227, ","  37.6"," ,0,1219, ","","","","","","","   1218.1"," ,0","      165"," ,0","",""
"USC00363503","1991","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       147","0","        77","0","         7","0","       11","","         8","0","","","","","","","        79"," ","         4"," ","   102"," ,0,0314,+","   102"," ,0,0314,+","  47.8"," ,0,1203, ","","","","","","","    898.5"," ,0","      432"," ,0","",""
"USC00363503","1992","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       155","0","        94","0","         6","0","       28","","         6","0","","","","","","","       104"," ","         3"," ","   178"," ,0,1211,+","   140"," ,0,0126, ","  44.2"," ,0,0829, ","","","","","","","    927.4"," ,0","      368"," ,0","",""
"USC00363503","1993","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       152","0","        92","0","         7","0","       23","","         9","0","","","","","","","        85"," ","         8"," ","   381"," ,0,0314, ","   381"," ,0,0314, ","  58.2"," ,0,0904, ","","","","","","","   1042.4"," ,0","      762"," ,0","",""
"USC00363503","1994","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","       137","0","        98","0","        12","0","       36","","        10","0","","","","","","","        75"," ","         2"," ","   457"," ,0,0106,+","   381"," ,0,0105, ","  67.3"," ,0,0818, ","","","","","","","   1310.1"," ,0","     1307"," ,0","",""
"USC00363503","1995","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        56"," ","         4"," ","","","","","","","","","","","","","","","","","",""
"USC00363503","1996","39.78333","-79.91667","240.2","GREENSBORO LOCK 7, PA US","","","","","","","","","","","","","","","","","        78"," ","        11"," ","","","","","","","","","","","","","","","","","",""
