"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00097008","1974","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       211","a","       151","a","        27","a","","","","","","","","","","","","","  82.4"," ,a,0620, ","","","","","","","","","","","","","","","   2398.9"," ,a","","","","","",""
"ASN00097008","1975","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       238","a","       178","a","        28","a","","","","","","","","","","","","","  86.4"," ,a,0518, ","","","","","","","","","","","","","","","   2782.5"," ,a","","","","","",""
"ASN00097008","1976","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       231","a","       163","a","        28","a","","","","","","","","","","","","","  72.0"," ,a,1204, ","","","","","","","","","","","","","","","   2486.4"," ,a","","","","","",""
"ASN00097008","1977","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       261","a","       178","a","        22","a","","","","","","","","","","","","","  70.8"," ,a,0522, ","","","","","","","","","","","","","","","   2575.3"," ,a","","","","","",""
"ASN00097008","1978","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       236","a","       168","a","        19","a","","","","","","","","","","","","","  54.2"," ,a,0527, ","","","","","","","","","","","","","","","   2266.5"," ,a","","","","","",""
"ASN00097008","1979","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       243","a","       187","a","        24","a","","","","","","","","","","","","","  60.0"," ,a,1210, ","","","","","","","","","","","","","","","   2644.6"," ,a","","","","","",""
"ASN00097008","1980","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       244","a","       186","a","        32","a","","","","","","","","","","","","","  61.2"," ,a,0902, ","","","","","","","","","","","","","","","   2800.2"," ,a","","","","","",""
"ASN00097008","1981","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       216","a","       168","a","        25","a","","","","","","","","","","","","","  53.4"," ,a,0416, ","","","","","","","","","","","","","","","   2422.0"," ,a","","","","","",""
"ASN00097008","1982","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       219","a","       172","a","        20","a","","","","","","","","","","","","","  49.2"," ,a,1118, ","","","","","","","","","","","","","","","   2263.0"," ,a","","","","","",""
"ASN00097008","1983","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       228","a","       153","a","        16","a","","","","","","","","","","","","","  57.8"," ,a,1109, ","","","","","","","","","","","","","","","   2163.4"," ,a","","","","","",""
"ASN00097008","1984","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       243","a","       180","a","        23","a","","","","","","","","","","","","","  72.0"," ,a,1013, ","","","","","","","","","","","","","","","   2671.8"," ,a","","","","","",""
"ASN00097008","1985","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       199","a","       149","a","        17","a","","","","","","","","","","","","","  60.2"," ,a,0507, ","","","","","","","","","","","","","","","   2040.2"," ,a","","","","","",""
"ASN00097008","1986","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       245","a","       187","a","        27","a","","","","","","","","","","","","","  67.0"," ,a,1208, ","","","","","","","","","","","","","","","   2800.8"," ,a","","","","","",""
"ASN00097008","1987","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       216","a","       163","a","        30","a","","","","","","","","","","","","","  94.0"," ,a,0525, ","","","","","","","","","","","","","","","   2652.8"," ,a","","","","","",""
"ASN00097008","1988","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       224","a","       165","a","        24","a","","","","","","","","","","","","","  49.6"," ,a,1024, ","","","","","","","","","","","","","","","   2383.6"," ,a","","","","","",""
"ASN00097008","1989","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       187","a","       143","a","        23","a","","","","","","","","","","","","","  58.0"," ,a,0915, ","","","","","","","","","","","","","","","   2013.8"," ,a","","","","","",""
"ASN00097008","1991","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       237","a","       177","a","        22","a","","","","","","","","","","","","","  74.2"," ,a,0929, ","","","","","","","","","","","","","","","   2701.7"," ,a","","","","","",""
"ASN00097008","1992","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       236","a","       166","a","        29","a","","","","","","","","","","","","","  45.4"," ,a,0719, ","","","","","","","","","","","","","","","   2421.6"," ,a","","","","","",""
"ASN00097008","1993","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       261","a","       185","a","        16","a","","","","","","","","","","","","","  46.0"," ,a,0406, ","","","","","","","","","","","","","","","   2468.8"," ,a","","","","","",""
"ASN00097008","1994","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       241","a","       180","a","        38","a","","","","","","","","","","","","","  53.8"," ,a,0514, ","","","","","","","","","","","","","","","   2867.4"," ,a","","","","","",""
"ASN00097008","1996","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","       235","a","       185","a","        38","a","         0","a","        19","a","","","","","","","   -4.0","a,0709, ","  79.8"," ,a,0317, ","","","-0.8","a,0611","-2.2","a,0708","0.0","a,1209","","","","","","","   3304.3"," ,a","","","","","      6.42","a"
"ASN00097008","1997","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","","","","","","","         0","a","        19","a","         0","a","        53","a","         4","a","   -8.0","a,0824, ","","","   35.8","a,0120, ","-0.5","a,0426","","","-1.1","a,1007","-4.2","a,0917","-8.0","a,0824","-8.0","a,0824","   2482.9"," ,a","     11.16","a","     15.70","a","      6.63","a"
"ASN00097008","1998","-42.0661","145.5681","191.0","QUEENSTOWN COPPER MINE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   2451.7"," ,a","","","","","",""
