"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN008010200","1925","34.083","74.833","1587.0","SRINAGAR, IN","        93","I","        56","I","         6","I","","","","","","","","","","","","","  38.1"," ,I,0217, ","","","","","","","","","","","","","","","","","","","    632.1"," ,I","","","",""
"IN008010200","1926","34.083","74.833","1587.0","SRINAGAR, IN","       106","I","        65","I","         3","I","","","","","","","","","","","","","  48.3"," ,I,0314, ","","","","","","","","","","","","","","","","","","","    738.8"," ,I","","","",""
"IN008010200","1927","34.083","74.833","1587.0","SRINAGAR, IN","        89","I","        47","I","         3","I","","","","","","","","","","","","","  30.7"," ,I,0305, ","","","","","","","","","","","","","","","","","","","    483.3"," ,I","","","",""
"IN008010200","1929","34.083","74.833","1587.0","SRINAGAR, IN","       126","I","        60","I","         5","I","","","","","","","","","","","","","  67.3"," ,I,0829, ","","","","","","","","","","","","","","","","","","","    721.3"," ,I","","","",""
"IN008010200","1930","34.083","74.833","1587.0","SRINAGAR, IN","       104","I","        65","I","        10","I","","","","","","","","","","","",""," 147.8"," ,I,0131, ","","","","","","","","","","","","","","","","","","","   1026.2"," ,I","","","",""
"IN008010200","1931","34.083","74.833","1587.0","SRINAGAR, IN","       100","I","        46","I","         3","I","","","","","","","","","","","","","  66.3"," ,I,0705, ","","","","","","","","","","","","","","","","","","","    563.3"," ,I","","","",""
"IN008010200","1932","34.083","74.833","1587.0","SRINAGAR, IN","        87","I","        55","I","         5","I","","","","","","","","","","","","","  96.8"," ,I,0110, ","","","","","","","","","","","","","","","","","","","    686.3"," ,I","","","",""
"IN008010200","1933","34.083","74.833","1587.0","SRINAGAR, IN","       120","I","        67","I","         4","I","","","","","","","","","","","","","  45.7"," ,I,0308, ","","","","","","","","","","","","","","","","","","","    723.2"," ,I","","","",""
"IN008010200","1934","34.083","74.833","1587.0","SRINAGAR, IN","       105","I","        48","I","         0","I","","","","","","","","","","","","","  23.4"," ,I,0105, ","","","","","","","","","","","","","","","","","","","    400.2"," ,I","","","",""
"IN008010200","1935","34.083","74.833","1587.0","SRINAGAR, IN","       125","I","        69","I","         2","I","","","","","","","","","","","","","  37.8"," ,I,0324, ","","","","","","","","","","","","","","","","","","","    778.0"," ,I","","","",""
"IN008010200","1936","34.083","74.833","1587.0","SRINAGAR, IN","       106","I","        50","I","         7","I","","","","","","","","","","","","","  62.0"," ,I,0301, ","","","","","","","","","","","","","","","","","","","    688.6"," ,I","","","",""
"IN008010200","1937","34.083","74.833","1587.0","SRINAGAR, IN","       107","I","        55","I","         4","I","","","","","","","","","","","","","  49.8"," ,I,1028, ","","","","","","","","","","","","","","","","","","","    618.0"," ,I","","","",""
"IN008010200","1938","34.083","74.833","1587.0","SRINAGAR, IN","       105","I","        54","I","         5","I","","","","","","","","","","","","","  48.8"," ,I,0816, ","","","","","","","","","","","","","","","","","","","    629.9"," ,I","","","",""
"IN008010200","1939","34.083","74.833","1587.0","SRINAGAR, IN","        96","I","        53","I","         2","I","","","","","","","","","","","","","  51.1"," ,I,0217, ","","","","","","","","","","","","","","","","","","","    563.1"," ,I","","","",""
"IN008010200","1940","34.083","74.833","1587.0","SRINAGAR, IN","        93","I","        45","I","         6","I","","","","","","","","","","","","","  35.8"," ,I,0131, ","","","","","","","","","","","","","","","","","","","    560.9"," ,I","","","",""
"IN008010200","1942","34.083","74.833","1587.0","SRINAGAR, IN","       120","I","        61","I","         6","I","","","","","","","","","","","","","  61.7"," ,I,0220, ","","","","","","","","","","","","","","","","","","","    768.0"," ,I","","","",""
"IN008010200","1943","34.083","74.833","1587.0","SRINAGAR, IN","       103","I","        60","I","         2","I","","","","","","","","","","","","","  52.3"," ,I,0530, ","","","","","","","","","","","","","","","","","","","    653.6"," ,I","","","",""
"IN008010200","1944","34.083","74.833","1587.0","SRINAGAR, IN","       114","I","        61","I","         4","I","","","","","","","","","","","","","  42.9"," ,I,0218, ","","","","","","","","","","","","","","","","","","","    652.7"," ,I","","","",""
"IN008010200","1948","34.083","74.833","1587.0","SRINAGAR, IN","       123","I","        67","I","         7","I","","","","","","","","","","","","","  43.9"," ,I,0611, ","","","","","","","","","","","","","","","","","","","    835.6"," ,I","","","",""
"IN008010200","1949","34.083","74.833","1587.0","SRINAGAR, IN","       110","I","        52","I","         1","I","","","","","","","","","","","","","  62.2"," ,I,0204, ","","","","","","","","","","","","","","","","","","","    466.3"," ,I","","","",""
"IN008010200","1950","34.083","74.833","1587.0","SRINAGAR, IN","       118","I","        67","I","         9","I","","","","","","","","","","","","","  52.1"," ,I,0322, ","","","","","","","","","","","","","","","","","","","    867.6"," ,I","","","",""
"IN008010200","1951","34.083","74.833","1587.0","SRINAGAR, IN","       102","I","        63","I","         6","I","","","","","","","","","","","","","  43.9"," ,I,0310, ","","","","","","","","","","","","","","","","","","","    770.6"," ,I","","","",""
"IN008010200","1952","34.083","74.833","1587.0","SRINAGAR, IN","        90","I","        53","I","         2","I","","","","","","","","","","","","","  36.8"," ,I,0307, ","","","","","","","","","","","","","","","","","","","    498.1"," ,I","","","",""
"IN008010200","1953","34.083","74.833","1587.0","SRINAGAR, IN","        99","I","        53","I","         3","I","","","","","","","","","","","","","  54.9"," ,I,1227, ","","","","","","","","","","","","","","","","","","","    619.0"," ,I","","","",""
"IN008010200","1954","34.083","74.833","1587.0","SRINAGAR, IN","       103","I","        55","I","         8","I","","","","","","","","","","","","","  56.9"," ,I,0926, ","","","","","","","","","","","","","","","","","","","    702.9"," ,I","","","",""
"IN008010200","1955","34.083","74.833","1587.0","SRINAGAR, IN","        89","I","        48","I","         5","I","","","","","","","","","","","","","  36.3"," ,I,0817, ","","","","","","","","","","","","","","","","","","","    574.5"," ,I","","","",""
"IN008010200","1956","34.083","74.833","1587.0","SRINAGAR, IN","       109","I","        68","I","         7","I","","","","","","","","","","","","","  35.6"," ,I,0712, ","","","","","","","","","","","","","","","","","","","    777.1"," ,I","","","",""
"IN008010200","1957","34.083","74.833","1587.0","SRINAGAR, IN","       134","I","        79","I","        11","I","","","","","","","","","","","","","  65.3"," ,I,0407, ","","","","","","","","","","","","","","","","","","","   1170.5"," ,I","","","",""
"IN008010200","1958","34.083","74.833","1587.0","SRINAGAR, IN","        92","I","        59","I","         1","I","","","","","","","","","","","","","  52.2"," ,I,1222, ","","","","","","","","","","","","","","","","","","","    560.7"," ,I","","","",""
"IN008010200","1959","34.083","74.833","1587.0","SRINAGAR, IN","        86","I","        54","I","        11","I","","","","","","","","","","","","","  79.0"," ,I,0705, ","","","","","","","","","","","","","","","","","","","    868.3"," ,I","","","",""
"IN008010200","1960","34.083","74.833","1587.0","SRINAGAR, IN","        73","I","        44","I","         3","I","","","","","","","","","","","","","  56.4"," ,I,0311, ","","","","","","","","","","","","","","","","","","","    602.7"," ,I","","","",""
"IN008010200","1961","34.083","74.833","1587.0","SRINAGAR, IN","       109","I","        63","I","         2","I","","","","","","","","","","","","","  52.2"," ,I,0411, ","","","","","","","","","","","","","","","","","","","    627.6"," ,I","","","",""
"IN008010200","1962","34.083","74.833","1587.0","SRINAGAR, IN","        90","I","        49","I","         4","I","","","","","","","","","","","","","  50.3"," ,I,1120, ","","","","","","","","","","","","","","","","","","","    624.2"," ,I","","","",""
"IN008010200","1963","34.083","74.833","1587.0","SRINAGAR, IN","        89","I","        61","I","         5","I","","","","","","","","","","","","","  59.0"," ,I,1213, ","","","","","","","","","","","","","","","","","","","    735.4"," ,I","","","",""
"IN008010200","1964","34.083","74.833","1587.0","SRINAGAR, IN","        96","I","        50","I","         5","I","","","","","","","","","","","","","  97.5"," ,I,1211, ","","","","","","","","","","","","","","","","","","","    694.4"," ,I","","","",""
"IN008010200","1965","34.083","74.833","1587.0","SRINAGAR, IN","        89","I","        58","I","         3","I","","","","","","","","","","","","","  53.2"," ,I,0120, ","","","","","","","","","","","","","","","","","","","    676.8"," ,I","","","",""
"IN008010200","1966","34.083","74.833","1587.0","SRINAGAR, IN","        90","I","        59","I","        10","I","","","","","","","","","","","","","  65.4"," ,I,1011, ","","","","","","","","","","","","","","","","","","","    889.9"," ,I","","","",""
"IN008010200","1967","34.083","74.833","1587.0","SRINAGAR, IN","        89","I","        51","I","         4","I","","","","","","","","","","","","","  91.7"," ,I,1227, ","","","","","","","","","","","","","","","","","","","    640.9"," ,I","","","",""
"IN008010200","1968","34.083","74.833","1587.0","SRINAGAR, IN","        87","I","        54","I","         6","I","","","","","","","","","","","","","  30.8"," ,I,1102, ","","","","","","","","","","","","","","","","","","","    614.2"," ,I","","","",""
"IN008010200","1969","34.083","74.833","1587.0","SRINAGAR, IN","        69","I","        48","I","         7","I","","","","","","","","","","","","","  56.3"," ,I,0429, ","","","","","","","","","","","","","","","","","","","    735.7"," ,I","","","",""
"IN008010200","1970","34.083","74.833","1587.0","SRINAGAR, IN","        71","I","        47","I","         2","I","","","","","","","","","","","","","  37.1"," ,I,1023, ","","","","","","","","","","","","","","","","","","","    462.4"," ,I","","","",""
"IN008010200","2003","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","","","","","         0","S","       182","S","        26","S","","","","","   34.3","S,0703, ","","","","","","","","","","","","","","","","","","","     21.25","S","",""
"IN008010200","2008","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","","","","","         0","S","       209","S","        21","S","","","","","   34.0","S,0731,+","","","","","","","","","","","","","","","","","","","     21.38","S","",""
"IN008010200","2009","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","","","","","         0","S","       188","S","        32","S","","","","","   35.4","S,0815,+","","","","","","","","","","","","","","","","","","","     21.20","S","",""
"IN008010200","2010","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","","","","","         0","S","       191","S","         8","S","","","","","   34.3","S,0718, ","","","","","","","","","","","","","","","","","","","     20.85","S","",""
"IN008010200","2012","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","","","","","         3","S","       174","S","        29","S","","","","","   34.4","S,0704, ","","","","","","","","","","","","","","","","","","","     19.70","S","",""
"IN008010200","2013","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","","","","","         0","S","       179","S","        29","S","","","","","   35.4","S,0729, ","","","","","","","","","","","","","","","","","","","     20.93","S","",""
"IN008010200","2017","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","         0","S","        76","S","","","","","","","   -6.8","S,0114, ","","","","","-0.7","S,1113","-2.3","S,1123","","","","","0.0","S,0406","-2.2","S,0213","-6.8","S,0114","-6.8","S,0114","","","","","      7.64","S"
"IN008010200","2018","34.083","74.833","1587.0","SRINAGAR, IN","","","","","","","         0"," ","        77","S","","","","","","","   -7.7","S,1228, ","","","","","-0.4","S,1104","-2.2","S,1107","-5.6","S,1216","-6.8","S,1224","-0.9","S,0220","-3.5","S,0209","-4.8","S,0128","","","","","","","      7.34","S"
