"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00419417","1977","31.6003","-97.2169","150.9","WACO DAM, TX US","   1631.7","","    1631.7","0","        64","0","        44","0","         9","0","        0","","         1","0","         0","0","        47","0","         1","0","       262","0","       119","0","  -11.7","0,0110, ","     0"," ,0,1231,+","    51"," ,0,0131, ","  63.0"," ,0,0415, ","   40.0","0,0727, ","0.0","0,1110","-2.8","0,1206","-4.4","0,1210","","","","","0.0","0,0306","-2.8","0,0207","-4.4","0,0206","-7.8","0,0201","-8.9","0,0130","    1623.6","6","    1623.6","0","","","","","    686.1"," ,0","       51"," ,0","     19.34","0","     25.65","0","     13.02","0","",""
"USC00419417","1978","31.6003","-97.2169","150.9","WACO DAM, TX US","   1617.3","","    1617.3","0","        77","0","        44","0","         9","0","","","","","         0","0","        57","0","         3","0","       250","0","       115","0","   -9.4","0,0121, ","","","","","  55.1"," ,0,0307, ","   41.1","0,0717,+","0.0","0,1118","-3.9","0,1208","-6.1","0,1209","-6.7","0,1210","","","-1.1","0,0309","-4.4","0,0305","-4.4","0,0305","-7.8","0,0219","-9.4","0,0121","    1470.4","4","    1470.4","0","","","","","    679.1"," ,0","","","     18.35","0","     24.43","0","     12.27","0","     54078","0"
"USC00419417","1979","31.6003","-97.2169","150.9","WACO DAM, TX US","   1171.1","","    1171.1","0","       107","0","        70","0","        15","0","","","","","         0","0","        51","0","         6","0","       245","0","        79","0","  -12.2","0,0103,+","","","","","  75.9"," ,0,0511, ","   37.8","0,1004, ","-1.1","0,1114","-3.3","0,1129","-7.8","0,1130","-7.8","0,1130","","","0.0","0,0305","-5.0","0,0219","-5.0","0,0219","-7.8","0,0210","-11.1","0,0201","    1504.0","0","    1504.0","0","","","","","   1160.9"," ,0","","","     17.23","0","     23.12","0","     11.35","0","",""
"USC00419417","1980","31.6003","-97.2169","150.9","WACO DAM, TX US","   1589.8","","    1589.8","0","        78","0","        44","0","         9","0","        0","","         0","0","         0","0","        48","0","         2","0","       253","0","       120","0","   -9.4","0,0302, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.1"," ,0,0425, ","   42.8","0,0703, ","-1.1","0,1030","-2.2","0,1221","-6.7","0,1226","-6.7","0,1226","","","-0.6","0,0318","-7.2","0,0303","-7.2","0,0303","-7.2","0,0303","-9.4","0,0302","    1398.6","6","    1398.6","0","","","","","    676.8"," ,0","        0"," ,0","     19.01","0","     25.58","0","     12.44","0","     48754","0"
"USC00419417","1981","31.6003","-97.2169","150.9","WACO DAM, TX US","   1372.9","","    1372.9","0","        89","0","        49","0","        13","0","        0","","         0","0","         0","0","        32","0","         0","0","       262","0","        95","0","  -11.7","0,0212,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.3"," ,0,1007, ","   38.3","0,0816, ","-1.1","0,1205","-6.7","0,1218","-6.7","0,1218","-6.7","0,1218","","","-1.1","0,0319","-3.9","0,0214","-11.7","0,0212","-11.7","0,0212","-11.7","0,0212","    1187.3","3","    1187.3","0","","","","","    852.1"," ,0","        0"," ,0","     18.81","0","     24.96","0","     12.66","0","     43740","0"
"USC00419417","1982","31.6003","-97.2169","150.9","WACO DAM, TX US","   1462.0","","    1462.0","0","        91","0","        52","0","         8","0","","","","","         0","0","        46","0","         5","0","       254","0","       111","0","  -14.4","0,0111, ","","","","","  62.5"," ,0,0517, ","   38.3","0,0828,+","-1.1","0,1104","-2.8","0,1115","-5.0","0,1212","-6.7","0,1230","","","-2.2","0,0307","-2.2","0,0307","-5.0","0,0210","-8.9","0,0207","-8.9","0,0207","    1269.6","6","    1269.6","0","","","","","    813.1"," ,0","","","     18.65","0","     24.84","0","     12.45","0","     48551","0"
"USC00419417","1983","31.6003","-97.2169","150.9","WACO DAM, TX US","   1275.2","","    1275.2","0","        89","0","        54","0","         4","0","","","         0","0","         0","0","        47","0","         7","0","       249","0","        83","0","  -14.4","0,1226, ","","","     0","T,0,1227,+","  47.2"," ,0,0819, ","   38.9","0,0901, ","0.0","0,1111","-2.2","0,1217","-7.8","0,1219","-7.8","0,1219","-13.9","0,1222","0.0","0,0415","-2.2","0,0207","-5.0","0,0116","","","","","    1381.4","4","    1381.4","0","","","","","    695.8"," ,0","        0","T,0","     17.66","0","     23.94","0","     11.39","0","     50577","0"
"USC00419417","1984","31.6003","-97.2169","150.9","WACO DAM, TX US","   1482.7","","    1482.7","0","        84","0","        52","0","        12","0","","","         0","0","         0","0","        41","0","         0","0","       264","0","       112","0","  -12.8","0,0101, ","","","     0"," ,0,1231,+","  65.0"," ,0,1007, ","   40.0","0,0821,+","0.0","0,1121","","","","","","","","","-1.7","0,0301","-3.9","0,0229","-5.0","0,0207","-6.7","0,0206","-11.1","0,0122","    1424.1","1","    1424.1","0","","","","","    925.8"," ,0","        0"," ,0","     19.08","0","     25.72","0","     12.43","0","     50442","0"
"USC00419417","1985","31.6003","-97.2169","150.9","WACO DAM, TX US","   1471.4","","    1471.4","0","        81","0","        55","0","        14","0","","","","","         0","0","        54","0","         6","0","       244","0","       102","0","  -15.6","0,0202, ","","","","","  70.6"," ,0,0914, ","   41.1","0,0904,+","-5.6","0,1201","-5.6","0,1201","-5.6","0,1201","-6.7","0,1202","-11.7","0,1214","-1.1","0,0213","-2.2","0,0212","-4.4","0,0208","-8.9","0,0204","-8.9","0,0204","    1223.2","2","    1223.2","0","","","","","    959.6"," ,0","","","     18.69","0","     24.93","0","     12.45","0","     46096","0"
"USC00419417","1986","31.6003","-97.2169","150.9","WACO DAM, TX US","   1527.7","","    1527.7","0","       106","0","        57","0","        12","0","        0","","         0","0","         0","0","        27","0","         0","0","       269","0","       113","0","   -5.6","0,0211, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  56.4"," ,0,0531,+","   40.6","0,0801,+","-3.3","0,1113","-3.3","0,1113","","","","","","","0.0","0,0321","-5.0","0,0212","-5.0","0,0212","","","","","    1061.8","8","    1061.8","0","","","","","   1008.2"," ,0","        0"," ,0","     19.45","0","     25.52","0","     13.39","0","     45728","0"
"USC00419417","1987","31.6003","-97.2169","150.9","WACO DAM, TX US","   1333.8","","    1333.8","0","        83","0","        59","0","        11","0","","","         0","0","         0","0","        38","0","         0","0","       246","0","        91","0","   -6.1","0,1216, ","","","     0"," ,0,1231,+","  69.6"," ,0,0917, ","   38.3","0,0806, ","-1.7","0,1111","-3.9","0,1215","-6.1","0,1216","","","","","0.0","0,0405","-2.2","0,0219","-4.4","0,0123","","","","","    1318.9","9","    1318.9","0","","","","","    990.7"," ,0","        0"," ,0","     18.59","0","     24.69","0","     12.48","0","     43445","0"
"USC00419417","1988","31.6003","-97.2169","150.9","WACO DAM, TX US","   1432.6","","    1432.6","0","        70","0","        44","0","         8","0","        0","","         0","0","         0","0","        45","0","         2","0","       256","0","        98","0","   -8.3","0,0110, ","     0"," ,0,1231,+","     0","T,0,0208,+","  53.3"," ,0,0930, ","   39.4","0,0809, ","-0.6","0,1117","-2.8","0,1228","","","","","","","-2.2","0,0320","-2.2","0,0320","-6.7","0,0212","-6.7","0,0212","","","    1314.3","3","    1314.3","0","","","","","    679.4"," ,0","        0","T,0","     18.86","0","     25.31","0","     12.40","0","",""
"USC00419417","1989","31.6003","-97.2169","150.9","WACO DAM, TX US","   1389.8","","    1389.8","0","        73","0","        49","0","         9","0","","","         0","0","         2","0","        44","0","         8","0","       256","0","        84","0","  -20.0","0,1223, ","","","     0","T,0,0206,+"," 102.9"," ,0,0517, ","   37.8","0,0904, ","-1.1","0,1103","-2.8","0,1209","-6.7","0,1212","-6.7","0,1212","-11.7","0,1216","-1.1","0,0411","-3.9","0,0308","-6.1","0,0307","-6.7","0,0209","-8.9","0,0206","    1189.8","8","    1189.8","0","","","","","    870.4"," ,0","        0","T,0","     18.12","0","     24.07","0","     12.17","0","     45225","0"
"USC00419417","1990","31.6003","-97.2169","150.9","WACO DAM, TX US","   1554.9","","    1554.9","0","        92","0","        60","0","        13","0","        0","","         0","0","         0","0","        22","0","         4","0","       259","0","       107","0","  -12.2","0,1224,+","     0","T,0,1231, ","     0","T,0,1231, ","  82.8"," ,0,0503, ","   40.6","0,0901, ","-2.2","0,1130","-2.2","0,1130","-10.0","0,1222","-10.0","0,1222","-10.0","0,1222","0.0","0,0206","-2.2","0,0129","-4.4","0,0113","","","","","    1209.9","9","    1209.9","0","","","","","   1131.5"," ,0","        0","T,0","     19.56","0","     25.60","0","     13.52","0","     43164","0"
"USC00419417","1991","31.6003","-97.2169","150.9","WACO DAM, TX US","   1368.8","","    1368.8","0","       108","0","        75","0","        13","0","        0","","         0","0","         0","0","        27","0","         0","0","       247","0","        88","0","   -8.9","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.0"," ,0,0814, ","   36.1","0,0809,+","-0.6","0,1101","-3.3","0,1103","-6.1","0,1104","","","","","-0.6","0,0226","-2.2","0,0202","-5.0","0,0131","-8.9","0,0101","-8.9","0,0101","    1124.4","4","    1124.4","0","","","","","   1203.2"," ,0","        0"," ,0","     18.76","0","     24.43","0","     13.09","0","     39179","0"
"USC00419417","1992","31.6003","-97.2169","150.9","WACO DAM, TX US","   1315.1","","    1315.1","0","       111","0","        67","0","        12","0","        0","","         0","0","         0","0","        16","0","         0","0","       247","0","        85","0","   -9.4","0,0116, ","     0"," ,0,1231,+","     0","T,0,0116, ","  60.2"," ,0,0225, ","   37.2","0,0730, ","-2.2","0,1105","-2.2","0,1105","-4.4","0,1127","","","","","-1.7","0,0208","-7.8","0,0117","-7.8","0,0117","-7.8","0,0117","-9.4","0,0116","    1163.8","8","    1163.8","0","     13.40","0","     26.09","0","   1020.2"," ,0","        0","T,0","     18.86","0","     24.74","0","     12.98","0","     41990","0"
"USC00419417","1993","31.6003","-97.2169","150.9","WACO DAM, TX US","   1415.1","","    1415.1","0","        93","0","        62","0","         8","0","        0","","         0","0","         0","0","        34","0","         1","0","       227","0","       100","0","   -5.0","0,1127,+","     0"," ,0,1231,+","     0","T,0,0313, ","  55.9"," ,0,0914, ","   38.3","0,0821,+","-0.6","0,1030","-3.3","0,1031","-5.0","0,1126","","","","","-1.1","0,0314","-2.2","0,0313","-4.4","0,0126","","","","","    1230.5","5","    1230.5","0","","","     25.41","0","    850.1"," ,0","        0","T,0","     18.39","0","     24.28","0","     12.49","0","",""
"USC00419417","1994","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00419417","1995","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00419417","1996","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    764.2"," ,0","        0"," ,0","","","","","","","",""
"USC00419417","1997","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1043.9"," ,0","        0"," ,0","","","","","","","",""
"USC00419417","1998","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    866.7"," ,0","        0"," ,0","","","","","","","",""
"USC00419417","1999","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00419417","2000","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        75","0","        58","0","        16","0","        0","","         0","0","","","","","         2","0","       255","0","       109","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.2"," ,0,1231, ","   44.4","0,0905, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1200.7"," ,0","        0"," ,0","","","     26.73","0","","","",""
"USC00419417","2001","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        76","0","        57","0","        11","0","        0","","         0","0","","","","","","","","","","","","","     0","T,0,1128, ","     3"," ,0,1128, ","  54.9"," ,0,1216,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    935.0"," ,0","        3"," ,0","","","","","","","",""
"USC00419417","2002","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        78","0","        53","0","        16","0","","","         0","0","         0","0","        47","0","         0","0","       241","0","       107","0","   -7.8","0,0103, ","","","     0"," ,0,1231,+","  68.1"," ,0,1009, ","   38.9","0,0826,+","-1.7","0,1120","-6.1","0,1129","-6.1","0,1129","","","","","-0.6","0,0327","-6.1","0,0304","-6.1","0,0304","-7.2","0,0303","","","","","","","","","","","   1107.9"," ,0","        0"," ,0","     18.92","0","     25.17","0","     12.66","0","",""
"USC00419417","2003","31.6003","-97.2169","150.9","WACO DAM, TX US","   1480.2","","    1480.2","0","        79","0","        48","0","         8","0","        0","","         0","0","         0","0","        43","0","         0","0","       259","0","       107","0","   -7.8","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.0"," ,0,0606, ","   40.6","0,0808,+","-2.2","0,1124","-2.2","0,1124","","","","","","","-0.6","0,0411","-3.9","0,0409","-5.6","0,0226","-7.8","0,0117","","","","","","","","","","","    699.3"," ,0","        0"," ,0","     19.43","0","     25.81","0","     13.06","0","     43332","0"
"USC00419417","2004","31.6003","-97.2169","150.9","WACO DAM, TX US","   1527.9","","    1527.9","0","        90","0","        65","0","        19","0","        0","","         0","0","         0","0","        27","0","         0","0","       265","0","       104","0","   -7.2","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.0"," ,0,1023, ","   38.9","0,0806, ","-1.7","0,1201","-5.6","0,1215","-5.6","0,1215","-7.2","0,1223","","","-1.1","0,0227","-3.3","0,0207","-6.1","0,0203","","","","","     884.4","4","     884.4","0","","","","","   1312.2"," ,0","        0"," ,0","     19.88","0","     25.71","0","     14.04","0","",""
"USC00419417","2006","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        65","0","        39","0","        11","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","  55.9"," ,0,0506, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    676.4"," ,0","        0"," ,0","","","","","","","",""
"USC00419417","2007","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        83","0","        63","0","        18","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","  79.2"," ,0,0526, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1220.2"," ,0","        0"," ,0","","","","","","","",""
"USC00419417","2009","31.6003","-97.2169","150.9","WACO DAM, TX US","   1435.8","","    1435.8","0","        86","0","        52","0","        12","0","        0","","         0","0","         0","0","        29","0","         0","0","       256","0","        99","0","   -6.1","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.7"," ,0,0312, ","   38.9","0,0827,+","-2.2","0,1205","-2.2","0,1205","-4.4","0,1225","","","","","-1.7","0,0302","-2.2","0,0301","-4.4","0,0129","","","","","","","","","","","","","   1020.0"," ,0","        0"," ,0","     19.07","0","     25.18","0","     12.95","0","     77060","0"
"USC00419417","2010","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1413.2","2","    1413.2","0","","","","","","","","","","","","","","","",""
"USC00419417","2012","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        51","7","        41","7","        10","7","","","","","","","","","","","","","","","","","","","",""," 155.4"," ,7,0320, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    827.8"," ,7","","","","","","","","","",""
"USC00419417","2014","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        67","7","        41","7","        11","7","","","","","","","","","","","","","","","","","","","","","  85.3"," ,7,0513, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    729.7"," ,7","","","","","","","","","",""
"USC00419417","2015","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        90","7","        65","7","        12","7","","","","","","","","","","","","","","","","","","","",""," 236.7"," ,7,1024, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1458.7"," ,7","","","","","","","","","",""
"USC00419417","2016","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        88","7","        57","7","        14","7","","","","","","","","","","","","","","","","","","","","","  94.5"," ,7,0613, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1189.1"," ,7","","","","","","","","","",""
"USC00419417","2017","31.6003","-97.2169","150.9","WACO DAM, TX US","   1522.3","","    1522.3","7","        70","7","        50","7","        12","7","","","","","         0","7","         6","7","         1","7","       277","7","        88","7","  -10.0","7,0107, ","","","","","  95.3"," ,7,0624, ","   38.3","7,0730,+","-4.4","7,1209","-4.4","7,1209","-4.4","7,1209","","","","","-8.3","7,0108","-8.3","7,0108","-8.3","7,0108","-8.3","7,0108","-10.0","7,0107","","","","","","","","","    950.7"," ,7","","","     20.33","7","     26.00","7","     14.65","7","",""
"USC00419417","2018","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        88","7","        51","7","        14","7","","","","","","","","","","","","","","","","","","","","","  89.4"," ,7,1016, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    969.0"," ,7","","","","","","","","","",""
"USC00419417","2019","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        76","7","        41","7","        13","7","","","","","","","","","","","","","","","","","","","","","  57.7"," ,7,0103, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    823.4"," ,7","","","","","","","","","",""
"USC00419417","2022","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","        61","7","        36","7","         7","7","","","","","","","","","","","","","","","","","","","","","  46.5"," ,7,1125, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    561.2"," ,7","","","","","","","","","",""
"USC00419417","2023","31.6003","-97.2169","150.9","WACO DAM, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    839.0"," ,7","","","","","","","","","",""
