"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00487105","1922","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    249.9","","     249.9","6","","","","","","","","","        17","6","       186","6","        57","6","       142","6","        16","6","","","","","  -30.0","6,0119, ","","","","","   35.6","6,0714, ","-0.6","6,1007","-5.0","6,1014","-5.0","6,1014","-6.7","6,1030","-9.4","6,1106","-2.2","6,0601","-2.2","6,0601","-7.2","6,0512","-7.2","6,0512","-9.4","6,0418","    4228.5","5","    4228.5","6","","","","","      7.21","6","     14.55","6","     -0.14","6","",""
"USC00487105","1923","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    193.6","","     193.6","6","","","","","","","","","        17","6","       189","6","        38","6","       131","6","         9","6","","","","","  -35.0","6,1231, ","","","","","   34.4","6,0720, ","-0.6","6,0928","-2.2","6,1012","-4.4","6,1024","-7.8","6,1025","-10.0","6,1029","-2.8","6,0516","-2.8","6,0516","-5.0","6,0424","-10.6","6,0326","-10.6","6,0326","    3960.7","7","    3960.7","6","","","","","      7.19","6","     14.43","6","     -0.06","6","",""
"USC00487105","1924","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    177.5","","     177.5","6","","","","","","","","","        24","6","       186","6","        51","6","       114","6","        12","6","","","","","  -35.0","6,1218, ","","","","","   34.4","6,0827, ","0.0","6,0921","-2.2","6,1005","-10.0","6,1107","-10.0","6,1107","-10.0","6,1107","0.0","6,0609","-3.9","6,0510","-5.0","6,0427","-10.0","6,0426","-10.0","6,0426","    4561.7","7","    4561.7","6","","","","","      6.25","6","     13.49","6","     -0.98","6","",""
"USC00487105","1925","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    186.0","","     186.0","6","","","","","","","","","        10","6","       181","6","        30","6","       125","6","        14","6","","","","","  -23.3","6,0116, ","","","","","   37.8","6,0714, ","-1.1","6,0920","-4.4","6,1006","-4.4","6,1006","-10.6","6,1017","-10.6","6,1017","-0.6","6,0510","-2.2","6,0509","-5.6","6,0429","-7.2","6,0326","-13.9","6,0314","    4026.2","2","    4026.2","6","","","","","      7.70","6","     14.83","6","      0.57","6","",""
"USC00487105","1926","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4299.8","8","    4299.8","6","","","","","","","","","","","",""
"USC00487105","1927","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    130.9","","     130.9","6","","","","","","","","","        18","6","       185","6","        46","6","       131","6","         7","6","","","","","  -29.4","6,1231, ","","","","","   35.0","6,0625, ","-0.6","6,0920","-2.2","6,0926","-6.7","6,1005","-6.7","6,1005","-9.4","6,1111","-5.6","6,0510","-5.6","6,0510","-5.6","6,0510","-6.7","6,0509","-10.6","6,0414","","","","","","","","","      6.86","6","     14.04","6","     -0.33","6","",""
"USC00487105","1928","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    108.0","","     108.0","6","","","","","","","","","        16","6","       192","6","        47","6","       125","6","        12","6","","","","","  -26.1","6,0224, ","","","","","   34.4","6,0809, ","-1.1","6,0921","-4.4","6,1011","-4.4","6,1011","-7.8","6,1031","-12.2","6,1101","-1.1","6,0514","-3.3","6,0502","-5.0","6,0421","-8.3","6,0414","-10.6","6,0413","    4326.4","4","    4326.4","6","","","","","      6.44","6","     13.89","6","     -1.01","6","",""
"USC00487105","1929","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    260.8","","     260.8","6","","","","","","","","","        25","6","       209","6","        74","6","       116","6","        27","6","","","","","  -27.8","6,0208, ","","","","","   36.1","6,0725, ","-0.6","6,0904","-3.3","6,0906","-6.7","6,1022","-6.7","6,1022","-8.9","6,1023","-1.7","6,0529","-2.2","6,0515","-4.4","6,0511","-6.7","6,0501","-9.4","6,0425","    4854.3","3","    4854.3","6","","","","","      5.46","6","     12.73","6","     -1.81","6","",""
"USC00487105","1930","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","        57","6","       131","6","        21","6","","","","","","","","","","","   37.2","6,0708, ","","","","","","","","","","","","","","","","","","","","","    4581.2","2","    4581.2","6","","","","","","","     14.15","6","","","",""
"USC00487105","1931","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    315.3","","     315.3","6","","","","","","","","","        13","6","       178","6","        49","6","       141","6","        30","6","","","","","  -25.0","6,0327, ","","","","","   37.2","6,0714, ","0.0","6,1010","-2.2","6,1015","-4.4","6,1027","-7.2","6,1112","-10.0","6,1119","-3.9","6,0521","-3.9","6,0521","-7.2","6,0424","-7.2","6,0424","-8.9","6,0421","","","","","","","","","      8.05","6","     15.18","6","      0.93","6","",""
"USC00487105","1932","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    329.1","","     329.1","6","        75","6","        24","6","         0","6","","","        30","6","       168","6","        71","6","       137","6","        33","6","","","","","  -33.9","6,1211, ","","","  14.7"," ,6,0830, ","   35.0","6,0815,+","-1.7","6,1004","-3.9","6,1008","-4.4","6,1010","-6.7","6,1019","-11.7","6,1020","-0.6","6,0526","-2.2","6,0429","-6.1","6,0426","-6.7","6,0410","-10.6","6,0330","    4325.0","0","    4325.0","6","    185.7"," ,6","","","      7.17","6","     13.96","6","      0.38","6","",""
"USC00487105","1933","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    397.0","","     397.0","6","        63","6","        25","6","         1","6","","","         8","6","       153","6","        35","6","       145","6","        36","6","","","","","  -37.2","6,0209, ","","","  26.9"," ,6,0908, ","   36.1","6,0728, ","-1.1","6,0926","-4.4","6,1016","-4.4","6,1016","-6.7","6,1021","-13.9","6,1104","-1.1","6,0513","-2.8","6,0512","-5.6","6,0421","-6.7","6,0414","-13.3","6,0413","    4285.3","3","    4285.3","6","    200.6"," ,6","","","      8.95","6","     15.79","6","      2.10","6","",""
"USC00487105","1934","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    347.4","","     347.4","6","        68","6","        22","6","         0","6","         9","6","         2","6","       160","6","        24","6","       158","6","        31","6","","","","","  -23.9","6,0226, ","   102"," ,6,1120, ","  13.5"," ,6,0902, ","   37.2","6,0719, ","-1.7","6,0915","-3.3","6,0920","-7.8","6,0925","-7.8","6,0925","-9.4","6,1122","0.0","6,0514","-2.8","6,0415","-8.3","6,0406","-8.3","6,0406","-12.2","6,0324","    3117.9","9","    3117.9","6","    193.7"," ,6","      725"," ,6","      9.94","6","     17.23","6","      2.65","6","",""
"USC00487105","1935","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    330.9","","     330.9","6","        66","6","        30","6","         0","6","","","         4","6","       188","6","        20","6","       130","6","        36","6","","","","","  -32.2","6,0120, ","","","  17.8"," ,6,0816, ","   37.2","6,0727, ","0.0","6,0927","-2.2","6,0928","-5.0","6,1017","-11.1","6,1023","-11.1","6,1023","0.0","6,0520","-2.2","6,0509","-4.4","6,0504","-6.7","6,0429","-12.2","6,0402","    3818.5","5","    3818.5","6","    247.9"," ,6","","","      8.26","6","     15.52","6","      1.01","6","",""
"USC00487105","1936","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4130.3","3","    4130.3"," ","","","","","","","","","","","",""
"USC00487105","1937","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    294.6","","     294.6","6","        84","6","        41","6","         2","6","        14","6","        19","6","       181","6","        59","6","       132","6","        23","6","","","","","  -32.8","6,0108, ","   124"," ,6,0319, ","  51.6"," ,6,0712, ","   35.0","6,0704, ","0.0","6,0924","-5.0","6,0925","-5.0","6,0925","-10.6","6,1117","-10.6","6,1117","0.0","6,0605","-2.8","6,0425","-4.4","6,0423","-6.7","6,0408","-12.2","6,0328","","","","","    409.8"," ,6","      948"," ,6","      7.15","6","     13.82","6","      0.47","6","",""
"USC00487105","1938","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    243.6","","     243.6","6","        88","6","        31","6","         1","6","","","        13","6","       164","6","        25","6","       136","6","        21","6","","","","","  -28.3","6,0130, ","","","  28.7"," ,6,0825, ","   36.7","6,0801,+","0.0","6,1017","-6.1","6,1019","-6.1","6,1019","-7.2","6,1103","-13.9","6,1106","0.0","6,0520","-5.0","6,0507","-5.0","6,0507","-6.7","6,0408","-16.1","6,0407","    3851.8","8","    3851.8","6","    253.3"," ,6","","","      8.16","6","     15.02","6","      1.30","6","",""
"USC00487105","1939","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    269.6","","     269.6","6","        58","6","        20","6","         0","6","        11","6","        18","6","       162","6","        39","6","       148","6","        31","6","","","","","  -30.6","6,0209, ","    76"," ,6,0327, ","  14.7"," ,6,0907, ","   36.7","6,0719, ","-0.6","6,0929","-2.2","6,1027","-4.4","6,1029","-6.7","6,1112","-10.0","6,1117","-1.1","6,0513","-5.0","6,0418","-5.0","6,0418","-8.9","6,0411","-8.9","6,0411","    3969.3","3","    3969.3","6","    171.7"," ,6","      608"," ,6","      8.51","6","     16.48","6","      0.54","6","",""
"USC00487105","1940","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3572.0","0","    3572.0"," ","","","","","","","","","","","",""
"USC00487105","1941","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    241.4","","     241.4","6","       115","6","        44","6","         1","6","","","         4","6","       169","6","        23","6","       135","6","        27","6","","","","","  -24.4","6,1231, ","","","  26.9"," ,6,0413, ","   36.7","6,0805, ","0.0","6,0923","-2.8","6,0928","-6.1","6,1029","-11.1","6,1030","-11.1","6,1030","-0.6","6,0520","-2.2","6,0422","-6.1","6,0421","-7.8","6,0420","-8.9","6,0419","","","","","    402.9"," ,6","","","      8.52","6","     15.69","6","      1.36","6","",""
"USC00487105","1942","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    261.5","","     261.5","6","        89","6","        25","6","         0","6","        11","6","        14","6","       179","6","        37","6","       134","6","        28","6","","","","","  -30.6","6,0105,+","   102"," ,6,0505, ","  24.9"," ,6,1013, ","   36.7","6,0808, ","-0.6","6,0918","-3.3","6,0919","-6.7","6,0926","-6.7","6,0926","-10.0","6,1105","-2.8","6,0522","-2.8","6,0522","-5.6","6,0506","-7.2","6,0331","-8.9","6,0328","    4082.1","1","    4082.1","6","    231.8"," ,6","      783"," ,6","      7.75","6","     15.06","6","      0.45","6","",""
"USC00487105","1943","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    306.2","","     306.2","6","","","","","","","        10","6","        18","6","       156","6","        31","6","       149","6","        35","6","","","","","  -32.2","6,0118, ","   102"," ,6,0411, ","","","   35.6","6,0712, ","-3.9","6,1015","-3.9","6,1015","-6.1","6,1101","-9.4","6,1108","-9.4","6,1108","-2.2","6,0604","-2.2","6,0604","-4.4","6,0512","-12.8","6,0321","-12.8","6,0321","    3790.4","4","    3790.4","6","","","      732"," ,6","      8.60","6","     16.26","6","      0.93","6","",""
"USC00487105","1944","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    199.3","","     199.3","6","        92","6","        32","6","         0","6","        17","6","        14","6","       183","6","        52","6","       144","6","        23","6","","","","","  -24.4","6,0128, ","   132"," ,6,0315, ","   9.9"," ,6,0421, ","   33.9","6,0807, ","-0.6","6,0928","-4.4","6,1001","-4.4","6,1001","-7.2","6,1115","-12.2","6,1116","-2.2","6,0508","-2.2","6,0508","-4.4","6,0402","-11.7","6,0329","-11.7","6,0329","    4185.1","1","    4185.1","6","    224.2"," ,6","     1398"," ,6","      7.15","6","     14.41","6","     -0.11","6","",""
"USC00487105","1945","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4156.1","1","    4156.1"," ","","","","","","","","","","","",""
"USC00487105","1946","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    284.8","","     284.8","6","        72","6","        29","6","         0","6","        12","6","         6","6","       160","6","        21","6","       125","6","        26","6","","","","","  -23.3","6,1229, ","   203"," ,6,0502, ","  23.1"," ,6,0618, ","   35.6","6,0811,+","-1.1","6,0919","-6.7","6,1006","-6.7","6,1006","-6.7","6,1006","-13.3","6,1103","-1.1","6,0520","-7.8","6,0511","-7.8","6,0511","-7.8","6,0511","-11.7","6,0317","","","","","    272.7"," ,6","      836"," ,6","      8.54","6","     15.56","6","      1.52","6","",""
"USC00487105","1947","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    270.2","","     270.2","6","        88","6","        33","6","         1","6","        19","6","        10","6","       180","6","        37","6","       134","6","        20","6","","","","","  -23.9","6,0204, ","   102"," ,6,1230,+","  33.0"," ,6,0621, ","   35.0","6,0728, ","0.0","6,0914","-3.3","6,1022","-5.6","6,1023","-9.4","6,1106","-9.4","6,1106","-0.6","6,0612","-4.4","6,0529","-4.4","6,0529","-7.2","6,0416","-9.4","6,0327","    4156.5","5","    4156.5","6","    309.9"," ,6","     1201"," ,6","      7.70","6","     14.62","6","      0.77","6","",""
"USC00487105","1948","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    314.7","","     314.7","0","        61","0","        18","0","         0","0","","","        13","0","       172","0","        64","0","       149","0","        21","0","         1"," ","","","  -30.6","0,0212, ","","","  24.6"," ,0,0622, ","   35.0","0,0830,+","-3.3","0,1006","-3.3","0,1006","-5.6","0,1016","-8.3","0,1017","-10.0","0,1108","-2.2","6,0510","-2.2","6,0510","-7.2","6,0408","-7.2","6,0408","-11.7","6,0331","    4165.5","5","    4165.5","0","    175.0"," ,0","","","      7.70","0","     14.53","0","      0.87","0","",""
"USC00487105","1949","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    289.8","","     289.8","0","        76","0","        33","0","         0","0","","","        27","0","       168","0","        52","0","       135","0","        21","0","         1"," ","         1"," ","  -36.1","0,0124, ","","","  21.8"," ,0,0711, ","   37.2","0,0806, ","-0.6","0,0912","-2.8","0,1008","-5.6","0,1019","-9.4","0,1020","-9.4","0,1020","0.0","0,0506","-3.9","0,0415","-4.4","0,0404","-7.2","0,0331","-15.0","0,0315","    4218.0","0","    4218.0","0","    276.0"," ,0","","","      7.46","0","     14.38","0","      0.55","0","",""
"USC00487105","1950","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        73","0","        32","0","         0","0","","","","","","","","","","","","","         2"," ","","","","","","","  14.2"," ,0,0409, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    264.2"," ,0","","","","","","","","","",""
"USC00487105","1951","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    172.3","","     172.3","0","        81","0","        28","0","         0","0","","","        21","0","       190","0","        53","0","       110","0","        17","0","","","","","  -30.6","0,0128, ","","","  21.1"," ,0,1006,+","   35.0","0,0720, ","-0.6","0,0912","-4.4","0,0927","-4.4","0,0927","-7.8","0,1030","-15.0","0,1101","0.0","0,0604","-2.8","0,0603","-8.9","0,0422","-8.9","0,0422","-8.9","0,0422","","","","","    264.7"," ,0","","","      5.90","0","     12.62","0","     -0.82","0","",""
"USC00487105","1952","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    219.3","","     219.3","0","        64","0","        24","0","         2","0","","","        17","0","       180","0","        55","0","       146","0","        13","0","","","","","  -26.1","0,0122, ","","","  37.8"," ,0,0516, ","   33.9","0,0727,+","0.0","0,0914","-3.3","0,1006","-6.1","0,1102","-8.3","0,1103","-9.4","0,1109","0.0","0,0523","-2.2","0,0422","-5.0","0,0410","-9.4","0,0409","-9.4","0,0409","    4555.4","4","    4555.4","0","    235.9"," ,0","","","      7.07","0","     14.02","0","      0.12","0","",""
"USC00487105","1953","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    246.9","","     246.9","0","        75","0","        25","0","         0","0","","","         5","0","       181","0","        39","0","       131","0","        19","0","","","","","  -22.8","0,0220, ","","","  19.3"," ,0,0429, ","   35.0","0,0726,+","-1.1","0,1003","-2.2","0,1022","-6.1","0,1118","-9.4","0,1119","-9.4","0,1119","0.0","0,0515","-3.9","0,0514","-8.9","0,0513","-8.9","0,0513","-8.9","0,0513","    4172.1","1","    4172.1","0","    175.5"," ,0","","","      7.88","0","     14.89","0","      0.86","0","",""
"USC00487105","1954","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        63","0","        26","0","         0","0","","","","","","","        34","0","       136","0","        29","0","         1"," ","","","","","","","  22.1"," ,0,0715, ","   37.8","0,0713,+","","","","","","","","","","","","","","","","","","","","","    4063.8","8","    4063.8","0","    210.7"," ,0","","","","","     15.27","0","","","",""
"USC00487105","1955","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    286.7","","     286.7","0","        71","0","        29","0","         0","0","","","        20","0","       175","0","        72","0","       128","0","        27","0","","","","","  -26.1","0,0325, ","","","  13.2"," ,0,0604, ","   35.6","0,0720, ","-0.6","0,0922","-6.7","0,1023","-6.7","0,1023","-6.7","0,1023","-11.1","0,1102","-0.6","0,0517","-5.0","0,0428","-5.0","0,0428","-7.8","0,0407","-11.1","0,0406","","","","","    199.7"," ,0","","","      6.53","0","     13.39","0","     -0.32","0","",""
"USC00487105","1956","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        55","0","        20","0","         0","0","","","","","","","        53","0","       137","0","        13","0","","","","","","","","","  13.2"," ,0,0529, ","   33.9","0,0727,+","","","","","","","","","","","","","","","","","","","","","","","","","    141.0"," ,0","","","","","     14.64","0","","","",""
"USC00487105","1957","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","        87","0","        35","0","         1","0","","","","","","","","","","","","","         1"," ","","","","","","","  26.2"," ,0,0719, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    302.3"," ,0","","","","","","","","","     68708","0"
"USC00487105","1958","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    207.0","","     207.0","0","        76","0","        33","0","         0","0","","","         7","0","       186","0","        39","0","       147","0","        21","0","","","","","  -21.1","0,0121, ","","","  14.5"," ,0,0621, ","   35.6","0,0815, ","-1.1","0,0925","-3.9","0,1001","-5.6","0,1020","-7.8","0,1030","-12.2","0,1116","-1.1","0,0501","-3.9","0,0430","-7.2","0,0429","-7.2","0,0429","-10.0","0,0424","","","","","    246.1"," ,0","","","      7.76","0","     15.04","0","      0.47","0","",""
"USC00487105","1959","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","    284.6","","     284.6","0","        74","0","        30","0","         0","0","","","        21","0","       195","0","        48","0","       117","0","        28","0","","","         1"," ","  -30.6","0,0103, ","","","  20.6"," ,0,0924, ","   36.7","0,0725,+","-1.7","0,0928","-3.3","0,0929","-4.4","0,1011","-7.8","0,1031","-18.9","0,1105","0.0","0,0520","-2.8","0,0425","-7.2","0,0421","-7.2","0,0421","-8.9","0,0412","    4283.7","7","    4283.7","0","    235.2"," ,0","","","      6.80","0","     14.08","0","     -0.49","0","     71758","0"
