"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00387666","1969","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    986.3","","     986.3","0","        94","0","        65","0","         8","0","        0","","         0","0","         0","0","        81","0","         2","0","       205","0","        51","0","","","","","   -9.4","0,0106, ","     0"," ,0,1231,+","     0","T,0,0306, ","  94.7"," ,0,0725, ","   37.8","0,0707, ","","","-0.6","0,1024","-5.6","0,1115","-5.6","0,1115","","","","","-0.6","0,0327","-3.3","0,0314","-5.0","0,0312","-7.8","0,0107","-9.4","0,0106","    1812.0","0","","","    1812.0","0","","","","","","","","","","","   1062.0"," ,0","        0","T,0","     15.92","0","     21.78","0","     10.05","0","",""
"USC00387666","1970","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1111.2","","    1111.2","0","        97","0","        60","0","        13","0","","","         1","0","         0","0","        56","0","         6","0","       229","0","        57","0","","","","","  -15.0","0,0110,+","","","    53"," ,0,0124, ","  75.7"," ,0,0623, ","   37.8","0,0620, ","","","-1.1","0,1116","-9.4","0,1124","-9.4","0,1124","-9.4","0,1124","-9.4","0,1124","-2.8","0,0317","-2.8","0,0317","-4.4","0,0316","-8.9","0,0205","-8.9","0,0205","    1797.9","9","","","    1797.9","0","","","","","","","","","","","   1058.6"," ,0","       53"," ,0","     16.83","0","     22.96","0","     10.70","0","",""
"USC00387666","1971","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    986.7","","     986.7","0","       119","0","        75","0","        13","0","        0","","         1","0","         0","0","        57","0","         1","0","       230","0","        33","0","","","","","  -10.0","0,0210,+","     0"," ,0,1231,+","   102"," ,0,0326, ","  54.9"," ,0,0131, ","   35.6","0,0627,+","","","-2.8","0,1108","-2.8","0,1108","","","","","","","-1.7","0,0327","-2.2","0,0318","-5.6","0,0215","-6.7","0,0214","-8.9","0,0211","    1660.4","4","","","    1660.4","0","","","","","","","","","","","   1194.7"," ,0","      102"," ,0","     16.76","0","     22.50","0","     11.02","0","",""
"USC00387666","1972","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    843.2","","     843.2","0","       128","0","        78","0","        13","0","        0","","         0","0","         0","0","        44","0","         1","0","       220","0","        39","0","","","","","  -11.1","0,0117,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.6"," ,0,0621, ","   35.6","0,0724, ","","","-0.6","0,1020","-2.2","0,1124","-7.2","0,1217","-7.2","0,1217","","","-2.2","0,0409","-2.2","0,0409","-5.6","0,0220","-7.8","0,0205","-10.0","0,0118","    1387.6","6","","","    1387.6","0","","","","","","","","","","","   1170.4"," ,0","        0"," ,0","     16.39","0","     22.39","0","     10.39","0","     49408","0"
"USC00387666","1973","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    990.7","","     990.7","0","       107","0","        72","0","        12","0","        0","","         1","0","         0","0","        53","0","         3","0","       231","0","        48","0","","","","","   -9.4","0,0213,+","     0"," ,0,1231,+","    64"," ,0,0108, ","  99.8"," ,0,0610, ","   36.1","0,0723, ","","","-3.3","0,1110","-3.3","0,1110","-4.4","0,1111","-8.3","0,1222","","","-1.1","0,0411","-2.2","0,0222","-7.2","0,0219","-7.2","0,0219","-9.4","0,0213","    1600.3","3","","","    1600.3","0","","","","","","","","","","","   1284.2"," ,0","       77"," ,0","     16.79","0","     22.93","0","     10.64","0","     46531","0"
"USC00387666","1974","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    929.2","","     929.2","0","       125","0","        79","0","         9","0","        0","","         0","0","         0","0","        38","0","         0","0","       236","0","        31","0","","","","","   -9.4","0,0227,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.5"," ,0,1118, ","   36.1","0,0623, ","    1703.6","0","0.0","0,1022","-2.2","0,1126","-6.1","0,1210","","","","","0.0","0,0326","-2.2","0,0228","-9.4","0,0227","-9.4","0,0227","-9.4","0,0227","    1246.1","1","","","    1246.1","0","","","","","","","","","","","    978.3"," ,0","        0"," ,0","     17.09","0","     23.32","0","     10.86","0","     43790","0"
"USC00387666","1975","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1054.4","","    1054.4","0","       142","0","        84","0","        13","0","        0","","         0","0","         0","0","        45","0","         0","0","       233","0","        46","0","","","","","  -10.6","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  74.4"," ,0,0715, ","   37.2","0,0827, ","","","-2.8","0,1115","-2.8","0,1115","-10.6","0,1219","-10.6","0,1219","-10.6","0,1219","0.0","0,0406","-4.4","0,0310","-4.4","0,0310","-6.7","0,0304","","","    1519.4","4","","","    1519.4","0","","","","","","","","","","","   1396.7"," ,0","        0"," ,0","     17.29","0","     23.21","0","     11.37","0","     39236","0"
"USC00387666","1976","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    846.0","","     846.0","0","       107","0","        82","0","        18","0","        0","","         0","0","         0","0","        63","0","         0","0","       229","0","        33","0","","","","","  -10.6","0,0119, ","     0"," ,0,1231,+","     0","T,0,0118, ","  61.0"," ,0,0915, ","   36.7","0,0716, ","","","0.0","0,1028","-2.2","0,1030","-4.4","0,1123","-8.3","0,1222","","","0.0","0,0318","-3.3","0,0209","-4.4","0,0208","-10.0","0,0120","-10.0","0,0120","    1356.1","1","","","    1356.1","0","","","","","","","","","","","   1372.3"," ,0","        0","T,0","     16.30","0","     22.57","0","     10.02","0","",""
"USC00387666","1977","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","       102","0","        79","0","        11","0","        0","","         0","0","","","","","         0","0","       232","0","        63","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.6"," ,0,1026, ","   40.0","0,0709, ","","","","","","","","","","","","","","","","","","","","","","","    1858.3","3","","","    1858.3","0","","","","","","","","","","","   1149.0"," ,0","        0"," ,0","","","     23.20","0","","","",""
"USC00387666","1978","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1075.0","","    1075.0","0","        94","0","        83","0","        11","0","        0","","         0","0","         0","0","        68","0","         0","0","       234","0","        64","0","","","","","  -10.6","0,0207,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.2"," ,0,0120, ","   38.3","0,0629, ","","","-2.8","0,1210","-2.8","0,1210","-4.4","0,1229","","","","","-1.7","0,0318","-2.2","0,0306","-5.6","0,0305","-6.7","0,0223","-10.0","0,0208","","","","","","","","","","","","","","","","","   1064.8"," ,0","        0"," ,0","     16.54","0","     22.73","0","     10.35","0","",""
"USC00387666","1979","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","       108","0","        76","0","        12","0","        0","","         0","0","","","","","         0","0","       232","0","        35","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.6"," ,0,0905, ","   37.2","0,0821, ","","","","","","","","","","","","","","","","","","","","","","","    1411.6","6","","","    1411.6","0","","","","","","","","","","","   1419.3"," ,0","        0"," ,0","","","     22.57","0","","","",""
"USC00387666","1980","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1148.6","","    1148.6","0","        90","0","        67","0","        11","0","","","","","         0","0","        54","0","         3","0","       212","0","        85","0","","","","","  -14.4","0,0303, ","","","","","  50.8"," ,0,0929, ","   39.4","0,0714, ","","","-0.6","0,1112","-6.1","0,1221","-6.1","0,1221","-7.2","0,1222","","","-0.6","0,0313","-10.6","0,0304","-10.6","0,0304","-10.6","0,0304","-10.6","0,0304","","","","","","","","","","","","","","","","","   1042.6"," ,0","","","     16.61","0","     22.81","0","     10.42","0","",""
"USC00387666","1981","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1011.8","","    1011.8","0","       103","0","        68","0","         9","0","        0","","         0","0","         0","0","        63","0","         1","0","       221","0","        61","0","","","","","  -11.7","0,0112, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 116.8"," ,0,0812, ","   38.9","0,0623, ","","","-0.6","0,1121","-2.2","0,1122","-4.4","0,1206","-6.7","0,1210","-8.9","0,1220","0.0","0,0321","-3.3","0,0317","-5.6","0,0214","-7.8","0,0213","-11.1","0,0113","    1685.6","6","","","    1685.6","0","","","","","","","","","","","   1066.4"," ,0","        0"," ,0","     16.27","0","     22.72","0","      9.83","0","     44769","0"
"USC00387666","1982","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    958.2","","     958.2","0","       120","0","        78","0","        11","0","        0","","         0","0","         2","0","        46","0","         3","0","       238","0","        37","0","","","","","  -17.8","0,0112,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  58.7"," ,0,0801, ","   35.6","0,0826, ","","","-1.1","0,1106","-2.2","0,1114","-6.1","0,1213","","","","","-1.7","0,0407","-2.2","0,0328","-9.4","0,0128","-9.4","0,0128","-9.4","0,0128","    1697.5","5","","","    1697.5","0","","","","","","","","","","","   1140.5"," ,0","        0"," ,0","     16.75","0","     22.78","0","     10.71","0","",""
"USC00387666","1983","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","       105","0","        67","0","        17","0","        0","","         1","0","","","","","         2","0","       217","0","        67","0","","","","","","","     0"," ,0,1231,+","    76"," ,0,0325, "," 112.3"," ,0,0318, ","   40.6","0,0824,+","","","","","","","","","","","","","","","","","","","","","","","    1592.7","7","      31.7","0,0,2","    1592.7","0","      41.7","0,0,2","      -3.9","0,0,2","      -0.6","0,0,2","      14.5","0,0,2","      23.0","0,0,2","   1353.8"," ,0","       76"," ,0","","","     22.66","0","","","",""
"USC00387666","1984","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1012.9","","    1012.9","0","        98","0","        72","0","        14","0","        0","","         0","0","         0","0","        39","0","         0","0","       234","0","        60","0","","","","","   -8.3","0,1207, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.4"," ,0,0507, ","   37.8","0,0620, ","","","0.0","0,1108","-3.9","0,1113","-5.6","0,1121","-8.3","0,1207","","","-3.3","0,0312","-3.3","0,0312","-5.6","0,0301","-7.2","0,0207","","","","","      28.9","0,0,2","","","      38.9","0,0,2","      -0.6","0,0,2","      -0.6","0,0,2","      15.1","0,0,2","      22.9","0,0,2","   1207.9"," ,0","        0"," ,0","     17.16","0","     23.48","0","     10.84","0","     41671","0"
"USC00387666","1985","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    995.5","","     995.5","0","       124","0","        69","0","         9","0","","","         0","0","         2","0","        67","0","         1","0","       239","0","        54","0","","","","","  -18.9","0,0121, ","","","     0"," ,0,1231,+","  61.2"," ,0,1122, ","   36.7","0,0607,+","","","-2.8","0,1203","-2.8","0,1203","-5.6","0,1215","-7.8","0,1216","-12.8","0,1226","-1.7","0,0410","-4.4","0,0403","-4.4","0,0403","-6.7","0,0216","-8.9","0,0209","    1439.1","1","      28.9","0,0,2","    1439.1","0","      37.8","0,0,2","      -1.1","0,0,2","      -1.1","0,0,2","      15.6","0,0,2","      23.1","0,0,2","   1043.4"," ,0","        0"," ,0","     16.93","0","     23.23","0","     10.63","0","",""
"USC00387666","1986","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1194.6","","    1194.6","0","       106","0","        64","0","        13","0","        0","","         0","0","         0","0","        55","0","         1","0","       235","0","        93","0","","","","","  -13.9","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 160.0"," ,0,0820, ","   41.1","0,0720, ","","","-4.4","0,1114","-4.4","0,1114","-4.4","0,1114","","","","","-3.9","0,0324","-3.9","0,0324","-5.0","0,0303","-12.8","0,0129","-12.8","0,0129","    1404.4","4","      31.7","0,0,2","    1404.4","0","      38.9","0,0,2","      -1.7","0,0,2","      -0.6","0,0,2","      16.0","0,0,2","      23.6","0,0,2","   1091.9"," ,0","        0"," ,0","     17.70","0","     24.25","0","     11.15","0","",""
"USC00387666","1987","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1043.6","","    1043.6","0","       103","0","        77","0","        19","0","","","         0","0","         0","0","        48","0","         1","0","       222","0","        67","0","","","","","   -6.1","0,1230, ","","","    20"," ,0,0127, ","  69.9"," ,0,0910, ","   38.3","0,0824, ","","","0.0","0,1022","-2.2","0,1112","-6.1","0,1230","","","","","-2.2","0,0401","-2.2","0,0401","-4.4","0,0211","","","","","    1531.4","4","      30.0","0,0,2","    1531.4","0","      37.8","0,0,2","       0.6","0,0,2","       2.8","0,0,2","      14.9","0,0,2","      22.1","0,0,2","   1323.4"," ,0","       20"," ,0","     16.72","0","     23.18","0","     10.25","0","",""
"USC00387666","1988","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","        90","0","        73","0","        11","0","        0","","         0","0","","","","","         3","0","       220","0","        68","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.4"," ,0,0807, ","   38.3","0,0716, ","","","","","","","","","","","","","","","","","","","","","","","","","      31.7","0,0,2","","","      37.8","0,0,2","      -0.6","0,0,2","      -0.6","0,0,2","      14.8","0,0,2","      21.5","0,0,2","   1067.6"," ,0","        0"," ,0","","","     22.61","0","","","",""
"USC00387666","1989","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","    995.5","","     995.5","0","       140","0","        97","0","        11","0","        0","","         0","0","         0","0","        55","0","         4","0","       234","0","        47","0","","","","","  -11.1","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  72.4"," ,0,0922, ","   36.7","0,0603, ","","","-5.0","0,1021","-5.0","0,1021","-5.0","0,1021","-7.2","0,1204","-11.1","0,1223","0.0","0,0413","-2.2","0,0309","-7.2","0,0226","-7.2","0,0226","","","    1564.7","7","      29.4","0,0,2","    1564.7","0","      36.7","0,0,2","      -1.7","0,0,2","       0.0","0,0,2","      15.2","0,0,2","      21.4","0,0,2","   1349.1"," ,0","        0"," ,0","     16.48","0","     22.45","0","     10.51","0","",""
"USC00387666","1990","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","        84","0","        63","0","         6","0","        0","","         0","0","","","","","         0","0","       252","0","        69","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.0"," ,0,1023, ","   40.0","0,0622, ","    1807.6","0","","","","","","","","","","","","","","","","","","","","","","","      29.4","0,0,2","","","      40.6","0,0,2","       1.7","0,0,2","       6.1","0,0,2","      16.1","0,0,2","      24.1","0,0,2","    889.3"," ,0","        0"," ,0","","","     24.79","0","","","",""
"USC00387666","1991","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1111.7","","    1111.7","0","       103","0","        87","0","        15","0","        0","","         0","0","         0","0","        41","0","         0","0","       241","0","        59","0","","","","","  -11.1","0,0216, ","     0"," ,0,1231,+","     0","T,0,0125, ","  69.9"," ,0,0330, ","   37.2","0,0725, ","","","-1.1","0,1105","-2.2","0,1106","-4.4","0,1127","","","","","-2.2","0,0311","-2.2","0,0311","-5.0","0,0219","-10.0","0,0217","-10.0","0,0217","    1254.4","4","      29.4","0,0,2","    1254.4","0","      40.6","0,0,2","      -3.9","0,0,2","       3.3","0,0,2","      14.0","0,0,2","      22.4","0,0,2","   1312.5"," ,0","        0","T,0","     17.48","0","     23.48","0","     11.47","0","     43515","0"
"USC00387666","1992","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1483.3","3","","","    1483.3","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00387666","1993","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","   1213.3","","    1213.3","0","        85","0","        67","0","        14","0","        0","","         0","0","         0","0","        52","0","         0","0","       221","0","        87","0","","","","","  -13.3","0,0315, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.5"," ,0,0108, ","   38.9","0,0716,+","","","0.0","0,1101","-2.2","0,1205","-5.0","0,1212","-7.8","0,1231","","","-3.9","0,0423","-3.9","0,0423","-5.0","0,0316","-13.3","0,0315","-13.3","0,0315","","","      30.0","0,0,2","","","      40.6","0,0,2","      -2.8","0,0,2","       1.7","0,0,2","      14.3","0,0,2","      22.6","0,0,2","   1144.4"," ,0","        0"," ,0","     17.08","0","     23.59","0","     10.56","0","     47465","0"
"USC00387666","1994","34.13112","-80.86852","134.1","SANDHILL RESEARCH ELGIN, SC US","","","","","       115","0","        79","0","        14","0","        0","","         0","0","         0","0","        39","0","","","","","","","","","","","  -13.3","0,0120,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.0"," ,0,1223, ","","","","","-2.8","0,1124","-2.8","0,1124","","","","","","","-1.1","0,0317","-2.2","0,0301","-7.2","0,0225","-7.2","0,0225","-11.1","0,0121","    1427.8","8","      28.3","0,0,2","    1427.8"," ","      38.3","0,0,2","      -2.2","0,0,2","      -1.1","0,0,2","      14.0","0,0,2","      22.0","0,0,2","   1292.2"," ,0","        0"," ,0","","","","","     10.95","0","",""
