"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00366719","1935","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       111","6","        74","6","         4","6","        38"," ","  49.3"," ,6,0725, ","    827.5"," ,6"
"USC00366719","1936","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       128","6","        93","6","         8","6","        19"," ","  57.9"," ,6,0724, ","   1063.1"," ,6"
"USC00366719","1937","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        27"," ","","","",""
"USC00366719","1938","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       132","6","        99","6","         6","6","        53"," ","  47.8"," ,6,0627, ","   1038.5"," ,6"
"USC00366719","1939","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        39"," ","","","",""
"USC00366719","1940","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       134","6","       104","6","        10","6","        58"," ","  52.1"," ,6,0619, ","   1157.5"," ,6"
"USC00366719","1941","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       120","6","        71","6","         6","6","       104"," ","  77.7"," ,6,0731, ","   1027.1"," ,6"
"USC00366719","1942","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       146","6","        97","6","        10","6","       125"," ","  53.3"," ,6,1015, ","   1233.1"," ,6"
"USC00366719","1943","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","       125"," ","","","",""
"USC00366719","1944","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       125","6","        80","6","         4","6","       140"," ","  44.5"," ,6,1212, ","    952.7"," ,6"
"USC00366719","1945","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","       124"," ","","","",""
"USC00366719","1946","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        99"," ","","","",""
"USC00366719","1947","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","       102"," ","","","",""
"USC00366719","1948","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","         2"," ","","","   1136.9"," ,0"
"USC00366719","1949","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       106","0","        94","0","         8","0","","","  53.3"," ,0,0520, ","   1048.4"," ,0"
