"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012928","1959","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1940.6","","    1940.6","X","        84","X","        49","X","         4","X","        0","","         0","X","         0","X","         5","X","         0","X","       280","X","       132","X","       143"," ","","","        31"," ","   -2.2","X,0104, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  30.5"," ,X,0825, ","   38.3","X,0808, ","0.0","X,1118","","","","","","","","","-0.6","X,0122","-2.2","X,0104","","","","","","","","","    544.8"," ,X","        0"," ,X","     21.85","X","     26.94","X","     16.75","X","","","","","","","","","","","",""
"USW00012928","1960","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1974.7","","    1974.7","X","        85","X","        46","X","         5","X","        0","","         0","X","         0","X","         2","X","         0","X","       280","X","       114","X","       151"," ","","","        36"," ","   -2.2","X,0225, ","     0"," ,X,1231,+","     0","T,X,0212, ","  88.1"," ,X,1228, ","   40.6","X,0730, ","","","","","","","","","","","-2.2","X,0225","-2.2","X,0225","","","","","     655.6","6","     655.6","X","    732.5"," ,X","        0","T,X","     21.94","X","     26.85","X","     17.04","X","","","","","       360","X","","","","","      28.8","X"
"USW00012928","1961","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1869.0","","    1869.0","X","        70","X","        35","X","         9","X","        0","","         0","X","         0","X","         3","X","         0","X","       302","X","       102","X","       143"," ","","","        42"," ","    0.0","X,0207,+","     0"," ,X,1231,+","     3"," ,X,0120, ","  58.2"," ,X,0609, ","   37.8","X,0804, ","","","","","","","","","","","0.0","X,0207","","","","","","","     583.1","1","     583.1","X","    568.0"," ,X","        3"," ,X","     21.93","X","     26.93","X","     16.93","X","","","","","","","","","","","",""
"USW00012928","1962","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2134.8","","    2134.8","X","        66","X","        28","X","         5","X","        0","","         0","X","         0","X","         5","X","         2","X","       310","X","       137","X","       141"," ","","","        28"," ","   -8.3","X,0112, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  48.5"," ,X,0423, ","   40.6","X,0813,+","","","","","","","","","","","-1.1","X,0113","-8.3","X,0112","-8.3","X,0112","-8.3","X,0112","     526.0","0","     526.0","X","    413.4"," ,X","        0"," ,X","     22.73","X","     28.06","X","     17.40","X","","","","","       360","X","","","","","      18.5","X"
"USW00012928","1963","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2048.1","","    2048.1","X","        56","X","        24","X","         2","X","        0","","         0","X","         0","X","        14","X","         0","X","       295","X","       105","X","       130"," ","","","        26"," ","   -6.7","X,0124, ","     0"," ,X,1231,+","     0","T,X,0113, ","  41.1"," ,X,1127, ","   38.3","X,0409, ","-0.6","X,1222","","","","","","","","","-1.1","X,0214","-6.7","X,0124","-6.7","X,0124","-6.7","X,0124","     625.0","0","     625.0","X","    323.6"," ,X","        0","T,X","     21.98","X","     27.09","X","     16.88","X","","","","","       360","X","","","","","      15.9","X"
"USW00012928","1964","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1965.5","","    1965.5","X","        62","X","        33","X","         1","X","        0","","         0","X","         0","X","         4","X","         0","X","       302","X","       112","X","       118"," ","","","        25"," ","   -1.1","X,1215,+","     0"," ,X,1231,+","     0","T,X,1218, ","  50.3"," ,X,0719, ","   37.8","X,0819,+","-1.1","X,1215","","","","","","","","","-0.6","X,0114","","","","","","","     618.4","4","     618.4","X","    350.7"," ,X","        0","T,X","     22.10","X","     27.17","X","     17.03","X","","","","","       315","X","","","","","      18.5","X"
"USW00012928","1965","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2082.1","","    2082.1","X","        72","X","        44","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       311","X","       112","X","       144"," ","        34"," ","        32"," ","    0.6","X,0117, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  47.5"," ,X,0605, ","   38.9","X,0910, ","","","","","","","","","","","","","","","","","","","     514.4","4","     514.4","X","    732.3"," ,X","        0"," ,X","     22.99","X","     27.94","X","     18.05","X","","","","","       315","X","","","","","      20.0","X"
"USW00012928","1966","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1947.7","","    1947.7","X","        80","X","        42","X","         9","X","        0","","         0","X","         0","X","         8","X","         0","X","       290","X","       118","X","       197"," ","        48"," ","        33"," ","   -3.3","X,0130, ","     0"," ,X,1231,+","     0","T,X,0121, ","  91.7"," ,X,0827, ","   37.2","X,0906,+","-1.1","X,1211","-2.2","X,1212","","","","","","","-3.3","X,0130","-3.3","X,0130","","","","","     543.0","0","     543.0","X","    811.8"," ,X","        0","T,X","     21.86","X","     27.12","X","     16.61","X","","","","","       360","X","","","","","      23.6","X"
"USW00012928","1967","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2024.7","","    2024.7","X","        68","X","        45","X","        14","X","        0","","         1","X","         0","X","         2","X","         0","X","       316","X","       100","X","       139"," ","        41"," ","        28"," ","   -1.1","X,1223, ","     0"," ,X,1231,+","    58"," ,X,0109, "," 174.0"," ,X,0920, ","   38.9","X,0731,+","-1.1","X,1223","","","","","","","","","-0.6","X,0104","","","","","","","     450.7","7","     450.7","X","    985.9"," ,X","       58"," ,X","     22.60","X","     27.72","X","     17.48","X","","","","","       113","X","","","","","      40.6","X"
"USW00012928","1968","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1926.6","","    1926.6","X","        85","X","        61","X","         6","X","        0","","         0","X","         0","X","         6","X","         0","X","       294","X","        93","X","       211"," ","        36"," ","        43"," ","   -2.2","X,1224, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  69.1"," ,X,0507, ","   36.1","X,0812,+","-2.2","X,1224","-2.2","X,1224","","","","","","","-1.7","X,0224","","","","","","","     654.6","6","     654.6","X","    767.4"," ,X","        0"," ,X","     21.79","X","     26.58","X","     17.00","X","","","","","       225","X","","","","","      25.7","X"
"USW00012928","1969","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2064.2","","    2064.2","X","        81","X","        41","X","         5","X","        0","","         0","X","         0","X","         2","X","         0","X","       312","X","       122","X","       210"," ","        60"," ","        32"," ","   -1.1","X,0105, ","     0"," ,X,1231,+","     0","T,X,1230, ","  93.2"," ,X,0910, ","   39.4","X,0818,+","0.0","X,1120","","","","","","","","","-1.1","X,0105","","","","","","","     451.4","4","     451.4","X","    561.6"," ,X","        0","T,X","     22.79","X","     28.16","X","     17.43","X","","","","","","","","","","","",""
"USW00012928","1970","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1847.8","","    1847.8","X","        67","X","        36","X","         5","X","        0","","         0","X","         0","X","         8","X","         0","X","       307","X","       110","X","       188"," ","        39"," ","        40"," ","   -5.0","X,0107, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  84.1"," ,X,0624, ","   38.3","X,0823, ","0.0","X,1116","","","","","","","","","0.0","X,0204","-5.0","X,0107","-5.0","X,0107","","","     573.9","9","     573.9","X","    639.7"," ,X","        0"," ,X","     21.82","X","     27.30","X","     16.33","X","","","","","        45","X","","","","","      28.8","X"
"USW00012928","1971","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2182.4","","    2182.4","X","        64","X","        46","X","        11","X","        0","","         0","X","         0","X","         3","X","         0","X","       332","X","       133","X","       170"," ","        33"," ","        50"," ","   -2.2","X,0209, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  73.2"," ,X,0627, ","   38.3","X,0730, ","","","","","","","","","","","0.0","X,0304","-2.2","X,0209","","","","","     383.6","6","     383.6","X","    795.4"," ,X","        0"," ,X","     23.37","X","     28.87","X","     17.87","X","","","","","       330","X","","","","","      29.3","X"
"USW00012928","1972","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2146.4","","    2146.4","X","        86","X","        46","X","        10","X","        0","","         0","X","         0","X","         7","X","         0","X","       314","X","       128","X","       205"," ","        43"," ","        46"," ","   -2.8","X,1216, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  84.8"," ,X,0229, ","   36.7","X,0626,+","0.0","X,1211","-2.8","X,1216","","","","","","","-1.1","X,0204","","","","","","","     290.9","9","     290.9","X","    839.6"," ,X","        0"," ,X","     22.83","X","     28.24","X","     17.41","X","","","","","        50","X","","","","","      31.9","X"
"USW00012928","1973","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2106.2","","    2106.2","X","        82","X","        48","X","        13","X","        0","","         1","X","         0","X","        11","X","         0","X","       312","X","       132","X","       202"," ","        41"," ","        40"," ","   -5.6","X,1221, ","     0","T,X,0209, ","    48"," ,X,0208, "," 153.4"," ,X,1011, ","   39.4","X,0730,+","-1.1","X,1220","-5.6","X,1221","-5.6","X,1221","","","","","-2.2","X,0210","-2.2","X,0210","","","","","     698.9","9","     698.9","X","   1261.8"," ,X","       56"," ,X","     22.58","X","     27.97","X","     17.18","X","","","","","","","","","","","",""
"USW00012928","1974","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1728.3","","    1728.3","X","        66","X","        35","X","         4","X","        0","","         0","X","         0","X","         7","X","         0","X","       304","X","        97","X","       177"," ","        33"," ","        35"," ","   -2.8","X,0226,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  67.3"," ,X,0314, ","   37.2","X,0802, ","0.0","X,1130","","","","","","","","","-2.8","X,0226","-2.8","X,0226","","","","","     477.6","6","     477.6","X","    453.5"," ,X","        0"," ,X","     21.31","X","     27.11","X","     15.51","X","","","","","       340","X","","","","","      21.6","X"
"USW00012928","1975","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1873.2","","    1873.2","X","        81","X","        44","X","        11","X","        0","","         0","X","         0","X","         4","X","         0","X","       314","X","       108","X","       196"," ","        43"," ","        35"," ","   -7.2","X,0113, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  60.2"," ,X,0715, ","   37.2","X,0418, ","","","","","","","","","","","-0.6","X,0207","-3.3","X,0114","-7.2","X,0113","-7.2","X,0113","     598.4","4","     598.4","X","    722.7"," ,X","        0"," ,X","     21.95","X","     27.80","X","     16.09","X","","","","","       180","X","","","","","      21.6","X"
"USW00012928","1976","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1763.9","","    1763.9","X","       103","X","        54","X","        12","X","        0","","         0","X","         0","X","         9","X","         0","X","       295","X","       111","X","       197"," ","        34"," ","        49"," ","   -3.9","X,0108, ","     0"," ,X,1231,+","     0","T,X,1129,+"," 137.7"," ,X,0404, ","   40.6","X,0809, ","0.0","X,1128","","","","","","","","","0.0","X,0223","-2.8","X,0109","","","","","     498.9","9","     498.9","X","   1198.6"," ,X","        0","T,X","     21.35","X","     26.83","X","     15.87","X","","","","","       350","X","","","","","      25.2","X"
"USW00012928","1977","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2011.8","","    2011.8","X","        69","X","        42","X","         5","X","        0","","         0","X","         0","X","         8","X","         0","X","       306","X","       125","X","       189"," ","        40"," ","        35"," ","   -2.8","X,0119,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  48.8"," ,X,1101, ","   40.0","X,0802, ","","","","","","","","","","","-2.8","X,0119","-2.8","X,0119","","","","","     849.8","8","     849.8","X","    554.7"," ,X","        0"," ,X","     22.10","X","     27.84","X","     16.35","X","","","","","","","","","","","",""
"USW00012928","1978","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1997.5","","    1997.5","X","        75","X","        43","X","         6","X","        0","","         0","X","         0","X","        11","X","         0","X","       297","X","       125","X","       208"," ","        46"," ","        38"," ","   -6.7","X,1210, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  56.9"," ,X,0607, ","   38.3","X,0512, ","-2.8","X,1209","-2.8","X,1209","-6.7","X,1210","-6.7","X,1210","","","-1.1","X,0222","-3.9","X,0120","","","","","     731.7","7","     731.7","X","    645.2"," ,X","        0"," ,X","     21.71","X","     27.12","X","     16.29","X","","","","","       300","X","","","","","      18.0","X"
"USW00012928","1979","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1760.6","","    1760.6","X","        82","X","        45","X","         9","X","        0","","         0","X","         0","X","        12","X","         0","X","       301","X","        87","X","       221"," ","        31"," ","        41"," ","   -6.7","X,0103, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  55.6"," ,X,0429, ","   37.8","X,0724, ","-0.6","X,1130","","","","","","","","","0.0","X,0217","-2.2","X,0114","-6.7","X,0103","-6.7","X,0103","     648.0","0","     648.0","X","    732.0"," ,X","        0"," ,X","     21.21","X","     26.73","X","     15.69","X","","","","","        50","X","","","","","      24.7","X"
"USW00012928","1980","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2058.9","","    2058.9","X","        66","X","        32","X","         7","X","        0","","         0","X","         0","X","         6","X","         0","X","       308","X","       141","X","","","","","","","   -3.3","X,0302, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  89.7"," ,X,0809, ","   40.0","X,0627, ","","","","","","","","","","","-1.1","X,0303","-3.3","X,0302","","","","","     537.5","5","     537.5","X","    580.1"," ,X","        0"," ,X","     22.35","X","     28.20","X","     16.49","X","","","","","","","","","","","",""
"USW00012928","1981","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2024.0","","    2024.0","X","        82","X","        44","X","        15","X","        0","","         0","X","         0","X","         2","X","         0","X","       317","X","       136","X","","","","","","","   -2.8","X,0211, ","     0"," ,X,1231,+","     3"," ,X,0117, ","  96.0"," ,X,1022, ","   38.3","X,0818, ","","","","","","","","","","","-0.6","X,0212","-2.8","X,0211","","","","","     578.1","1","     578.1","X","   1076.4"," ,X","        3"," ,X","     22.62","X","     28.11","X","     17.14","X","","","","","       290","X","","","","","      24.2","X"
"USW00012928","1982","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2124.2","","    2124.2","X","        67","X","        30","X","         3","X","        0","","         0","X","         0","X","         9","X","         1","X","       301","X","       147","X","","","","","","","   -5.6","X,0114, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  47.2"," ,X,0225, ","   38.3","X,0814, ","","","","","","","","","","","-2.8","X,0206","-2.8","X,0206","-5.6","X,0114","","","     526.9","9","     526.9","X","    348.4"," ,X","        0"," ,X","     22.49","X","     28.18","X","     16.80","X","","","","","       360","X","","","","","      25.2","X"
"USW00012928","1983","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   1916.4","","    1916.4","X","        85","X","        44","X","         7","X","        0","","         0","X","         0","X","        10","X","         2","X","       308","X","       123","X","","","","","","","   -9.4","X,1225, ","     0"," ,X,1231,+","     0","T,X,1224,+","  43.2"," ,X,0606, ","   38.3","X,0818,+","-1.1","X,1219","-2.8","X,1222","-5.6","X,1224","-9.4","X,1225","-9.4","X,1225","","","","","","","","","     518.6","6","     518.6","X","    644.0"," ,X","        0","T,X","     21.84","X","     27.74","X","     15.94","X","","","","","        20","X","","","","","      23.6","X"
"USW00012928","1984","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2138.5","","    2138.5","X","        76","X","        31","X","         2","X","        0","","         0","X","         0","X","         5","X","         0","X","       315","X","       148","X","","","         8"," ","","","   -3.3","X,0119, ","     0"," ,X,1231,+","     0","T,X,0701, ","  48.0"," ,X,1007, ","   41.7","X,0426, ","-0.6","X,1207","","","","","","","","","-0.6","X,0121","-3.3","X,0119","","","","","     664.5","5","     664.5","X","    380.7"," ,X","        0","T,X","     22.90","X","     28.79","X","     17.01","X","","","","","       300","X","","","","","      26.7","X"
"USW00012928","1985","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2136.8","","    2136.8","X","        96","X","        49","X","        10","X","        0","","         0","X","         0","X","        12","X","         1","X","       293","X","       137","X","","","         5"," ","","","   -6.1","X,0121, ","     0"," ,X,1231,+","     0","T,X,0201,+","  54.4"," ,X,0518, ","   39.4","X,0826, ","-2.8","X,1214","-2.8","X,1214","","","","","","","-0.6","X,0203","-4.4","X,0202","-4.4","X,0202","","","     523.3","3","     523.3","X","    760.3"," ,X","        0","T,X","     22.42","X","     27.76","X","     17.07","X","","","","","       350","X","","","","","      22.1","X"
"USW00012928","1986","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","","","   2160.4","","    2160.4","X","        87","X","        41","X","         2","X","        0","","         0","X","         0","X","         0","X","         0","X","       311","X","       147","X","       122"," ","         9"," ","        23"," ","    0.6","X,0211, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 176.0"," ,X,1109, ","   39.4","X,0819, ","","","","","","","","","","","","","","","","","","","     406.4","4","     406.4","X","    658.5"," ,X","        0"," ,X","     22.98","X","     28.70","X","     17.26","X","","","","","       190","X","","","","","      21.1","X"
"USW00012928","1987","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","       3.8","X","   1971.8","","    1971.8","X","        71","X","        38","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       302","X","       128","X","       203"," ","        10"," ","        25"," ","    0.6","X,0331, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  61.7"," ,X,0610, ","   37.8","X,0918,+","","","","","","","","","","","","","","","","","","","     577.2","2","     577.2","X","    672.2"," ,X","        0"," ,X","     22.34","X","     28.20","X","     16.49","X","","","","","       330","X","","","","","      23.1","X"
"USW00012928","1988","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","       3.6","X","   2109.3","","    2109.3","X","        67","X","        29","X","         4","X","        0","","         0","X","         0","X","         3","X","         0","X","       310","X","       147","X","       218"," ","        20"," ","        26"," ","   -1.7","X,0212, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  73.4"," ,X,0916, ","   41.1","X,0810, ","","","","","","","","","","","-1.7","X,0212","","","","","","","     561.7","7","     561.7","X","    410.2"," ,X","        0"," ,X","     22.64","X","     28.74","X","     16.53","X","","","","","","","","","","","",""
"USW00012928","1989","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","       4.1","X","   2270.9","","    2270.9","X","        61","X","        26","X","         8","X","        0","","         0","X","         0","X","        15","X","         2","X","       301","X","       167","X","       184"," ","        12"," ","        21"," ","   -9.4","X,1223, ","     0","T,X,0913,+","     0","T,X,1212,+","  84.8"," ,X,0728, ","   40.6","X,0408, ","-2.8","X,1213","-2.8","X,1213","-5.6","X,1222","-9.4","X,1223","-9.4","X,1223","0.0","X,0308","-2.2","X,0307","","","","","     448.6","6","     448.6","X","    578.5"," ,X","        0","T,X","     22.75","X","     28.74","X","     16.76","X","","","","","       100","X","","","","","      25.7","X"
"USW00012928","1990","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","       3.9","X","   2298.5","","    2298.5","X","        74","X","        31","X","         4","X","        0","","         0","X","         0","X","         4","X","         0","X","       328","X","       158","X","       147"," ","        13"," ","        26"," ","   -3.3","X,1224,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  41.7"," ,X,0221, ","   40.0","X,0623, ","-2.8","X,1222","-2.8","X,1222","","","","","","","","","","","","","","","     462.8","8","     462.8","X","    442.0"," ,X","        0"," ,X","     23.67","X","     29.52","X","     17.82","X","","","","","       300","X","","","","","      23.1","X"
"USW00012928","1991","27.50898","-97.80408","13.4","KINGSVILLE NAAS, TX US","       3.4","X","   2240.8","","    2240.8","X","       104","X","        63","X","        10","X","        0","","         0","X","         0","X","         1","X","         0","X","       311","X","       159","X","","","        14"," ","","","    0.0","X,1124, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 128.3"," ,X,1221, ","   39.4","X,0730, ","0.0","X,1124","","","","","","","","","","","","","","","","","     429.9","9","     429.9","X","    977.8"," ,X","        0"," ,X","     23.23","X","     28.68","X","     17.78","X","","","","","       360","X","","","","","      21.6","X"
