"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00034415","1969","49.183","37.3","78.0","IZIUM, UP","       118","I","        56","I","         2","I","","","","","","","","","","","","","  38.0"," ,I,0621, ","","","","","","","","","","","","","","","","","","","","","","","    503.1"," ,I","","","",""
"UPM00034415","1971","49.183","37.3","78.0","IZIUM, UP","       120","I","        51","I","         0","I","","","","","","","","","","","","","  23.2"," ,I,0908, ","","","","","","","","","","","","","","","","","","","","","","","    470.4"," ,I","","","",""
"UPM00034415","1972","49.183","37.3","78.0","IZIUM, UP","       105","I","        48","I","         5","I","","","","","","","","","","","","","  44.9"," ,I,0928, ","","","","","","","","","","","","","","","","","","","","","","","    555.0"," ,I","","","",""
"UPM00034415","1973","49.183","37.3","78.0","IZIUM, UP","       144","I","        69","I","         4","I","","","","","","","","","","","","","  42.2"," ,I,0612, ","","","","","","","","","","","","","","","","","","","","","","","    683.3"," ,I","","","",""
"UPM00034415","1975","49.183","37.3","78.0","IZIUM, UP","       104","S","        48","S","         2","S","","","","","        48","S","       147","S","        16","S","","","  33.8"," ,S,0729, ","   35.0","S,0717,+","","","","","","","","","","","","","","","","","","","","","    456.4"," ,S","     15.18","S","",""
"UPM00034415","1976","49.183","37.3","78.0","IZIUM, UP","       140","I","        60","I","         4","I","","","","","","","","","","","","","  71.9"," ,I,0320, ","","","","","","","","","","","","","","","","","","","","","","","    752.6"," ,I","","","",""
"UPM00034415","1977","49.183","37.3","78.0","IZIUM, UP","       145","I","        73","I","         6","I","","","","","        53","S","       100","S","         0","S","","","  38.8"," ,I,0826, ","   32.0","S,0726, ","","","","","","","","","","","","","","","","","","","","","    754.0"," ,I","     12.52","S","",""
"UPM00034415","1978","49.183","37.3","78.0","IZIUM, UP","       143","I","        73","I","         1","I","","","","","","","","","","","","","  40.8"," ,I,0517, ","","","","","","","","","","","","","","","","","","","","","","","    721.5"," ,I","","","",""
"UPM00034415","1979","49.183","37.3","78.0","IZIUM, UP","       124","I","        55","I","         2","I","","","","","","","","","","","","","  38.3"," ,I,0404, ","","","","","","","","","","","","","","","","","","","","","","","    541.7"," ,I","","","",""
"UPM00034415","1980","49.183","37.3","78.0","IZIUM, UP","       155","I","        78","I","         3","I","","","","","","","","","","","","","  27.1"," ,I,0611, ","","","","","","","","","","","","","","","","","","","","","","","    721.4"," ,I","","","",""
"UPM00034415","1981","49.183","37.3","78.0","IZIUM, UP","       134","I","        74","I","         1","I","","","","","","","","","","","","","  26.6"," ,I,0531, ","","","","","","","","","","","","","","","","","","","","","","","    620.1"," ,I","","","",""
"UPM00034415","1982","49.183","37.3","78.0","IZIUM, UP","       119","I","        65","I","         2","I","","","","","","","","","","","","","  30.4"," ,I,0524, ","","","","","","","","","","","","","","","","","","","","","","","    519.5"," ,I","","","",""
"UPM00034415","1984","49.183","37.3","78.0","IZIUM, UP","       111","I","        50","I","         1","I","","","","","","","","","","","","","  27.0"," ,I,0211, ","","","","","","","","","","","","","","","","","","","","","","","    486.4"," ,I","","","",""
"UPM00034415","1985","49.183","37.3","78.0","IZIUM, UP","       132","I","        57","I","         2","I","","","","","","","","","","","","","  31.3"," ,I,1128, ","","","","","","","","","","","","","","","","","","","","","","","    511.5"," ,I","","","",""
"UPM00034415","1986","49.183","37.3","78.0","IZIUM, UP","       112","I","        46","I","         2","I","","","","","","","","","","","","","  28.2"," ,I,0421, ","","","","","","","","","","","","","","","","","","","","","","","    466.7"," ,I","","","",""
"UPM00034415","1987","49.183","37.3","78.0","IZIUM, UP","       126","I","        62","I","         1","I","","","","","","","","","","","","","  30.7"," ,I,0607, ","","","","","","","","","","","","","","","","","","","","","","","    500.0"," ,I","","","",""
"UPM00034415","1988","49.183","37.3","78.0","IZIUM, UP","       144","I","        73","I","         5","I","","","","","","","","","","","","","  68.5"," ,I,0718, ","","","","","","","","","","","","","","","","","","","","","","","    703.4"," ,I","","","",""
"UPM00034415","1990","49.183","37.3","78.0","IZIUM, UP","       122","I","        67","I","         0","I","","","","","","","","","","","","","  23.6"," ,I,1031, ","","","","","","","","","","","","","","","","","","","","","","","    522.7"," ,I","","","",""
"UPM00034415","2001","49.183","37.3","78.0","IZIUM, UP","","","","","","","         7","u","       112","u","","","","","","","  -27.0","u,1220, ","","","","","-3.7","u,1001","-3.7","u,1001","-4.6","u,1023","-8.1","u,1027","-10.0","u,1204","-0.3","u,0515","-3.9","u,0403","-5.3","u,0401","-6.7","u,0323","-16.0","u,0301","","","","","      3.90","u"
"UPM00034415","2003","49.183","37.3","78.0","IZIUM, UP","","","","","","","         9","u","       131","u","","","","","","","  -27.0","u,0113, ","","","","","-1.2","u,0922","-2.4","u,1026","-7.9","u,1029","-7.9","u,1029","-14.6","u,1211","-3.9","u,0427","-3.9","u,0427","-5.6","u,0403","-6.7","u,0329","-16.5","u,0324","","","","","      2.59","u"
"UPM00034415","2013","49.183","37.3","78.0","IZIUM, UP","","","","","","","","","","","        24","S","       145","S","        21","S","","","","","   36.3","S,0814, ","","","","","","","","","","","","","","","","","","","","","","","     15.42","S","",""
"UPM00034415","2014","49.183","37.3","78.0","IZIUM, UP","","","","","","","","","","","        44","S","       148","S","        25","S","","","","","   38.7","S,0815, ","","","","","","","","","","","","","","","","","","","","","","","     15.03","S","",""
"UPM00034415","2015","49.183","37.3","78.0","IZIUM, UP","","","","","","","","","","","        21","S","       154","S","        24","S","","","","","   38.3","S,0727, ","","","","","","","","","","","","","","","","","","","","","","","     15.61","S","",""
