"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00027281","1916","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        61","0","        32","0","         4","0","        0","","         0","0","","","","","         0","0","       251","0","       117","0","","","","","","","     0"," ,0,1231,+","     0","T,0,1226,+","  48.8"," ,0,0117, ","   42.8","0,0617, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    477.4"," ,0","        0","T,0","","","     26.23","0","","","",""
"USC00027281","1917","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1616.4","","    1616.4","0","        50","0","        30","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       265","0","       129","0","","","","","    0.6","0,0218,+","     0"," ,0,1231,+","     0","T,0,0228,+","  34.3"," ,0,0218, ","   42.8","0,0701, ","","","","","","","","","","","","","","","","","","","    1219.7","7","    1219.7","0","","","","","    364.9"," ,0","        0","T,0","     20.07","0","     26.84","0","     13.30","0","",""
"USC00027281","1918","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        43","0","        34","0","         4","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.0"," ,0,0309, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    444.7"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","1920","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1336.6","","    1336.6","0","        52","0","        38","0","         4","0","        0","","         0","0","         0","0","         6","0","         0","0","       198","0","       117","0","","","","","   -0.6","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.5"," ,0,1020, ","   42.2","0,0710,+","","","0.0","0,1213","","","","","","","0.0","0,0110","","","","","","","","","","","","","","","    518.6"," ,0","        0"," ,0","     19.28","0","     25.94","0","     12.62","0","",""
"USC00027281","1921","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        54","0","        45","0","         1","0","        0","","         0","0","         0","0","         3","0","","","","","","","         3"," ","","","   -0.6","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.0"," ,0,1223, ","","","","","","","","","","","","","0.0","0,0216","","","","","","","","","","","","","","","    493.0"," ,0","        0"," ,0","","","","","     12.95","0","",""
"USC00027281","1922","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1763.5","","    1763.5","0","        52","0","        38","0","         5","0","        0","","         0","0","         0","0","        14","0","         0","0","       217","0","       149","0","","","         6"," ","   -1.7","0,0204,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.9"," ,0,0317, ","   43.3","0,0620,+","","","","","","","","","","","0.0","0,0312","","","","","","","    1157.1","1","    1157.1","0","","","","","    436.2"," ,0","        0"," ,0","     19.59","0","     26.63","0","     12.55","0","",""
"USC00027281","1923","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        57","0","        39","0","         2","0","        0","","         1","0","","","","","         0","0","       239","0","       119","0","         2"," ","         2"," ","","","     0"," ,0,1231,+","    76"," ,0,1210, ","  39.6"," ,0,0831, ","   43.3","0,0630, ","","","","","","","","","","","","","","","","","","","    1114.1","1","    1114.1"," ","","","","","    420.6"," ,0","       76"," ,0","","","     26.01","0","","","",""
"USC00027281","1924","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        31","0","        21","0","         0","0","        0","","         0","0","","","","","","","","","","","","","         4"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.1"," ,0,1217, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    227.3"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","1925","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        50","0","        28","0","         3","0","        0","","         0","0","","","","","","","","","","","","","        23"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.6"," ,0,0422, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    318.9"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","1926","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        69","0","        42","0","         3","0","        0","","         0","0","","","","","         0","0","       260","0","       135","0","","","        26"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.0"," ,0,0406, ","   43.9","0,0628, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    462.1"," ,0","        0"," ,0","","","     27.21","0","","","",""
"USC00027281","1927","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1565.9","","    1565.9","0","        54","0","        39","0","         3","0","        0","","         0","0","         0","0","         4","0","         0","0","       265","0","       140","0","","","         9"," ","   -1.1","0,0103,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.6"," ,0,0213, ","   43.9","0,0724, ","","","0.0","0,1217","","","","","","","-1.1","0,0103","","","","","","","    1057.7","7","    1057.7","0","","","","","    481.2"," ,0","        0"," ,0","     19.87","0","     27.37","0","     12.38","0","",""
"USC00027281","1928","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1782.9","","    1782.9","0","        51","0","        25","0","         2","0","        0","","         0","0","         0","0","        22","0","         0","0","       255","0","       150","0","","","        19"," ","   -3.3","0,1225,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0825, ","   43.3","0,0810, ","","","-3.3","0,1130","-3.3","0,1130","","","","","0.0","0,0218","","","","","","","     955.2","2","     955.2","0","","","","","    273.8"," ,0","        0"," ,0","     20.12","0","     27.99","0","     12.25","0","",""
"USC00027281","1929","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1582.8","","    1582.8","0","        40","0","        28","0","         1","0","        0","","         0","0","         0","0","        47","0","         0","0","       249","0","       134","0","","","        27"," ","   -3.9","0,0126, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.2"," ,0,0808, ","   46.1","0,0626, ","","","-0.6","0,1123","-2.8","0,1222","","","","","-0.6","0,0301","-2.8","0,0211","","","","","    1352.1","1","    1352.1","0","","","","","    326.3"," ,0","        0"," ,0","     19.12","0","     26.94","0","     11.31","0","",""
"USC00027281","1930","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1514.6","","    1514.6","0","        52","0","        37","0","         5","0","        0","","         0","0","         0","0","        31","0","         0","0","       258","0","       132","0","","","        21"," ","   -5.0","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.3"," ,0,0112, ","   43.9","0,0707, ","","","0.0","0,1119","-2.8","0,1219","-5.0","0,1221","","","-1.1","0,0125","-2.2","0,0124","","","","","    1079.1","1","    1079.1","0","","","","","    464.0"," ,0","        0"," ,0","     19.24","0","     27.28","0","     11.20","0","",""
"USC00027281","1931","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        76","0","        50","0","         9","0","        0","","         0","0","","","","","         0","0","       247","0","       140","0","","","        25"," ","","","     0"," ,0,1231,+","     0","T,0,1122, ","  71.1"," ,0,1122, ","   44.4","0,0726, ","","","","","","","","","","","","","","","","","","","    1145.8","8","    1145.8","0","","","","","    723.4"," ,0","        0","T,0","","","     26.96","0","","","",""
"USC00027281","1932","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1667.0","","    1667.0","0","        59","0","        35","0","         4","0","        0","","         0","0","         0","0","        37","0","         0","0","       253","0","       125","0","","","         1"," ","   -5.0","0,0130, ","     0"," ,0,1231,+","     0","T,0,1229,+","  38.9"," ,0,1215, ","   42.2","0,0722,+","","","-0.6","0,1217","","","","","","","0.0","0,0206","-2.2","0,0204","-5.0","0,0130","","","","","","","","","","","    427.3"," ,0","        0","T,0","     19.40","0","     26.34","0","     12.46","0","",""
"USC00027281","1933","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00027281","1934","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1801.8","","    1801.8","0","        38","0","        18","0","         1","0","        0","","         0","0","         0","0","        18","0","         0","0","       275","0","       162","0","","","         2"," ","   -3.3","0,1205,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.0"," ,0,0224, ","   44.4","0,0713, ","","","0.0","0,1129","-3.3","0,1203","","","","","0.0","0,0115","","","","","","","     792.4","4","     792.4","0","","","","","    247.8"," ,0","        0"," ,0","     20.89","0","     28.69","0","     13.10","0","",""
"USC00027281","1935","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1564.8","","    1564.8","0","        65","0","        44","0","         3","0","        0","","         0","0","         0","0","         9","0","         0","0","       240","0","       128","0","","","","","   -3.9","0,0122, ","     0"," ,0,1231,+","     0","T,0,0310, ","  42.9"," ,0,0303, ","   42.2","0,0714, ","","","0.0","0,1216","","","","","","","0.0","0,0311","-2.8","0,0123","","","","","    1161.4","4","    1161.4","0","","","","","    438.0"," ,0","        0","T,0","     19.25","0","     26.25","0","     12.24","0","",""
"USC00027281","1936","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1812.5","","    1812.5","0","        65","0","        38","0","         2","0","        0","","         0","0","         0","0","        17","0","         0","0","       249","0","       156","0","","","","","   -1.1","0,0120,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.0"," ,0,1229, ","   45.0","0,0620,+","","","0.0","0,1211","","","","","","","-0.6","0,0208","","","","","","","    1126.6","6","    1126.6","0","","","","","    464.3"," ,0","        0"," ,0","     20.37","0","     27.73","0","     13.01","0","",""
"USC00027281","1937","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        57","0","        28","0","         4","0","        0","","         1","0","","","","","","","","","","","","","         3"," ","","","     0"," ,0,1231,+","    64"," ,0,0121, ","  34.8"," ,0,0207, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    352.8"," ,0","       64"," ,0","","","","","","","",""
"USC00027281","1938","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1732.1","","    1732.1","0","        54","0","        31","0","         2","0","        0","","         0","0","         0","0","        24","0","         0","0","       246","0","       154","0","         1"," ","         3"," ","   -3.3","0,1126, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.8"," ,0,0304, ","   44.4","0,0803, ","","","-2.2","0,1113","-2.2","0,1113","","","","","","","","","","","","","     930.8","8","     930.8","0","","","","","    354.3"," ,0","        0"," ,0","     19.97","0","     27.76","0","     12.18","0","",""
"USC00027281","1939","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1483.1","","    1483.1","0","        51","0","        35","0","         0","0","        0","","         2","0","         0","0","        35","0","         0","0","       270","0","       131","0","         1"," ","         1"," ","   -4.4","0,0211, ","     0"," ,0,1231,+","    89"," ,0,0209, ","  22.9"," ,0,0912, ","   44.4","0,0714,+","","","0.0","0,1223","","","","","","","0.0","0,0307","-2.2","0,0301","-4.4","0,0211","","","    1300.5","5","    1300.5","0","","","","","    301.9"," ,0","      114"," ,0","     19.00","0","     26.73","0","     11.27","0","",""
"USC00027281","1940","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1800.5","","    1800.5","0","        65","0","        39","0","         4","0","        0","","         0","0","         0","0","        10","0","         0","0","       258","0","       152","0","         1"," ","","","   -2.2","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.4"," ,0,1230, ","   43.9","0,0724,+","","","","","","","","","","","0.0","0,0214","-2.2","0,0120","","","","","    1004.2","2","    1004.2","0","","","","","    544.7"," ,0","        0"," ,0","     20.38","0","     27.90","0","     12.85","0","",""
"USC00027281","1941","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1521.5","","    1521.5","0","        78","0","        56","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       238","0","       126","0","","","         5"," ","    0.6","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.1"," ,0,1113, ","   43.3","0,0803, ","","","","","","","","","","","","","","","","","","","    1108.8","8","    1108.8","0","","","","","    656.5"," ,0","        0"," ,0","     19.72","0","     26.01","0","     13.43","0","",""
"USC00027281","1942","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1721.5","","    1721.5","0","        43","0","        26","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       258","0","       142","0","","","         2"," ","   -0.6","0,0105,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.8"," ,0,0102, ","   43.3","0,0715,+","","","","","","","","","","","-0.6","0,0105","","","","","","","     997.0","0","     997.0","0","","","","","    282.4"," ,0","        0"," ,0","     20.45","0","     27.44","0","     13.46","0","",""
"USC00027281","1943","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1853.3","","    1853.3","0","        45","0","        26","0","         5","0","        0","","         0","0","         0","0","         2","0","         0","0","       263","0","       147","0","","","         4"," ","    0.0","0,0211,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.7"," ,0,0811, ","   43.3","0,0801,+","","","","","","","","","","","0.0","0,0211","","","","","","","     797.5","5","     797.5","0","","","","","    400.2"," ,0","        0"," ,0","     21.15","0","     27.83","0","     14.47","0","",""
"USC00027281","1944","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1627.7","","    1627.7","0","        62","0","        37","0","         3","0","        0","","         0","0","         0","0","         4","0","         0","0","       234","0","       121","0","","","         6"," ","    0.0","0,0116,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.0"," ,0,0225, ","   43.3","0,0807, ","","","","","","","","","","","0.0","0,0116","","","","","","","    1074.7","7","    1074.7","0","","","","","    412.2"," ,0","        0"," ,0","     19.52","0","     26.13","0","     12.90","0","",""
"USC00027281","1945","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1616.4","","    1616.4","0","        49","0","        32","0","         3","0","        0","","         0","0","         0","0","         5","0","         0","0","       246","0","       133","0","","","","","   -1.1","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.3"," ,0,0818, ","   43.3","0,0917,+","","","-1.1","0,1214","","","","","","","","","","","","","","","    1146.2","2","    1146.2","0","","","","","    353.1"," ,0","        0"," ,0","     19.58","0","     26.92","0","     12.24","0","",""
"USC00027281","1947","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1644.8","","    1644.8","0","        47","0","        28","0","         3","0","        0","","         0","0","         0","0","        27","0","         0","0","       255","0","       150","0","","","","","   -3.3","0,0105, ","     0","T,0,0102, ","     0","T,0,0117,+","  36.3"," ,0,0919, ","   43.9","0,0719,+","","","-0.6","0,1210","-2.2","0,1213","","","","","0.0","0,0201","-3.3","0,0105","","","","","    1088.5","5","    1088.5","0","","","","","    295.0"," ,0","        0","T,0","     19.57","0","     27.53","0","     11.60","0","",""
"USC00027281","1948","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1743.0","","    1743.0","0","        39","0","        24","0","         3","0","        0","","         0","0","         0","0","        54","0","         0","0","       244","0","       154","0","","","","","   -5.6","0,0130,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.6"," ,0,1223, ","   44.4","0,0903, ","","","-0.6","0,1110","-2.2","0,1128","","","","","0.0","0,0307","-2.8","0,0214","-4.4","0,0131","","","    1361.3","3","    1361.3","0","","","","","    290.2"," ,0","        0"," ,0","     19.36","0","     27.46","0","     11.27","0","",""
"USC00027281","1949","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        53","0","        31","0","         2","0","        0","","         0","0","","","","","         0","0","       271","0","       141","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.2"," ,0,0711, ","   46.7","0,0716, ","","","","","","","","","","","","","","","","","","","    1335.4","4","    1335.4"," ","","","","","    370.2"," ,0","        0"," ,0","","","     27.22","0","","","",""
"USC00027281","1950","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        29","0","        19","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.3"," ,0,0130, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    247.1"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","1951","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1610.4","","    1610.4","0","        55","0","        36","0","         3","0","        0","","         0","0","         0","0","        35","0","         0","0","       260","0","       142","0","","","","","   -3.9","0,0101, ","     0","T,0,0302, ","     0","T,0,0302, ","  53.8"," ,0,0828, ","   46.1","0,0710, ","","","0.0","0,1208","-2.2","0,1223","","","","","-0.6","0,0304","-2.2","0,0203","","","","","","","","","","","","","    465.3"," ,0","        0","T,0","     19.39","0","     27.65","0","     11.13","0","     36353","0"
"USC00027281","1952","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        57","0","        29","0","         5","0","        0","","         0","0","","","","","         0","0","       236","0","       157","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.6"," ,0,1116, ","   42.2","0,0803,+","    2301.9","0","","","","","","","","","","","","","","","","","","","","","","","","","    419.4"," ,0","        0"," ,0","","","     27.11","0","","","     35107","0"
"USC00027281","1954","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1873.3","","    1873.3","0","        47","0","        31","0","         1","0","        0","","         0","0","         0","0","         7","0","         0","0","       285","0","       166","0","","","","","   -2.2","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.5"," ,0,0323, ","   43.3","0,0729,+","    2490.8","0","-1.7","0,1228","-2.2","0,1229","","","","","0.0","0,0103","","","","","","","","","","","","","","","    361.6"," ,0","        0"," ,0","     21.21","0","     28.37","0","     14.04","0","     32921","0"
"USC00027281","1955","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1631.4","","    1631.4","0","        45","0","        29","0","         2","0","        0","","         0","0","         0","0","        13","0","         0","0","       253","0","       143","0","","","","","   -1.7","0,0204, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.8"," ,0,0614, ","   44.4","0,0609, ","    2488.9","0","","","","","","","","","0.0","0,0224","","","","","","","    1055.5","5","    1055.5","0","","","","","    346.2"," ,0","        0"," ,0","     19.66","0","     26.77","0","     12.54","0","     40487","0"
"USC00027281","1956","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1814.5","","    1814.5","0","        25","0","        17","0","         0","0","        0","","         0","0","         0","0","        28","0","         0","0","       246","0","       153","0","","","","","   -3.9","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  19.3"," ,0,0217, ","   44.4","0,0709, ","    2912.6","0","0.0","0,1104","-2.8","0,1121","","","","","0.0","0,0218","-2.2","0,0204","","","","","    1068.0","0","    1068.0","0","","","","","    174.5"," ,0","        0"," ,0","     19.86","0","     27.65","0","     12.07","0","     48371","0"
"USC00027281","1957","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1568.0","","    1568.0","0","        66","0","        37","0","         2","0","        0","","         0","0","         0","0","        15","0","         0","0","       234","0","       130","0","","","","","   -1.7","0,1128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.1"," ,0,0108, ","   43.9","0,0731,+","    2571.6","0","0.0","0,1125","","","","","","","-1.1","0,0102","","","","","","","    1085.1","1","    1085.1","0","","","","","    372.1"," ,0","        0"," ,0","     19.67","0","     26.65","0","     12.70","0","     45951","0"
"USC00027281","1958","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1872.9","","    1872.9","0","        55","0","        33","0","         4","0","        0","","         0","0","         0","0","        17","0","         0","0","       232","0","       142","0","","","","","   -2.2","0,0124,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.9"," ,0,0928, ","   45.6","0,0711, ","","","-0.6","0,1118","","","","","","","-1.1","0,0125","-2.2","0,0124","","","","","    1299.5","5","    1299.5","0","","","","","    400.4"," ,0","        0"," ,0","     20.31","0","     27.40","0","     13.22","0","",""
"USC00027281","1959","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1861.1","","    1861.1","0","        45","0","        30","0","         3","0","        0","","         0","0","         0","0","         3","0","         0","0","       248","0","       149","0","","","","","    0.0","0,1215,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.6"," ,0,1030, ","   43.3","0,0618, ","","","0.0","0,1214","","","","","","","0.0","0,0101","","","","","","","     905.3","3","     905.3","0","","","","","    449.4"," ,0","        0"," ,0","     20.63","0","     27.64","0","     13.63","0","",""
