"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00047031","1904","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        32","a","        20","a","         1","a","","","","","","","","","","","","","  57.4"," ,a,1012, ","","","","","","","","","","","","","","","    204.8"," ,a","","","","","",""
"ASN00047031","1905","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        24","a","        12","a","         1","a","","","","","","","","","","","","","  38.1"," ,a,0410, ","","","","","","","","","","","","","","","    168.5"," ,a","","","","","",""
"ASN00047031","1906","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        36","a","        19","a","         0","a","","","","","","","","","","","","","  24.9"," ,a,0311, ","","","","","","","","","","","","","","","    159.5"," ,a","","","","","",""
"ASN00047031","1907","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        38","a","        20","a","         1","a","","","","","","","","","","","","","  35.3"," ,a,1227, ","","","","","","","","","","","","","","","    193.1"," ,a","","","","","",""
"ASN00047031","1909","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        38","a","        16","a","         0","a","","","","","","","","","","","","","  24.1"," ,a,0601, ","","","","","","","","","","","","","","","    162.5"," ,a","","","","","",""
"ASN00047031","1910","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        41","a","        20","a","         2","a","","","","","","","","","","","","","  36.1"," ,a,1105, ","","","","","","","","","","","","","","","    250.4"," ,a","","","","","",""
"ASN00047031","1911","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        44","a","        30","a","         6","a","","","","","","","","","","","","","  68.6"," ,a,1128, ","","","","","","","","","","","","","","","    507.5"," ,a","","","","","",""
"ASN00047031","1912","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        28","a","        21","a","         4","a","","","","","","","","","","","","","  47.5"," ,a,1116, ","","","","","","","","","","","","","","","    307.2"," ,a","","","","","",""
"ASN00047031","1913","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        25","a","        17","a","         0","a","","","","","","","","","","","","","  12.4"," ,a,1027, ","","","","","","","","","","","","","","","    115.0"," ,a","","","","","",""
"ASN00047031","1914","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        30","a","        19","a","         1","a","","","","","","","","","","","","","  25.4"," ,a,1225, ","","","","","","","","","","","","","","","    169.4"," ,a","","","","","",""
"ASN00047031","1916","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        61","a","        21","a","         2","a","","","","","","","","","","","","","  42.2"," ,a,0923, ","","","","","","","","","","","","","","","    220.9"," ,a","","","","","",""
"ASN00047031","1917","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        77","a","        28","a","         2","a","","","","","","","","","","","","","  32.5"," ,a,0220, ","","","","","","","","","","","","","","","    353.6"," ,a","","","","","",""
"ASN00047031","1918","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        44","a","        21","a","         1","a","","","","","","","","","","","","","  33.3"," ,a,0512, ","","","","","","","","","","","","","","","    202.1"," ,a","","","","","",""
"ASN00047031","1919","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        46","a","        16","a","         0","a","","","","","","","","","","","","","  24.1"," ,a,0507, ","","","","","","","","","","","","","","","    187.4"," ,a","","","","","",""
"ASN00047031","1920","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        55","a","        22","a","         0","a","","","","","","","","","","","","","  21.8"," ,a,1005, ","","","","","","","","","","","","","","","    225.8"," ,a","","","","","",""
"ASN00047031","1921","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        59","a","        31","a","         4","a","","","","","","","","","","","","","  46.7"," ,a,0222, ","","","","","","","","","","","","","","","    383.5"," ,a","","","","","",""
"ASN00047031","1922","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        49","a","        15","a","         0","a","","","","","","","","","","","","","  17.0"," ,a,0222, ","","","","","","","","","","","","","","","    133.1"," ,a","","","","","",""
"ASN00047031","1923","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        47","a","        14","a","         2","a","","","","","","","","","","","","","  37.8"," ,a,0604, ","","","","","","","","","","","","","","","    189.5"," ,a","","","","","",""
"ASN00047031","1924","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        22","a","        17","a","         0","a","","","","","","","","","","","","","  19.1"," ,a,1215, ","","","","","","","","","","","","","","","    137.5"," ,a","","","","","",""
"ASN00047031","1925","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        26","a","        18","a","         1","a","","","","","","","","","","","","","  33.8"," ,a,0517, ","","","","","","","","","","","","","","","    182.1"," ,a","","","","","",""
"ASN00047031","1926","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        25","a","        19","a","         3","a","","","","","","","","","","","","","  59.2"," ,a,0321, ","","","","","","","","","","","","","","","    225.0"," ,a","","","","","",""
"ASN00047031","1927","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        16","a","        10","a","         0","a","","","","","","","","","","","","","  14.0"," ,a,1124, ","","","","","","","","","","","","","","","     71.5"," ,a","","","","","",""
"ASN00047031","1928","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        27","a","        19","a","         2","a","","","","","","","","","","","","","  43.2"," ,a,0213, ","","","","","","","","","","","","","","","    204.0"," ,a","","","","","",""
"ASN00047031","1929","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        18","a","         7","a","         1","a","","","","","","","","","","","","","  32.3"," ,a,1227, ","","","","","","","","","","","","","","","     98.9"," ,a","","","","","",""
"ASN00047031","1930","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        29","a","        24","a","         0","a","","","","","","","","","","","","","  21.6"," ,a,0204, ","","","","","","","","","","","","","","","    186.5"," ,a","","","","","",""
"ASN00047031","1931","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        29","a","        14","a","         1","a","","","","","","","","","","","","","  81.3"," ,a,0401, ","","","","","","","","","","","","","","","    212.7"," ,a","","","","","",""
"ASN00047031","1932","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        34","a","        19","a","         0","a","","","","","","","","","","","","","  20.8"," ,a,0208, ","","","","","","","","","","","","","","","    170.1"," ,a","","","","","",""
"ASN00047031","1933","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        32","a","        15","a","         1","a","","","","","","","","","","","","","  62.7"," ,a,1129, ","","","","","","","","","","","","","","","    179.5"," ,a","","","","","",""
"ASN00047031","1934","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        38","a","        17","a","         2","a","","","","","","","","","","","","","  33.0"," ,a,0703, ","","","","","","","","","","","","","","","    172.3"," ,a","","","","","",""
"ASN00047031","1935","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        39","a","        15","a","         0","a","","","","","","","","","","","","","  24.9"," ,a,1231, ","","","","","","","","","","","","","","","    141.6"," ,a","","","","","",""
"ASN00047031","1936","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        59","a","        22","a","         3","a","","","","","","","","","","","","","  38.1"," ,a,1217, ","","","","","","","","","","","","","","","    255.3"," ,a","","","","","",""
"ASN00047031","1937","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        48","a","        22","a","         1","a","","","","","","","","","","","","","  40.1"," ,a,0109, ","","","","","","","","","","","","","","","    226.1"," ,a","","","","","",""
"ASN00047031","1938","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        31","a","        15","a","         1","a","","","","","","","","","","","","","  34.3"," ,a,1024, ","","","","","","","","","","","","","","","    139.8"," ,a","","","","","",""
"ASN00047031","1939","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        50","a","        21","a","         3","a","","","","","","","","","","","","","  95.5"," ,a,0226, ","","","","","","","","","","","","","","","    347.0"," ,a","","","","","",""
"ASN00047031","1940","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        25","a","         5","a","         1","a","","","","","","","","","","","","","  29.5"," ,a,0423, ","","","","","","","","","","","","","","","     68.4"," ,a","","","","","",""
"ASN00047031","1941","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        43","a","        20","a","         1","a","","","","","","","","","","","","","  27.4"," ,a,0125, ","","","","","","","","","","","","","","","    161.6"," ,a","","","","","",""
"ASN00047031","1942","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        52","a","        22","a","         0","a","","","","","","","","","","","","","  22.9"," ,a,0525, ","","","","","","","","","","","","","","","    218.5"," ,a","","","","","",""
"ASN00047031","1943","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        37","a","        12","a","         0","a","","","","","","","","","","","","","  17.8"," ,a,0218, ","","","","","","","","","","","","","","","    112.9"," ,a","","","","","",""
"ASN00047031","1944","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        23","a","        13","a","         0","a","","","","","","","","","","","","","  21.8"," ,a,0810, ","","","","","","","","","","","","","","","    122.7"," ,a","","","","","",""
"ASN00047031","1945","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        33","a","        13","a","         0","a","","","","","","","","","","","","","  16.5"," ,a,0711, ","","","","","","","","","","","","","","","    126.7"," ,a","","","","","",""
"ASN00047031","1946","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        43","a","        17","a","         3","a","","","","","","","","","","","","","  44.7"," ,a,0118, ","","","","","","","","","","","","","","","    221.6"," ,a","","","","","",""
"ASN00047031","1947","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        60","a","        27","a","         4","a","","","","","","","","","","","","","  60.2"," ,a,0329, ","","","","","","","","","","","","","","","    370.4"," ,a","","","","","",""
"ASN00047031","1949","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        51","a","        28","a","         0","a","","","","","","","","","","","","","  23.4"," ,a,1009, ","","","","","","","","","","","","","","","    240.2"," ,a","","","","","",""
"ASN00047031","1950","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        51","a","        21","a","         5","a","","","","","","","","","","","","","  55.9"," ,a,0317, ","","","","","","","","","","","","","","","    385.3"," ,a","","","","","",""
"ASN00047031","1951","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        39","a","        15","a","         1","a","","","","","","","","","","","","","  45.7"," ,a,0923, ","","","","","","","","","","","","","","","    153.3"," ,a","","","","","",""
"ASN00047031","1952","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        54","a","        29","a","         0","a","","","","","","","","","","","","","  16.5"," ,a,0727, ","","","","","","","","","","","","","","","    214.1"," ,a","","","","","",""
"ASN00047031","1953","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        37","a","        22","a","         0","a","","","","","","","","","","","","","  22.9"," ,a,0106, ","","","","","","","","","","","","","","","    168.7"," ,a","","","","","",""
"ASN00047031","1954","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        27","a","        18","a","         3","a","","","","","","","","","","","","","  45.2"," ,a,1101, ","","","","","","","","","","","","","","","    220.1"," ,a","","","","","",""
"ASN00047031","1955","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        70","a","        34","a","         3","a","","","","","","","","","","","","","  77.5"," ,a,0212, ","","","","","","","","","","","","","","","    366.6"," ,a","","","","","",""
"ASN00047031","1956","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        92","a","        24","a","         2","a","","","","","","","","","","","","","  40.1"," ,a,0331, ","","","","","","","","","","","","","","","    313.8"," ,a","","","","","",""
"ASN00047031","1957","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        48","a","        18","a","         0","a","","","","","","","","","","","","","  18.8"," ,a,0826, ","","","","","","","","","","","","","","","    145.9"," ,a","","","","","",""
"ASN00047031","1958","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        55","a","        25","a","         3","a","","","","","","","","","","","","","  48.5"," ,a,1129, ","","","","","","","","","","","","","","","    317.3"," ,a","","","","","",""
"ASN00047031","1959","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        43","a","        11","a","         0","a","","","","","","","","","","","","","  20.1"," ,a,1009,+","","","","","","","","","","","","","","","    127.4"," ,a","","","","","",""
"ASN00047031","1960","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        64","a","        19","a","         2","a","","","","","","","","","","","","","  40.1"," ,a,1118, ","","","","","","","","","","","","","","","    222.1"," ,a","","","","","",""
"ASN00047031","1961","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        41","a","        15","a","         2","a","","","","","","","","","","","","","  35.6"," ,a,1116, ","","","","","","","","","","","","","","","    218.1"," ,a","","","","","",""
"ASN00047031","1962","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        49","a","        23","a","         4","a","","","","","","","","","","","","","  43.2"," ,a,0117, ","","","","","","","","","","","","","","","    311.5"," ,a","","","","","",""
"ASN00047031","1963","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        61","a","        26","a","         1","a","","","","","","","","","","","","","  35.6"," ,a,0604, ","","","","","","","","","","","","","","","    216.1"," ,a","","","","","",""
"ASN00047031","1964","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        45","a","        18","a","         1","a","","","","","","","","","","","","","  45.7"," ,a,0910, ","","","","","","","","","","","","","","","    202.9"," ,a","","","","","",""
"ASN00047031","1965","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        34","a","        16","a","         0","a","","","","","","","","","","","","","  24.4"," ,a,1201, ","","","","","","","","","","","","","","","    139.3"," ,a","","","","","",""
"ASN00047031","1966","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        46","a","        19","a","         1","a","","","","","","","","","","","","","  25.4"," ,a,1213, ","","","","","","","","","","","","","","","    165.4"," ,a","","","","","",""
"ASN00047031","1967","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        29","a","        10","a","         0","a","","","","","","","","","","","","","  14.7"," ,a,0225, ","","","","","","","","","","","","","","","     86.4"," ,a","","","","","",""
"ASN00047031","1968","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        61","a","        26","a","         1","a","","","","","","","","","","","","","  51.1"," ,a,0510, ","","","","","","","","","","","","","","","    269.8"," ,a","","","","","",""
"ASN00047031","1969","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        57","a","        16","a","         0","a","         0","a","        29","a","         0","a","       230","a","        75","a","   -3.9","a,0811, ","  23.1"," ,a,0317, ","   41.1","a,0123,+","-1.1","a,0526","-3.3","a,0607","0.0","a,0909","-2.2","a,0818","    1257.9","9","    1257.9","a","    148.4"," ,a","     17.54","a","     24.84","a","     10.24","a"
"ASN00047031","1970","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        40","a","        16","a","         0","a","","","","","","","","","","","","","  17.5"," ,a,0422, ","","","","","","","","","","","","","","","    134.7"," ,a","","","","","",""
"ASN00047031","1971","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        50","a","        23","a","         1","a","","","","","","","","","","","","","  25.7"," ,a,0418, ","","","","","","","","","","","","","","","    239.9"," ,a","","","","","",""
"ASN00047031","1972","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        35","a","        14","a","         1","a","","","","","","","","","","","","","  36.1"," ,a,0112, ","","","","","","","","","","","","","","","    154.0"," ,a","","","","","",""
"ASN00047031","1973","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        75","a","        36","a","         3","a","","","","","","","","","","","","","  44.7"," ,a,1230, ","","","","","","","","","","","","","","","    401.7"," ,a","","","","","",""
"ASN00047031","1974","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        95","a","        57","a","         5","a","","","","","","","","","","","","","  83.0"," ,a,0409, ","","","","","","","","","","","","","","","    712.3"," ,a","","","","","",""
"ASN00047031","1975","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        55","a","        33","a","         3","a","","","","","","","","","","","","","  32.0"," ,a,1213, ","","","","","","","","","","","","","","","    348.9"," ,a","","","","","",""
"ASN00047031","1976","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        41","a","        21","a","         3","a","","","","","","","","","","","","","  75.6"," ,a,0209, ","","","","","","","","","","","","","","","    307.0"," ,a","","","","","",""
"ASN00047031","1977","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        28","a","        14","a","         0","a","","","","","","","","","","","","","  16.0"," ,a,1005, ","","","","","","","","","","","","","","","    132.7"," ,a","","","","","",""
"ASN00047031","1978","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        60","a","        32","a","         1","a","","","","","","","","","","","","","  72.8"," ,a,0907, ","","","","","","","","","","","","","","","    358.8"," ,a","","","","","",""
"ASN00047031","1979","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        53","a","        20","a","         2","a","","","","","","","","","","","","","  39.0"," ,a,0928, ","","","","","","","","","","","","","","","    291.9"," ,a","","","","","",""
"ASN00047031","1980","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        39","a","        20","a","         1","a","","","","","","","","","","","","","  41.0"," ,a,0423, ","","","","","","","","","","","","","","","    228.2"," ,a","","","","","",""
"ASN00047031","1981","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        45","a","        18","a","         1","a","","","","","","","","","","","","","  64.6"," ,a,0522, ","","","","","","","","","","","","","","","    217.3"," ,a","","","","","",""
"ASN00047031","1982","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        22","a","         6","a","         0","a","","","","","","","","","","","","","  14.6"," ,a,0323, ","","","","","","","","","","","","","","","     71.2"," ,a","","","","","",""
"ASN00047031","1983","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        57","a","        25","a","         5","a","","","","","","","","","","","","","  52.2"," ,a,1018, ","","","","","","","","","","","","","","","    382.0"," ,a","","","","","",""
"ASN00047031","1984","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        41","a","        20","a","         3","a","","","","","","","","","","","","","  44.0"," ,a,0125, ","","","","","","","","","","","","","","","    244.6"," ,a","","","","","",""
"ASN00047031","1985","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        40","a","        19","a","         1","a","","","","","","","","","","","","","  35.2"," ,a,0530, ","","","","","","","","","","","","","","","    199.4"," ,a","","","","","",""
"ASN00047031","1986","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        45","a","        15","a","         0","a","","","","","","","","","","","","","  21.8"," ,a,1204, ","","","","","","","","","","","","","","","    186.6"," ,a","","","","","",""
"ASN00047031","1987","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        55","a","        32","a","         3","a","","","","","","","","","","","","","  43.6"," ,a,1228, ","","","","","","","","","","","","","","","    321.3"," ,a","","","","","",""
"ASN00047031","1988","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        41","a","        23","a","         1","a","","","","","","","","","","","","","  36.2"," ,a,0330, ","","","","","","","","","","","","","","","    258.8"," ,a","","","","","",""
"ASN00047031","1989","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        38","a","        25","a","         4","a","","","","","","","","","","","","","  92.2"," ,a,0314, ","","","","","","","","","","","","","","","    394.2"," ,a","","","","","",""
"ASN00047031","1990","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        42","a","        19","a","         2","a","","","","","","","","","","","","","  30.6"," ,a,0522, ","","","","","","","","","","","","","","","    215.4"," ,a","","","","","",""
"ASN00047031","1992","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        52","a","        29","a","         4","a","","","","","","","","","","","","","  69.9"," ,a,1217, ","","","","","","","","","","","","","","","    466.2"," ,a","","","","","",""
"ASN00047031","1994","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    138.7"," ,a","","","","","",""
"ASN00047031","1995","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    215.5"," ,a","","","","","",""
"ASN00047031","1996","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    276.3"," ,a","","","","","",""
"ASN00047031","1997","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    200.9"," ,a","","","","","",""
"ASN00047031","1998","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    249.8"," ,a","","","","","",""
"ASN00047031","1999","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        48","a","        21","a","         0","a","","","","","","","","","","","","","  19.0"," ,a,1004, ","","","","","","","","","","","","","","","    191.9"," ,a","","","","","",""
"ASN00047031","2000","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        46","a","        27","a","         0","a","","","","","","","","","","","","","  13.7"," ,a,1024, ","","","","","","","","","","","","","","","    357.4"," ,a","","","","","",""
"ASN00047031","2001","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        28","a","        11","a","         0","a","","","","","","","","","","","","","  17.4"," ,a,0912, ","","","","","","","","","","","","","","","    153.1"," ,a","","","","","",""
"ASN00047031","2002","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        23","a","         5","a","         0","a","","","","","","","","","","","","","  11.8"," ,a,0220, ","","","","","","","","","","","","","","","     63.7"," ,a","","","","","",""
"ASN00047031","2003","-31.8803","141.593","238.0","BROKEN HILL STEPHENS CREEK RE, AS","        35","a","        20","a","         3","a","","","","","","","","","","","","","  41.6"," ,a,0513, ","","","","","","","","","","","","","","","    262.8"," ,a","","","","","",""
