"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN024041000","1911","26.333","89.467","43.0","COOCH BEHAR, IN","       150","I","       120","I","        52","I","","","","","","","","","","","",""," 218.2"," ,I,1013, ","","","","","","","   4452.0"," ,I","","","",""
"IN024041000","1915","26.333","89.467","43.0","COOCH BEHAR, IN","       140","I","       101","I","        40","I","","","","","","","","","","","",""," 137.2"," ,I,0810, ","","","","","","","   2889.4"," ,I","","","",""
"IN024041000","1916","26.333","89.467","43.0","COOCH BEHAR, IN","       144","I","       124","I","        55","I","","","","","","","","","","","",""," 206.5"," ,I,0522, ","","","","","","","   4799.3"," ,I","","","",""
"IN024041000","1917","26.333","89.467","43.0","COOCH BEHAR, IN","       122","I","       100","I","        37","I","","","","","","","","","","","",""," 152.4"," ,I,0710, ","","","","","","","   3024.9"," ,I","","","",""
"IN024041000","1918","26.333","89.467","43.0","COOCH BEHAR, IN","       113","I","        96","I","        51","I","","","","","","","","","","","",""," 152.4"," ,I,0530, ","","","","","","","   3789.4"," ,I","","","",""
"IN024041000","1919","26.333","89.467","43.0","COOCH BEHAR, IN","       128","I","       101","I","        46","I","","","","","","","","","","","",""," 142.2"," ,I,0622, ","","","","","","","   3288.3"," ,I","","","",""
"IN024041000","1920","26.333","89.467","43.0","COOCH BEHAR, IN","       140","I","       122","I","        57","I","","","","","","","","","","","",""," 255.0"," ,I,0913, ","","","","","","","   5470.5"," ,I","","","",""
"IN024041000","1922","26.333","89.467","43.0","COOCH BEHAR, IN","       121","I","        92","I","        41","I","","","","","","","","","","","",""," 244.6"," ,I,0824, ","","","","","","","   3331.8"," ,I","","","",""
"IN024041000","1924","26.333","89.467","43.0","COOCH BEHAR, IN","       140","I","       117","I","        45","I","","","","","","","","","","","",""," 288.5"," ,I,0704, ","","","","","","","   4115.6"," ,I","","","",""
"IN024041000","1925","26.333","89.467","43.0","COOCH BEHAR, IN","       146","I","       116","I","        38","I","","","","","","","","","","","",""," 214.4"," ,I,0624, ","","","","","","","   3202.6"," ,I","","","",""
"IN024041000","1936","26.333","89.467","43.0","COOCH BEHAR, IN","       124","I","       103","I","        41","I","","","","","","","","","","","",""," 171.5"," ,I,0825,+","","","","","","","   3125.7"," ,I","","","",""
"IN024041000","1937","26.333","89.467","43.0","COOCH BEHAR, IN","       120","I","        96","I","        38","I","","","","","","","","","","","",""," 196.1"," ,I,0614, ","","","","","","","   3022.7"," ,I","","","",""
"IN024041000","1938","26.333","89.467","43.0","COOCH BEHAR, IN","       131","I","       111","I","        43","I","","","","","","","","","","","",""," 271.8"," ,I,0531, ","","","","","","","   3792.5"," ,I","","","",""
"IN024041000","1939","26.333","89.467","43.0","COOCH BEHAR, IN","       106","I","        83","I","        35","I","","","","","","","","","","","",""," 284.5"," ,I,0703, ","","","","","","","   2621.3"," ,I","","","",""
"IN024041000","1940","26.333","89.467","43.0","COOCH BEHAR, IN","       115","I","        82","I","        34","I","","","","","","","","","","","",""," 208.3"," ,I,0722, ","","","","","","","   2894.4"," ,I","","","",""
"IN024041000","1941","26.333","89.467","43.0","COOCH BEHAR, IN","       135","I","       110","I","        49","I","","","","","","","","","","","",""," 169.7"," ,I,0618, ","","","","","","","   3590.0"," ,I","","","",""
"IN024041000","1942","26.333","89.467","43.0","COOCH BEHAR, IN","       128","I","       106","I","        40","I","","","","","","","","","","","",""," 140.0"," ,I,0610, ","","","","","","","   2748.1"," ,I","","","",""
"IN024041000","1943","26.333","89.467","43.0","COOCH BEHAR, IN","       146","I","       119","I","        48","I","","","","","","","","","","","",""," 199.4"," ,I,0704, ","","","","","","","   3791.9"," ,I","","","",""
"IN024041000","1944","26.333","89.467","43.0","COOCH BEHAR, IN","       137","I","       112","I","        37","I","","","","","","","","","","","",""," 141.5"," ,I,0908, ","","","","","","","   3070.6"," ,I","","","",""
"IN024041000","1945","26.333","89.467","43.0","COOCH BEHAR, IN","       135","I","       106","I","        43","I","","","","","","","","","","","",""," 254.0"," ,I,0805, ","","","","","","","   3684.6"," ,I","","","",""
"IN024041000","1946","26.333","89.467","43.0","COOCH BEHAR, IN","       139","I","       113","I","        36","I","","","","","","","","","","","",""," 150.6"," ,I,0709, ","","","","","","","   2854.9"," ,I","","","",""
"IN024041000","1948","26.333","89.467","43.0","COOCH BEHAR, IN","       123","I","       103","I","        48","I","","","","","","","","","","","",""," 203.2"," ,I,0616, ","","","","","","","   3799.2"," ,I","","","",""
"IN024041000","1949","26.333","89.467","43.0","COOCH BEHAR, IN","       146","I","       115","I","        48","I","","","","","","","","","","","",""," 274.1"," ,I,1013, ","","","","","","","   3620.3"," ,I","","","",""
"IN024041000","1950","26.333","89.467","43.0","COOCH BEHAR, IN","       142","I","       104","I","        35","I","","","","","","","","","","","",""," 263.1"," ,I,0612, ","","","","","","","   3244.3"," ,I","","","",""
"IN024041000","1953","26.333","89.467","43.0","COOCH BEHAR, IN","       124","I","       104","I","        31","I","","","","","","","","","","","",""," 244.1"," ,I,0911, ","","","","","","","   2811.4"," ,I","","","",""
"IN024041000","1954","26.333","89.467","43.0","COOCH BEHAR, IN","       120","I","        97","I","        38","I","","","","","","","","","","","",""," 259.1"," ,I,0703, ","","","","","","","   3889.8"," ,I","","","",""
"IN024041000","1957","26.333","89.467","43.0","COOCH BEHAR, IN","       102","I","        78","I","        29","I","","","","","","","","","","","",""," 315.5"," ,I,0804, ","","","","","","","   2522.2"," ,I","","","",""
"IN024041000","1958","26.333","89.467","43.0","COOCH BEHAR, IN","       134","I","       106","I","        50","I","","","","","","","","","","","",""," 286.2"," ,I,0619, ","","","","","","","   3958.1"," ,I","","","",""
"IN024041000","1959","26.333","89.467","43.0","COOCH BEHAR, IN","       124","I","        99","I","        36","I","","","","","","","","","","","",""," 189.6"," ,I,0708, ","","","","","","","   2780.6"," ,I","","","",""
"IN024041000","1960","26.333","89.467","43.0","COOCH BEHAR, IN","       104","I","        84","I","        33","I","","","","","","","","","","","",""," 329.7"," ,I,0912, ","","","","","","","   3015.4"," ,I","","","",""
"IN024041000","1961","26.333","89.467","43.0","COOCH BEHAR, IN","       126","I","       104","I","        40","I","","","","","","","","","","","",""," 296.6"," ,I,0714, ","","","","","","","   2931.1"," ,I","","","",""
"IN024041000","1962","26.333","89.467","43.0","COOCH BEHAR, IN","       122","I","        96","I","        37","I","","","","","","","","","","","",""," 153.0"," ,I,0702, ","","","","","","","   2885.3"," ,I","","","",""
"IN024041000","1963","26.333","89.467","43.0","COOCH BEHAR, IN","       130","I","       103","I","        37","I","","","","","","","","","","","",""," 210.9"," ,I,0830, ","","","","","","","   3166.7"," ,I","","","",""
"IN024041000","1964","26.333","89.467","43.0","COOCH BEHAR, IN","       135","I","       110","I","        46","I","","","","","","","","","","","",""," 184.3"," ,I,0611, ","","","","","","","   3801.2"," ,I","","","",""
"IN024041000","1965","26.333","89.467","43.0","COOCH BEHAR, IN","       134","I","       107","I","        49","I","","","","","","","","","","","",""," 228.2"," ,I,0620, ","","","","","","","   3579.6"," ,I","","","",""
"IN024041000","1966","26.333","89.467","43.0","COOCH BEHAR, IN","       132","I","       106","I","        42","I","","","","","","","","","","","",""," 315.1"," ,I,0614, ","","","","","","","   3748.4"," ,I","","","",""
"IN024041000","1967","26.333","89.467","43.0","COOCH BEHAR, IN","       131","I","       102","I","        47","I","","","","","","","","","","","",""," 358.1"," ,I,0709, ","","","","","","","   3652.5"," ,I","","","",""
"IN024041000","1968","26.333","89.467","43.0","COOCH BEHAR, IN","       133","I","       110","I","        49","I","","","","","","","","","","","",""," 287.0"," ,I,1005, ","","","","","","","   3849.5"," ,I","","","",""
"IN024041000","1969","26.333","89.467","43.0","COOCH BEHAR, IN","       129","I","       104","I","        46","I","","","","","","","","","","","",""," 174.6"," ,I,0525, ","","","","","","","   3717.7"," ,I","","","",""
"IN024041000","1970","26.333","89.467","43.0","COOCH BEHAR, IN","       128","I","       101","I","        44","I","","","","","","","","","","","",""," 417.3"," ,I,0927, ","","","","","","","   3412.2"," ,I","","","",""
"IN024041000","2020","26.333","89.467","43.0","COOCH BEHAR, IN","","","","","","","         0"," ","         0","S","","","","","","","    5.6","S,0125, ","","","","","","","","","","","","","     19.05","S"
"IN024041000","2022","26.333","89.467","43.0","COOCH BEHAR, IN","","","","","","","         0","S","         0","S","","","","","","","    5.6","S,0130,+","","","","","","","","","","","","","     19.76","S"
"IN024041000","2023","26.333","89.467","43.0","COOCH BEHAR, IN","","","","","","","","","","","         0","S","       337","S","       119","S","","","","","   38.0","S,0602, ","      54.1","1","      54.1","S","","","     30.52","S","",""
