"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00053002","1957","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        45","a","        26","a","         4","a","","","","","","","","","","","","","  63.8"," ,a,1231, ","","","","","","","","","","","","","    311.5"," ,a","","","","","",""
"ASN00053002","1958","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        66","a","        38","a","         8","a","","","","","","","","","","","","","  63.0"," ,a,0131, ","","","","","","","","","","","","","    643.9"," ,a","","","","","",""
"ASN00053002","1959","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        65","a","        43","a","         5","a","","","","","","","","","","","","","  52.8"," ,a,0402, ","","","","","","","","","","","","","    617.4"," ,a","","","","","",""
"ASN00053002","1960","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        59","a","        36","a","         6","a","","","","","","","","","","","","","  31.8"," ,a,1119, ","","","","","","","","","","","","","    518.5"," ,a","","","","","",""
"ASN00053002","1961","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        52","a","        37","a","        11","a","","","","","","","","","","","","","  68.1"," ,a,0301, ","","","","","","","","","","","","","    712.9"," ,a","","","","","",""
"ASN00053002","1962","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        67","a","        52","a","         4","a","","","","","","","","","","","","","  66.3"," ,a,1020, ","","","","","","","","","","","","","    698.6"," ,a","","","","","",""
"ASN00053002","1963","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        57","a","        44","a","         6","a","","","","","","","","","","","","","  57.9"," ,a,0115, ","","","","","","","","","","","","","    709.0"," ,a","","","","","",""
"ASN00053002","1964","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        60","a","        41","a","         4","a","","","","","","","","","","","","","  71.4"," ,a,0422, ","","","","","","","","","","","","","    604.7"," ,a","","","","","",""
"ASN00053002","1965","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        46","a","        29","a","         0","a","","","","","","","","","","","","","  23.4"," ,a,0906, ","","","","","","","","","","","","","    312.5"," ,a","","","","","",""
"ASN00053002","1966","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        56","a","        42","a","         3","a","","","","","","","","","","","","","  41.9"," ,a,1108, ","","","","","","","","","","","","","    510.9"," ,a","","","","","",""
"ASN00053002","1967","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        46","a","        26","a","         1","a","","","","","","","","","","","","","  25.9"," ,a,0223, ","","","","","","","","","","","","","    317.5"," ,a","","","","","",""
"ASN00053002","1968","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        75","a","        47","a","         7","a","","","","","","","","","","","",""," 108.0"," ,a,0513, ","","","","","","","","","","","","","    709.0"," ,a","","","","","",""
"ASN00053002","1969","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        84","a","        54","a","         5","a","         0","a","        24","a","         0","a","       227","a","        79","a","   -2.2","a,0724,+","  43.7"," ,a,0813, ","   41.1","a,0109, ","-1.1","a,0531","-2.2","a,0608","0.0","a,0925","    1180.4","4","    1180.4","a","    627.8"," ,a","     17.68","a","     24.53","a","     10.82","a"
"ASN00053002","1970","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        67","a","        45","a","         5","a","","","","","","","","","","","","","  51.6"," ,a,1221, ","","","","","","","","","","","","","    671.9"," ,a","","","","","",""
"ASN00053002","1971","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        68","a","        42","a","         7","a","","","","","","","","","","","",""," 149.9"," ,a,0131, ","","","","","","","","","","","","","    748.7"," ,a","","","","","",""
"ASN00053002","1972","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        50","a","        33","a","         6","a","","","","","","","","","","","","","  37.6"," ,a,0118, ","","","","","","","","","","","","","    472.3"," ,a","","","","","",""
"ASN00053002","1973","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        84","a","        53","a","         8","a","","","","","","","","","","","","","  48.3"," ,a,0501, ","","","","","","","","","","","","","    768.8"," ,a","","","","","",""
"ASN00053002","1974","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        74","a","        38","a","         5","a","","","","","","","","","","","","","  99.8"," ,a,0108, ","","","","","","","","","","","","","    623.8"," ,a","","","","","",""
"ASN00053002","1975","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        64","a","        48","a","         2","a","","","","","","","","","","","","","  50.0"," ,a,0223, ","","","","","","","","","","","","","    505.1"," ,a","","","","","",""
"ASN00053002","1976","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        66","a","        45","a","         7","a","","","","","","","","","","","","","  94.5"," ,a,0113, ","","","","","","","","","","","","","    782.7"," ,a","","","","","",""
"ASN00053002","1977","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        69","a","        44","a","         6","a","","","","","","","","","","","","","  53.4"," ,a,0222, ","","","","","","","","","","","","","    561.7"," ,a","","","","","",""
"ASN00053002","1978","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    766.7"," ,a","","","","","",""
"ASN00053002","1979","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        52","a","        30","a","         1","a","","","","","","","","","","","","","  42.8"," ,a,0912, ","","","","","","","","","","","","","    381.2"," ,a","","","","","",""
"ASN00053002","1980","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    475.2"," ,a","","","","","",""
"ASN00053002","1981","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        57","a","        36","a","         4","a","","","","","","","","","","","","","  52.4"," ,a,0601, ","","","","","","","","","","","","","    600.7"," ,a","","","","","",""
"ASN00053002","1982","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        33","a","        20","a","         1","a","","","","","","","","","","","","","  34.1"," ,a,0304, ","","","","","","","","","","","","","    302.8"," ,a","","","","","",""
"ASN00053002","1983","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        70","a","        43","a","         8","a","","","","","","","","","","","","","  48.1"," ,a,0103, ","","","","","","","","","","","","","    809.3"," ,a","","","","","",""
"ASN00053002","1984","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    694.5"," ,a","","","","","",""
"ASN00053002","1985","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    544.2"," ,a","","","","","",""
"ASN00053002","1986","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        46","a","        32","a","         4","a","","","","","","","","","","","","","  42.6"," ,a,1113, ","","","","","","","","","","","","","    487.3"," ,a","","","","","",""
"ASN00053002","1987","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    616.8"," ,a","","","","","",""
"ASN00053002","1988","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    731.6"," ,a","","","","","",""
"ASN00053002","1989","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    652.6"," ,a","","","","","",""
"ASN00053002","1990","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    604.8"," ,a","","","","","",""
"ASN00053002","1991","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    764.7"," ,a","","","","","",""
"ASN00053002","1992","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    648.9"," ,a","","","","","",""
"ASN00053002","1993","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    706.8"," ,a","","","","","",""
"ASN00053002","1994","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        42","a","        24","a","         2","a","","","","","","","","","","","","","  30.0"," ,a,1120, ","","","","","","","","","","","","","    292.6"," ,a","","","","","",""
"ASN00053002","1995","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    676.2"," ,a","","","","","",""
"ASN00053002","1996","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    763.9"," ,a","","","","","",""
"ASN00053002","1997","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    712.2"," ,a","","","","","",""
"ASN00053002","1998","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        71","a","        47","a","        10","a","","","","","","","","","","","","","  52.4"," ,a,0721, ","","","","","","","","","","","","","    937.2"," ,a","","","","","",""
"ASN00053002","1999","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        54","a","        40","a","         6","a","","","","","","","","","","","","","  59.7"," ,a,0129, ","","","","","","","","","","","","","    747.0"," ,a","","","","","",""
"ASN00053002","2000","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    744.9"," ,a","","","","","",""
"ASN00053002","2001","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    578.3"," ,a","","","","","",""
"ASN00053002","2002","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        40","a","        27","a","         1","a","","","","","","","","","","","","","  42.8"," ,a,1211, ","","","","","","","","","","","","","    263.8"," ,a","","","","","",""
"ASN00053002","2003","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    460.4"," ,a","","","","","",""
"ASN00053002","2004","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    770.2"," ,a","","","","","",""
"ASN00053002","2005","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    593.5"," ,a","","","","","",""
"ASN00053002","2006","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    382.4"," ,a","","","","","",""
"ASN00053002","2007","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    657.1"," ,a","","","","","",""
"ASN00053002","2008","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    553.3"," ,a","","","","","",""
"ASN00053002","2017","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        56","a","        29","a","         4","a","","","","","","","","","","","","","  51.2"," ,a,0305, ","","","","","","","","","","","","","    420.2"," ,a","","","","","",""
"ASN00053002","2018","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        46","a","        28","a","         2","a","","","","","","","","","","","","","  63.6"," ,a,0126, ","","","","","","","","","","","","","    341.6"," ,a","","","","","",""
"ASN00053002","2019","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        36","a","        18","a","         3","a","","","","","","","","","","","","","  75.0"," ,a,0330, ","","","","","","","","","","","","","    282.6"," ,a","","","","","",""
"ASN00053002","2020","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        90","a","        48","a","         6","a","","","","","","","","","","","","","  34.4"," ,a,1222, ","","","","","","","","","","","","","    652.8"," ,a","","","","","",""
"ASN00053002","2021","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        80","a","        56","a","         9","a","","","","","","","","","","","","","  58.4"," ,a,0318, ","","","","","","","","","","","","","    929.6"," ,a","","","","","",""
"ASN00053002","2022","-30.9469","149.0654","302.0","BARADINE FORESTRY, AS","        99","a","        66","a","        10","a","","","","","","","","","","","","","  62.8"," ,a,0805, ","","","","","","","","","","","","","    954.6"," ,a","","","","","",""
