"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001167260","1956","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       124","C","        57","C","         1","C","        15","C","","","","","","","","","","","","","   437"," ,C,1208, ","  43.7"," ,C,1208, ","","","","","","","","","","","","","","","","","","","","","","","    487.6"," ,C","     1586"," ,C","","","","","",""
"CA001167260","1957","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       130","C","        61","C","         1","C","        18","C","","","","","","","","","","","","","   254"," ,C,0130, ","  25.4"," ,C,0130, ","","","","","","","","","","","","","","","","","","","","","","","    462.2"," ,C","     1346"," ,C","","","","","",""
"CA001167260","1958","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       132","C","        73","C","         0","C","        18","C","","","","","","","","","","","","","   140"," ,C,1206, ","  19.8"," ,C,0705, ","","","","","","","","","","","","","","","","","","","","","","","    557.6"," ,C","     1218"," ,C","","","","","",""
"CA001167260","1959","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       147","C","        83","C","         0","C","        20","C","","","","","","","","","","","","","   163"," ,C,0205, ","  20.6"," ,C,0914, ","","","","","","","","","","","","","","","","","","","","","","","    636.4"," ,C","     1399"," ,C","","","","","",""
"CA001167260","1960","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       133","C","        66","C","         0","C","        20","C","","","","","","","","","","","","","   150"," ,C,0126, ","  19.3"," ,C,0512, ","","","","","","","","","","","","","","","","","","","","","","","    474.1"," ,C","     1360"," ,C","","","","","",""
"CA001167260","1961","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       146","C","        79","C","         1","C","        23","C","","","","","","","","","","","","","   107"," ,C,1121, ","  30.0"," ,C,0606, ","","","","","","","","","","","","","","","","","","","","","","","    559.7"," ,C","     1338"," ,C","","","","","",""
"CA001167260","1962","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       149","C","        72","C","         1","C","        13","C","","","","","","","","","","","","","   102"," ,C,0107, ","  26.9"," ,C,0625, ","","","","","","","","","","","","","","","","","","","","","","","    496.1"," ,C","      963"," ,C","","","","","",""
"CA001167260","1963","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       135","C","        65","C","         1","C","        17","C","","","","","","","","","","","","","   122"," ,C,1205, ","  32.0"," ,C,0812, ","","","","","","","","","","","","","","","","","","","","","","","    504.1"," ,C","     1189"," ,C","","","","","",""
"CA001167260","1964","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       165","C","        83","C","         2","C","        24","C","","","","","","","","","","","","","   135"," ,C,0115, ","  31.5"," ,C,0626, ","","","","","","","","","","","","","","","","","","","","","","","    673.6"," ,C","     1803"," ,C","","","","","",""
"CA001167260","1965","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","    106.4","","     106.4","C","       133","C","        54","C","         0","C","        25","C","         5","C","       185","C","        46","C","        94","C","        10","C","  -20.6","C,0104, ","   114"," ,C,1113,+","  22.1"," ,C,0824, ","   36.7","C,0801, ","-1.7","C,0911","-2.8","C,0916","-5.0","C,1010","-8.3","C,1112","-10.6","C,1125","-0.6","C,0606","-2.8","C,0517","-4.4","C,0404","-10.0","C,0328","-10.0","C,0328","    460.5"," ,C","     1699"," ,C","      6.43","C","     12.93","C","     -0.08","C"
"CA001167260","1966","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       123","C","        64","C","         1","C","        24","C","","","","","","","","","","","","","   102"," ,C,1201,+","  25.7"," ,C,1019, ","","","","","","","","","","","","","","","","","","","","","","","    528.3"," ,C","     1558"," ,C","","","","","",""
"CA001167260","1967","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       106","C","        56","C","         0","C","        12","C","","","","","","","","","","","","","   216"," ,C,1221, ","  21.6"," ,C,1221, ","","","","","","","","","","","","","","","","","","","","","","","    393.1"," ,C","     1232"," ,C","","","","","",""
"CA001167260","1968","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       117","C","        60","C","         1","C","        18","C","","","","","","","","","","","","","    94"," ,C,1225, ","  25.9"," ,C,0522, ","","","","","","","","","","","","","","","","","","","","","","","    546.3"," ,C","     1101"," ,C","","","","","",""
"CA001167260","1969","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       102","C","        58","C","         0","C","        18","C","","","","","","","","","","","","","   140"," ,C,0305, ","  24.6"," ,C,0702, ","","","","","","","","","","","","","","","","","","","","","","","    451.9"," ,C","     1243"," ,C","","","","","",""
"CA001167260","1970","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       104","C","        62","C","         0","C","        16","C","","","","","","","","","","","","","    81"," ,C,0126, ","  13.2"," ,C,1008, ","","","","","","","","","","","","","","","","","","","","","","","    389.8"," ,C","     1190"," ,C","","","","","",""
"CA001167260","1971","50.3","-118.8167","427.0","SHUSWAP FALLS, BC CA","","","","","       138","C","        67","C","         0","C","        26","C","","","","","","","","","","","","","   251"," ,C,1216, ","  25.1"," ,C,1216, ","","","","","","","","","","","","","","","","","","","","","","","    637.2"," ,C","     2305"," ,C","","","","","",""
