"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"ICW00016201","1963","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       220","X","       137","X","         3","X","       43","","        23","X","         0","X","        88","X","        32","X","         0","X","         0","X","        98"," ","","","         1"," ","  -12.2","X,0411, ","   254"," ,X,0416, ","   229"," ,X,0416, ","  30.5"," ,X,0525, ","   18.9","X,0708, ","-0.6","X,1102","-2.2","X,1106","-6.7","X,1114","-6.7","X,1114","-8.9","X,1115","0.0","X,0517","-2.2","X,0506","-5.0","X,0415","-12.2","X,0411","-12.2","X,0411","    4862.8","8","    4862.8","X","   1187.8"," ,X","     1985"," ,X","      4.66","X","      6.71","X","      2.60","X","       113","X","      36.0","X"
"ICW00016201","1964","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       245","X","       139","X","         4","X","       42","","        18","X","         0","X","        61","X","        20","X","         0","X","         0","X","       119"," ","","","         2"," ","  -11.7","X,1213, ","   254"," ,X,1229, ","   107"," ,X,1229, ","  38.9"," ,X,1217, ","   19.4","X,0808, ","-1.1","X,0920","-2.2","X,1114","-8.3","X,1116","-8.3","X,1116","-11.7","X,1213","0.0","X,0418","-2.8","X,0325","-8.3","X,0205","-8.3","X,0205","-9.4","X,0204","    4664.8","8","    4664.8","X","   1227.8"," ,X","     1237"," ,X","      5.80","X","      7.90","X","      3.70","X","       113","X","      35.0","X"
"ICW00016201","1965","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       201","X","       102","X","         2","X","       70","","        15","X","         0","X","       104","X","        36","X","         0","X","         0","X","       102"," ","        34"," ","","","  -11.1","X,1226,+","   305"," ,X,0326, ","   318"," ,X,0415, ","  33.0"," ,X,1016, ","   16.7","X,0810, ","-1.1","X,1029","-2.2","X,1117","-4.4","X,1124","-6.7","X,1126","-9.4","X,1130","-2.2","X,0419","-2.2","X,0419","-6.7","X,0416","-6.7","X,0416","-10.0","X,0324","    4846.9","9","    4846.9","X","    998.4"," ,X","     1716"," ,X","      5.18","X","      7.30","X","      3.06","X","       225","X","      31.4","X"
"ICW00016201","1966","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       218","X","       122","X","         3","X","       73","","        28","X","         0","X","       127","X","        43","X","         0","X","         0","X","        76"," ","        25"," ","","","  -14.4","X,0124, ","   203"," ,X,1231,+","   183"," ,X,0402, ","  86.1"," ,X,0824, ","   18.9","X,0801, ","-0.6","X,1003","-2.8","X,1004","-4.4","X,1109","-6.7","X,1116","-8.9","X,1224","-1.1","X,0509","-2.2","X,0419","-4.4","X,0401","-8.3","X,0331","-10.0","X,0324","    4929.4","4","    4929.4","X","   1142.4"," ,X","     2211"," ,X","      4.63","X","      6.78","X","      2.47","X","       293","X","      30.8","X"
"ICW00016201","1967","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       217","X","       139","X","         7","X","       68","","        39","X","         0","X","       131","X","        45","X","         0","X","         0","X","        88"," ","        37"," ","","","  -10.0","X,1208, ","   584"," ,X,1201, ","   315"," ,X,0313, ","  31.5"," ,X,0313, ","   17.2","X,0816, ","-0.6","X,1014","-2.8","X,1015","-4.4","X,1016","-7.2","X,1017","-8.9","X,1206","-1.1","X,0520","-3.3","X,0502","-5.0","X,0501","-7.8","X,0421","-8.9","X,0417","    5050.4","4","    5050.4","X","   1321.4"," ,X","     3477"," ,X","      4.41","X","      6.58","X","      2.24","X","       248","X","      34.4","X"
"ICW00016201","1968","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       203","X","       122","X","         4","X","       72","","        20","X","         0","X","       111","X","        44","X","         0","X","         0","X","       117"," ","        31"," ","         1"," ","  -14.4","X,0401,+","   356"," ,X,0303, ","   160"," ,X,0229, ","  32.3"," ,X,0808, ","   17.8","X,0911,+","0.0","X,1009","-6.7","X,1030","-6.7","X,1030","-6.7","X,1030","-9.4","X,1218","-0.6","X,0513","-2.8","X,0504","-5.6","X,0403","-7.8","X,0402","-14.4","X,0401","    5135.9","9","    5135.9","X","   1200.4"," ,X","     1709"," ,X","      4.94","X","      7.01","X","      2.87","X","       158","X","      30.8","X"
"ICW00016201","1969","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       237","X","       145","X","         3","X","       45","","        21","X","         0","X","       131","X","        51","X","         0","X","         0","X","       119"," ","        20"," ","         2"," ","  -17.2","X,0207, ","   178"," ,X,1214, ","   122"," ,X,1214, ","  46.0"," ,X,0316, ","   16.7","X,0804, ","0.0","X,0929","-3.3","X,1101","-4.4","X,1102","-7.2","X,1113","-11.1","X,1210","0.0","X,0513","-5.6","X,0427","-5.6","X,0427","-7.8","X,0426","-13.9","X,0309","    4975.1","1","    4975.1","X","   1392.5"," ,X","     1443"," ,X","      3.95","X","      6.13","X","      1.77","X","       203","X","      34.4","X"
"ICW00016201","1970","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       225","X","       137","X","         7","X","       43","","        19","X","         0","X","       135","X","        40","X","         0","X","         0","X","       103"," ","        19"," ","         1"," ","  -12.2","X,0326, ","   279"," ,X,0221,+","   178"," ,X,0212, ","  41.1"," ,X,0526, ","   16.1","X,0822, ","-0.6","X,1009","-2.8","X,1025","-4.4","X,1026","-7.2","X,1219","","","-3.9","X,0428","-3.9","X,0428","-8.9","X,0331","-8.9","X,0331","-8.9","X,0331","    5208.0","0","    5208.0","X","   1466.0"," ,X","     1230"," ,X","      4.02","X","      6.22","X","      1.81","X","       248","X","      33.4","X"
"ICW00016201","1971","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       230","X","       143","X","         2","X","       31","","        16","X","         0","X","       104","X","        35","X","         0","X","         0","X","       101"," ","        33"," ","         2"," ","  -14.4","X,0130, ","   279"," ,X,1224,+","   117"," ,X,1212, ","  34.3"," ,X,1014, ","   16.7","X,0911, ","0.0","X,0923","-3.9","X,1011","-4.4","X,1012","-7.8","X,1116","","","-0.6","X,0526","-3.9","X,0418","-4.4","X,0321","-14.4","X,0130","-14.4","X,0130","    4989.0","0","    4989.0","X","   1199.6"," ,X","     1058"," ,X","      5.01","X","      7.27","X","      2.76","X","       250","X","      32.4","X"
"ICW00016201","1972","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       254","X","       175","X","         4","X","       49","","        29","X","         0","X","        87","X","        17","X","         0","X","         0","X","        76"," ","        17"," ","         3"," ","   -6.7","X,1115,+","   203"," ,X,1211,+","   173"," ,X,0212, ","  43.2"," ,X,0308, ","   16.7","X,0701, ","-0.6","X,1102","-3.3","X,1113","-5.0","X,1114","-6.7","X,1115","","","-0.6","X,0501","-2.2","X,0408","-4.4","X,0216","-6.7","X,0215","","","    4556.6","6","    4556.6","X","   1555.5"," ,X","     1871"," ,X","      5.40","X","      7.54","X","      3.27","X","       250","X","      37.5","X"
"ICW00016201","1973","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       238","X","       155","X","         3","X","       62","","        30","X","         0","X","       133","X","        45","X","         0","X","         0","X","        85"," ","        26"," ","         3"," ","  -13.9","X,1218, ","   229"," ,X,1218,+","   145"," ,X,1214, ","  47.8"," ,X,1106, ","   15.6","X,0723,+","-1.1","X,1015","-2.2","X,1017","-4.4","X,1104","-8.3","X,1115","-8.9","X,1125","0.0","X,0513","-2.2","X,0502","-7.2","X,0405","-7.2","X,0405","-10.0","X,0224","    5136.8","8","    5136.8","X","   1375.7"," ,X","     2154"," ,X","      4.22","X","      6.47","X","      1.95","X","","","",""
"ICW00016201","1974","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       231","X","       147","X","         6","X","       68","","        25","X","         0","X","        92","X","        25","X","         0","X","         0","X","        84"," ","        19"," ","         5"," ","  -11.7","X,1222, ","   254"," ,X,1229,+","   203"," ,X,1226, ","  42.9"," ,X,0304, ","   15.6","X,0805, ","0.0","X,0923","-2.8","X,0924","-4.4","X,1028","-7.2","X,1211","-11.7","X,1222","0.0","X,0403","-6.1","X,0302","-6.1","X,0302","-8.9","X,0216","-8.9","X,0216","    4807.9","9","    4807.9","X","   1349.3"," ,X","     1821"," ,X","      5.13","X","      7.15","X","      3.10","X","","","",""
"ICW00016201","1975","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       256","X","       162","X","         4","X","       62","","        31","X","         0","X","       121","X","        46","X","         0","X","         0","X","       130"," ","        30"," ","         6"," ","   -9.4","X,1216,+","   330"," ,X,1231,+","   236"," ,X,1215, ","  39.6"," ,X,0909, ","   16.7","X,0806, ","-0.6","X,0929","-2.2","X,1114","-4.4","X,1115","-6.7","X,1215","-9.4","X,1216","-3.3","X,0511","-3.3","X,0511","-6.7","X,0430","-6.7","X,0430","-9.4","X,0325","    5216.7","7","    5216.7","X","   1523.1"," ,X","     2494"," ,X","      4.02","X","      6.07","X","      1.97","X","       140","X","      36.5","X"
"ICW00016201","1976","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       252","X","       156","X","         2","X","       71","","        40","X","         0","X","       143","X","        42","X","         1","X","         0","X","       117"," ","        26"," ","         5"," ","  -12.2","X,1231, ","   610"," ,X,0106,+","   193"," ,X,0101, ","  44.7"," ,X,1216, ","   21.1","X,0709, ","0.0","X,1029","-2.2","X,1110","-5.6","X,1129","-6.7","X,1207","-8.9","X,1208","-0.6","X,0511","-2.8","X,0505","-4.4","X,0416","-8.9","X,0301","-8.9","X,0301","    5258.7","7","    5258.7","X","   1511.8"," ,X","     3683"," ,X","      4.18","X","      6.23","X","      2.12","X","       130","X","      34.4","X"
"ICW00016201","1977","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       209","X","       125","X","         3","X","       26","","        17","X","         0","X","       127","X","        43","X","         0","X","         0","X","       107"," ","        30"," ","         1"," ","  -10.6","X,1218, ","   203"," ,X,1220, ","   119"," ,X,1231, ","  43.2"," ,X,0827, ","   17.2","X,0814, ","0.0","X,1009","-3.3","X,1101","-6.1","X,1106","-6.7","X,1112","-10.6","X,1218","0.0","X,0514","-2.2","X,0429","-5.6","X,0414","-7.2","X,0203","","","    5096.8","8","    5096.8","X","   1082.9"," ,X","     1040"," ,X","      4.21","X","      6.25","X","      2.17","X","       120","X","      29.8","X"
"ICW00016201","1978","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       215","X","       126","X","         2","X","       72","","        28","X","         0","X","       130","X","        41","X","         0","X","         0","X","        97"," ","        29"," ","         2"," ","   -8.9","X,0214,+","   432"," ,X,1231,+","   508"," ,X,0301, ","  37.1"," ,X,1128, ","   15.6","X,0724, ","0.0","X,0930","-2.2","X,1110","-4.4","X,1113","-7.2","X,1126","","","-1.1","X,0414","-3.9","X,0413","-6.1","X,0409","-8.3","X,0304","-8.9","X,0214","    5158.7","7","    5158.7","X","   1197.3"," ,X","     2812"," ,X","      4.31","X","      6.46","X","      2.16","X","       120","X","      30.8","X"
"ICW00016201","1979","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       178","X","       105","X","         3","X","      103","","        31","X","         0","X","       154","X","        49","X","         0","X","         0","X","        63"," ","        21"," ","","","  -13.3","X,0131, ","   584"," ,X,0115,+","   229"," ,X,0227, ","  29.2"," ,X,1119, ","   18.3","X,0721, ","-1.1","X,0914","-2.8","X,1106","-7.2","X,1111","-7.2","X,1111","","","-1.7","X,0519","-2.2","X,0508","-4.4","X,0503","-7.2","X,0324","-9.4","X,0307","    5339.1","1","    5339.1","X","   1003.8"," ,X","     2843"," ,X","      3.66","X","      6.16","X","      1.15","X","","","",""
"ICW00016201","1980","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      1.7","","       1.7","X","       200","X","       118","X","         2","X","       48","","        22","X","         0","X","       120","X","        22","X","         2","X","         0","X","         2"," ","         1"," ","","","  -11.1","X,1218, ","   254"," ,X,0205,+","   231"," ,X,0312, ","  58.2"," ,X,0806, ","   23.9","X,0731, ","0.0","X,1004","-2.2","X,1015","-5.0","X,1114","-7.2","X,1115","-11.1","X,1218","-1.1","X,0509","-2.2","X,0508","-8.9","X,0203","-8.9","X,0203","-8.9","X,0203","    4794.3","3","    4794.3","X","   1077.4"," ,X","     2142"," ,X","      5.30","X","      7.78","X","      2.81","X","       250","X","      34.4","X"
"ICW00016201","1981","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       217","X","       120","X","         2","X","       65","","        19","X","         0","X","       143","X","        57","X","         0","X","         0","X","","","","","","","  -13.9","X,0115, ","   406"," ,X,0213,+","   229"," ,X,0208, ","  26.9"," ,X,1113, ","   17.2","X,0710,+","-1.1","X,0930","-2.2","X,1001","-6.1","X,1117","-8.9","X,1118","-8.9","X,1118","-1.1","X,0509","-2.2","X,0508","-10.0","X,0323","-10.0","X,0323","-10.0","X,0323","    4984.3","3","    4984.3","X","   1078.6"," ,X","     1725"," ,X","      4.13","X","      6.63","X","      1.63","X","       110","X","      36.0","X"
"ICW00016201","1988","63.96667","-22.6","52.1","KEFLAVIK, IC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICW00016201","1989","63.96667","-22.6","52.1","KEFLAVIK, IC","","","","","","","       241","X","       129","X","        10","X","","","        46","X","         1","X","       122","X","        42","X","         0","X","         0","X","        48"," ","","","        21"," ","  -20.0","X,0318, ","","","   178"," ,X,0120, ","  47.5"," ,X,0830, ","   16.1","X,0826,+","-1.1","X,1026","-2.2","X,1028","-7.2","X,1119","-7.2","X,1119","-12.2","X,1219","0.0","X,0517","-2.2","X,0426","-6.1","X,0325","-20.0","X,0318","-20.0","X,0318","","","","","   1344.7"," ,X","     3474"," ,X","      3.89","X","      6.02","X","      1.76","X","       230","X","      30.8","X"
"ICW00016201","1990","63.96667","-22.6","52.1","KEFLAVIK, IC","       6.3","X","      0.0","","       0.0","X","       194","X","        95","X","         7","X","","","        13","X","         0","X","       140","X","        39","X","         0","X","         0","X","        32"," ","         6"," ","        28"," ","  -13.9","X,1207, ","","","   150"," ,X,1211, ","  99.1"," ,X,0210, ","   17.8","X,0730, ","-1.1","X,0916","-2.2","X,1101","-6.1","X,1206","-13.9","X,1207","-13.9","X,1207","0.0","X,0429","-3.9","X,0426","-5.0","X,0425","-10.0","X,0403","-10.0","X,0403","    5129.6","6","    5129.6","X","   1136.7"," ,X","      964"," ,X","      4.40","X","      6.52","X","      2.29","X","       210","X","      39.6","X"
"ICW00016201","1991","63.96667","-22.6","52.1","KEFLAVIK, IC","","","      0.0","","       0.0","X","       207","X","       117","X","         4","X","","","        17","X","         0","X","       114","X","        19","X","         0","X","         0","X","        14"," ","         7"," ","         1"," ","  -11.1","X,1220, ","","","   180"," ,X,1115, ","  39.1"," ,X,1129, ","   20.0","X,0709, ","0.0","X,1009","-2.2","X,1018","-5.0","X,1109","-7.2","X,1116","-10.0","X,1117","0.0","X,0430","-2.8","X,0425","-7.2","X,0410","-7.2","X,0410","-10.0","X,0120","    4717.4","4","    4717.4","X","   1346.9"," ,X","     1453"," ,X","      5.00","X","      7.13","X","      2.87","X","       210","X","      44.7","X"
"ICW00016201","1992","63.96667","-22.6","52.1","KEFLAVIK, IC","       7.3","X","      0.0","","       0.0","X","       212","X","       132","X","        10","X","       41","","        28","X","         0","X","       136","X","        35","X","         0","X","         0","X","        42"," ","         6"," ","         3"," ","  -12.8","X,0314, ","   279"," ,X,0104, ","   140"," ,X,0101, ","  49.8"," ,X,0705, ","   16.1","X,0719, ","0.0","X,1015","-2.8","X,1028","-7.2","X,1111","-7.2","X,1111","-11.1","X,1214","0.0","X,0512","-2.2","X,0510","-10.0","X,0315","-10.0","X,0315","-10.0","X,0315","    4865.6","6","    4865.6","X","   1423.8"," ,X","     2026"," ,X","      4.11","X","      6.21","X","      2.01","X","       190","X","      35.5","X"
