"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013880","1948","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1135.5","","    1135.5","0","       139","0","       103","0","        15","0","        0","","         0","0","         0","0","        29","0","         0","0","       270","0","        55","0","       229"," ","","","        79"," ","   -8.3","0,0115, ","     0"," ,0,1231,+","     0","T,0,0504,+","  90.2"," ,0,0401, ","   37.2","0,0626, ","","","-0.6","0,1221","-4.4","0,1226","-4.4","0,1226","","","","","-0.6","0,0314","-3.3","0,0210","-4.4","0,0125","-6.7","0,0116","","","    1211.7","7","","","    1211.7","0","","","","","","","","","","","","","","","   1624.4"," ,0","","","        0","T,0","     18.45","0","     24.30","0","     12.60","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1949","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1189.8","","    1189.8","0","       127","0","        86","0","         9","0","        0","","         0","0","         0","0","        18","0","         0","0","       273","0","        46","0","       148"," ","","","        70"," ","   -3.3","0,1123, ","     0"," ,0,1231,+","     0","T,0,1129, ","  96.3"," ,0,0907, ","   38.3","0,0728, ","","","-0.6","0,1118","-2.8","0,1119","","","","","","","-1.1","0,0316","-2.2","0,0308","","","","","","","     781.6","6","","","     781.6","0","","","","","","","","","","","","","","","   1242.6"," ,0","","","        0","T,0","     19.23","0","     25.02","0","     13.44","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1950","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1176.0","","    1176.0","0","       115","0","        83","0","        15","0","        0","","         0","0","         0","0","        30","0","         0","0","       267","0","        36","0","       119"," ","","","        72"," ","   -9.4","0,1125, ","     0"," ,0,1231,+","     0","T,0,1125,+","  72.1"," ,0,0708, ","   37.2","0,0627, ","","","-9.4","0,1125","-9.4","0,1125","-9.4","0,1125","-9.4","0,1125","-9.4","0,1125","-0.6","0,0310","-2.8","0,0303","","","","","","","     928.7","7","","","     928.7","0","","","","","","","","","","","","","","","   1237.4"," ,0","","","        0","T,0","     18.50","0","     24.38","0","     12.61","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1951","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1139.4","","    1139.4","0","       105","0","        69","0","         7","0","        0","","         0","0","         0","0","        35","0","         0","0","       259","0","        57","0","       155"," ","","","        63"," ","   -7.2","0,0204, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  51.1"," ,0,0618, ","   36.7","0,0714,+","","","0.0","0,1108","-2.2","0,1119","-4.4","0,1121","","","","","0.0","0,0315","-2.2","0,0209","-5.0","0,0208","-7.2","0,0204","","","    1301.9","9","","","    1301.9","0","","","","","","","","","","","","","","","    865.3"," ,0","","","        0"," ,0","     18.28","0","     24.26","0","     12.30","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1952","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1208.8","","    1208.8","0","       116","0","        80","0","        11","0","        0","","         0","0","         0","0","        22","0","         0","0","       254","0","        63","0","       131"," ","","","        77"," ","   -7.8","0,0131, ","     0"," ,0,1231,+","     0","T,0,1214,+","  89.4"," ,0,0922, ","   38.3","0,0626, ","","","0.0","0,1029","-2.8","0,1030","-5.6","0,1216","","","","","0.0","0,0317","-3.3","0,0201","-7.8","0,0131","-7.8","0,0131","","","    1006.0","0","","","    1006.0","0","","","","","","","","","","","","","","","   1202.6"," ,0","","","        0","T,0","     18.57","0","     24.58","0","     12.56","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1953","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1194.5","","    1194.5","0","       119","0","        68","0","        15","0","        0","","         0","0","         0","0","        23","0","         0","0","       260","0","        47","0","       144"," ","","","        54"," ","   -8.9","0,1219, ","     0"," ,0,1231,+","     0","T,0,1214, ","  66.3"," ,0,0926, ","   36.7","0,0601,+","","","0.0","0,1108","-2.8","0,1202","-4.4","0,1217","-6.7","0,1218","-8.9","0,1219","-1.1","0,0219","-2.8","0,0113","","","","","","","    1093.7","7","","","    1093.7","0","","","","","","","","","","","","","","","   1208.5"," ,0","","","        0","T,0","     18.72","0","     24.56","0","     12.88","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1954","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1266.5","","    1266.5","0","        81","0","        41","0","         8","0","        0","","         0","0","         0","0","        40","0","         0","0","       259","0","        75","0","       135"," ","","","        40"," ","   -6.7","0,1208, ","     0"," ,0,1231,+","     0","T,0,0623,+","  98.8"," ,0,1015, ","   38.9","0,0817, ","","","0.0","0,1101","-2.8","0,1103","-6.7","0,1208","-6.7","0,1208","","","-2.2","0,0317","-2.2","0,0317","-5.0","0,0307","","","","","    1088.1","1","","","    1088.1","0","","","","","","","","","","","","","","","    770.3"," ,0","","","        0","T,0","     18.61","0","     24.98","0","     12.24","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1955","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1147.8","","    1147.8","0","       100","0","        60","0","        11","0","        0","","         0","0","         0","0","        35","0","         0","0","       262","0","        32","0","       142"," ","","","        59"," ","   -7.8","0,1217, ","     0"," ,0,1231,+","     0","T,0,1212,+","  46.2"," ,0,0618, ","   35.6","0,0511, ","","","0.0","0,1120","-2.8","0,1129","-4.4","0,1130","-7.2","0,1216","","","-0.6","0,0330","-3.3","0,0327","-5.0","0,0214","","","","","    1181.9","9","","","    1181.9","0","","","","","","","","","","","","","","","    917.7"," ,0","","","        0","T,0","     18.16","0","     24.05","0","     12.26","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1956","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1079.0","","    1079.0","0","        94","0","        73","0","        14","0","        0","","         0","0","         0","0","        33","0","         0","0","       249","0","        40","0","       138"," ","","","        63"," ","   -4.4","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  98.0"," ,0,0925, ","   36.1","0,0806, ","","","-0.6","0,1110","-2.8","0,1123","","","","","","","-2.8","0,0322","-2.8","0,0322","-4.4","0,0115","","","","","    1259.2","2","","","    1259.2","0","","","","","","","","","","","","","","","   1263.7"," ,0","","","        0"," ,0","     18.30","0","     24.20","0","     12.41","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1957","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1085.3","","    1085.3","0","       119","0","        95","0","        21","0","        0","","         0","0","         0","0","        23","0","         0","0","       253","0","        33","0","       173"," ","","","        51"," ","   -9.4","0,1213, ","     0"," ,0,1231,+","     0","T,0,0221, ","  84.1"," ,0,0819, ","   36.7","0,0812, ","","","0.0","0,1029","-2.2","0,1201","-4.4","0,1211","-7.8","0,1212","-9.4","0,1213","-1.1","0,0310","-2.8","0,0218","-8.3","0,0119","-8.3","0,0119","","","    1018.2","2","","","    1018.2","0","","","","","","","","","","","","","","","   1545.9"," ,0","","","        0","T,0","     18.27","0","     23.92","0","     12.63","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1958","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1104.8","","    1104.8","0","       116","0","        92","0","        23","0","        0","","         0","0","         0","0","        49","0","         1","0","       221","0","        43","0","       163"," ","","","        49"," ","  -10.0","0,0218, ","     0","T,0,1212,+","     3"," ,0,1211, "," 106.7"," ,0,0620, ","   35.6","0,0730, ","","","0.0","0,1130","-3.3","0,1211","-7.2","0,1212","-7.2","0,1212","","","0.0","0,0323","-5.6","0,0221","-5.6","0,0221","-6.7","0,0219","-10.0","0,0218","    1464.3","3","","","    1464.3","0","","","","","","","","","","","","","","","   1833.4"," ,0","","","        3"," ,0","     17.21","0","     22.72","0","     11.70","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1959","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1080.6","","    1080.6","0","       133","0","       100","0","        15","0","        0","","         0","0","         0","0","        27","0","         0","0","       239","0","        20","0","       164"," ","","","        48"," ","   -8.3","0,0117, ","     0","T,0,0302, ","     0","T,0,0302, "," 113.8"," ,0,0305, ","   37.2","0,0630,+","","","-1.7","0,1119","-5.6","0,1130","-5.6","0,1130","","","","","-0.6","0,0308","-5.0","0,0221","-5.0","0,0221","-7.2","0,0118","","","    1240.4","4","","","    1240.4","0","","","","","","","","","","","","","","","   1705.9"," ,0","","","        0","T,0","     18.00","0","     23.37","0","     12.63","0","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1960","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1182.0","","    1182.0","0","       113","0","        76","0","        14","0","        0","","         0","0","         0","0","        56","0","         0","0","       241","0","        50","0","       153"," ","","","        55"," ","   -8.3","0,1214,+","     0","T,0,0312,+","    13"," ,0,0311, "," 114.6"," ,0,0729, ","   36.1","0,0702, ","","","-1.7","0,1107","-2.8","0,1108","-8.3","0,1203","-8.3","0,1203","","","-1.1","0,0411","-4.4","0,0314","-4.4","0,0314","-6.7","0,0124","","","    1354.9","9","","","    1354.9","0","","","","","","","","","","","","","","","   1332.1"," ,0","","","       13"," ,0","     17.62","0","     23.63","0","     11.61","0","","","","","","","","","       315","X","","","","","","","","","      23.1","X"
"USW00013880","1961","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1113.5","","    1113.5","0","       115","0","        81","0","        12","0","        0","","         0","0","         0","0","        44","0","         0","0","       256","0","        47","0","       167"," ","","","        59"," ","   -7.8","0,0122, ","     0","T,0,0203,+","     0","T,0,0128,+","  88.4"," ,0,0627, ","   35.0","0,0731,+","    1509.6","0","0.0","0,1121","-2.2","0,1129","-5.0","0,1226","","","","","-0.6","0,0211","-3.9","0,0206","-5.0","0,0130","-7.8","0,0122","","","    1281.4","4","","","    1281.4","0","","","","","","","","","","","","","","","   1271.3"," ,0","","","        0","T,0","     18.06","0","     24.07","0","     12.05","0","","","","","","","","","       180","X","     36248","0","","","","","","","      22.6","X"
"USW00013880","1962","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1178.7","","    1178.7","0","       119","0","        89","0","        18","0","        0","","         0","0","         0","0","        39","0","         2","0","       238","0","        43","0","       165"," ","","","        64"," ","  -13.3","0,1213, ","     0","T,0,0303,+","     0","T,0,1211,+"," 116.8"," ,0,0803, ","   36.1","0,0526, ","","","0.0","0,1106","-2.2","0,1207","-10.0","0,1212","-10.0","0,1212","-10.0","0,1212","0.0","0,0416","-2.8","0,0308","-8.9","0,0113","-8.9","0,0113","-8.9","0,0113","    1203.8","8","","","    1203.8","0","","","","","","","","","","","","","","","   1553.8"," ,0","","","        0","T,0","     17.86","0","     23.76","0","     11.95","0","","","","","","","","","       225","X","     37095","0","","","","","","","      24.7","X"
"USW00013880","1963","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1180.5","","    1180.5","0","       114","0","        77","0","        17","0","        0","","         0","0","         0","0","        48","0","         0","0","       249","0","        63","0","       157"," ","","","        55"," ","   -8.9","0,0125, ","     0","T,0,0217, ","     5"," ,0,0216, "," 132.1"," ,0,0623, ","   36.7","0,0804,+","    3122.0","0","-1.7","0,1103","-2.8","0,1204","-6.7","0,1219","-6.7","0,1219","","","-4.4","0,0228","-4.4","0,0228","-4.4","0,0228","-8.9","0,0125","-8.9","0,0125","    1386.6","6","","","    1386.6","0","","","","","","","","","","","","","","","   1396.7"," ,0","","","        8"," ,0","     17.90","0","     24.04","0","     11.75","0","","","","","","","","","       225","X","     37161","0","","","","","","","      26.7","X"
"USW00013880","1964","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1158.9","","    1158.9","0","       128","0","        87","0","        25","0","        0","","         0","0","         0","0","        30","0","         0","0","       247","0","        46","0","       178"," ","","","        51"," ","   -7.8","0,0115, ","     0"," ,0,1231,+","     0","T,0,0113, "," 125.2"," ,0,0717, ","   36.1","0,0803,+","    1412.4","0","0.0","0,1130","-4.4","0,1201","-4.4","0,1201","","","","","-2.8","0,0331","-2.8","0,0331","-6.1","0,0116","-7.8","0,0115","","","    1262.9","9","","","    1262.9","0","","","","","","","","","     13.85","0","","","     25.01","0","   1854.6"," ,0","","","        0","T,0","     18.40","0","     24.18","0","     12.62","0","","","","","","","","","       270","X","","","","","","","","","      24.2","X"
"USW00013880","1965","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1171.3","","    1171.3","0","       127","0","        90","0","        16","0","        0","","         0","0","         0","0","        38","0","         0","0","       248","0","        39","0","       155"," ","        31"," ","        68"," ","   -6.1","0,1208,+","     0","T,0,0131, ","     0","T,0,0331,+","  88.9"," ,0,1018, ","   34.4","0,0827,+","    1516.1","0","-1.7","0,1118","-3.9","0,1201","-4.4","0,1202","","","","","-2.2","0,0322","-2.2","0,0322","-4.4","0,0203","","","","","    1136.9","9","","","    1136.9","0","","","","","","","","","","","","","","","   1368.6"," ,0","      54.7","X","        0","T,0","     18.19","0","     24.04","0","     12.35","0","   146916","X","","","","","","","       180","X","","","","","","","","","      24.2","X"
"USW00013880","1966","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1070.1","","    1070.1","0","       111","0","        76","0","        21","0","        1","","         0","0","         0","0","        46","0","         0","0","       249","0","        37","0","       158"," ","        31"," ","        46"," ","  -11.7","0,0130, ","    25"," ,0,0127, ","    20"," ,0,0127, "," 116.3"," ,0,0702, ","   36.1","0,0823, ","    1503.8","0","-2.8","0,1104","-2.8","0,1104","-4.4","0,1225","","","","","-1.1","0,0329","-2.2","0,0310","-5.6","0,0207","-7.2","0,0206","-9.4","0,0131","    1329.3","3","","","    1329.3","0","","","","","","","","","     13.25","0","","","     24.95","0","   1361.9"," ,0","      59.0","X","       20"," ,0","     17.54","0","     23.40","0","     11.67","0","   158448","X","","","","","","","       315","X","     35146","0","","","","","","","      26.2","X"
"USW00013880","1967","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1025.1","","    1025.1","0","       105","0","        71","0","        10","0","        0","","         0","0","         0","0","        40","0","         0","0","       267","0","        56","0","       156"," ","        37"," ","        39"," ","  -10.0","0,0226, ","     0"," ,0,1231,+","     0","T,0,0213,+"," 158.2"," ,0,0522, ","   36.1","0,0808,+","","","-0.6","0,1029","-4.4","0,1108","-4.4","0,1108","","","","","-1.1","0,0318","-2.8","0,0302","-5.6","0,0227","-10.0","0,0226","-10.0","0,0226","    1139.2","2","","","    1139.2","0","","","","","","","","","     13.34","0","","","     24.83","0","   1109.5"," ,0","      61.5","X","        0","T,0","     17.95","0","     24.36","0","     11.55","0","   163770","X","","","","","","","       360","X","","","","","","","","","      26.7","X"
"USW00013880","1968","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","   1214.2","","    1214.2","0","       106","0","        66","0","        17","0","        1","","         1","0","         0","0","        68","0","         0","0","       240","0","        55","0","       144"," ","        28"," ","        51"," ","   -7.8","0,0214,+","    25"," ,0,0222, ","    33"," ,0,0222, ","  67.8"," ,0,0607, ","   37.2","0,0808, ","","","-0.6","0,1111","-3.3","0,1121","-5.6","0,1209","","","","","-0.6","0,0325","-3.3","0,0304","-5.0","0,0227","-7.8","0,0214","","","    1432.4","4","","","    1432.4","0","","","","","","","","","","","","","","","   1165.1"," ,0","      59.6","X","       46"," ,0","     17.47","0","     23.65","0","     11.29","0","   159432","X","","","","","","","       360","X","","","","","","","","","      30.8","X"
