"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003125","2007","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2581.2","","    2581.2","0","        12","0","         2","0","         0","0","        0","","         0","0","         0","0","         5","0","         0","0","       305","0","       189","0","","","","","   -4.4","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  16.0"," ,0,1130, ","   46.7","0,0901,+","","","","","-2.2","0,0118","-2.2","0,0118","-4.4","0,0114","     524.8","8","     524.8","0","     30.4"," ,0","        0"," ,0","     23.88","0","     31.57","0","     16.18","0","","","",""
"USW00003125","2010","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2302.5","","    2302.5","0","        20","0","         9","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       308","0","       165","0","","","         1"," ","   -0.6","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  60.2"," ,0,0121, ","   46.1","0,0824, ","0.0","0,1127","","","","","","","","","","","","","    170.7"," ,0","        0"," ,0","     23.25","0","     30.46","0","     16.04","0","","","",""
"USW00003125","2011","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2514.1","","    2514.1","7","        19","7","         8","7","         0","7","","","","","         0","7","         4","7","         0","7","       299","7","       170","7","         1"," ","","","   -3.3","7,0204,+","","","","","  11.2"," ,7,1112,+","   48.3","7,0702, ","","","","","-3.3","K,0204","-3.3","K,0204","","","     554.7","7","     554.7","7","     65.0"," ,7","","","     23.48","7","     30.89","7","     16.08","7","","","",""
"USW00003125","2012","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2660.7","","    2660.7","7","        18","7","         6","7","         0","7","","","","","         0","7","         0","7","         0","7","       327","7","       194","7","","","","","    2.2","7,1229,+","","","","","  16.0"," ,7,0730, ","   46.7","7,0813,+","","","","","","","","","","","     499.0","0","     499.0","7","     46.3"," ,7","","","     24.48","7","     32.15","7","     16.81","7","","","",""
"USW00003125","2013","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2609.7","","    2609.7","7","        22","7","         8","7","         1","7","","","","","         0","7","         2","7","         0","7","       311","7","       192","7","","","","","   -2.2","7,0113, ","","","","","  35.6"," ,7,1122, ","   48.3","7,0628, ","","","","","-2.2","7,0113","-2.2","7,0113","","","     482.9","9","     482.9","7","     97.0"," ,7","","","     24.04","7","     31.63","7","     16.44","7","","","",""
"USW00003125","2014","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2765.8","","    2765.8","7","        17","7","         6","7","         2","7","","","","","         0","7","         2","7","         0","7","       343","7","       206","7","","","","","   -0.6","7,1229, ","","","","","  51.8"," ,7,0909, ","   48.9","7,0723, ","0.0","7,1228","","","","","","","","","     309.1","1","     309.1","7","    106.2"," ,7","","","     25.16","7","     33.04","7","     17.27","7","","","",""
"USW00003125","2015","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2784.4","","    2784.4","7","        16","7","         8","7","         0","7","","","","","         0","7","         5","7","         0","7","       328","7","       187","7","","","","","   -3.3","7,0101, ","","","","","  18.0"," ,7,1115, ","   47.8","7,0815, ","0.0","7,1217","","","-2.2","7,0103","-2.2","7,0103","","","     273.0","0","     273.0","7","     66.6"," ,7","","","     24.93","7","     32.41","7","     17.45","7","","","",""
"USW00003125","2016","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2764.3","","    2764.3","7","        16","7","         8","7","         0","7","","","","","         0","7","         0","7","         0","7","       321","7","       200","7","","","","","    1.1","7,0101, ","","","","","   9.7"," ,7,1222, ","   48.9","7,0619, ","","","","","","","","","","","     438.1","1","     438.1","7","     52.8"," ,7","","","     24.84","7","     32.29","7","     17.38","7","","","",""
"USW00003125","2017","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2706.3","","    2706.3","7","        14","7","         5","7","         0","7","","","","","         0","7","         0","7","         0","7","       317","7","       193","7","","","","","    1.1","7,1223,+","","","","","  20.6"," ,7,0218, ","   49.4","7,0620, ","","","","","","","","","","","     400.2","2","     400.2","7","     61.7"," ,7","","","     24.76","7","     32.08","7","     17.44","7","","","",""
"USW00003125","2018","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2622.7","","    2622.7","7","        12","7","         8","7","         0","7","        0","","         0","7","         0","7","         1","7","         0","7","       323","7","       175","7","","","","","   -1.1","7,0221, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  22.9"," ,7,0930, ","   48.9","7,0724, ","","","","","-1.1","7,0221","","","","","     330.1","1","     330.1","7","     93.3"," ,7","        0"," ,7","     24.29","7","     31.62","7","     16.97","7","","","",""
"USW00003125","2019","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2411.5","","    2411.5","7","        25","7","         8","7","         1","7","        0","","         0","7","         0","7","         6","7","         0","7","       283","7","       162","7","","","","","   -2.2","7,0103, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  32.8"," ,7,0923, ","   46.7","7,0821,+","","","","","0.0","7,0223","-2.2","7,0103","","","     590.2","2","     590.2","7","    104.8"," ,7","        0"," ,7","     23.24","7","     30.44","7","     16.03","7","","","",""
"USW00003125","2020","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2698.1","","    2698.1","7","        13","7","         7","7","         1","7","        0","","         0","7","         0","7","         0","7","         0","7","       310","7","       188","7","","","","","    1.1","7,1205, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  37.3"," ,7,0312, ","   48.9","7,0905, ","","","","","","","","","","","     518.3","3","     518.3","7","     91.2"," ,7","        0"," ,7","     24.27","7","     32.14","7","     16.41","7","","","",""
"USW00003125","2021","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2623.8","","    2623.8","7","        15","7","         7","7","         0","7","        0","","         0","7","         0","7","         0","7","         0","7","       318","7","       184","7","","","","","    0.6","7,1216, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  19.6"," ,7,0120, ","   47.8","7,0804,+","","","","","","","","","","","     513.6","6","     513.6","7","     55.2"," ,7","        0"," ,7","     24.35","7","     31.84","7","     16.86","7","","","",""
"USW00003125","2022","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2612.9","","    2612.9","7","        20","7","         7","7","         0","7","        0","","         0","7","         0","7","         1","7","         0","7","       314","7","       187","7","","","","","    0.0","7,1217, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  21.8"," ,7,0825, ","   45.6","7,0711, ","0.0","7,1217","","","","","","","","","     398.3","3","     398.3","7","     59.0"," ,7","        0"," ,7","     23.94","7","     31.35","7","     16.53","7","","","",""
"USW00003125","2023","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2433.4","","    2433.4","7","        25","7","         8","7","         0","7","        0","","         0","7","         0","7","         0","7","         0","7","       295","7","       177","7","","","","","    1.1","7,0216,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  16.0"," ,7,0819, ","   47.2","7,0828,+","","","","","","","","","","","     688.1","1","     688.1","7","     81.8"," ,7","        0"," ,7","     23.39","7","     30.70","7","     16.08","7","","","",""
"USW00003125","2024","32.8356","-114.3942","98.8","YUMA PROVING GROUND, AZ US","   2622.8","","    2622.8","7","        15","7","         6","7","         0","7","        0","","         0","7","         0","7","         0","7","         0","7","       314","7","       185","7","","","","","    1.7","7,0113,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  19.6"," ,7,0122, ","   47.2","7,0708, ","","","","","","","","","","","     468.5","5","     468.5","7","     54.3"," ,7","        0"," ,7","     24.09","7","     31.60","7","     16.58","7","","","",""
