"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00007080","1948","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        23","a","        23","a","         4","a","","","","","","","","","","","","","  48.5"," ,a,0312, ","","","","","","","","","","","","","    398.7"," ,a","","","","","",""
"ASN00007080","1949","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        21","a","        19","a","         2","a","","","","","","","","","","","","","  36.1"," ,a,0215, ","","","","","","","","","","","","","    199.3"," ,a","","","","","",""
"ASN00007080","1950","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        11","a","         8","a","         1","a","","","","","","","","","","","","","  35.6"," ,a,0526, ","","","","","","","","","","","","","    106.6"," ,a","","","","","",""
"ASN00007080","1952","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        17","a","        16","a","         2","a","","","","","","","","","","","","","  33.0"," ,a,0520, ","","","","","","","","","","","","","    179.7"," ,a","","","","","",""
"ASN00007080","1954","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        14","a","        13","a","         1","a","","","","","","","","","","","","","  38.1"," ,a,0419, ","","","","","","","","","","","","","    150.7"," ,a","","","","","",""
"ASN00007080","1955","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        17","a","        16","a","         4","a","","","","","","","","","","","","","  42.4"," ,a,0605, ","","","","","","","","","","","","","    243.2"," ,a","","","","","",""
"ASN00007080","1956","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","         4","a","         4","a","         0","a","","","","","","","","","","","","","   7.6"," ,a,0508, ","","","","","","","","","","","","","     24.2"," ,a","","","","","",""
"ASN00007080","1958","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        11","a","        11","a","         4","a","","","","","","","","","","","","","  49.5"," ,a,0317,+","","","","","","","","","","","","","    253.2"," ,a","","","","","",""
"ASN00007080","1959","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","         7","a","         7","a","         0","a","","","","","","","","","","","","","  15.7"," ,a,0602, ","","","","","","","","","","","","","     68.4"," ,a","","","","","",""
"ASN00007080","1960","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        23","a","        23","a","         5","a","","","","","","","","","","","","","  58.4"," ,a,0202, ","","","","","","","","","","","","","    354.2"," ,a","","","","","",""
"ASN00007080","1961","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        11","a","        11","a","         3","a","","","","","","","","","","","","","  58.4"," ,a,0214, ","","","","","","","","","","","","","    209.5"," ,a","","","","","",""
"ASN00007080","1962","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        10","a","        10","a","         0","a","","","","","","","","","","","","","  24.6"," ,a,0130, ","","","","","","","","","","","","","    104.8"," ,a","","","","","",""
"ASN00007080","1963","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        24","a","        23","a","         2","a","","","","","","","","","","","","","  34.3"," ,a,0317, ","","","","","","","","","","","","","    231.2"," ,a","","","","","",""
"ASN00007080","1964","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        16","a","        16","a","         2","a","","","","","","","","","","","","","  33.0"," ,a,0109, ","","","","","","","","","","","","","    143.1"," ,a","","","","","",""
"ASN00007080","1965","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        27","a","        25","a","         5","a","","","","","","","","","","","",""," 149.9"," ,a,0312, ","","","","","","","","","","","","","    500.1"," ,a","","","","","",""
"ASN00007080","1966","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        24","a","        17","a","         2","a","","","","","","","","","","","","","  27.9"," ,a,0430, ","","","","","","","","","","","","","    161.1"," ,a","","","","","",""
"ASN00007080","1968","-25.1256","119.1514","520.0","THREE RIVERS, AS","   1934.4","","    1934.4","a","        63","a","        30","a","         2","a","","","","","","","","","","","","","  49.0"," ,a,0201, ","","","","","","","","","","","","","    316.9"," ,a","","","","","",""
"ASN00007080","1969","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        14","a","         8","a","         1","a","","","","","","","","","","","","","  46.2"," ,a,0220, ","","","","","","","","","","","","","    127.4"," ,a","","","","","",""
"ASN00007080","1970","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        31","a","        17","a","         0","a","","","","","","","","","","","","","  18.8"," ,a,0506, ","","","","","","","","","","","","","    134.2"," ,a","","","","","",""
"ASN00007080","1971","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        30","a","        15","a","         2","a","","","","","","","","","","","","","  76.7"," ,a,0604, ","","","","","","","","","","","","","    247.1"," ,a","","","","","",""
"ASN00007080","1972","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        40","a","        19","a","         0","a","","","","","","","","","","","","","  19.1"," ,a,1208, ","","","","","","","","","","","","","    131.7"," ,a","","","","","",""
"ASN00007080","1973","-25.1256","119.1514","520.0","THREE RIVERS, AS","   2059.7","","    2059.7","a","        74","a","        42","a","         4","a","","","","","","","","","","","","","  58.4"," ,a,0123, ","","","","","","","","","","","","","    502.5"," ,a","","","","","",""
"ASN00007080","1974","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        51","a","        21","a","         1","a","","","","","","","","","","","","","  34.2"," ,a,0728, ","","","","","","","","","","","","","    226.4"," ,a","","","","","",""
"ASN00007080","1975","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        57","a","        29","a","         4","a","","","","","","","","","","","","","  83.4"," ,a,1003, ","","","","","","","","","","","","","    476.0"," ,a","","","","","",""
"ASN00007080","1976","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        26","a","        15","a","         1","a","","","","","","","","","","","","","  30.0"," ,a,0226, ","","","","","","","","","","","","","    160.2"," ,a","","","","","",""
"ASN00007080","1977","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        30","a","         9","a","         1","a","         0","a","        17","a","         0","a","       328","a","       177","a","   -5.5","a,0708, ","  30.2"," ,a,0830, ","   47.4","a,0210,+","-2.4","a,0524","-2.4","a,0524","-4.5","a,0706","-2.2","a,0805","-2.2","a,0805","    104.1"," ,a","     23.06","a","     31.96","a","     14.16","a"
"ASN00007080","1978","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        46","a","        20","a","         1","a","         0","a","         4","a","         0","a","       300","a","       182","a","   -3.5","a,0724, ","  45.6"," ,a,0224, ","   44.6","a,0111, ","-1.4","a,0608","-3.5","a,0724","","","","","","","    204.9"," ,a","     22.50","a","     30.08","a","     14.92","a"
"ASN00007080","1979","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        30","a","        12","a","         1","a","","","","","","","","","","","","","  38.0"," ,a,0213, ","","","","","","","","","","","","","    142.3"," ,a","","","","","",""
"ASN00007080","1980","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        47","a","        23","a","         3","a","","","","","","","","","","","","","  53.6"," ,a,0420, ","","","","","","","","","","","","","    375.0"," ,a","","","","","",""
"ASN00007080","1981","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        33","a","        17","a","         2","a","","","","","","","","","","","","","  41.0"," ,a,0216, ","","","","","","","","","","","","","    169.3"," ,a","","","","","",""
"ASN00007080","1982","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        50","a","        25","a","         2","a","","","","","","","","","","","","","  28.8"," ,a,0114, ","","","","","","","","","","","","","    278.0"," ,a","","","","","",""
"ASN00007080","1983","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        40","a","        20","a","         0","a","","","","","","","","","","","","","  25.0"," ,a,0331, ","","","","","","","","","","","","","    195.6"," ,a","","","","","",""
"ASN00007080","1989","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        31","a","        20","a","         1","a","","","","","","","","","","","","","  39.7"," ,a,0424, ","","","","","","","","","","","","","    177.9"," ,a","","","","","",""
"ASN00007080","1990","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        31","a","        19","a","         5","a","","","","","","","","","","","","","  52.0"," ,a,0117, ","","","","","","","","","","","","","    321.1"," ,a","","","","","",""
"ASN00007080","1991","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        16","a","        11","a","         2","a","","","","","","","","","","","","","  27.6"," ,a,0613, ","","","","","","","","","","","","","    121.6"," ,a","","","","","",""
"ASN00007080","1992","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        38","a","        25","a","         2","a","","","","","","","","","","","","","  98.2"," ,a,0430, ","","","","","","","","","","","","","    364.2"," ,a","","","","","",""
"ASN00007080","1993","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        15","a","         9","a","         1","a","","","","","","","","","","","","","  28.4"," ,a,0121, ","","","","","","","","","","","","","    145.0"," ,a","","","","","",""
"ASN00007080","1994","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        19","a","        12","a","         0","a","","","","","","","","","","","","","  18.4"," ,a,0221, ","","","","","","","","","","","","","    104.2"," ,a","","","","","",""
"ASN00007080","1995","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        44","a","        24","a","         2","a","","","","","","","","","","","","","  88.0"," ,a,1210, ","","","","","","","","","","","","","    386.1"," ,a","","","","","",""
"ASN00007080","1996","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        46","a","        21","a","         3","a","","","","","","","","","","","","","  60.4"," ,a,0411, ","","","","","","","","","","","","","    300.7"," ,a","","","","","",""
"ASN00007080","1997","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        54","a","        32","a","         8","a","","","","","","","","","","","","","  50.6"," ,a,0403, ","","","","","","","","","","","","","    486.6"," ,a","","","","","",""
"ASN00007080","1998","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        57","a","        31","a","         1","a","","","","","","","","","","","","","  34.6"," ,a,0611, ","","","","","","","","","","","","","    364.8"," ,a","","","","","",""
"ASN00007080","1999","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        46","a","        28","a","         6","a","","","","","","","","","","","","","  71.2"," ,a,0214, ","","","","","","","","","","","","","    463.5"," ,a","","","","","",""
"ASN00007080","2000","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        53","a","        32","a","         1","a","","","","","","","","","","","","","  64.0"," ,a,0325, ","","","","","","","","","","","","","    363.2"," ,a","","","","","",""
"ASN00007080","2001","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        36","a","        17","a","         1","a","","","","","","","","","","","","","  42.0"," ,a,0222, ","","","","","","","","","","","","","    214.4"," ,a","","","","","",""
"ASN00007080","2002","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        42","a","        17","a","         1","a","","","","","","","","","","","","","  26.0"," ,a,0129, ","","","","","","","","","","","","","    238.9"," ,a","","","","","",""
"ASN00007080","2003","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        32","a","        12","a","         2","a","","","","","","","","","","","","","  73.6"," ,a,0127, ","","","","","","","","","","","","","    297.9"," ,a","","","","","",""
"ASN00007080","2016","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        37","a","        21","a","         4","a","","","","","","","","","","","","","  50.0"," ,a,0201, ","","","","","","","","","","","","","    336.5"," ,a","","","","","",""
"ASN00007080","2018","-25.1256","119.1514","520.0","THREE RIVERS, AS","","","","","        39","a","        24","a","         3","a","","","","","","","","","","","","","  34.0"," ,a,0207, ","","","","","","","","","","","","","    288.4"," ,a","","","","","",""
