"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00194771","1943","42.18333","-71.75","107.0","MILLBURY, MA US","       105","6","        72","6","         6","6","","","","","","","","","","","","","","","","","","","  53.3"," ,6,0307, ","","","","","","","","","","","","","","","","","","","","","    921.8"," ,6","","","",""
"USC00194771","1944","42.18333","-71.75","107.0","MILLBURY, MA US","        94","6","        70","6","        11","6","","","","","","","","","","","","","","","","","","","  65.5"," ,6,0915, ","","","","","","","","","","","","","","","","","","","","","    963.1"," ,6","","","",""
"USC00194771","1946","42.18333","-71.75","107.0","MILLBURY, MA US","        91","6","        68","6","        10","6","","","         9","6","","","","","","","","","","","","","   356"," ,6,0220, ","  78.2"," ,6,1001, ","","","","","","","","","","","","","","","","","","","","","    970.4"," ,6","     1207"," ,6","",""
"USC00194771","1947","42.18333","-71.75","107.0","MILLBURY, MA US","       100","6","        70","6","        11","6","","","        14","6","","","","","","","","","","","","","   406"," ,6,1227, ","  52.1"," ,6,0303, ","","","","","","","","","","","","","","","","","","","","","    949.0"," ,6","     1510"," ,6","",""
"USC00194771","1948","42.18333","-71.75","107.0","MILLBURY, MA US","       114","0","        85","0","        10","0","","","","","","","","","","","","","","","","","","","  48.3"," ,0,0706, ","","","","","","","","","","","","","","","","","","","","","   1100.1"," ,0","","","",""
"USC00194771","1949","42.18333","-71.75","107.0","MILLBURY, MA US","        98","0","        71","0","         1","0","","","        10","0","","","","","         7"," ","         6"," ","","","","","   178"," ,0,0301, ","  38.1"," ,0,0901, ","","","","","","","","","","","","","","","","","","","","","    719.0"," ,0","      792"," ,0","",""
"USC00194771","1950","42.18333","-71.75","107.0","MILLBURY, MA US","       128","0","        88","0","        13","0","","","","","","","","","         6"," ","         5"," ","","","","","","","  70.1"," ,0,0820, ","","","","","","","","","","","","","","","","","","","","","   1138.8"," ,0","","","",""
"USC00194771","1951","42.18333","-71.75","107.0","MILLBURY, MA US","       113","0","        83","0","        19","0","","","","","","","","","        11"," ","        13"," ","","","","","","","  54.4"," ,0,1104, ","","","","","","","","","","","","","","","","","","","","","   1275.3"," ,0","","","",""
"USC00194771","1952","42.18333","-71.75","107.0","MILLBURY, MA US","       104","0","        68","0","        13","0","","","        10","0","","","","","         6"," ","         9"," ","","","","","   203"," ,0,0218, ","  67.3"," ,0,0806, ","","","","","","","","","","","","","","","","","","","","","   1106.4"," ,0","      808"," ,0","",""
"USC00194771","1953","42.18333","-71.75","107.0","MILLBURY, MA US","       112","0","        81","0","        15","0","","","         8","0","","","","","         9"," ","         9"," ","","","","","   178"," ,0,0109, ","  48.5"," ,0,0316, ","","","","","","","","","","","","","","","","","","","","","   1306.2"," ,0","      623"," ,0","",""
"USC00194771","1954","42.18333","-71.75","107.0","MILLBURY, MA US","       125","0","        80","0","        14","0","","","","","","","","","         3"," ","         7"," ","","","","","","","  98.8"," ,0,0912, ","","","","","","","","","","","","","","","","","","","","","   1335.7"," ,0","","","",""
"USC00194771","1955","42.18333","-71.75","107.0","MILLBURY, MA US","       108","0","        76","0","        13","0","","","","","","","","","         3"," ","        10"," ","","","","","",""," 230.6"," ,0,0819, ","","","","","","","","","","","","","","","","","","","","","   1322.1"," ,0","","","",""
"USC00194771","1956","42.18333","-71.75","107.0","MILLBURY, MA US","       124","0","        84","0","         9","0","","","        18","0","","","","","         2"," ","         7"," ","","","","","   381"," ,0,0317, ","  42.7"," ,0,0706, ","","","","","","","","","","","","","","","","","","","","","   1029.0"," ,0","     1993"," ,0","",""
"USC00194771","1957","42.18333","-71.75","107.0","MILLBURY, MA US","        95","0","        63","0","         8","0","       46","","        16","0","","","","","         1"," ","         5"," ","","","   381"," ,0,0120,+","   152"," ,0,0111,+","  43.9"," ,0,1211, ","","","","","","","","","","","","","","","","","","","","","    818.2"," ,0","     1082"," ,0","",""
"USC00194771","1958","42.18333","-71.75","107.0","MILLBURY, MA US","       122","0","        88","0","        19","0","","","","","","","","","","","         3"," ","","","","","","","  57.2"," ,0,0108, ","","","","","","","","","","","","","","","","","","","","","   1343.6"," ,0","","","",""
"USC00194771","1959","42.18333","-71.75","107.0","MILLBURY, MA US","       112","0","        82","0","        15","0","","","","","","","","","         2"," ","         1"," ","","","","","","","  82.6"," ,0,0721, ","","","","","","","","","","","","","","","","","","","","","   1280.6"," ,0","","","",""
