"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MU000041288","1996","20.667","58.9","19.0","MASIRAH, MU","        12","I","         5","I","         2","I","","","","","","","","","","","","","  42.9"," ,I,0611, ","","","","","","","    115.5"," ,I","","","","","",""
"MU000041288","1998","20.667","58.9","19.0","MASIRAH, MU","         5","I","         2","I","         0","I","","","","","","","","","","","","","  14.0"," ,I,1217, ","","","","","","","     23.6"," ,I","","","","","",""
"MU000041288","2001","20.667","58.9","19.0","MASIRAH, MU","","","","","","","","","","","         0","I","       333","I","       136","I","","","","","   42.2","I,0527, ","","","","","","","","","     31.55","I","",""
"MU000041288","2002","20.667","58.9","19.0","MASIRAH, MU","","","","","","","","","","","         0","I","       329","I","       111","I","","","","","   42.8","I,0505, ","","","","","","","","","     31.45","I","",""
"MU000041288","2003","20.667","58.9","19.0","MASIRAH, MU","         7","I","         4","I","         1","I","","","","","         0","I","       340","I","       131","I","","","  84.8"," ,I,0730, ","   40.7","I,0426, ","","","","","    104.3"," ,I","","","     31.34","I","",""
"MU000041288","2004","20.667","58.9","19.0","MASIRAH, MU","        10","S","         1","S","         0","S","","","","","         0","S","       347","S","       123","S","","","   4.1"," ,S,0720, ","   41.4","S,0615, ","","","","","     11.1"," ,S","","","     31.26","S","",""
"MU000041288","2005","20.667","58.9","19.0","MASIRAH, MU","","","","","","","         0","S","         0","S","         0","S","       357","S","       123","S","   15.5","S,0101, ","","","   40.8","S,0422, ","","","","","","","     27.15","S","     31.02","S","     23.28","S"
"MU000041288","2006","20.667","58.9","19.0","MASIRAH, MU","","","","","","","","","","","         0","S","       355","S","       126","S","","","","","   42.0","S,0507, ","","","","","","","","","     30.88","S","",""
"MU000041288","2007","20.667","58.9","19.0","MASIRAH, MU","","","","","","","","","","","         0","S","       354","S","       131","S","","","","","   41.7","S,0504, ","","","","","","","","","     31.40","S","",""
"MU000041288","2008","20.667","58.9","19.0","MASIRAH, MU","","","","","","","         0","S","         0","S","","","","","","","   13.3","S,0202, ","","","","","","","","","","","","","","","     22.66","S"
"MU000041288","2009","20.667","58.9","19.0","MASIRAH, MU","","","","","","","         0","S","         0","S","         0","S","       353","S","       127","S","   12.5","S,0116, ","","","   42.3","S,0517, ","       0.4","4","       0.4","S","","","     27.34","S","     31.36","S","     23.32","S"
"MU000041288","2010","20.667","58.9","19.0","MASIRAH, MU","","","","","","","","","","","         0","S","       356","S","       142","S","","","","","   41.3","S,0514, ","","","","","","","","","     31.43","S","",""
"MU000041288","2014","20.667","58.9","19.0","MASIRAH, MU","","","","","","","         0","S","         0","S","         0","S","       355","S","       138","S","   15.6","S,0213, ","","","   42.5","S,0606, ","","","","","","","     27.36","S","     31.29","S","     23.43","S"
"MU000041288","2015","20.667","58.9","19.0","MASIRAH, MU","","","","","","","","","","","         0","S","       353","S","       143","S","","","","","   47.2","S,0624, ","","","","","","","","","     31.54","S","",""
"MU000041288","2018","20.667","58.9","19.0","MASIRAH, MU","","","","","","","         0","S","         0","S","         0","S","       353","S","       137","S","   16.0","S,0122, ","","","   41.8","S,0601, ","","","","","","","     27.49","S","     31.44","S","     23.54","S"
