"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00403679","1996","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    405.0","","     405.0","0","       146","0","        95","0","        11","0","       21","","        11","0","         3","0","       135","0","        11","0","       190","0","        16","0","","","  -30.6","0,0205, ","   279"," ,0,0205,+","   203"," ,0,0108, ","  59.4"," ,0,0801, ","   34.4","0,0624, ","","","-0.6","0,1010","-2.2","0,1012","-4.4","0,1020","-7.2","0,1103","-9.4","0,1112","-1.7","0,0502","-3.9","0,0418","-5.0","0,0412","-7.2","0,0411","-9.4","0,0324","    2802.2","2","      26.1","0,0,2","    2802.2","0","      35.6","0,0,2","       0.6","0,0,2","       0.6","0,0,2","      12.2","0,0,2","      18.6","0,0,2","   1240.6"," ,0","      861"," ,0","     11.62","0","     19.57","0","      3.67","0","",""
"USC00403679","1997","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    384.8","","     384.8","0","       146","0","        98","0","        11","0","        2","","         5","0","         2","0","       130","0","         9","0","       179","0","        28","0","","","  -18.3","0,0112, ","   102"," ,0,1231, ","    76"," ,0,0112,+","  53.8"," ,0,0429, ","   36.7","0,0729, ","","","-4.4","0,1023","-4.4","0,1023","-4.4","0,1023","-10.0","0,1117","-10.0","0,1117","-0.6","0,0518","-2.8","0,0517","-5.6","0,0419","-7.2","0,0317","-11.7","0,0120","    2690.4","4","      27.2","0,0,2","    2690.4","0","      34.4","0,0,2","      -6.1","0,0,2","       0.0","0,0,2","      12.1","0,0,2","      18.3","0,0,2","   1203.6"," ,0","      354"," ,0","     11.97","0","     19.93","0","      4.01","0","",""
"USC00403679","1998","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    502.9","","     502.9","0","       128","0","        84","0","         9","0","","","         1","0","         1","0","       108","0","         0","0","       209","0","        36","0","","","  -17.8","0,0101, ","","","    64"," ,0,0206, ","  58.4"," ,0,0417, ","   36.1","0,0915, ","","","-5.0","0,1023","-5.0","0,1023","-5.0","0,1023","-7.8","0,1107","","","-2.8","0,0412","-2.8","0,0412","-4.4","0,0324","-6.7","0,0315","-10.0","0,0314","    2412.7","7","      27.8","0,0,2","    2412.7","0","      35.0","0,0,2","      -0.6","0,0,2","       1.7","0,0,2","      14.1","0,0,2","      19.4","0,0,2","   1092.5"," ,0","       85"," ,0","     13.58","0","     21.22","0","      5.93","0","",""
"USC00403679","1999","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    502.8","","     502.8","0","       117","0","        77","0","        10","0","        0","","         0","0","         0","0","       126","0","         3","0","       219","0","        40","0","","","  -13.3","0,0106,+","     0"," ,0,1231,+","    15"," ,0,0327, ","  47.0"," ,0,0628, ","   36.1","0,0801, ","","","-2.2","0,0923","-2.2","0,0923","-4.4","0,1026","-7.2","0,1104","-8.9","0,1117","0.0","0,0502","-2.2","0,0414","-6.1","0,0328","-7.2","0,0327","-9.4","0,0223","    2277.9","9","","","    2277.9","0","","","","","","","","","","","    977.0"," ,0","       41"," ,0","     13.29","0","     21.91","0","      4.65","0","",""
"USC00403679","2000","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    426.6","","     426.6","0","","","","","","","       13","","         2","0","         0","0","       146","0","        15","0","       217","0","        26","0","","","  -16.7","0,1228,+","    51"," ,0,1220, ","    25"," ,0,1230,+","","","   34.4","0,0628, ","","","0.0","0,0916","-2.2","0,0917","-7.8","0,1008","-7.8","0,1008","-9.4","0,1009","-0.6","0,0501","-2.2","0,0428","-5.6","0,0330","-7.8","0,0313","-10.6","0,0207","    2318.0","0","      26.7","0,3,2","    2318.0","0","      33.3","0,3,2","      -3.3","0,3,2","       0.0","0,3,2","      13.4","0,3,2","      18.1","0,3,2","","","       97"," ,0","     12.17","0","     21.02","0","      3.31","0","",""
"USC00403679","2002","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    705.0","","     705.0","0","       125","0","        89","0","        10","0","        1","","         0","0","         0","0","       106","0","         2","0","       202","0","        75","0","","","  -15.0","0,0101, ","    25"," ,0,0227, ","    13"," ,0,1225,+","  45.7"," ,0,0318, ","   37.8","0,0806, ","","","-3.9","0,1102","-3.9","0,1102","-5.0","0,1118","-8.3","0,1129","-8.9","0,1207","-1.1","0,0522","-3.3","0,0407","-4.4","0,0406","-9.4","0,0323","-9.4","0,0323","    2138.0","0","      31.7","0,3,2","    2138.0","0","      35.6","0,3,2","       0.0","0,3,2","       0.6","0,3,2","      14.5","0,3,2","      18.9","0,3,2","   1061.7"," ,0","       39"," ,0","     14.20","0","     22.03","0","      6.36","0","",""
"USC00403679","2003","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    480.1","","     480.1","0","       160","0","       106","0","        11","0","       10","","         5","0","         0","0","       109","0","         6","0","       211","0","        22","0","","","  -16.7","0,0124, ","   102"," ,0,0330,+","    89"," ,0,0330,+","  62.2"," ,0,1119, ","   34.4","0,0914, ","","","-1.1","0,1003","-2.2","0,1024","-7.2","0,1114","-7.2","0,1114","-9.4","0,1202","-2.8","0,0401","-2.8","0,0401","-8.9","0,0214","-8.9","0,0214","-8.9","0,0214","    2299.8","8","      27.2","0,3,2","    2299.8","0","      32.2","0,3,2","      -2.2","0,3,2","       1.1","0,3,2","      13.8","0,3,2","      17.4","0,3,2","   1292.1"," ,0","      366"," ,0","     13.08","0","     20.50","0","      5.66","0","",""
"USC00403679","2004","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    454.2","","     454.2","0","       153","0","        90","0","        11","0","        6","","         2","0","         0","0","       123","0","         4","0","       211","0","        10","0","","","  -17.2","0,1220, ","   152"," ,0,0227, ","   152"," ,0,0227, ","  96.0"," ,0,0726, ","   33.3","0,0829, ","","","-3.9","0,1017","-3.9","0,1017","-4.4","0,1106","-6.7","0,1116","-8.9","0,1202","0.0","0,0505","-2.8","0,0504","-5.0","0,0406","-7.8","0,0324","-9.4","0,0323","    2395.3","3","","","    2395.3","0","","","","","","","","","","","   1256.5"," ,0","      216"," ,0","     12.92","0","     20.74","0","      5.09","0","",""
"USC00403679","2005","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    558.1","","     558.1","0","","","","","","","","","","","         0","0","       142","0","         3","0","       203","0","        47","0","","","  -17.2","0,0124, ","","","","","","","   35.0","0,0727,+","","","-6.1","0,1016","-6.1","0,1016","-6.1","0,1016","-11.1","0,1118","-11.1","0,1118","-1.1","0,0505","-2.8","0,0504","-5.0","0,0319","-8.3","0,0318","-9.4","0,0309","    2502.2","2","      28.9","0,3,2","    2502.2","0","      35.0","0,3,2","       0.0","0,3,2","       1.7","0,3,2","      13.9","0,3,2","      18.1","0,3,2","","","","","     12.73","0","     21.27","0","      4.20","0","",""
"USC00403679","2006","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    618.4","","     618.4","0","","","","","","","        6","","         2","0","         0","0","       121","0","         1","0","       195","0","        38","0","","","  -12.8","0,1209,+","    51"," ,0,0212,+","    51"," ,0,0212, ","","","   35.0","0,0624,+","","","-2.2","0,1013","-2.2","0,1013","-4.4","0,1025","-6.7","0,1121","-8.9","0,1205","-0.6","0,0410","-5.6","0,0327","-5.6","0,0327","-6.7","0,0306","-10.0","0,0305","    2364.6","6","","","    2364.6","0","","","","","","","","","","","","","      141"," ,0","     13.61","0","     21.19","0","      6.04","0","",""
"USC00403679","2007","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2296.4","4","","","    2296.4","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00403679","2008","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    598.2","","     598.2","0","","","","","","","","","","","         0","0","       112","0","         5","0","       194","0","        38","0","","","  -12.8","0,0121,+","","","","","","","   35.0","0,0806,+","","","-0.6","0,1019","-4.4","0,1029","-4.4","0,1029","-9.4","0,1119","-9.4","0,1119","0.0","0,0501","-6.7","0,0326","-6.7","0,0326","-6.7","0,0326","-8.9","0,0211","","","      28.3","0,3,2","","","      31.7","0,3,2","      -2.8","0,3,2","       2.2","0,3,2","      14.2","0,3,2","      17.5","0,3,2","","","","","     13.46","0","     20.75","0","      6.17","0","",""
"USC00403679","2009","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    539.5","","     539.5","0","","","","","","","        5","","         3","0","         0","0","        99","0","         7","0","       185","0","         5","0","","","  -15.6","0,0117,+","    51"," ,0,0205,+","    38"," ,0,0204, ","","","   32.8","0,0628, ","","","-2.8","0,1019","-2.8","0,1019","-4.4","0,1128","-6.7","0,1206","-10.6","0,1211","-0.6","0,0412","-2.8","0,0321","-4.4","0,0305","-8.9","0,0304","-8.9","0,0304","    2361.6","6","      26.7","0,3,2","    2361.6","0","      30.0","0,3,2","      -1.1","0,3,2","       1.1","0,3,2","      14.0","0,3,2","      16.7","0,3,2","","","      109"," ,0","     13.32","0","     19.76","0","      6.89","0","",""
"USC00403679","2010","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    837.2","","     837.2","0","        93","0","        49","0","         9","0","       10","","         5","0","         0","0","       120","0","        25","0","       200","0","        58","0","","","  -17.2","0,1216,+","    76"," ,0,0201,+","    51"," ,0,0211,+","  54.6"," ,0,0801, ","   37.2","0,0709, ","","","0.0","0,1022","-5.0","0,1107","-5.0","0,1107","-6.7","0,1128","-8.9","0,1207","-1.1","0,0418","-8.9","0,0331","-8.9","0,0331","-8.9","0,0331","-8.9","0,0331","    2583.6","6","      29.4","0,3,2","    2583.6","0","      32.8","0,3,2","       0.0","0,3,2","       0.6","0,3,2","      14.4","0,3,2","      17.1","0,3,2","    693.1"," ,0","      224"," ,0","     13.11","0","     20.05","0","      6.17","0","",""
"USC00403679","2011","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    707.8","","     707.8","7","       136","7","        87","7","        13","7","","","         6","7","         1","7","       106","7","         6","7","       189","7","        45","7","","","  -19.4","7,0109, ","","","    63"," ,7,0108, ","  54.9"," ,7,0906, ","   35.0","7,0904,+","","","0.0","7,1003","-3.3","7,1030","-5.0","7,1111","-6.7","7,1118","","","0.0","K,0506","-2.2","K,0406","-4.4","K,0216","-8.9","K,0213","-8.9","K,0213","    2483.6","6","","","    2483.6","7","","","","","","","","","","","   1231.5"," ,7","      281"," ,7","     14.05","7","     20.99","7","      7.11","7","     24016","7"
"USC00403679","2012","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    661.5","","     661.5","7","       146","7","        98","7","         7","7","","","         0","7","         0","7","        91","7","         3","7","       209","7","        36","7","","","  -11.1","7,0104, ","","","    13"," ,7,0113, ","  45.7"," ,7,0702, ","   40.0","7,0702,+","","","-2.2","7,1103","-2.2","7,1103","-5.0","7,1114","-7.8","7,1125","","","-0.6","7,0414","-3.3","7,0412","-6.1","7,0306","-6.7","7,0226","-10.0","7,0214","    1950.4","4","","","    1950.4","7","","","","","","","","","","","   1120.5"," ,7","       13"," ,7","     14.60","7","     21.51","7","      7.68","7","     20285","7"
"USC00403679","2013","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    587.0","","     587.0","7","       157","7","       102","7","        13","7","","","         6","7","         0","7","       111","7","         6","7","       190","7","         6","7","","","   -9.4","7,1225,+","","","    51"," ,7,0118, ","  86.4"," ,7,0523, ","   32.8","7,0719,+","","","-1.1","7,1024","-6.1","7,1026","-6.1","7,1026","-9.4","7,1113","-9.4","7,1113","0.0","7,0426","-3.9","7,0404","-6.1","7,0329","-7.8","7,0323","","","    2402.8","8","","","    2402.8","7","","","","","","","","","","","   1517.0"," ,7","      210"," ,7","     13.22","7","     19.68","7","      6.76","7","",""
"USC00403679","2014","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    615.0","","     615.0","7","       137","7","        82","7","         7","7","","","         6","7","         6","7","       117","7","        10","7","       185","7","        20","7","","","  -21.7","7,0130, ","","","   127"," ,7,0213, ","  38.1"," ,7,0203, ","   33.9","7,0830,+","","","-1.1","7,1005","-5.0","7,1103","-5.0","7,1103","-9.4","7,1115","-9.4","7,1115","-2.2","7,0417","-2.2","7,0417","-6.1","7,0327","-6.7","7,0315","-10.0","7,0228","    2502.9","9","      26.7","7,3,2","    2502.9","7","      31.1","7,3,2","      -2.2","7,3,2","      -0.6","7,3,2","      12.1","7,3,2","      16.7","7,3,2","    922.2"," ,7","      345"," ,7","     12.95","7","     19.97","7","      5.92","7","",""
"USC00403679","2015","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    694.7","","     694.7","7","       149","7","        93","7","         8","7","       10","","         3","7","         3","7","        97","7","         7","7","       209","7","        28","7","","","  -21.1","7,0221,+","   178"," ,7,0226, ","   178"," ,7,0226, ","  47.5"," ,7,1224, ","   35.0","7,0618, ","","","-2.2","7,1019","-2.2","7,1019","-5.0","7,1114","-7.2","7,1123","","","-1.1","7,0425","-3.3","7,0405","-4.4","7,0330","-8.3","7,0329","-9.4","7,0228","    2509.3","3","      26.7","7,3,2","    2509.3","7","      32.8","7,3,2","      -1.7","7,3,2","       0.6","7,3,2","      13.1","7,3,2","      17.5","7,3,2","   1215.6"," ,7","      300"," ,7","     14.16","7","     20.97","7","      7.36","7","",""
"USC00403679","2016","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","       127","7","        91","7","         6","7","       13","","         5","7","","","","","","","","","","","","","","","   152"," ,7,0123, ","   127"," ,7,0123, ","  75.7"," ,7,0511, ","","","","","","","","","","","","","","","","","","","","","","","","","    2089.2","2","      28.9","7,3,2","    2089.2","7","      35.0","7,3,2","      -1.1","7,3,2","       1.1","7,3,2","      13.7","7,3,2","      18.6","7,3,2","   1014.2"," ,7","      392"," ,7","","","","","","","",""
"USC00403679","2017","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    626.6","","     626.6","7","       131","7","        83","7","         6","7","        6","","         2","7","         1","7","        92","7","         5","7","       205","7","        24","7","","","  -18.9","7,0108, ","   127"," ,7,0107, ","   127"," ,7,0107, ","  46.5"," ,7,1024, ","   35.0","7,0723,+","","","0.0","7,1026","-2.2","7,1030","-5.6","7,1120","-6.7","7,1211","-8.9","7,1213","-1.1","7,0409","-2.2","7,0408","-10.6","7,0317","-10.6","7,0317","-10.6","7,0317","","","      27.2","7,3,2","","","      33.9","7,3,2","      -6.7","7,3,2","       2.2","7,3,2","      13.7","7,3,2","      18.2","7,3,2","   1018.2"," ,7","      204"," ,7","     14.36","7","     21.24","7","      7.47","7","",""
"USC00403679","2018","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    864.0","","     864.0","7","       163","7","       109","7","        15","7","       12","","         5","7","         0","7","        97","7","        11","7","       194","7","        33","7","","","  -17.2","7,0119,+","   102"," ,7,1210, ","    84"," ,7,1210, ","  66.8"," ,7,0627, ","   35.6","7,0704, ","","","-1.1","7,1022","-5.0","7,1111","-5.0","7,1111","-6.7","7,1128","","","-0.6","7,0430","-2.2","7,0420","-6.1","7,0324","-7.2","7,0204","-10.0","7,0203","    2320.5","5","      27.2","7,3,2","    2320.5","7","      35.0","7,3,2","      -2.2","7,3,2","      -1.1","7,3,2","      13.4","7,3,2","      18.5","7,3,2","   1431.8"," ,7","      267"," ,7","     14.34","7","     20.46","7","      8.22","7","",""
"USC00403679","2019","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    761.4","","     761.4","7","       142","7","       108","7","        13","7","        4","","         2","7","         0","7","        91","7","         4","7","       197","7","        30","7","","","  -12.2","7,0122,+","    25"," ,7,1211,+","    33"," ,7,1211, ","  54.6"," ,7,1201, ","   35.6","7,0911, ","","","-2.2","7,1102","-2.2","7,1102","-4.4","7,1109","-8.9","7,1113","-8.9","7,1113","0.0","7,0416","-2.2","7,0403","-5.0","7,0320","-6.7","7,0307","-10.0","7,0131","    2158.7","7","      26.1","7,3,2","    2158.7","7","      33.3","7,3,2","       0.0","7,3,2","       1.1","7,3,2","      13.7","7,3,2","      19.0","7,3,2","   1467.1"," ,7","       79"," ,7","     14.61","7","     20.94","7","      8.29","7","",""
"USC00403679","2020","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    602.6","","     602.6","7","       162","7","       101","7","        14","7","        7","","         2","7","         0","7","        79","7","         5","7","       177","7","        16","7","","","  -15.6","7,1226, ","   102"," ,7,1226,+","   114"," ,7,1225, ","  91.7"," ,7,0413, ","   35.0","7,0716, ","","","0.0","7,1017","-2.8","7,1102","-4.4","7,1118","-7.8","7,1202","-15.6","7,1226","-1.1","7,0417","-2.2","7,0412","-5.6","7,0309","-7.2","7,0301","-9.4","7,0123","    2156.0","0","      27.8","7,3,2","    2156.0","7","      38.3","7,3,2","       0.0","7,3,2","       1.7","7,3,2","      13.5","7,3,2","      18.7","7,3,2","   1537.1"," ,7","      229"," ,7","     13.95","7","     20.20","7","      7.70","7","",""
"USC00403679","2021","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    610.2","","     610.2","7","       153","7","        96","7","        11","7","        3","","         2","7","         0","7","       105","7","         1","7","       190","7","        14","7","","","   -9.4","7,0204, ","   102"," ,7,0202, ","   102"," ,7,0202, ","  81.8"," ,7,0615, ","   33.3","7,0814,+","   14225.4","7","0.0","7,1027","-3.3","7,1107","-5.0","7,1120","-7.2","7,1123","","","-4.4","7,0424","-4.4","7,0424","-4.4","7,0424","-7.2","7,0308","-9.4","7,0204","    2323.1","1","      26.7","7,3,2","    2323.1","7","      35.6","7,3,2","      -9.4","7,3,2","       2.2","7,3,2","      13.6","7,3,2","      18.4","7,3,2","   1244.5"," ,7","      171"," ,7","     13.72","7","     20.31","7","      7.14","7","",""
"USC00403679","2022","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    649.3","","     649.3","7","       140","7","        80","7","         7","7","        7","","         5","7","         0","7","       111","7","         5","7","       197","7","        18","7","","","  -17.2","7,1225, ","    76"," ,7,0312,+","    76"," ,7,0117, ","  50.0"," ,7,0721, ","   34.4","7,0616, ","   13840.5","7","-1.7","7,1018","-3.9","7,1020","-5.0","7,1114","-8.3","7,1118","-8.9","7,1121","0.0","7,0420","-2.8","7,0410","-5.0","7,0329","-11.1","7,0313","-11.1","7,0313","    2186.4","4","      27.2","7,3,2","    2186.4","7","      35.0","7,3,2","      -0.6","7,3,2","       0.0","7,3,2","      13.9","7,3,2","      18.6","7,3,2","   1061.3"," ,7","      319"," ,7","     13.66","7","     20.40","7","      6.93","7","     10391","7"
"USC00403679","2023","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    504.3","","     504.3","7","       140","7","        84","7","        14","7","        0","","         0","7","         0","7","        84","7","         0","7","       202","7","         6","7","","","  -10.6","7,1129, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  54.1"," ,7,0926, ","   33.3","7,0730,+","   15039.7","7","0.0","7,1023","-5.0","7,1101","-5.0","7,1101","-6.7","7,1102","-10.6","7,1129","-0.6","7,0425","-5.6","7,0322","-5.6","7,0322","-6.7","7,0321","-8.9","7,0320","    2156.6","6","","","    2156.6","7","","","","","","","","","","","   1306.0"," ,7","        0"," ,7","     14.09","7","     20.74","7","      7.45","7","      7791","7"
"USC00403679","2024","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    672.6","","     672.6","7","       157","7","        94","7","        12","7","        1","","         1","7","         0","7","        89","7","         6","7","       211","7","        23","7","","","  -15.0","7,0121, ","    25"," ,7,1203, ","    25"," ,7,1203, ","  53.3"," ,7,0926, ","   34.4","7,0716,+","   15577.4","7","-1.7","7,1017","-3.3","7,1124","-8.3","7,1130","-8.3","7,1130","-9.4","7,1204","0.0","7,0423","-2.2","7,0406","-4.4","7,0311","-6.7","7,0225","-9.4","7,0123","    2116.5","5","","","    2116.5","7","","","","","","","","","","","   1325.3"," ,7","       25"," ,7","     14.54","7","     20.93","7","      8.14","7","      8436","7"
