"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00403679","1935","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    608.8","","     608.8","6","       131","6","        88","6","         7","6","","","","","         0","6","        83","6","        10","6","       203","6","        37","6","","","  -16.7","6,1227,+","","","","","  58.4"," ,6,0325, ","   35.0","6,0812,+","","","-1.1","6,1005","-4.4","6,1007","-4.4","6,1007","-6.7","6,1122","-11.1","6,1203","-3.3","6,0417","-3.3","6,0417","-6.7","6,0301","-6.7","6,0301","-12.2","6,0228","    2068.7","7","","","    2068.7","6","","","","","","","","","","","   1091.8"," ,6","","","     14.05","6","     20.59","6","      7.51","6","",""
"USC00403679","1936","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    852.8","","     852.8","6","       119","6","        78","6","        16","6","","","","","         6","6","        88","6","        13","6","       193","6","        64","6","","","  -23.9","6,0131, ","","","","","  79.8"," ,6,0716, ","   38.3","6,0710,+","","","-0.6","6,1111","-3.9","6,1116","-6.1","6,1117","-6.7","6,1126","-11.1","6,1128","0.0","6,0420","-5.0","6,0404","-5.0","6,0404","-10.0","6,0219","-10.0","6,0219","    2383.5","5","","","    2383.5","6","","","","","","","","","","","   1341.4"," ,6","","","     14.60","6","     21.39","6","      7.80","6","",""
"USC00403679","1937","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    701.4","","     701.4","6","       142","6","        95","6","         8","6","","","","","         0","6","        81","6","         5","6","       186","6","        44","6","","","  -16.1","6,0301, ","","","","","  39.4"," ,6,0720, ","   35.6","6,0715, ","","","-2.2","6,1015","-2.2","6,1015","-5.0","6,1104","-6.7","6,1118","-10.6","6,1122","0.0","6,0413","-3.3","6,0412","-6.7","6,0329","-6.7","6,0329","-16.1","6,0301","    1956.1","1","","","    1956.1","6","","","","","","","","","","","   1103.6"," ,6","","","     14.13","6","     20.48","6","      7.78","6","",""
"USC00403679","1938","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    634.4","","     634.4","6","       137","6","        89","6","         6","6","","","","","         0","6","        77","6","         3","6","       217","6","        23","6","","","  -15.6","6,0128, ","","","","","  51.8"," ,6,0709, ","   35.6","6,0707, ","","","-3.3","6,1025","-3.3","6,1025","-5.0","6,1115","-10.0","6,1125","-10.0","6,1125","-1.1","6,0411","-2.2","6,0404","-5.6","6,0403","-8.3","6,0301","-10.6","6,0129","    2111.6","6","","","    2111.6","6","","","","","","","","","","","    994.7"," ,6","","","     14.70","6","     21.38","6","      8.02","6","",""
"USC00403679","1939","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    808.9","","     808.9","6","       134","6","        91","6","         6","6","","","","","         0","6","        98","6","         0","6","       210","6","        58","6","","","  -11.1","6,0223, ","","","","","  30.5"," ,6,0629, ","   37.2","6,0812, ","","","-0.6","6,1013","-2.2","6,1015","-4.4","6,1101","-7.8","6,1106","-8.9","6,1225","-0.6","6,0504","-4.4","6,0413","-4.4","6,0413","-7.8","6,0319","-11.1","6,0223","    2095.6","6","","","    2095.6","6","","","","","","","","","","","   1009.2"," ,6","","","     14.78","6","     22.07","6","      7.49","6","",""
"USC00403679","1940","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    597.7","","     597.7","6","       121","6","        74","6","         5","6","","","","","         6","6","        97","6","        13","6","       197","6","        42","6","","","  -26.1","6,0128, ","","","","","  50.5"," ,6,0829, ","   37.8","6,0729, ","","","0.0","6,1018","-3.9","6,1107","-4.4","6,1109","-11.7","6,1116","-11.7","6,1116","-1.1","6,0505","-2.8","6,0414","-4.4","6,0413","-9.4","6,0326","-9.4","6,0326","    2507.8","8","","","    2507.8","6","","","","","","","","","","","    911.7"," ,6","","","     13.09","6","     20.15","6","      6.04","6","",""
"USC00403679","1941","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    891.8","","     891.8","6","       103","6","        65","6","         5","6","","","","","         0","6","        98","6","         3","6","       205","6","        79","6","","","  -12.2","6,0223, ","","","","","  61.7"," ,6,0719, ","   36.7","6,0902, ","","","-1.1","6,1025","-3.3","6,1111","-7.8","6,1112","-7.8","6,1112","-8.9","6,1215","0.0","6,0402","-5.0","6,0330","-5.0","6,0330","-8.3","6,0319","-8.9","6,0318","    2365.7","7","","","    2365.7","6","","","","","","","","","","","    745.6"," ,6","","","     14.48","6","     21.62","6","      7.34","6","",""
"USC00403679","1942","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    726.7","","     726.7","6","       139","6","        97","6","         9","6","","","","","         1","6","       100","6","         8","6","       205","6","        30","6","","","  -18.9","6,0111, ","","","","","  61.0"," ,6,1229, ","   34.4","6,0730,+","","","0.0","6,0929","-4.4","6,1027","-4.4","6,1027","-7.8","6,1128","-8.9","6,1203","0.0","6,0422","-2.2","6,0413","-5.6","6,0401","-11.7","6,0304","-11.7","6,0304","    2098.8","8","","","    2098.8","6","","","","","","","","","","","   1192.8"," ,6","","","     14.01","6","     20.64","6","      7.38","6","",""
"USC00403679","1943","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    785.5","","     785.5","6","       108","6","        83","6","         6","6","","","","","         0","6","       103","6","         6","6","       192","6","        66","6","","","  -15.6","6,0304, ","","","","","  52.6"," ,6,0607, ","   36.7","6,0902,+","","","-4.4","6,1018","-4.4","6,1018","-4.4","6,1018","-6.7","6,1118","-11.7","6,1216","-1.1","6,0422","-2.2","6,0416","-4.4","6,0404","-10.6","6,0308","-10.6","6,0308","    2143.1","1","","","    2143.1","6","","","","","","","","","","","    960.4"," ,6","","","     14.03","6","     21.10","6","      6.96","6","",""
"USC00403679","1944","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    763.4","","     763.4","6","","","","","","","","","","","         0","6","        88","6","         4","6","       193","6","        63","6","","","  -15.6","6,1215, ","","","","","","","   36.7","6,0827,+","","","-0.6","6,1027","-2.8","6,1028","-5.0","6,1106","-11.1","6,1203","-11.1","6,1203","0.0","6,0413","-5.0","6,0405","-5.0","6,0405","-10.6","6,0310","-10.6","6,0310","    2243.9","9","","","    2243.9","6","","","","","","","","","","","","","","","     14.38","6","     21.11","6","      7.65","6","",""
"USC00403679","1945","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    706.8","","     706.8","6","       109","6","        97","6","        14","6","","","","","         0","6","        84","6","         6","6","       207","6","        43","6","","","  -15.0","6,1217, ","","","","","  74.7"," ,6,0727, ","   35.6","6,0708,+","","","-0.6","6,1010","-2.2","6,1027","-5.0","6,1105","-6.7","6,1125","-11.7","6,1212","0.0","6,0408","-2.8","6,0407","-8.9","6,0203","-8.9","6,0203","-8.9","6,0203","    2186.2","2","","","    2186.2","6","","","","","","","","","","","   1345.0"," ,6","","","     14.31","6","     21.02","6","      7.59","6","",""
"USC00403679","1946","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    599.5","","     599.5","6","       103","6","        83","6","        11","6","","","","","         0","6","        85","6","         0","6","       228","6","        40","6","","","  -12.8","6,0102, ","","","","","  76.2"," ,6,0817, ","   35.0","6,0719,+","","","-2.2","6,1002","-2.2","6,1002","-5.0","6,1114","-6.7","6,1202","-9.4","6,1203","-1.1","6,0428","-2.8","6,0413","-5.6","6,0225","-8.3","6,0221","-10.6","6,0129","    2041.5","5","","","    2041.5","6","","","","","","","","","","","   1063.2"," ,6","","","     14.76","6","     22.07","6","      7.45","6","",""
"USC00403679","1947","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    635.1","","     635.1","6","       122","6","        87","6","         7","6","","","","","         1","6","       114","6","         6","6","       202","6","        46","6","","","  -21.1","6,0224, ","","","",""," 139.7"," ,6,0628, ","   36.1","6,0610, ","","","-1.7","6,0928","-5.0","6,1113","-5.0","6,1113","-7.8","6,1129","-10.0","6,1201","0.0","6,0511","-3.3","6,0509","-4.4","6,0331","-6.7","6,0329","-10.6","6,0304","    2282.7","7","","","    2282.7","6","","","","","","","","","","","   1077.3"," ,6","","","     13.35","6","     20.69","6","      6.00","6","",""
"USC00403679","1948","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    636.0","","     636.0","0","       117","0","        91","0","         8","0","","","","","         0","0","        88","0","         6","0","       223","0","        34","0","","","  -16.7","0,0126, ","","","","","  56.9"," ,0,1128, ","   37.8","0,0828,+","","","0.0","0,1018","-3.9","0,1019","-4.4","0,1210","-6.7","0,1211","-13.3","0,1226","0.0","6,0508","-2.8","6,0403","-7.2","6,0329","-7.2","6,0329","-8.9","6,0313","    2138.9","9","","","    2138.9","0","","","","","","","","","","","   1102.8"," ,0","","","     14.41","0","     21.56","0","      7.27","0","",""
"USC00403679","1949","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    736.8","","     736.8","0","       129","0","        83","0","         5","0","        0","","         0","0","         0","0","        76","0","         0","0","       205","0","        38","0","         7"," ","  -10.0","0,0316, ","     0"," ,0,1231,+","     0","T,0,1118,+","  53.3"," ,0,0616, ","   35.6","0,0728,+","","","-0.6","0,1102","-4.4","0,1106","-4.4","0,1106","-7.2","0,1123","-8.9","0,1216","-1.1","0,0425","-5.0","0,0417","-5.0","0,0417","-10.0","0,0316","-10.0","0,0316","    1792.4","4","","","    1792.4","0","","","","","","","","","","","   1020.2"," ,0","        0","T,0","     15.31","0","     22.00","0","      8.63","0","",""
"USC00403679","1950","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    564.5","","     564.5","0","       133","0","        91","0","        13","0","","","         3","0","         0","0","        85","0","         9","0","       216","0","         7","0","","","  -16.1","0,1125, ","","","   114"," ,0,1124, ","  54.6"," ,0,0130, ","   32.8","0,0902,+","","","-2.8","0,1106","-2.8","0,1106","-6.7","0,1112","-6.7","0,1112","-16.1","0,1125","0.0","0,0422","-2.2","0,0417","-5.0","0,0416","-6.7","0,0407","-9.4","0,0227","    1837.5","5","","","    1837.5","0","","","","","","","","","","","   1276.6"," ,0","      203"," ,0","     14.26","0","     20.86","0","      7.65","0","",""
"USC00403679","1951","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    648.1","","     648.1","0","       127","0","        88","0","         7","0","","","","","         0","0","        96","0","         4","0","       207","0","        51","0","","","  -15.0","0,1216,+","","","","","  41.1"," ,0,0629, ","   35.6","0,0722, ","","","0.0","0,1010","-5.0","0,1103","-5.0","0,1103","-8.3","0,1109","-12.2","0,1120","-2.8","0,0418","-2.8","0,0418","-5.6","0,0325","-12.8","0,0208","-12.8","0,0208","    2215.2","2","","","    2215.2","0","","","","","","","","","","","   1131.4"," ,0","","","     14.10","0","     21.41","0","      6.80","0","",""
"USC00403679","1952","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    732.9","","     732.9","0","       101","0","        75","0","         5","0","        0","","         3","0","         0","0","        97","0","         1","0","       201","0","        61","0","","","  -13.9","0,0130, ","     0","T,0,0129, ","   152"," ,0,1121, ","  33.8"," ,0,0701, ","   39.4","0,0729,+","","","-0.6","0,1019","-6.1","0,1021","-6.1","0,1021","-6.7","0,1022","","","0.0","0,0418","-2.2","0,0417","-6.7","0,0317","-6.7","0,0317","-13.9","0,0130","    2053.6","6","","","    2053.6","0","","","","","","","","","","","    882.1"," ,0","      228"," ,0","     14.53","0","     21.94","0","      7.13","0","",""
"USC00403679","1953","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    732.1","","     732.1","0","       107","0","        69","0","         8","0","","","         1","0","         0","0","        89","0","         3","0","       204","0","        67","0","","","  -14.4","0,1218, ","","","    76"," ,0,0215, ","  43.9"," ,0,0519, ","   38.9","0,0901, ","","","-0.6","0,1031","-9.4","0,1107","-9.4","0,1107","-9.4","0,1107","-9.4","0,1107","0.0","0,0428","-4.4","0,0421","-4.4","0,0421","-6.7","0,0223","","","    2125.1","1","","","    2125.1","0","","","","","","","","","","","    835.4"," ,0","       76"," ,0","     14.76","0","     22.33","0","      7.19","0","",""
"USC00403679","1954","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    850.5","","     850.5","0","       107","0","        69","0","        10","0","        0","","         3","0","         1","0","       100","0","         4","0","       203","0","        67","0","","","  -17.8","0,0113, ","     0"," ,0,1231,+","   305"," ,0,0301, ","  56.9"," ,0,0122, ","   38.3","0,0906,+","","","0.0","0,1017","-2.2","0,1020","-5.0","0,1103","-6.7","0,1203","-8.9","0,1207","0.0","0,0510","-6.7","0,0322","-6.7","0,0322","-6.7","0,0322","-13.9","0,0302","    2045.5","5","","","    2045.5","0","","","","","","","","","","","   1122.6"," ,0","      505"," ,0","     14.82","0","     22.05","0","      7.59","0","",""
"USC00403679","1955","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    742.9","","     742.9","0","       118","0","        82","0","         6","0","","","         3","0","         1","0","       101","0","         4","0","       214","0","        45","0","","","  -18.9","0,0213, ","","","   102"," ,0,0119, ","  39.1"," ,0,0808, ","   35.6","0,0807,+","","","0.0","0,1017","-2.8","0,1025","-5.6","0,1105","-6.7","0,1109","-9.4","0,1129","0.0","0,0409","-3.9","0,0331","-5.6","0,0330","-8.3","0,0328","-10.0","0,0327","    2135.2","2","","","    2135.2","0","","","","","","","","","","","    944.9"," ,0","      191"," ,0","     14.37","0","     21.29","0","      7.45","0","",""
"USC00403679","1956","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    651.2","","     651.2","0","       134","0","        87","0","        12","0","","","","","         0","0","        84","0","         1","0","       202","0","        34","0","","","  -11.1","0,0109, ","","","","","  45.2"," ,0,0901, ","   35.6","0,0818, ","","","-3.9","0,1110","-3.9","0,1110","-5.6","0,1113","-8.3","0,1123","","","-3.9","0,0421","-3.9","0,0421","-6.7","0,0325","-6.7","0,0325","-9.4","0,0114","    2253.8","8","","","    2253.8","0","","","","","","","","","","","   1231.8"," ,0","","","     14.60","0","     21.27","0","      7.94","0","",""
