"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"ASN00080101","1986","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        78","a","        43","a","         0","a","  25.0"," ,a,1207, ","    448.4"," ,a"
"ASN00080101","1987","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        78","a","        42","a","         0","a","  21.6"," ,a,0622, ","    315.6"," ,a"
"ASN00080101","1988","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        86","a","        49","a","         3","a","  34.6"," ,a,0408, ","    571.0"," ,a"
"ASN00080101","1989","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        94","a","        50","a","         3","a","  58.4"," ,a,0321, ","    534.9"," ,a"
"ASN00080101","1991","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","","","","","","","","","    348.6"," ,a"
"ASN00080101","1998","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        55","a","        32","a","         4","a","  49.4"," ,a,1112, ","    397.8"," ,a"
"ASN00080101","1999","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        64","a","        37","a","         3","a","  46.0"," ,a,0405, ","    445.8"," ,a"
"ASN00080101","2000","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        65","a","        48","a","         1","a","  34.8"," ,a,1102, ","    417.6"," ,a"
"ASN00080101","2001","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        55","a","        35","a","         1","a","  32.6"," ,a,0125, ","    397.2"," ,a"
"ASN00080101","2002","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        52","a","        29","a","         0","a","  20.4"," ,a,0216, ","    237.6"," ,a"
"ASN00080101","2003","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        59","a","        43","a","         2","a","  44.0"," ,a,0724, ","    477.0"," ,a"
"ASN00080101","2005","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        60","a","        42","a","         5","a","  57.8"," ,a,0203, ","    479.2"," ,a"
"ASN00080101","2006","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        26","a","        17","a","         0","a","  21.4"," ,a,0226, ","    223.2"," ,a"
"ASN00080101","2008","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        55","a","        36","a","         4","a","  55.0"," ,a,0325, ","    408.6"," ,a"
"ASN00080101","2009","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        61","a","        39","a","         1","a","  28.2"," ,a,1122, ","    244.0"," ,a"
"ASN00080101","2020","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        51","a","        41","a","         5","a","  47.2"," ,a,0120, ","    496.1"," ,a"
"ASN00080101","2021","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        54","a","        41","a","         3","a","  42.0"," ,a,0929, ","    480.8"," ,a"
"ASN00080101","2023","-36.0918","145.4531","100.0","NUMURKAH GOLF CLUB, AS","","","","","        31","a","        29","a","         4","a","  86.2"," ,a,1004, ","    466.0"," ,a"
