"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00115917","1952","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        97","0","        62","0","        10","0","        8","","         6","0","","","","","","","","","","","        12"," ","        19"," ","","","    76"," ,0,1202,+","    51"," ,0,1202,+","  59.7"," ,0,0610, ","","","","","","","","","","","","","","","","","","","","","    836.6"," ,0","      280"," ,0","","","","","",""
"USC00115917","1953","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        78","0","        53","0","         5","0","       10","","         5","0","","","","","","","","","","","        10"," ","        14"," ","","","   152"," ,0,0301, ","   152"," ,0,0301, ","  59.9"," ,0,0623, ","","","","","","","","","","","","","","","","","","","","","    697.5"," ,0","      317"," ,0","","","","","",""
"USC00115917","1954","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","         5"," ","        39"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","1955","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","         3"," ","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","1956","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","        12"," ","        46"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    887.5"," ,0","","","","","","","",""
"USC00115917","1957","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        96","0","        77","0","        12","0","","","         1","0","","","","","","","","","","","        18"," ","        43"," ","","","","","    28"," ,0,0131, ","  92.7"," ,0,0614, ","","","","","","","","","","","","","","","","","","","","","   1224.7"," ,0","       92"," ,0","","","","","",""
"USC00115917","1958","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        66","0","        50","0","         6","0","","","","","","","","","","","","","","","         3"," ","        31"," ","","","","","","","  50.8"," ,0,0727,+","","","","","","","","","","","","","","","","","","","","","    844.5"," ,0","","","","","","","",""
"USC00115917","1959","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        77","0","        64","0","         8","0","","","","","","","","","","","","","","","        14"," ","        28"," ","","","","","","","  51.3"," ,0,1104, ","","","","","","","","","","","","","","","","","","","","","    876.2"," ,0","","","","","","","",""
"USC00115917","1960","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","        11"," ","        19"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","1961","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        89","0","        66","0","         8","0","","","","","","","","","","","","","","","         1"," ","        33"," ","","","","","","","  66.0"," ,0,0719, ","","","","","","","","","","","","","","","","","","","","","    966.9"," ,0","","","","","","","",""
"USC00115917","1962","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        85","0","        71","0","        12","0","","","","","","","","","","","","","","","         8"," ","        39"," ","","","","","","","  47.2"," ,0,0501, ","","","","","","","","","","","","","","","","","","","","","   1011.5"," ,0","","","","","","","",""
"USC00115917","1963","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","1964","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        75","0","        52","0","         4","0","","","         9","0","","","","","","","","","","","","","","","","","","","   127"," ,0,0310,+","  47.8"," ,0,1116, ","","","","","","","","","","","","","","","","","","","","","    715.5"," ,0","      550"," ,0","","","","","",""
"USC00115917","1965","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        79","0","        62","0","         8","0","       24","","         9","0","","","","","","","","","","","","","","","","","   102"," ,0,0305,+","    76"," ,0,0304,+","  47.8"," ,0,0602, ","","","","","","","","","","","","","","","","","","","","","    789.9"," ,0","      437"," ,0","","","","","",""
"USC00115917","1966","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        73","0","        65","0","        12","0","        7","","         5","0","","","","","","","","","","","","","","","","","   152"," ,0,0205,+","   127"," ,0,0201, ","  83.1"," ,0,1208, ","","","","","","","","","","","","","","","","","","","","","   1018.3"," ,0","      253"," ,0","","","","","",""
"USC00115917","1967","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        82","0","        72","0","        10","0","       10","","         6","0","","","","","","","","","","","","","","","","","    76"," ,0,1231,+","    64"," ,0,1228, ","  72.4"," ,0,0710, ","","","","","","","","","","","","","","","","","","","","","   1043.4"," ,0","      215"," ,0","","","","","",""
"USC00115917","1968","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        83","0","        71","0","        13","0","       27","","         9","0","","","","","","","","","","","","","","","","","   178"," ,0,0116,+","    64"," ,0,0312,+","  50.8"," ,0,0803,+","","","","","","","","","","","","","","","","","","","","","    946.4"," ,0","      342"," ,0","","","","","",""
"USC00115917","1969","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        75","0","        71","0","        13","0","       22","","        10","0","","","","","","","","","","","","","","","","","   203"," ,0,0301, ","   152"," ,0,0228, "," 129.5"," ,0,0917, ","","","","","","","","","","","","","","","","","","","","","   1160.4"," ,0","      583"," ,0","","","","","",""
"USC00115917","1970","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        61","0","        57","0","        12","0","       33","","         6","0","","","","","","","","","","","","","","","","","   127"," ,0,0124,+","   102"," ,0,0214, ","  71.1"," ,0,0419, ","","","","","","","","","","","","","","","","","","","","","    891.0"," ,0","      330"," ,0","","","","","",""
"USC00115917","1971","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        60","0","        58","0","        13","0","        7","","         3","0","","","","","","","","","","","","","","","","","   305"," ,0,0406, ","   305"," ,0,0406, ","  63.5"," ,0,1210, ","","","","","","","","","","","","","","","","","","","","","    878.7"," ,0","      381"," ,0","","","","","",""
"USC00115917","1972","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","       14","","         8","0","","","","","","","","","","","","","","","","","    76"," ,0,0105, ","    76"," ,0,1119, ","","","","","","","","","","","","","","","","","","","","","","","","","      303"," ,0","","","","","",""
"USC00115917","1973","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        85","0","        81","0","        15","0","       16","","        11","0","","","","","","","","","","","","","","","","","   254"," ,0,1231, ","   254"," ,0,1231, ","  78.2"," ,0,0726, ","","","","","","","","","","","","","","","","","","","","","   1304.7"," ,0","      721"," ,0","","","","","",""
"USC00115917","1975","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        82","0","        72","0","        11","0","       17","","        12","0","","","","","","","","","","","","","","","","","   152"," ,0,1127, ","   152"," ,0,1127, ","  64.0"," ,0,0424, ","","","","","","","","","","","","","","","","","","","","","    988.2"," ,0","      568"," ,0","","","","","",""
"USC00115917","1976","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        63","0","        54","0","         8","0","        9","","         7","0","","","","","","","","","","","","","","","","","   127"," ,0,0316, ","   127"," ,0,0316, ","  83.3"," ,0,1024, ","","","","","","","","","","","","","","","","","","","","","    718.6"," ,0","      342"," ,0","","","","","",""
"USC00115917","1977","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        89","0","        77","0","        11","0","       49","","        19","0","","","","","","","","","","","","","         2"," ","","","   356"," ,0,0128,+","   114"," ,0,0104, ","  73.2"," ,0,0328, ","","","","","","","","","","","","","","","","","","","","","   1156.7"," ,0","     1019"," ,0","","","","","",""
"USC00115917","1978","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        86","0","        75","0","         6","0","","","","","","","","","","","","","","","","","         1"," ","","","","","","","  45.5"," ,0,0618, ","","","","","","","","","","","","","","","","","","","","","    936.2"," ,0","","","","","","","",""
"USC00115917","1979","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        71","0","        66","0","        12","0","","","        12","0","","","","","","","","","","","","","         7"," ","","","","","   152"," ,0,0209,+","  71.4"," ,0,0412, ","","","","","","","","","","","","","","","","","","","","","    891.2"," ,0","      813"," ,0","","","","","",""
"USC00115917","1980","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        71","0","        64","0","         3","0","       34","","        14","0","","","","","","","","","","","","","         2"," ","","","   152"," ,0,0209, ","   127"," ,0,1127,+","  37.6"," ,0,0330, ","","","","","","","","","","","","","","","","","","","","","    669.0"," ,0","      875"," ,0","","","","","",""
"USC00115917","1981","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        75","0","        66","0","         9","0","       21","","         7","0","","","","","","","","","","","","","         2"," ","","","   178"," ,0,0212,+","   127"," ,0,0210, ","  56.9"," ,0,0720, ","","","","","","","","","","","","","","","","","","","","","    922.9"," ,0","      483"," ,0","","","","","",""
"USC00115917","1982","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        77","0","        73","0","        15","0","       26","","         6","0","","","","","","","","","","","","","         9"," ","","","   432"," ,0,0210,+","   279"," ,0,0131, ","  57.7"," ,0,1203, ","","","","","","","","","","","","","","","","","","","","","   1205.4"," ,0","      610"," ,0","","","","","",""
"USC00115917","1983","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        71","0","        65","0","        13","0","","","         9","0","","","","","","","","","","","","","         8"," ","","","","","   102"," ,0,0418, ","  73.7"," ,0,1211, ","","","","","","","","","","","","","","","","","","","","","   1128.9"," ,0","      482"," ,0","","","","","",""
"USC00115917","1984","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        89","0","        81","0","        12","0","","","         8","0","","","","","","","","","","","         3"," ","         7"," ","","","","","   140"," ,0,0313, ","  62.2"," ,0,0909, ","","","","","","","","","","","","","","","","","","","","","   1069.3"," ,0","      418"," ,0","","","","","",""
"USC00115917","1985","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        90","0","        85","0","        13","0","","","         9","0","","","","","","","","","","","","","        12"," ","","","","","   102"," ,0,1220, ","  78.5"," ,0,1211, ","","","","","","","","","","","","","","","","","","","","","   1297.3"," ,0","      419"," ,0","","","","","",""
"USC00115917","1986","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        63","0","        62","0","         8","0","        3","","         2","0","","","","","","","","","","","         3"," ","         6"," ","","","    76"," ,0,0215,+","    76"," ,0,0214, ","  68.8"," ,0,1004, ","","","","","","","","","","","","","","","","","","","","","    880.2"," ,0","      101"," ,0","","","","","",""
"USC00115917","1987","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        64","0","        60","0","         9","0","       28","","         9","0","","","","","","","","","","","         1"," ","         4"," ","","","   229"," ,0,0111,+","   203"," ,0,0110, ","  63.8"," ,0,0414, ","","","","","","","","","","","","","","","","","","","","","    780.3"," ,0","      649"," ,0","","","","","",""
"USC00115917","1988","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        61","0","        58","0","         9","0","","","         6","0","","","","","","","","","","","","","         3"," ","","","","","   152"," ,0,1228, ","  51.3"," ,0,1223, ","","","","","","","","","","","","","","","","","","","","","    893.9"," ,0","      470"," ,0","","","","","",""
"USC00115917","1989","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        66","0","        61","0","         4","0","","","         7","0","","","","","","","","","","","         5"," ","","","","","","","   152"," ,0,0306, ","  55.6"," ,0,0909, ","","","","","","","","","","","","","","","","","","","","","    746.4"," ,0","      405"," ,0","","","","","",""
"USC00115917","1990","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        82","0","        74","0","        12","0","       12","","         5","0","","","","","","","","","","","","","         2"," ","","","   229"," ,0,0324, ","   216"," ,0,0324, ","  79.2"," ,0,0526, ","","","","","","","","","","","","","","","","","","","","","   1226.2"," ,0","      648"," ,0","","","","","",""
"USC00115917","1991","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        68","0","        63","0","         7","0","       36","","         5","0","","","","","","","","","","","","","         3"," ","","","   102"," ,0,0106, ","    56"," ,0,0314, ","  55.9"," ,0,0830, ","","","","","","","","","","","","","","","","","","","","","    816.4"," ,0","      260"," ,0","","","","","",""
"USC00115917","1992","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        76","0","        73","0","         8","0","","","         5","0","","","","","","","","","","","         1"," ","         1"," ","","","","","    76"," ,0,1115,+","  56.1"," ,0,0703, ","","","","","","","","","","","","","","","","","","","","","    894.7"," ,0","      279"," ,0","","","","","",""
"USC00115917","1993","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        90","0","        85","0","        12","0","       35","","        10","0","","","","","","","","","","","         1"," ","         4"," ","","","   229"," ,0,0226, ","   165"," ,0,0216, ","  68.6"," ,0,0923, ","","","","","","","","","","","","","","","","","","","","","   1243.0"," ,0","      774"," ,0","","","","","",""
"USC00115917","1994","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        70","0","        66","0","        12","0","        5","","         3","0","","","","","","","","","","","         5"," ","         1"," ","","","   102"," ,0,0118,+","   102"," ,0,0117, ","  50.8"," ,0,0429, ","","","","","","","","","","","","","","","","","","","","","    958.3"," ,0","      152"," ,0","","","","","",""
"USC00115917","1995","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        70","0","        67","0","        11","0","       28","","         7","0","","","","","","","","","","","         3"," ","         1"," ","","","   127"," ,0,1221, ","    76"," ,0,0204, ","  67.3"," ,0,0307, ","","","","","","","","","","","","","","","","","","","","","   1022.7"," ,0","      304"," ,0","","","","","",""
"USC00115917","1996","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        66","0","        64","0","         9","0","       22","","         9","0","","","","","","","","","","","","","         1"," ","","","   203"," ,0,0107,+","   102"," ,0,0103, ","  70.4"," ,0,0429, ","","","","","","","","","","","","","","","","","","","","","    980.4"," ,0","      483"," ,0","","","","","",""
"USC00115917","1997","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","       16","","         7","0","","","","","","","","","","","","","         1"," ","","","   178"," ,0,0116, ","   102"," ,0,0116,+","","","","","","","","","","","","","","","","","","","","","","","","","      458"," ,0","","","","","",""
"USC00115917","1998","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        68","0","        66","0","        15","0","","","         7","0","","","","","","","","","","","         1"," ","        11"," ","","","","","    51"," ,0,1230,+","  64.8"," ,0,0807, ","","","","","","","","","","","","","","","","","","","","","   1109.0"," ,0","      240"," ,0","","","","","",""
"USC00115917","1999","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        61","0","        59","0","         5","0","       15","","         6","0","","","","","","","","","","","","","","","","","   203"," ,0,0108,+","   203"," ,0,0103, ","  54.9"," ,0,0207, ","","","","","","","","","","","","","","","","","","","","","    763.5"," ,0","      406"," ,0","","","","","",""
"USC00115917","2000","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        68","0","        55","0","        12","0","       22","","         7","0","","","","","","","","","","","","","","","","","   229"," ,0,1230, ","   178"," ,0,1213, ","  69.9"," ,0,0527, ","","","","","","","","","","","","","","","","","","","","","   1107.6"," ,0","      673"," ,0","","","","","",""
"USC00115917","2001","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        88","0","        67","0","        11","0","       14","","         2","0","","","","","","","","","","","","","","","","","   178"," ,0,0101, ","    25"," ,0,1214,+","  42.4"," ,0,0604, ","","","","","","","","","","","","","","","","","","","","","    917.7"," ,0","       63"," ,0","","","","","",""
"USC00115917","2002","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        73","0","        66","0","        13","0","","","         4","0","","","","","","","","","","","","","","","","","","","   127"," ,0,1225, ","  72.1"," ,0,0513, ","","","","","","","","","","","","","","","","","","","","","   1110.0"," ,0","      320"," ,0","","","","","",""
"USC00115917","2003","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        69","0","        57","0","        14","0","","","         8","0","","","","","","","","","","","","","","","","","","","   102"," ,0,0102, ","  89.2"," ,0,1118, ","","","","","","","","","","","","","","","","","","","","","   1070.7"," ,0","      368"," ,0","","","","","",""
"USC00115917","2004","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","2005","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        78","0","        64","0","        11","0","","","         7","0","","","","","","","","","","","","","         3"," ","","","","","    89"," ,0,1209, ","  53.6"," ,0,0614, ","","","","","","","","","","","","","","","","","","","","","    927.0"," ,0","      394"," ,0","","","","","",""
"USC00115917","2006","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        84","0","        57","0","         9","0","       11","","         4","0","","","","","","","","","","","         2"," ","         4"," ","","","   152"," ,0,0321, ","   152"," ,0,0321, ","  64.0"," ,0,1017, ","","","","","","","","","","","","","","","","","","","","","    869.2"," ,0","      292"," ,0","","","","","",""
"USC00115917","2007","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        90","0","        64","0","         5","0","       15","","         6","0","","","","","","","","","","","         1"," ","         8"," ","","","   102"," ,0,1216,+","   102"," ,0,0121, ","  46.7"," ,0,0625, ","","","","","","","","","","","","","","","","","","","","","    824.9"," ,0","      383"," ,0","","","","","",""
"USC00115917","2008","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","        5","","         4","0","","","","","","","","","","","         1"," ","        21"," ","","","   178"," ,0,0202,+","   178"," ,0,0201, ","","","","","","","","","","","","","","","","","","","","","","","","","      341"," ,0","","","","","",""
"USC00115917","2009","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","         3"," ","        14"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","2010","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","       101","0","        71","0","        12","0","","","         5","0","","","","","","","","","","","         6"," ","        27"," ","","","","","    71"," ,0,1225,+","  79.5"," ,0,1125, ","","","","","","","","","","","","","","","","","","","","","   1159.0"," ,0","      364"," ,0","","","","","",""
"USC00115917","2011","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","       106","K","        74","K","        12","K","","","","","","","","","","","","","","","         3"," ","        24"," ","","","","","","","  66.5"," ,K,0626, ","","","","","","","","","","","","","","","","","","","","","   1163.9"," ,K","","","","","","","",""
"USC00115917","2012","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        84","7","        60","7","         9","7","","","","","","","","","","","","","","","         8"," ","        27"," ","","","","","","","  57.4"," ,7,0318, ","","","","","","","","","","","","","","","","","","","","","    900.7"," ,7","","","","","","","",""
"USC00115917","2013","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        83","7","        67","7","        12","7","","","","","","","","","","","","","","","         9"," ","        21"," ","","","","","","","  80.8"," ,7,0419, ","","","","","","","","","","","","","","","","","","","","","   1084.1"," ,7","","","","","","","",""
"USC00115917","2014","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        95","7","        66","7","        14","7","","","","","","","","","","","","","","","         5"," ","        15"," ","","","","","","","  54.6"," ,7,0902, ","","","","","","","","","","","","","","","","","","","","","   1095.9"," ,7","","","","","","","",""
"USC00115917","2015","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        98","7","        79","7","        15","7","","","","","","","","","","","","","","","        11"," ","        31"," ","","","","","",""," 140.0"," ,7,1227, ","","","","","","","","","","","","","","","","","","","","","   1482.4"," ,7","","","","","","","",""
"USC00115917","2016","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        85","7","        61","7","         9","7","","","","","","","","","","","","","","","         3"," ","         6"," ","","","","","","","  53.3"," ,7,0816, ","","","","","","","","","","","","","","","","","","","","","    929.2"," ,7","","","","","","","",""
"USC00115917","2017","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","        13"," ","        23"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1099.8"," ,7","","","","","","","",""
"USC00115917","2018","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        85","7","        73","7","        10","7","","","","","","","","","","","","","","","         5"," ","        21"," ","","","","","","","  54.9"," ,7,0702, ","","","","","","","","","","","","","","","","","","","","","   1122.0"," ,7","","","","","","","",""
"USC00115917","2019","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","","","","","","","","","","","","","","","","","","","","","         9"," ","        13"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00115917","2020","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        90","7","        75","7","        13","7","","","","","","","","","","","","","","","         4"," ","        13"," ","","","","","","","  71.9"," ,7,0111, ","","","","","","","","","","","","","","","","","","","","","   1158.7"," ,7","","","","","","","",""
"USC00115917","2021","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        87","7","        63","7","        11","7","","","","","","","","","","","","","","","         7"," ","        25"," ","","","","","","","  48.5"," ,7,0730, ","","","","","","","","","","","","","","","","","","","","","   1061.8"," ,7","","","","","","","",""
"USC00115917","2022","39.07273","-89.70138","204.2","MOUNT OLIVE 1 E, IL US","        76","7","        59","7","        11","7","","","","","","","","","","","","","","","         7"," ","        14"," ","","","","","","","  69.3"," ,7,0726, ","","","","","","","","","","","","","","","","","","","","","   1134.0"," ,7","","","","","","","",""
