"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00003822","1958","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1251.4","","    1251.4","0","       114","0","        82","0","        16","0","        0","","         1","0","         0","0","        42","0","         0","0","       236","0","        71","0","       170"," ","","","        60"," ","  -10.0","0,0218, ","     0","T,0,1212, ","    25"," ,0,0213, ","  44.2"," ,0,0511, ","   37.2","0,0730,+","","","0.0","0,1130","-3.9","0,1211","-7.2","0,1212","-7.2","0,1212","","","-1.7","0,0322","-5.0","0,0221","-5.0","0,0221","-7.2","0,0219","-10.0","0,0218","    1362.1","1","","","    1362.1","0","","","","","","","","","","","","","","","   1220.3"," ,0","","","       25"," ,0","     18.00","0","     23.80","0","     12.20","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1959","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1336.4","","    1336.4","0","       125","0","        88","0","        18","0","        0","","         0","0","         0","0","        26","0","         0","0","       251","0","        63","0","       163"," ","","","        72"," ","   -8.3","0,0117,+","     0"," ,0,1231,+","     0","T,0,0302, "," 100.1"," ,0,0929, ","   38.3","0,0629, ","","","-1.7","0,1119","-3.9","0,1129","-6.7","0,1130","-6.7","0,1130","","","-1.7","0,0222","-4.4","0,0221","-4.4","0,0221","-8.3","0,0117","","","    1069.6","6","","","    1069.6","0","","","","","","","","","","","","","","","   1727.3"," ,0","","","        0","T,0","     19.02","0","     24.63","0","     13.41","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1960","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1264.8","","    1264.8","0","       115","0","        83","0","        15","0","        0","","         0","0","         0","0","        50","0","         0","0","       248","0","        60","0","       169"," ","","","        72"," ","   -7.8","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,0715, ","   37.2","0,0702, ","","","-1.7","0,1201","-4.4","0,1202","-4.4","0,1202","-7.8","0,1214","","","0.0","0,0324","-2.8","0,0314","-6.7","0,0306","-6.7","0,0306","","","    1287.3","3","","","    1287.3","0","","","","","","","","","","","","","","","   1365.2"," ,0","","","        0"," ,0","     18.14","0","     24.12","0","     12.16","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1961","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1226.1","","    1226.1","0","       110","0","        79","0","        12","0","        0","","         0","0","         0","0","        33","0","         0","0","       263","0","        66","0","       143"," ","","","        68"," ","   -8.3","0,0122, ","     0","T,0,0203,+","     0","T,0,0125, ","  78.0"," ,0,0415, ","   37.2","0,0731, ","","","0.0","0,1126","-2.8","0,1130","-5.0","0,1226","-6.7","0,1230","","","0.0","0,0211","-2.2","0,0204","-8.3","0,0122","-8.3","0,0122","","","    1129.6","6","","","    1129.6","0","","","","","","","","","","","","","","","   1245.2"," ,0","","","        0","T,0","     18.78","0","     24.80","0","     12.75","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1962","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1315.9","","    1315.9","0","       121","0","        86","0","        16","0","        0","","         0","0","         0","0","        29","0","         0","0","       251","0","        72","0","       159"," ","","","        76"," ","  -12.8","0,1213, ","     0","T,0,0112, ","     0","T,0,1212,+","  61.0"," ,0,0302, ","   36.7","0,0527,+","","","0.0","0,1027","-3.3","0,1207","-8.3","0,1212","-8.3","0,1212","-12.8","0,1213","0.0","0,0416","-2.2","0,0306","-8.9","0,0113","-8.9","0,0113","-8.9","0,0113","    1055.6","6","","","    1055.6","0","","","","","","","","","","","","","","","   1374.3"," ,0","","","        0","T,0","     18.65","0","     24.61","0","     12.67","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1963","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1224.8","","    1224.8","0","        98","0","        67","0","        15","0","        0","","         0","0","         0","0","        44","0","         0","0","       253","0","        75","0","       136"," ","","","        66"," ","   -7.2","0,0125,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.4"," ,0,0626, ","   36.7","0,0807,+","","","-1.1","0,1103","-2.8","0,1115","-6.7","0,1219","-6.7","0,1219","","","-2.2","0,0228","-2.2","0,0228","-4.4","0,0223","-7.2","0,0125","","","    1261.1","1","","","    1261.1","0","","","","","","","","","","","","","","","   1291.8"," ,0","","","        0"," ,0","     18.21","0","     24.22","0","     12.19","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1964","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1192.7","","    1192.7","0","       122","0","        81","0","        21","0","        0","","         0","0","         0","0","        26","0","         0","0","       254","0","        62","0","       167"," ","","","        63"," ","   -7.8","0,0115, ","     0"," ,0,1231,+","     0","T,0,0113, "," 117.1"," ,0,0828, ","   37.8","0,0616,+","","","0.0","0,1130","-3.9","0,1201","","","","","","","-1.7","0,0331","-2.2","0,0224","-5.0","0,0116","-7.8","0,0115","","","    1249.4","4","","","    1249.4","0","","","","","","","","","","","","","","","   1859.1"," ,0","","","        0","T,0","     18.61","0","     24.61","0","     12.60","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003822","1965","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1235.1","","    1235.1","0","       127","0","        79","0","        13","0","        0","","         0","0","         0","0","        39","0","         0","0","       261","0","        52","0","       168"," ","        36"," ","        79"," ","   -7.2","0,0119, ","     0"," ,0,1231,+","     0","T,0,0306,+","  44.7"," ,0,0302, ","   35.0","0,0827,+","","","-1.7","0,1118","-2.8","0,1130","-4.4","0,1201","-6.7","0,1208","","","-1.7","0,0322","-2.8","0,0226","-4.4","0,0203","-7.2","0,0119","","","    1022.7","7","","","    1022.7","0","","","","","","","","","","","","","","","   1164.1"," ,0","      59.8","X","        0","T,0","     18.69","0","     25.04","0","     12.34","0","   162066","X","","","","","","","       270","X","       360","X","","","","","","","","","      26.2","X","      18.8","X"
"USW00003822","1966","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1134.2","","    1134.2","0","       112","0","        72","0","        17","0","        0","","         0","0","         0","0","        48","0","         0","0","       255","0","        42","0","       177"," ","        35"," ","        57"," ","  -12.8","0,0130, ","     0","T,0,0127, ","     0","T,0,0127,+","  61.0"," ,0,0618, ","   35.6","0,0822,+","","","-2.8","0,1104","-2.8","0,1104","-5.0","0,1215","","","","","-0.6","0,0310","-3.3","0,0307","-5.0","0,0207","-7.2","0,0206","-8.9","0,0131","    1215.8","8","","","    1215.8","0","","","","","","","","","     14.67","0","","","     25.83","0","   1153.8"," ,0","      57.5","X","        0","T,0","     18.02","0","     24.23","0","     11.81","0","   153204","X","","","","","","","       225","X","       225","X","     48395","0","","","","","","","      24.2","X","      17.9","X"
"USW00003822","1967","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1141.9","","    1141.9","0","       112","0","        74","0","        10","0","        0","","         0","0","         0","0","        33","0","         0","0","       282","0","        62","0","       176"," ","        42"," ","        55"," ","   -8.9","0,0226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.4"," ,0,0101, ","   36.7","0,0514, ","","","-1.7","0,1107","-2.8","0,1108","","","","","","","-1.7","0,0302","-5.0","0,0227","-5.0","0,0227","-8.9","0,0226","-8.9","0,0226","    1037.2","2","","","    1037.2","0","","","","","","","","","     14.52","0","","","     26.50","0","   1048.9"," ,0","      62.7","X","        0"," ,0","     18.74","0","     25.30","0","     12.19","0","   166788","X","","","","","","","        90","X","       360","X","     43674","0","","","","","","","      21.6","X","      13.9","X"
"USW00003822","1968","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1331.9","","    1331.9","0","       100","0","        66","0","        12","0","        1","","         1","0","         0","0","        64","0","         1","0","       261","0","        72","0","       181"," ","        41"," ","        58"," ","   -7.2","0,1216, ","   102"," ,0,0208, ","    91"," ,0,0208, ","  65.5"," ,0,0606, ","   37.8","0,0824, ","","","-0.6","0,1111","-2.2","0,1114","-6.7","0,1209","-6.7","0,1209","","","-0.6","0,0325","-2.2","0,0304","-5.6","0,0214","","","","","    1217.5","5","","","    1217.5","0","","","","","","","","","","","","","","","    948.6"," ,0","      65.9","X","       91"," ,0","     18.24","0","     24.68","0","     11.80","0","   176538","X","","","","","","","       270","X","       270","X","","","","","","","","","      24.2","X","      16.1","X"
"USW00003822","1969","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1218.2","","    1218.2","X","       123","X","        73","X","        16","X","        0","","         0","X","         0","X","        52","X","         0","X","       239","X","        41","X","       194"," ","        38"," ","        59"," ","   -6.1","X,0115, ","     0"," ,X,1231,+","     0","T,X,0214, "," 106.7"," ,X,0519, ","   36.7","X,0707, ","","","-3.3","X,1115","-3.3","X,1115","","","","","","","-1.7","X,0314","-3.3","X,0312","-6.1","X,0115","","","","","    1353.9","9","","","    1353.9","X","","","","","","","","","","","","","","","   1546.1"," ,X","      62.9","X","        0","T,X","     17.93","X","     23.78","X","     12.07","X","   167478","X","","","","","","","       135","X","        90","X","","","","","","","","","      24.7","X","      16.1","X"
"USW00003822","1970","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1376.7","","    1376.7","X","       108","X","        76","X","        21","X","        0","","         0","X","         0","X","        42","X","         1","X","       264","X","        69","X","       202"," ","        54"," ","        50"," ","  -12.2","X,0109, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 147.3"," ,X,0808, ","   36.1","X,0620,+","","","-2.2","X,1117","-2.2","X,1117","-6.7","X,1124","-6.7","X,1124","-9.4","X,1125","-0.6","X,0316","-2.8","X,0227","-5.0","X,0205","-8.3","X,0204","-11.1","X,0110","    1299.0","0","","","    1299.0","X","","","","","","","","","","","","","","","   1367.7"," ,X","      65.1","X","        0"," ,X","     18.86","X","     24.98","X","     12.74","X","   174834","X","","","","","","","","","       315","X","","","","","","","","","","","      18.8","X"
"USW00003822","1971","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1392.2","","    1392.2","X","       136","X","        82","X","        16","X","        0","","         0","X","         0","X","        29","X","         0","X","       286","X","        66","X","       199"," ","        52"," ","        68"," ","   -8.3","X,0121,+","     0"," ,X,1231,+","     0","T,X,0119, "," 178.8"," ,X,0816, ","   38.9","X,0615, ","","","-1.7","X,1122","","","","","","","","","-0.6","X,0321","-2.2","X,0309","-4.4","X,0214","-6.7","X,0211","","","    1095.6","6","","","    1095.6","X","","","","","","","","","","","","","","","   1558.6"," ,X","      63.7","X","        0","T,X","     19.46","X","     25.58","X","     13.34","X","   172326","X","","","","","","","       315","X","       270","X","","","","","","","","","      32.9","X","      17.0","X"
"USW00003822","1972","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1242.5","","    1242.5","0","       101","0","        69","0","        13","0","        0","","         0","0","         0","0","        18","0","         0","0","       286","0","        63","0","       184"," ","        50"," ","        51"," ","   -7.2","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.7"," ,0,0829, ","   36.7","0,0808, ","","","-2.2","0,1124","-2.2","0,1124","-5.0","0,1218","","","","","-1.1","0,0310","-3.9","0,0221","-4.4","0,0205","-7.2","0,0117","","","     764.1","1","","","     764.1","0","","","","","","","","","     14.71","0","","","     26.42","0","   1234.0"," ,0","      60.7","X","        0"," ,0","     19.46","0","     25.40","0","     13.54","0","   166386","X","","","","","","","","","       315","X","     47871","0","","","","","","","","","      18.3","X"
"USW00003822","1973","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1367.5","","    1367.5","0","       107","0","        73","0","        11","0","        1","","         1","0","         0","0","        26","0","         0","0","       274","0","        52","0","       192"," ","        40"," ","        60"," ","   -7.2","0,0212, ","    76"," ,0,0211, ","    81"," ,0,0210, ","  83.6"," ,0,0611, ","   36.1","0,0729, ","","","0.0","0,1111","-2.8","0,1212","-4.4","0,1218","-6.7","0,1222","","","-1.7","0,0218","-3.3","0,0217","-7.2","0,0212","-7.2","0,0212","","","     908.9","9","","","     908.9","0","","","","","","","","","","","","","","","   1153.8"," ,0","      55.2","X","       81"," ,0","     19.38","0","     25.08","0","     13.68","0","   147030","X","","","","","","","       270","X","       270","X","     43949","0","","","","","","","      22.1","X","      17.9","X"
"USW00003822","1974","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1239.5","","    1239.5","0","       116","0","        73","0","        11","0","        0","","         0","0","         0","0","        15","0","         0","0","       285","0","        43","0","       183"," ","        49"," ","        77"," ","   -6.1","0,0227, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  84.6"," ,0,0512, ","   35.0","0,0730, ","","","-0.6","0,1128","-2.2","0,1204","","","","","","","-1.1","0,0228","-6.1","0,0227","-6.1","0,0227","","","","","     725.2","2","","","     725.2","0","","","","","","","","","     13.71","0","","","     25.90","0","   1065.5"," ,0","      57.5","X","        0"," ,0","     19.59","0","     25.61","0","     13.56","0","   153792","X","","","","","","","       270","X","       270","X","     37654","0","","","","","","","      24.2","X","      17.4","X"
"USW00003822","1975","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1397.7","","    1397.7","0","       125","0","        74","0","        14","0","        0","","         0","0","         0","0","        21","0","         0","0","       281","0","        50","0","       198"," ","        51"," ","        80"," ","   -7.2","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.9"," ,0,0414, ","   35.0","0,0824,+","","","-1.7","0,1115","-2.2","0,1211","-7.2","0,1219","-7.2","0,1219","","","-2.2","0,0304","-2.2","0,0304","","","","","","","     871.9","9","","","     871.9","0","","","","","","","","","     13.67","0","","","     25.28","0","   1300.4"," ,0","      55.0","X","        0"," ,0","     19.74","0","     25.42","0","     14.06","0","   147672","X","","","","","","","       270","X","       270","X","     37908","0","","","","","","","      26.7","X","      16.1","X"
"USW00003822","1976","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","   1058.5","","    1058.5","0","       112","0","        80","0","        11","0","        0","","         0","0","         0","0","        33","0","         0","0","       251","0","        38","0","       169"," ","        36"," ","        62"," ","   -6.7","0,0119, ","     0"," ,0,1231,+","     0","T,0,0117, "," 142.7"," ,0,0430, ","   36.1","0,0716, ","","","-1.1","0,1029","-3.3","0,1109","-5.6","0,1222","","","","","-0.6","0,0210","-2.8","0,0208","-5.0","0,0120","-6.7","0,0119","","","     995.2","2","","","     995.2","0","","","","","","","","","","","","","","","   1619.5"," ,0","      61.2","X","        0","T,0","     17.98","0","     23.79","0","     12.17","0","   162786","X","","","","","","","       315","X","       270","X","","","","","","","","","      24.2","X","      18.8","X"
