"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00003822","2008","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       2.9","W","   1407.4","","    1407.4","0","       104","0","        67","0","        19","0","        0","","         0","0","         0","0","        22","0","         0","0","       274","0","        88","0","       212"," ","        35"," ","        42"," ","   -5.0","0,0104, ","     0"," ,0,1231,+","     0","T,0,0730,+","  91.7"," ,0,1024, ","   38.9","0,0806, ","","","-2.8","0,1119","-2.8","0,1119","","","","","","","0.0","0,0309","-2.2","0,0121","-5.0","0,0104","","","","","     857.9","9","","","     857.9","0","","","","","","","","","","","","","","","   1201.4"," ,0","","","        0","T,0","     19.57","0","     25.46","0","     13.68","0","","","","","       320","X","       330","X","","","","","","","","","      14.8","X","      23.2","X","","","",""
"USW00003822","2009","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.0","W","   1362.0","","    1362.0","0","       110","0","        84","0","        19","0","        0","","         0","0","         0","0","        24","0","         0","0","       267","0","        70","0","       237"," ","        40"," ","        55"," ","   -6.1","0,0206, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.0"," ,0,0402, ","   36.1","0,0628, ","","","-0.6","0,1221","","","","","","","","","-1.1","0,0305","-3.3","0,0304","-6.1","0,0206","","","","","    1008.1","1","","","    1008.1","0","","","","","","","","","","","","","","","   1552.5"," ,0","","","        0"," ,0","     19.30","0","     24.87","0","     13.73","0","","","","","       360","X","       350","X","","","","","","","","","      17.0","X","      21.0","X","","","",""
"USW00003822","2010","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       2.9","W","   1531.2","","    1531.2","0","        82","0","        55","0","        11","0","        1","","         0","0","         0","0","        60","0","         0","0","       257","0","       102","0","       186"," ","        19"," ","        55"," ","   -6.7","0,0111, ","    25"," ,0,0213, ","    23"," ,0,0212, ","  81.5"," ,0,0822, ","   38.9","0,0726,+","","","0.0","0,1107","-3.3","0,1202","-5.0","0,1207","","","","","-0.6","0,0307","-2.2","0,0306","-6.7","0,0111","-6.7","0,0111","","","    1165.0","0","","","    1165.0","0","","","","","","","","","","","","","","","    923.7"," ,0","","","       23"," ,0","     18.90","0","     25.09","0","     12.72","0","","","","","        30","X","       310","X","","","","","","","","","      16.5","X","      23.7","X","","","",""
"USW00003822","2011","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.1","W","   1543.3","","    1543.3","X","        84","X","        59","X","         7","X","        0","","         0","X","         0","X","        20","X","         0","X","       277","X","       121","X","       180"," ","        33"," ","        55"," ","   -7.8","X,0114, ","     0"," ,X,1231,+","     0","T,X,0122,+"," 124.5"," ,X,0629, ","   38.9","X,0613, ","","","-1.1","X,1112","","","","","","","","","-0.6","X,0213","-2.2","X,0212","-5.0","X,0123","-7.8","X,0114","","","    1118.7","7","","","    1118.7","X","","","","","","","","","","","","","","","    885.8"," ,X","","","        0","T,X","     19.97","X","     26.44","X","     13.50","X","","","","","       140","X","       170","X","","","","","","","","","      21.0","X","      31.3","X","","","",""
"USW00003822","2012","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.0","X","   1455.6","","    1455.6","X","        99","X","        72","X","        11","X","        0","","         0","X","         0","X","        17","X","         0","X","       284","X","        67","X","       134"," ","        25"," ","        58"," ","   -6.1","X,0213, ","     0"," ,X,1231,+","     0","T,X,0515, ","  53.8"," ,X,0303, ","   37.8","X,0726,+","","","0.0","X,1125","-2.8","X,1231","","","","","","","-6.1","X,0213","-6.1","X,0213","-6.1","X,0213","","","","","     726.3","3","","","     726.3","X","","","","","","","","","","","","","","","   1022.2"," ,X","","","        0","T,X","     20.19","X","     26.13","X","     14.26","X","","","","","        30","X","        30","X","","","","","","","","","      19.2","X","      25.0","X","","","",""
"USW00003822","2013","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.1","W","   1352.8","","    1352.8","W","       115","W","        71","W","        21","W","        0","","         0","W","         0","W","        15","W","         0","W","       275","W","        56","W","        95"," ","         7"," ","        15"," ","   -3.3","W,0218, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  75.2"," ,W,0731, ","   36.1","W,0812, ","","","-0.5","W,1114","","","","","","","","","0.0","X,0327","-3.3","X,0218","","","","","","","     924.1","1","","","     924.1","W","","","","","","","","","","","","","","","   1374.2"," ,W","","","        0"," ,W","     19.61","W","     25.29","W","     13.93","W","","","","","       280","W","       280","W","","","","","","","","","      18.3","W","      25.0","W","","","",""
"USW00003822","2014","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       2.9","W","   1490.7","","    1490.7","W","       113","W","        81","W","        14","W","        0","","         0","W","         0","W","        19","W","         1","W","       269","W","        97","W","       119"," ","        11"," ","        30"," ","   -7.1","W,0107, ","     0"," ,W,1231,+","     0","T,W,0129, "," 168.9"," ,W,0623, ","   37.8","W,0823,+","","","-0.5","W,1118","-3.2","W,1119","","","","","","","-0.5","W,0228","-4.9","W,0125","-4.9","W,0125","-7.1","W,0107","","","     951.6","6","","","     951.6","W","","","","","","","","","","","","","","","   1284.8"," ,W","","","        0","T,W","     19.70","W","     25.59","W","     13.81","W","","","","","       130","W","       120","W","","","","","","","","","      21.0","W","      24.1","W","","","",""
"USW00003822","2015","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.0","W","   1548.0","","    1548.0","W","       126","W","        76","W","        13","W","        0","","         0","W","         0","W","        15","W","         0","W","       282","W","        79","W","       188"," ","        34"," ","        57"," ","   -6.6","W,0108, ","     0"," ,W,1231,+","     0","T,W,0619, ","  74.7"," ,W,0425, ","   37.2","W,0711,+","","","0.0","W,1220","","","","","","","","","-1.6","W,0221","-6.0","W,0220","-6.0","W,0220","","","","","     961.3","3","","","     961.3","W","","","","","","","","","","","","","","","   1210.3"," ,W","","","        0","T,W","     20.38","W","     25.87","W","     14.88","W","","","","","       280","W","       280","W","","","","","","","","","      22.8","W","      36.2","W","","","",""
"USW00003822","2016","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.3","W","   1649.5","","    1649.5","W","        88","W","        60","W","        17","W","        0","","         0","W","         0","W","        16","W","         0","W","       287","W","       105","W","       145"," ","        19"," ","        57"," ","   -3.8","W,0119, ","     0"," ,W,1231,+","     0","T,W,0602,+"," 227.1"," ,W,1007, ","   37.8","W,0730,+","","","-1.6","W,1210","","","","","","","","","0.0","W,0227","-3.2","W,0124","","","","","","","     695.3","3","","","     695.3","W","","","","","","","","","","","","","","","   1408.8"," ,W","","","        0","T,W","     20.60","W","     26.57","W","     14.63","W","","","","","       330","W","       340","W","","","","","","","","","      22.8","W","      31.7","W","","","",""
"USW00003822","2017","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.3","W","   1630.2","","    1630.2","W","       103","W","        70","W","        12","W","        0","","         0","W","         0","W","        10","W","         0","W","       296","W","        96","W","       183"," ","        22"," ","        71"," ","   -3.2","W,0316, ","     0"," ,W,1231,+","     0","T,W,0522, "," 167.9"," ,W,0522, ","   36.7","W,0816,+","","","-2.1","W,1210","","","","","","","","","-1.0","W,0317","-3.2","W,0316","","","","","","","     584.0","0","","","     584.0","W","","","","","","","","","","","","","","","   1352.3"," ,W","","","        0","T,W","     20.96","W","     26.88","W","     15.03","W","","","","","        40","W","       230","W","","","","","","","","","      19.7","W","      28.6","W","","","",""
"USW00003822","2018","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.3","W","   1639.1","","    1639.1","W","       122","W","        73","W","        12","W","        1","","         1","W","         0","W","        24","W","         1","W","       266","W","       111","W","       181"," ","        28"," ","        83"," ","   -7.1","W,0104, ","    30"," ,W,0104, ","    30"," ,W,0103, ","  79.5"," ,W,0423, ","   36.7","W,0712,+","","","0.0","W,1128","","","","","","","","","0.0","W,0315","-2.7","W,0119","-4.9","W,0118","-7.1","W,0104","","","     909.5","5","","","     909.5","W","","","","","","","","","","","","","","","   1093.4"," ,W","","","       30"," ,W","     20.33","W","     26.05","W","     14.61","W","","","","","       170","W","       180","W","","","","","","","","","      17.9","W","      23.7","W","","","",""
"USW00003822","2019","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.2","W","   1731.8","","    1731.8","W","       104","W","        63","W","        19","W","        0","","         0","W","         0","W","         7","W","         0","W","       279","W","       114","W","       171"," ","        23"," ","        65"," ","   -1.6","W,0131,+","     0"," ,W,1231,+","     0"," ,W,1231,+"," 115.1"," ,W,0611, ","   38.9","W,0526, ","","","-1.0","W,1113","","","","","","","","","-1.6","W,0131","","","","","","","","","     779.4","4","","","     779.4","W","","","","","","","","","","","","","","","   1305.0"," ,W","","","        0"," ,W","     21.02","W","     26.86","W","     15.17","W","","","","","       200","W","       190","W","","","","","","","","","      21.5","W","      29.5","W","","","",""
"USW00003822","2020","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.3","W","   1744.6","","    1744.6","W","       107","W","        71","W","        14","W","        0","","         0","W","         0","W","        12","W","         0","W","       298","W","        99","W","       159"," ","        18"," ","        69"," ","   -3.2","W,1226, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  82.0"," ,W,0423, ","   37.2","W,0905,+","","","-1.6","W,1202","-3.2","W,1226","","","","","","","0.0","W,0301","","","","","","","","","     674.2","2","","","     674.2","W","","","","","","","","","","","","","","","   1278.6"," ,W","","","        0"," ,W","     21.31","W","     26.81","W","     15.81","W","","","","","       180","W","       240","W","","","","","","","","","      16.1","W","      24.1","W","","","",""
"USW00003822","2021","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.1","W","   1350.1","","    1350.1","W","       113","W","        67","W","        10","W","        0","","         0","W","         0","W","        10","W","         0","W","       278","W","        56","W","       193"," ","        25"," ","        62"," ","   -1.6","W,1124,+","     0"," ,W,1231,+","     0"," ,W,1231,+"," 169.2"," ,W,0920, ","   35.6","W,0615, ","","","-1.6","W,1124","","","","","","","","","0.0","W,0403","","","","","","","","","     802.2","2","","","     802.2","W","","","","","","","","","","","","","","","   1246.5"," ,W","","","        0"," ,W","     19.74","W","     25.41","W","     14.06","W","","","","","       150","W","       200","W","","","","","","","","","      16.1","W","      20.1","W","","","",""
"USW00003822","2022","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.3","W","   1422.5","","    1422.5","W","       112","W","        67","W","         9","W","        0","","         0","W","         0","W","        22","W","         0","W","       278","W","        78","W","       164"," ","        16"," ","        80"," ","   -7.1","W,1224, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  94.5"," ,W,0714, ","   38.9","W,0623, ","","","0.0","W,1118","-2.7","W,1223","-7.1","W,1224","-7.1","W,1224","","","0.0","W,0314","-3.8","W,0130","","","","","","","     817.2","2","","","     817.2","W","","","","","","","","","","","","","","","    937.2"," ,W","","","        0"," ,W","     19.83","W","     25.70","W","     13.96","W","","","","","       250","W","       250","W","","","","","","","","","      19.7","W","      25.5","W","","","",""
"USW00003822","2023","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.2","W","   1482.9","","    1482.9","W","       108","W","        71","W","        13","W","        0","","         0","W","         0","W","         9","W","         0","W","       282","W","        79","W","       161"," ","        23"," ","        73"," ","   -2.7","W,1220, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  80.3"," ,W,1217, ","   37.2","W,0721, ","","","-1.6","W,1129","-2.7","W,1220","","","","","","","-1.6","W,0128","","","","","","","","","     688.6","6","","","     688.6","W","","","","","","","","","","","","","","","   1066.7"," ,W","","","        0"," ,W","     20.58","W","     26.30","W","     14.86","W","","","","","       340","W","       160","W","","","","","","","","","      17.9","W","      23.3","W","","","",""
"USW00003822","2024","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","       3.3","W","   1622.3","","    1622.3","W","       105","W","        59","W","        15","W","        0","","         0","W","         0","W","        13","W","         0","W","       288","W","        86","W","       141"," ","        20"," ","        63"," ","   -4.9","W,0121, ","     0"," ,W,1231,+","     0"," ,W,1231,+"," 169.7"," ,W,0805, ","   36.7","W,0714, ","","","-0.5","W,1130","-2.7","W,1204","","","","","","","-2.1","W,0122","-4.9","W,0121","-4.9","W,0121","","","","","     778.6","6","","","     778.6","W","","","","","","","","","","","","","","","   1438.2"," ,W","","","        0"," ,W","     20.70","W","     26.27","W","     15.12","W","","","","","       150","W","       140","W","","","","","","","","","      24.1","W","      34.0","W","","","",""
"USW00003822","2025","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","        42"," ","         6"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
