"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00061017","1930","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       102","a","        54","a","        12","a","","","","","","","","","","","",""," 137.2"," ,a,0217, ","","","","","","","   1116.1"," ,a","","","",""
"ASN00061017","1931","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        96","a","        59","a","        10","a","","","","","","","","","","","","","  90.4"," ,a,0423, ","","","","","","","    968.8"," ,a","","","",""
"ASN00061017","1932","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       112","a","        62","a","        10","a","","","","","","","","","","","","","  78.7"," ,a,0318, ","","","","","","","    907.4"," ,a","","","",""
"ASN00061017","1933","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       115","a","        67","a","        12","a","","","","","","","","","","","","","  85.1"," ,a,0929, ","","","","","","","   1133.3"," ,a","","","",""
"ASN00061017","1934","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       118","a","        82","a","         9","a","","","","","","","","","","","","","  68.1"," ,a,1211, ","","","","","","","   1056.8"," ,a","","","",""
"ASN00061017","1935","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        99","a","        55","a","         4","a","","","","","","","","","","","","","  43.2"," ,a,1209, ","","","","","","","    666.9"," ,a","","","",""
"ASN00061017","1936","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       104","a","        64","a","         8","a","","","","","","","","","","","","","  75.7"," ,a,0302, ","","","","","","","    840.0"," ,a","","","",""
"ASN00061017","1937","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       110","a","        81","a","         6","a","","","","","","","","","","","","","  94.5"," ,a,0621, ","","","","","","","    999.3"," ,a","","","",""
"ASN00061017","1938","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        96","a","        69","a","         5","a","","","","","","","","","","","","","  64.3"," ,a,0120, ","","","","","","","    881.4"," ,a","","","",""
"ASN00061017","1939","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        96","a","        62","a","        11","a","","","","","","","","","","","","","  82.6"," ,a,0306, ","","","","","","","   1003.1"," ,a","","","",""
"ASN00061017","1940","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        69","a","        46","a","         7","a","","","","","","","","","","","","","  88.4"," ,a,1221, ","","","","","","","    761.3"," ,a","","","",""
"ASN00061017","1941","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        83","a","        50","a","         3","a","","","","","","","","","","","","","  41.4"," ,a,0106, ","","","","","","","    580.5"," ,a","","","",""
"ASN00061017","1942","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        77","a","        58","a","        10","a","","","","","","","","","","","","","  99.6"," ,a,0323, ","","","","","","","    896.1"," ,a","","","",""
"ASN00061017","1943","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        87","a","        60","a","         6","a","","","","","","","","","","","","","  63.5"," ,a,1119, ","","","","","","","    902.6"," ,a","","","",""
"ASN00061017","1944","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        84","a","        55","a","         5","a","","","","","","","","","","","","","  35.6"," ,a,0113, ","","","","","","","    516.8"," ,a","","","",""
"ASN00061017","1945","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        89","a","        54","a","        11","a","","","","","","","","","","","","","  73.7"," ,a,0612,+","","","","","","","    860.5"," ,a","","","",""
"ASN00061017","1946","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        68","a","        43","a","        10","a","","","","","","","","","","","",""," 223.5"," ,a,0419, ","","","","","","","   1103.7"," ,a","","","",""
"ASN00061017","1947","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        98","a","        68","a","         9","a","","","","","","","","","","","","","  69.9"," ,a,1210, ","","","","","","","    874.3"," ,a","","","",""
"ASN00061017","1948","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        84","a","        56","a","        10","a","","","","","","","","","","","","","  54.9"," ,a,1231, ","","","","","","","    856.6"," ,a","","","",""
"ASN00061017","1949","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       102","a","        66","a","        12","a","","","","","","","","","","","",""," 117.1"," ,a,0618, ","","","","","","","   1281.7"," ,a","","","",""
"ASN00061017","1950","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       137","a","        88","a","        14","a","","","","","","","","","","","","","  82.8"," ,a,0206, ","","","","","","","   1520.8"," ,a","","","",""
"ASN00061017","1951","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        85","a","        55","a","        14","a","","","","","","","","","","","",""," 100.1"," ,a,0119, ","","","","","","","   1019.2"," ,a","","","",""
"ASN00061017","1952","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        79","a","        49","a","         7","a","","","","","","","","","","","","","  84.6"," ,a,0806, ","","","","","","","    996.6"," ,a","","","",""
"ASN00061017","1953","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        81","a","        61","a","         8","a","","","","","","","","","","","","","  58.9"," ,a,0325, ","","","","","","","    823.7"," ,a","","","",""
"ASN00061017","1954","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       103","a","        60","a","         7","a","","","","","","","","","","","","","  54.9"," ,a,0605, ","","","","","","","   1002.1"," ,a","","","",""
"ASN00061017","1955","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       107","a","        65","a","        11","a","","","","","","","","","","","",""," 105.7"," ,a,0224, ","","","","","","","   1228.8"," ,a","","","",""
"ASN00061017","1956","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1162.7"," ,a","","","",""
"ASN00061017","1957","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        80","a","        37","a","         5","a","","","","","","","","","","","","","  84.8"," ,a,0219, ","","","","","","","    679.9"," ,a","","","",""
"ASN00061017","1958","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       115","a","        72","a","         5","a","","","","","","","","","","","","","  33.5"," ,a,0130, ","","","","","","","    778.7"," ,a","","","",""
"ASN00061017","1959","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       140","a","        90","a","        14","a","","","","","","","","","","","","","  57.2"," ,a,0218, ","","","","","","","   1311.0"," ,a","","","",""
"ASN00061017","1960","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       123","a","        85","a","         9","a","","","","","","","","","","","","","  51.1"," ,a,1204, ","","","","","","","    980.2"," ,a","","","",""
"ASN00061017","1961","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       134","a","        87","a","         7","a","","","","","","","","","","","","","  46.0"," ,a,0613, ","","","","","","","   1019.5"," ,a","","","",""
"ASN00061017","1962","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       126","a","        86","a","        12","a","","","","","","","","","","","","","  90.4"," ,a,0513, ","","","","","","","   1302.7"," ,a","","","",""
"ASN00061017","1963","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       142","a","       100","a","        17","a","","","","","","","","","","","",""," 124.5"," ,a,0319, ","","","","","","","   1666.1"," ,a","","","",""
"ASN00061017","1964","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        99","a","        59","a","         6","a","","","","","","","","","","","","","  61.0"," ,a,0610, ","","","","","","","    709.9"," ,a","","","",""
"ASN00061017","1965","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        93","a","        54","a","         4","a","","","","","","","","","","","","","  55.4"," ,a,0719, ","","","","","","","    548.1"," ,a","","","",""
"ASN00061017","1966","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       105","a","        63","a","         4","a","","","","","","","","","","","","","  51.8"," ,a,0217, ","","","","","","","    785.5"," ,a","","","",""
"ASN00061017","1967","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       134","a","        76","a","        16","a","","","","","         0","a","       221","a","        42","a","",""," 105.9"," ,a,0309, ","   40.0","a,0123,+","","","","","   1409.0"," ,a","     24.13","a","",""
"ASN00061017","1968","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        92","a","        55","a","        15","a","","","","","","","","","","","",""," 108.7"," ,a,0112, ","","","","","","","   1144.8"," ,a","","","",""
"ASN00061017","1969","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       125","a","        82","a","         6","a","","","","","","","","","","","",""," 103.6"," ,a,0622, ","","","","","","","   1139.3"," ,a","","","",""
"ASN00061017","1970","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       117","a","        65","a","        10","a","","","","","","","","","","","","","  88.4"," ,a,0129, ","","","","","","","    994.0"," ,a","","","",""
"ASN00061017","1971","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       122","a","        71","a","        14","a","","","","","         0","a","       236","a","        27","a","",""," 192.8"," ,a,0120, ","   38.4","a,0109, ","","","","","   1396.5"," ,a","     23.94","a","",""
"ASN00061017","1972","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       142","a","        86","a","        16","a","","","","","","","","","","","","","  78.7"," ,a,0124,+","","","","","","","   1434.6"," ,a","","","",""
"ASN00061017","1973","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       111","a","        85","a","         8","a","","","","","","","","","","","","","  75.9"," ,a,0211, ","","","","","","","    940.6"," ,a","","","",""
"ASN00061017","1974","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       132","a","        77","a","        12","a","         0"," ","         7","a","","","","","","","   -1.2","a,0807, ","  68.0"," ,a,0604, ","","","-0.2","a,0622","0.0","a,0818","   1131.4"," ,a","","","     11.41","a"
"ASN00061017","1975","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       103","a","        77","a","        10","a","","","","","","","","","","","","","  57.6"," ,a,0621, ","","","","","","","    910.3"," ,a","","","",""
"ASN00061017","1976","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1224.5"," ,a","","","",""
"ASN00061017","1978","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1346.6"," ,a","","","",""
"ASN00061017","1979","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        69","a","        40","a","         3","a","","","","","","","","","","","","","  91.6"," ,a,0506, ","","","","","","","    656.0"," ,a","","","",""
"ASN00061017","1980","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        69","a","        44","a","         5","a","","","","","","","","","","","","","  84.2"," ,a,1230, ","","","","","","","    502.2"," ,a","","","",""
"ASN00061017","1981","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    933.6"," ,a","","","",""
"ASN00061017","1982","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        88","a","        55","a","         9","a","","","","","","","","","","","","","  71.0"," ,a,0224, ","","","","","","","    860.0"," ,a","","","",""
"ASN00061017","1983","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    874.3"," ,a","","","",""
"ASN00061017","1984","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1143.4"," ,a","","","",""
"ASN00061017","1985","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1206.8"," ,a","","","",""
"ASN00061017","1986","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    862.9"," ,a","","","",""
"ASN00061017","1987","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1136.6"," ,a","","","",""
"ASN00061017","1988","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1253.2"," ,a","","","",""
"ASN00061017","1989","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1217.5"," ,a","","","",""
"ASN00061017","1990","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1512.3"," ,a","","","",""
"ASN00061017","1992","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1039.0"," ,a","","","",""
"ASN00061017","1993","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    756.7"," ,a","","","",""
"ASN00061017","1994","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    759.6"," ,a","","","",""
"ASN00061017","1995","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1033.8"," ,a","","","",""
"ASN00061017","1996","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    775.2"," ,a","","","",""
"ASN00061017","1997","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        70","a","        53","a","         5","a","","","","","","","","","","","","","  61.4"," ,a,0512, ","","","","","","","    760.8"," ,a","","","",""
"ASN00061017","2000","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    897.7"," ,a","","","",""
"ASN00061017","2001","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1281.7"," ,a","","","",""
"ASN00061017","2002","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    805.9"," ,a","","","",""
"ASN00061017","2003","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    856.6"," ,a","","","",""
"ASN00061017","2004","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    918.4"," ,a","","","",""
"ASN00061017","2005","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    888.8"," ,a","","","",""
"ASN00061017","2006","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    804.0"," ,a","","","",""
"ASN00061017","2007","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1186.9"," ,a","","","",""
"ASN00061017","2008","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1112.0"," ,a","","","",""
"ASN00061017","2009","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        75","a","        56","a","         9","a","","","","","","","","","","","","","  72.2"," ,a,0402, ","","","","","","","   1100.3"," ,a","","","",""
"ASN00061017","2010","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    998.0"," ,a","","","",""
"ASN00061017","2011","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        95","a","        73","a","        16","a","","","","","","","","","","","","","  90.2"," ,a,0616, ","","","","","","","   1317.6"," ,a","","","",""
"ASN00061017","2012","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        81","a","        62","a","        11","a","","","","","","","","","","","","","  54.6"," ,a,0202, ","","","","","","","    943.3"," ,a","","","",""
"ASN00061017","2013","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        73","a","        52","a","        10","a","","","","","","","","","","","",""," 172.9"," ,a,1118, ","","","","","","","   1141.9"," ,a","","","",""
"ASN00061017","2015","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       102","a","        67","a","        17","a","","","","","","","","","","","",""," 233.4"," ,a,0421, ","","","","","","","   1302.0"," ,a","","","",""
"ASN00061017","2016","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        82","a","        51","a","         8","a","","","","","","","","","","","",""," 187.6"," ,a,0106, ","","","","","","","   1000.4"," ,a","","","",""
"ASN00061017","2017","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        90","a","        58","a","         6","a","","","","","","","","","","","","","  48.4"," ,a,0318, ","","","","","","","    718.6"," ,a","","","",""
"ASN00061017","2018","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        84","a","        56","a","         9","a","","","","","","","","","","","",""," 142.8"," ,a,0322, ","","","","","","","    981.4"," ,a","","","",""
"ASN00061017","2019","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        70","a","        49","a","         4","a","","","","","","","","","","","","","  54.8"," ,a,0331, ","","","","","","","    564.6"," ,a","","","",""
"ASN00061017","2020","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       105","a","        75","a","        10","a","","","","","","","","","","","","","  83.2"," ,a,0209, ","","","","","","","   1070.5"," ,a","","","",""
"ASN00061017","2021","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","       104","a","        80","a","        19","a","","","","","","","","","","","","","  79.0"," ,a,0320, ","","","","","","","   1348.4"," ,a","","","",""
"ASN00061017","2022","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1271.8"," ,a","","","",""
"ASN00061017","2023","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","        67","a","        52","a","         7","a","","","","","","","","","","","","","  63.0"," ,a,1027, ","","","","","","","    806.8"," ,a","","","",""
"ASN00061017","2024","-32.4022","151.7582","55.0","DUNGOG POST OFFICE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    890.2"," ,a","","","",""
