"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00025325","1926","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      5.7","","       5.7","6","       239","6","       202","6","        59","6","","","","","         0","6","        74","6","         3","6","        38","6","         0","6","","","","","","","   -9.4","6,1213,+","","","",""," 112.8"," ,6,0412, ","   28.9","6,0810, ","0.0","6,0915","-2.2","6,0921","-5.0","6,1211","-9.4","6,1212","-9.4","6,1212","0.0","6,0506","-2.8","6,0405","-5.6","6,0213","","","","","","","","","   4362.2"," ,6","","","      8.29","6","     12.05","6","      4.53","6","","","","","","","","","",""
"USW00025325","1927","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","     12.9","","      12.9","6","","","","","","","","","        21","6","         0","6","       148","6","        20","6","        40","6","         0","6","","","","","","","  -14.4","6,1230, ","","","   203"," ,6,1214, ","","","   30.0","6,0731, ","0.0","6,1001","-3.3","6,1106","-6.7","6,1107","-6.7","6,1107","-9.4","6,1109","0.0","6,0506","-5.6","6,0418","-5.6","6,0418","-11.7","6,0216","-11.7","6,0216","    4042.6","6","    4042.6","6","","","     1479"," ,6","      6.32","6","     10.55","6","      2.10","6","","","","","","","","","",""
"USW00025325","1928","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      2.6","","       2.6","6","","","","","","","","","","","         0","6","       111","6","         0","6","        37","6","         0","6","","","","","","","   -6.7","6,1202,+","","","","","","","   28.9","6,0609, ","-1.1","6,1009","-2.2","6,1112","-5.0","6,1113","-6.7","6,1201","","","-1.1","6,0515","-2.2","6,0411","-5.0","6,0307","","","","","    4061.9","9","    4061.9","6","","","","","      7.54","6","     11.64","6","      3.44","6","","","","","","","","","",""
"USW00025325","1929","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      0.6","","       0.6","6","","","","","","","","","","","         0","6","       103","6","        14","6","        19","6","         0","6","         1"," ","","","","","  -14.4","6,0201,+","","","","","","","   28.9","6,0802, ","-0.6","6,1105","-5.6","6,1208","-5.6","6,1208","-10.0","6,1209","-10.0","6,1209","-0.6","6,0512","-2.8","6,0418","-5.0","6,0408","-7.8","6,0405","-8.9","6,0404","    4137.2","2","    4137.2","6","","","","","      6.87","6","     10.86","6","      2.88","6","","","","","","","","","",""
"USW00025325","1930","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      3.6","","       3.6","6","       213","6","       179","6","        58","6","","","         9","6","         0","6","        83","6","        11","6","        34","6","         0","6","","","","","","","  -11.1","6,0106, ","","","   152"," ,6,0206, "," 172.7"," ,6,1002, ","   27.2","6,0729, ","-0.6","6,1010","-2.2","6,1015","","","","","","","0.0","6,0508","-2.2","6,0409","-8.3","6,0319","-8.3","6,0319","-10.0","6,0121","    3922.9","9","    3922.9","6","   3965.5"," ,6","      597"," ,6","      7.92","6","     11.33","6","      4.51","6","","","","","","","","","",""
"USW00025325","1931","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      0.8","","       0.8","6","       254","6","       205","6","        37","6","","","         7","6","         0","6","        45","6","         1","6","        24","6","         0","6","","","","","","","   -8.3","6,1117, ","","","   127"," ,6,0303, ","  92.2"," ,6,0827, ","   26.7","6,0613, ","0.0","6,1020","-4.4","6,1115","-4.4","6,1115","-6.7","6,1116","","","-1.1","6,0419","-2.8","6,0328","-6.7","6,0313","-6.7","6,0313","","","    3371.3","3","    3371.3","6","   3577.6"," ,6","      495"," ,6","      8.52","6","     11.94","6","      5.11","6","","","","","","","","","",""
"USW00025325","1932","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      8.9","","       8.9","6","       253","6","       199","6","        46","6","","","","","         0","6","        81","6","        16","6","        17","6","         0","6","","","","","","","  -11.1","6,0131, ","","","",""," 125.5"," ,6,0224, ","   26.7","6,0816, ","0.0","6,1107","-3.3","6,1201","-6.1","6,1206","-7.8","6,1207","-8.9","6,1208","0.0","6,0424","-2.2","6,0315","-4.4","6,0307","-6.7","6,0302","-8.9","6,0204","    3902.9","9","    3902.9","6","   3893.7"," ,6","","","      7.60","6","     10.75","6","      4.44","6","","","","","","","","","",""
"USW00025325","1933","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      4.2","","       4.2","6","       253","6","       193","6","        45","6","","","","","         0","6","       103","6","        22","6","        22","6","         0","6","","","","","","","  -16.7","6,1230, ","","","",""," 115.8"," ,6,1026, ","   26.7","6,0804,+","-0.6","6,1019","-4.4","6,1021","-4.4","6,1021","-7.2","6,1210","-10.0","6,1215","-1.1","6,0429","-2.2","6,0408","-5.6","6,0313","-8.3","6,0301","-8.9","6,0123","    3923.0","0","    3923.0","6","   3531.6"," ,6","","","      7.02","6","     10.51","6","      3.53","6","","","","","","","","","",""
"USW00025325","1934","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","     11.1","","      11.1","6","       222","6","       181","6","        44","6","","","        12","6","         0","6","        61","6","         9","6","        37","6","         0","6","","","","","","","  -15.6","6,0101, ","","","    51"," ,6,1130,+"," 106.7"," ,6,0107, ","   30.0","6,0726,+","-0.6","6,1022","-2.8","6,1222","-7.2","6,1223","-7.2","6,1223","-10.6","6,1224","0.0","6,0417","-2.2","6,0325","-5.6","6,0306","-6.7","6,0102","-15.6","6,0101","    3769.0","0","    3769.0","6","   3352.4"," ,6","      378"," ,6","      8.82","6","     12.65","6","      4.99","6","","","","","","","","","",""
"USW00025325","1935","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      0.5","","       0.5","6","       227","6","       173","6","        45","6","","","        12","6","         0","6","        89","6","        15","6","        24","6","         0","6","","","","","","","  -15.6","6,0118, ","","","    51"," ,6,0324,+"," 119.1"," ,6,1023, ","   26.1","6,0726, ","0.0","6,1021","-5.0","6,1028","-5.0","6,1028","","","","","0.0","6,0430","-3.3","6,0408","-4.4","6,0401","-8.3","6,0308","-8.9","6,0306","    3901.4","4","    3901.4","6","   3277.4"," ,6","      456"," ,6","      7.62","6","     10.90","6","      4.35","6","","","","","","","","","",""
"USW00025325","1936","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      7.0","","       7.0","6","       225","6","       166","6","        46","6","","","","","         0","6","        84","6","        24","6","        46","6","         0","6","         1"," ","","","","","  -15.6","6,0206, ","","","","","  85.9"," ,6,0301, ","   27.2","6,0614, ","-1.1","6,1031","-2.2","6,1101","-4.4","6,1205","","","","","0.0","6,0413","-2.2","6,0404","-6.1","6,0402","-6.7","6,0328","-12.2","6,0227","    3877.7","7","    3877.7","6","   3261.3"," ,6","","","      8.09","6","     11.62","6","      4.56","6","","","","","     74879","6","","","",""
"USW00025325","1937","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      6.1","","       6.1","6","       240","6","       175","6","        34","6","","","        15","6","         0","6","        88","6","        20","6","        28","6","         1","6","","","","","","","  -12.8","6,1226, ","","","   152"," ,6,0217, ","  82.6"," ,6,0626, ","   32.2","6,0610, ","-1.7","6,1110","-2.8","6,1111","-5.6","6,1209","-7.8","6,1224","-10.0","6,1225","0.0","6,0427","-2.2","6,0328","-6.1","6,0219","-8.3","6,0207","-8.9","6,0206","    3670.3","3","    3670.3","6","   2975.3"," ,6","     1072"," ,6","      7.80","6","     11.21","6","      4.39","6","","","","","     79353","6","","","",""
"USW00025325","1938","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      2.7","","       2.7","6","       247","6","       187","6","        55","6","","","         7","6","         0","6","        54","6","        12","6","        26","6","         0","6","","","","","","","  -11.1","6,1228, ","","","   102"," ,6,1230, ","  85.3"," ,6,0925, ","   26.1","6,0521, ","-1.1","6,1109","-2.8","6,1110","-4.4","6,1226","-8.3","6,1227","-11.1","6,1228","0.0","6,0421","-3.3","6,0330","-7.8","6,0215","-7.8","6,0215","-9.4","6,0210","    3750.5","5","    3750.5","6","   3813.4"," ,6","      436"," ,6","      8.20","6","     11.32","6","      5.08","6","","","","","     94475","6","","","",""
"USW00025325","1939","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      1.7","","       1.7","6","       270","6","       218","6","        63","6","","","         4","6","         0","6","        53","6","         4","6","        18","6","         0","6","","","","","","","  -13.3","6,0209, ","","","   216"," ,6,0206, "," 113.5"," ,6,0919, ","   25.6","6,0810,+","-0.6","6,1006","","","","","","","","","0.0","6,0415","-2.8","6,0405","-4.4","6,0304","-8.9","6,0210","-8.9","6,0210","    3707.9","9","    3707.9","6","   4552.1"," ,6","      369"," ,6","      7.95","6","     10.89","6","      5.02","6","","","","","     99752","6","","","",""
"USW00025325","1940","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      2.2","","       2.2","6","       254","6","       183","6","        42","6","","","         2","6","         0","6","        44","6","         6","6","        21","6","         0","6","","","","","","","   -8.9","6,0227,+","","","    38"," ,6,0311, ","  90.7"," ,6,0303, ","   26.1","6,0531,+","-1.1","6,1105","-2.2","6,1107","-5.0","6,1108","","","","","-2.2","6,0315","-2.2","6,0315","-6.7","6,0229","-6.7","6,0229","-8.9","6,0227","    3494.9","9","    3494.9","6","   3462.8"," ,6","       84"," ,6","      8.94","6","     12.17","6","      5.70","6","","","","","","","","","",""
"USW00025325","1941","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","     13.4","","      13.4","6","       239","6","       178","6","        44","6","        5","","         5","6","         0","6","        58","6","         4","6","        27","6","         0","6","","","","","","","  -10.6","6,0125, ","    76"," ,6,0126, ","   152"," ,6,0126, "," 130.8"," ,6,1107, ","   30.0","6,0715, ","-0.6","6,1116","-3.9","6,1203","-5.6","6,1225","","","","","-0.6","6,0415","-2.8","6,0303","-6.7","6,0228","-6.7","6,0228","-10.6","6,0125","    3455.1","1","    3455.1","6","   3348.8"," ,6","      424"," ,6","      8.66","6","     12.00","6","      5.32","6","","","","","     94414","6","","","",""
"USW00025325","1942","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","     11.9","","      11.9","Z","       228","Z","       170","Z","        42","Z","","","        11","Z","         0","Z","        66","Z","         1","Z","        43","Z","         0","Z","","","","","","","   -7.2","Z,1208, ","","","   119"," ,Z,1221, "," 150.1"," ,Z,1025, ","   31.1","Z,0807, ","0.0","Z,1102","-3.3","Z,1104","-5.6","Z,1106","-7.2","Z,1208","","","-0.6","6,0415","-3.9","6,0324","-5.0","6,0323","","","","","    3509.4","4","    3509.4","Z","   3534.6"," ,Z","      734"," ,Z","      8.65","Z","     11.96","Z","      5.34","Z","","","","","","","","","",""
"USW00025325","1943","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      0.9","","       0.9","Z","       243","Z","       191","Z","        61","Z","","","        10","Z","         0","Z","        71","Z","        12","Z","        10","Z","         0","Z","","","","","","","  -15.0","Z,0120,+","","","   267"," ,Z,0322, "," 132.6"," ,Z,1115, ","   26.7","Z,0805, ","0.0","Z,1026","","","","","","","","","-0.6","Z,0426","-2.8","Z,0325","-4.4","Z,0308","-6.7","Z,0209","-9.4","Z,0129","    3891.7","7","    3891.7","Z","   4211.4"," ,Z","     1138"," ,Z","      7.78","Z","     10.90","Z","      4.67","Z","","","","","","","","","",""
"USW00025325","1944","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      5.9","","       5.9","Z","       240","Z","       189","Z","        61","Z","","","         7","Z","         0","Z","        60","Z","         3","Z","        20","Z","         0","Z","","","","","","","   -6.7","Z,1229, ","","","   122"," ,Z,1229, "," 166.6"," ,Z,1015, ","   30.0","Z,0616, ","-0.6","Z,1111","-2.8","Z,1220","-6.1","Z,1223","-6.7","Z,1229","","","0.0","Z,0412","-3.9","Z,0326","-5.0","Z,0229","","","","","    3643.2","2","    3643.2","Z","   4195.6"," ,Z","      528"," ,Z","      8.44","Z","     11.46","Z","      5.41","Z","","","","","","","","","",""
"USW00025325","1945","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      0.0","","       0.0","Z","       241","Z","       177","Z","        41","Z","","","         9","Z","         0","Z","        58","Z","         4","Z","        13","Z","         0","Z","","","","","","","   -8.3","Z,1107, ","","","    89"," ,Z,1108, "," 131.1"," ,Z,0909, ","   25.6","Z,0822, ","-0.6","Z,1028","-2.2","Z,1029","-4.4","Z,1105","-6.7","Z,1106","","","-0.6","Z,0504","-2.2","Z,0407","-6.1","Z,0215","","","","","    3644.7","7","    3644.7","Z","   3646.5"," ,Z","      627"," ,Z","      7.55","Z","     10.41","Z","      4.68","Z","","","","","","","","","",""
"USW00025325","1946","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      0.9","","       0.9","Z","       251","Z","       192","Z","        52","Z","       26","","        16","Z","         0","Z","        70","Z","         8","Z","        18","Z","         0","Z","","","","","","","   -7.2","Z,1118, ","   356"," ,Z,1215, ","   249"," ,Z,0327, "," 103.1"," ,Z,1006, ","   26.7","Z,0829, ","-0.6","Z,1027","-5.6","Z,1117","-5.6","Z,1117","-7.2","Z,1118","","","-1.1","Z,0418","-2.2","Z,0328","-5.6","Z,0203","","","","","    3926.6","6","    3926.6","Z","   3804.2"," ,Z","     1533"," ,Z","      7.47","Z","     10.36","Z","      4.57","Z","","","","","","","","","",""
"USW00025325","1947","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      2.0","","       2.0","Z","       243","Z","       199","Z","        54","Z","       21","","        15","Z","         3","Z","        58","Z","        10","Z","        18","Z","         0","Z","","","","","","","  -20.0","Z,0130, ","   254"," ,Z,0203, ","   160"," ,Z,0203,+"," 191.5"," ,Z,0313, ","   26.7","Z,0718,+","0.0","Z,1114","","","","","","","","","-0.6","Z,0404","-2.2","Z,0310","-5.6","Z,0207","-16.1","Z,0202","-16.1","Z,0202","    4075.0","0","    4075.0","Z","   4222.6"," ,Z","     1197"," ,Z","      7.82","Z","     10.74","Z","      4.89","Z","","","","","","","","","",""
"USW00025325","1948","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","     21.4","","      21.4","6","       216","6","       169","6","        52","6","","","","","         0","6","       102","6","        10","6","        39","6","         0","6","","","","","","","  -15.0","6,0217, ","","","",""," 105.2"," ,6,0120, ","   31.7","6,0611, ","-1.7","6,1125","-3.3","6,1126","-6.1","6,1128","-10.6","6,1207","-10.6","6,1207","0.0","6,0429","-2.2","6,0407","-4.4","6,0406","-9.4","6,0219","-9.4","6,0219","    3698.1","1","    3698.1","6","   3691.4"," ,6","","","      8.11","6","     12.22","6","      4.00","6","","","","","","","","","",""
"USW00025325","1949","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3831.9","9","    3831.9","0","","","","","","","","","","","","","","","","","","","",""
"USW00025325","1951","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      3.3","","       3.3","0","       188","0","       159","0","        53","0","","","","","         0","0","        91","0","        16","0","        35","0","         0","0","","","","","","","  -12.8","0,1230,+","","","",""," 113.0"," ,0,0611, ","   26.7","0,0830, ","-2.2","0,1024","-2.2","0,1024","-7.2","0,1218","-7.2","0,1218","-10.0","0,1219","-0.6","0,0423","-3.3","0,0316","-10.6","0,0311","-10.6","0,0311","-10.6","0,0311","","","","","   3617.9"," ,0","","","      7.47","0","     10.96","0","      3.98","0","","","","","","","","","",""
"USW00025325","1953","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","","","","","       251","0","       208","0","        67","0","","","","","","","","","","","","","","","","","","","","","","","","","",""," 110.0"," ,0,1014, ","","","","","","","","","","","","","","","","","","","","","","","    3602.4","4","    3602.4","0","   4799.9"," ,0","","","","","","","","","","","","","","","","","",""
"USW00025325","1955","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","","","","","       234","0","       180","0","        59","0","        5","","","","","","","","","","","","","","","","","","","","","","    76"," ,0,0305,+","",""," 130.0"," ,0,0806, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   3936.9"," ,0","","","","","","","","","","","","","","","","","",""
"USW00025325","1956","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      1.7","","       1.7","0","       241","0","       180","0","        63","0","","","","","         0","0","        89","0","        16","0","        24","0","         0","0","         3"," ","","","","","  -16.1","0,0214, ","","","",""," 113.3"," ,0,1121, ","   27.8","0,0720, ","0.0","0,1023","-2.8","0,1027","-7.8","0,1204","-7.8","0,1204","","","0.0","0,0502","-3.9","0,0320","-7.2","0,0311","-7.2","0,0311","-9.4","0,0310","    4258.3","3","    4258.3","0","   4306.4"," ,0","","","      7.37","0","     11.20","0","      3.54","0","","","","","","","","","",""
"USW00025325","1957","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      7.8","","       7.8","0","       209","0","       172","0","        42","0","","","","","         0","0","        75","0","        10","0","        36","0","         0","0","","","","","","","  -13.3","0,0224, ","","","",""," 102.4"," ,0,1122, ","   30.0","0,0816, ","-1.1","0,1106","-2.2","0,1220","","","","","","","-0.6","0,0501","-4.4","0,0322","-4.4","0,0322","-13.3","0,0224","-13.3","0,0224","    3924.7","7","    3924.7","0","   3124.0"," ,0","","","      7.98","0","     11.67","0","      4.30","0","","","","","","","","","",""
"USW00025325","1958","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","     38.5","","      38.5","0","       229","0","       182","0","        57","0","","","","","         0","0","        55","0","         2","0","        51","0","         0","0","","","","","","","  -12.8","0,1206, ","","","",""," 114.8"," ,0,1020, ","   31.7","0,0620, ","0.0","0,1008","-2.2","0,1114","-4.4","0,1115","-12.8","0,1206","-12.8","0,1206","0.0","0,0419","-2.8","0,0321","-4.4","0,0111","","","","","    3260.2","2","    3260.2","0","   4135.5"," ,0","","","      9.30","0","     12.98","0","      5.63","0","","","","","","","","","",""
"USW00025325","1959","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","      2.0","","       2.0","0","       269","0","       213","0","        61","0","","","","","         0","0","        68","0","         8","0","        22","0","         0","0","","","","","","","  -10.6","0,0103, ","","","",""," 126.5"," ,0,1205, ","   27.8","0,0710, ","0.0","0,1007","-4.4","0,1112","-4.4","0,1112","-8.3","0,1115","","","0.0","0,0428","-2.2","0,0314","-5.6","0,0219","-6.7","0,0211","-8.9","0,0104","    3712.2","2","    3712.2","0","   4538.7"," ,0","","","      8.02","0","     11.55","0","      4.48","0","","","","","","","","","",""
"USW00025325","1960","55.3586","-131.72196","25.7","KETCHIKAN AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
