"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00095438","1927","32.83861","-83.62028","82.3","MACON, GA US","        98","6","        69","6","         9","6","","","","","","","  45.7"," ,6,0618, ","    933.1"," ,6","",""
"USC00095438","1928","32.83861","-83.62028","82.3","MACON, GA US","       122","6","        85","6","        15","6","","","","","",""," 202.9"," ,6,0811, ","   1545.2"," ,6","",""
"USC00095438","1929","32.83861","-83.62028","82.3","MACON, GA US","       124","6","        83","6","        20","6","","","","","",""," 118.4"," ,6,0315, ","   1728.0"," ,6","",""
"USC00095438","1930","32.83861","-83.62028","82.3","MACON, GA US","       109","6","        65","6","        11","6","","","","","","","  65.5"," ,6,1029, ","   1111.8"," ,6","",""
"USC00095438","1931","32.83861","-83.62028","82.3","MACON, GA US","        93","6","        59","6","        13","6","","","","","","","  62.2"," ,6,0806, ","    976.9"," ,6","",""
"USC00095438","1933","32.83861","-83.62028","82.3","MACON, GA US","       104","6","        60","6","        12","6","","","         1"," ","","","  53.8"," ,6,0712, ","    878.9"," ,6","",""
"USC00095438","1934","32.83861","-83.62028","82.3","MACON, GA US","       117","6","        74","6","        10","6","","","         5"," ","","","  75.4"," ,6,0304, ","   1063.7"," ,6","",""
"USC00095438","1935","32.83861","-83.62028","82.3","MACON, GA US","       106","6","        70","6","         5","6","","","         4"," ","","","  46.7"," ,6,1229, ","    798.4"," ,6","",""
"USC00095438","1936","32.83861","-83.62028","82.3","MACON, GA US","       114","6","        75","6","        14","6","","","         3"," ","",""," 119.4"," ,6,0716, ","   1313.3"," ,6","",""
"USC00095438","1937","32.83861","-83.62028","82.3","MACON, GA US","       116","6","        69","6","         9","6","","","","","","","  80.5"," ,6,0430, ","   1062.3"," ,6","",""
"USC00095438","1939","32.83861","-83.62028","82.3","MACON, GA US","       110","6","        75","6","        14","6","","","","","","","  84.1"," ,6,0327, ","   1271.3"," ,6","",""
"USC00095438","1940","32.83861","-83.62028","82.3","MACON, GA US","       123","6","        82","6","        12","6","","","","","","","  59.9"," ,6,1113, ","   1255.0"," ,6","",""
"USC00095438","1941","32.83861","-83.62028","82.3","MACON, GA US","       102","6","        65","6","        14","6","","","","","","","  78.7"," ,6,0711, ","   1082.9"," ,6","",""
"USC00095438","1942","32.83861","-83.62028","82.3","MACON, GA US","       108","6","        68","6","        15","6","","","","","","","  62.2"," ,6,1124, ","   1193.4"," ,6","",""
"USC00095438","1943","32.83861","-83.62028","82.3","MACON, GA US","        93","6","        59","6","        13","6","","","","","",""," 100.3"," ,6,0118, ","   1150.3"," ,6","",""
"USC00095438","1944","32.83861","-83.62028","82.3","MACON, GA US","       118","6","        81","6","        10","6","","","","","","","  75.7"," ,6,0319, ","   1178.8"," ,6","",""
"USC00095438","1945","32.83861","-83.62028","82.3","MACON, GA US","       130","6","        81","6","        15","6","","","","","","","  75.4"," ,6,1225, ","   1290.8"," ,6","",""
"USC00095438","1946","32.83861","-83.62028","82.3","MACON, GA US","       109","6","        70","6","        12","6","","","","","","","  69.3"," ,6,0602, ","   1098.7"," ,6","",""
"USC00095438","1947","32.83861","-83.62028","82.3","MACON, GA US","       125","6","        91","6","        19","6","","","","","","","  62.0"," ,6,0306, ","   1419.2"," ,6","",""
"USC00095438","1948","32.83861","-83.62028","82.3","MACON, GA US","       120","6","        82","6","        15","6","","","","","","","  69.9"," ,6,1128, ","   1357.4"," ,6","",""
"USC00095438","1952","32.83861","-83.62028","82.3","MACON, GA US","       105","6","        70","6","        11","6","","","","","","","  56.1"," ,6,0311, ","   1055.8"," ,6","",""
"USC00095438","1959","32.83861","-83.62028","82.3","MACON, GA US","       124","6","        88","6","        15","6","","","","","","","  75.2"," ,6,0801, ","   1468.8"," ,6","",""
"USC00095438","1960","32.83861","-83.62028","82.3","MACON, GA US","       114","6","        74","6","        14","6","         0","6","","","     0","T,6,1214,+","  73.4"," ,6,0625, ","   1168.3"," ,6","        0","T,6"
"USC00095438","1962","32.83861","-83.62028","82.3","MACON, GA US","       112","6","        77","6","        11","6","","","","","",""," 105.7"," ,6,0106, ","   1226.1"," ,6","",""
"USC00095438","1963","32.83861","-83.62028","82.3","MACON, GA US","        94","6","        64","6","        14","6","","","","","","","  57.9"," ,6,0914,+","   1187.4"," ,6","",""
"USC00095438","1964","32.83861","-83.62028","82.3","MACON, GA US","       119","6","        80","6","        12","6","","","","","","","  89.9"," ,6,0408, ","   1342.8"," ,6","",""
"USC00095438","1965","32.83861","-83.62028","82.3","MACON, GA US","       130","6","        86","6","        11","6","","","","","",""," 103.1"," ,6,0615, ","   1259.1"," ,6","",""
"USC00095438","1967","32.83861","-83.62028","82.3","MACON, GA US","       108","6","        68","6","         7","6","","","","","","","  50.3"," ,6,0602, ","    882.0"," ,6","",""
"USC00095438","1970","32.83861","-83.62028","82.3","MACON, GA US","       114","6","        70","6","        11","6","","","","","",""," 133.4"," ,6,1029, ","   1179.1"," ,6","",""
"USC00095438","1982","32.83861","-83.62028","82.3","MACON, GA US","       110","6","        79","6","        15","6","","","","","","","  70.9"," ,6,1229, ","   1269.3"," ,6","",""
"USC00095438","1983","32.83861","-83.62028","82.3","MACON, GA US","       107","6","        75","6","        14","6","","","","","","","  76.2"," ,6,0214, ","   1293.8"," ,6","",""
"USC00095438","1984","32.83861","-83.62028","82.3","MACON, GA US","       103","6","        69","6","        12","6","","","","","","","  87.1"," ,6,0529, ","   1117.1"," ,6","",""
