"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00022536","1960","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2129.8","","    2129.8","0","       208","0","        73","0","        10","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","         6"," ","   11.7","0,0221, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 134.1"," ,0,1204, ","   31.1","0,0929,+","    2217.1","0","       1.7","7","       1.7","0","","","","","   1068.7"," ,0","","","        0"," ,0","     24.14","0","     27.63","0","     20.66","0","","","","","","","","","","","","","     61246","0","","","","","","","","","",""
"USW00022536","1961","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2230.0","","    2230.0","0","       215","0","        81","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         8"," ","   13.3","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  95.8"," ,0,1205, ","   31.1","0,0911,+","    2267.2","0","       0.0","0","       0.0","0","","","","","    887.7"," ,0","","","        0"," ,0","     24.43","0","     28.00","0","     20.86","0","","","","","","","","","","","","","     59882","0","","","","","","","","","",""
"USW00022536","1962","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2096.1","","    2096.1","0","       192","0","        77","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","         2"," ","","","        12"," ","   11.1","0,0222, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 174.5"," ,0,0106, ","   30.6","0,1030,+","","","       0.3","3","       0.3","0","","","","","   1444.2"," ,0","","","        0"," ,0","     24.06","0","     27.79","0","     20.33","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00022536","1963","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2192.7","","    2192.7","0","       184","0","        71","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","        19"," ","   12.8","0,0212, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.9"," ,0,0107, ","   30.6","0,1004,+","","","       0.0","0","       0.0","0","","","","","   1046.4"," ,0","","","        0"," ,0","     24.33","0","     28.04","0","     20.62","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00022536","1964","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2072.7","","    2072.7","0","       242","0","       104","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","        12"," ","   15.0","0,0320, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.9"," ,0,0308, ","   30.0","0,0617,+","    2426.2","0","       0.0","0","       0.0","0","","","","","   1317.1"," ,0","","","        0"," ,0","     23.99","0","     27.09","0","     20.90","0","","","","","","","","","","","","","     72813","0","","","","","","","","","",""
"USW00022536","1965","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   1745.7","","    1745.7","0","       217","0","        92","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","         1"," ","","","        16"," ","   12.8","0,0301,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  79.0"," ,0,1119, ","   30.0","0,0919,+","","","       0.9","9","       0.9","0","","","","","   1474.3"," ,0","      47.4","X","        0"," ,0","     23.10","0","     26.13","0","     20.06","0","   127692","X","","","","","","","","","        45","X","","","","","","","","","","","      13.0","X"
"USW00022536","1966","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   1840.1","","    1840.1","0","       192","0","        70","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         0","0","         6"," ","","","         6"," ","   13.3","0,0221, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 199.4"," ,0,1010, ","   30.6","0,1003,+","","","       0.9","9","       0.9","0","","","","","   1035.1"," ,0","      60.4","X","        0"," ,0","     23.35","0","     26.51","0","     20.19","0","   163182","X","","","","","","","","","        45","X","","","","","","","","","","","      14.3","X"
"USW00022536","1967","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   1970.4","","    1970.4","0","       212","0","        90","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","        11"," ","","","        16"," ","   13.3","0,1229,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.8"," ,0,1208, ","   31.1","0,0517, ","    2440.8","0","       0.0","0","       0.0","0","     19.25","0","     30.17","0","   1354.8"," ,0","      57.4","X","        0"," ,0","     23.72","0","     26.85","0","     20.60","0","   155112","X","","","","","","","","","       225","X","     68975","0","","","","","","","","","      15.2","X"
"USW00022536","1968","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   1895.5","","    1895.5","0","       178","0","        70","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","         5"," ","","","        16"," ","   13.3","0,0210,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 285.5"," ,0,1201, ","   30.0","0,0823, ","","","       0.3","3","       0.3","0","","","","","   1751.2"," ,0","      58.7","X","        0"," ,0","     23.51","0","     26.74","0","     20.27","0","   158382","X","","","","","","","       225","X","       225","X","","","","","","","","","      24.7","X","      17.0","X"
"USW00022536","1969","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   1992.0","","    1992.0","0","       192","0","        75","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         0","0","","","","","         5"," ","   10.0","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.0"," ,0,1112, ","   31.7","0,0615, ","","","      18.8","8","      18.8","0","","","","","    869.4"," ,0","      49.6","X","        0"," ,0","     23.73","0","     26.77","0","     20.69","0","   133674","X","","","","","","","        45","X","        45","X","","","","","","","","","      18.5","X","      14.3","X"
"USW00022536","1970","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2327.0","","    2327.0","0","       202","0","        72","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","         1"," ","","","         4"," ","   13.3","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.1"," ,0,1125, ","   30.6","0,0917,+","","","       0.3","3","       0.3","0","","","","","    996.6"," ,0","      42.7","X","        0"," ,0","     24.69","0","     27.49","0","     21.89","0","   115194","X","","","","","","","       225","X","       225","X","","","","","","","","","      37.5","X","      26.8","X"
"USW00022536","1971","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2317.8","","    2317.8","0","       192","0","        88","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","         1"," ","","","        13"," ","   11.7","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.8"," ,0,1218, ","   30.6","0,0923,+","","","       2.2","2","       2.2","0","","","","","   1262.4"," ,0","      50.3","X","        0"," ,0","     24.67","0","     27.57","0","     21.78","0","   135804","X","","","","","","","       225","X","       225","X","","","","","","","","","      24.2","X","      16.1","X"
"USW00022536","1972","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2096.5","","    2096.5","0","       176","0","        58","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","         8"," ","   12.8","0,1211, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 135.4"," ,0,0415, ","   31.1","0,0914, ","    2300.8","0","       0.3","3","       0.3","0","","","","","   1106.5"," ,0","      53.2","X","        0"," ,0","     24.06","0","     27.02","0","     21.09","0","   143058","X","","","","","","","       315","X","       225","X","","","","","","","","","      26.7","X","      15.2","X"
"USW00022536","1973","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2172.3","","    2172.3","0","       201","0","        66","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         7"," ","   12.8","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.8"," ,0,1119, ","   30.6","0,0906,+","    2658.3","0","       0.5","5","       0.5","0","     18.31","0","     28.73","0","    897.3"," ,0","      50.5","X","        0"," ,0","     24.27","0","     27.32","0","     21.22","0","   135642","X","","","","","","","       180","X","        45","X","","","","","","","","","      20.0","X","      14.8","X"
"USW00022536","1974","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2431.8","","    2431.8","0","       211","0","        84","0","        10","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","        11"," ","   15.6","0,0325, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.7"," ,0,0312, ","   31.1","0,0918, ","","","       0.0","0","       0.0","0","","","","","   1156.7"," ,0","      60.4","X","        0"," ,0","     24.99","0","     27.78","0","     22.19","0","   161862","X","","","","","","","       225","X","       225","X","","","","","","","","","      22.6","X","      15.2","X"
"USW00022536","1975","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2126.9","","    2126.9","0","       181","0","        51","0","        10","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","","","","","         4"," ","   13.3","0,0330, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.2"," ,0,0201, ","   30.0","0,1024, ","    2635.8","0","       0.3","3","       0.3","0","     16.84","0","     27.55","0","    904.3"," ,0","      62.4","X","        0"," ,0","     24.15","0","     26.81","0","     21.49","0","   167226","X","","","","","","","       270","X","       180","X","","","","","","","","","      23.1","X","      15.6","X"
"USW00022536","1976","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2260.0","","    2260.0","0","       212","0","        75","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","         1"," ","","","         2"," ","   13.9","0,0202, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.9"," ,0,0206, ","   30.6","0,0925,+","    2529.8","0","       0.0","0","       0.0","0","     17.03","0","     28.25","0","    835.8"," ,0","      60.8","X","        0"," ,0","     24.50","0","     27.21","0","     21.79","0","   162846","X","","","","","","","       180","X","       180","X","     97843","0","","","","","","","      24.7","X","      17.0","X"
"USW00022536","1977","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2269.4","","    2269.4","0","       211","0","        82","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         2"," ","   16.1","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 126.7"," ,0,0509, ","   30.6","0,0905,+","","","       0.0","0","       0.0","0","","","","","   1025.7"," ,0","      63.7","X","        0"," ,0","     24.54","0","     27.57","0","     21.50","0","   169956","X","","","","","","","        45","X","       180","X","","","","","","","","","      19.0","X","      14.8","X"
"USW00022536","1978","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2133.0","","    2133.0","0","       207","0","        84","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         5"," ","   13.9","0,0112, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 193.5"," ,0,1031, ","   31.1","0,1029,+","","","       0.0","0","       0.0","0","","","","","    995.2"," ,0","      61.6","X","        0"," ,0","     24.17","0","     27.77","0","     20.56","0","   165114","X","","","","","","","        90","X","        90","X","","","","","","","","","      19.0","X","      13.4","X"
"USW00022536","1979","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2145.0","","    2145.0","0","       201","0","        83","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","","","","","         1"," ","   14.4","0,0329, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.8"," ,0,0209, ","   31.7","0,1007,+","    2519.6","0","       0.0","0","       0.0","0","     16.60","0","     27.49","0","    944.0"," ,0","      62.0","X","        0"," ,0","     24.20","0","     27.60","0","     20.80","0","   167976","X","","","","","","","       225","X","        45","X","","","","","","","","","      20.6","X","      14.8","X"
"USW00022536","1980","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2112.3","","    2112.3","0","       204","0","        80","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","         1"," ","","","         4"," ","   13.9","0,0126, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 181.6"," ,0,0917, ","   30.6","0,1130, ","    2353.7","0","       0.0","0","       0.0","0","     17.26","0","     27.62","0","   1390.0"," ,0","      53.1","X","        0"," ,0","     24.10","0","     27.28","0","     20.92","0","   141258","X","","","","","","","       180","X","","","","","","","","","","","      27.8","X","",""
"USW00022536","1981","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2361.0","","    2361.0","0","       210","0","        90","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         3","0","","","","","         6"," ","   12.2","0,0209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.0"," ,0,1224, ","   32.2","0,0822,+","    2497.0","0","       0.0","0","       0.0","0","","","","","    969.5"," ,0","      56.9","X","        0"," ,0","     24.79","0","     28.77","0","     20.81","0","   151614","X","       210","X","","","","","       225","X","","","     91393","0","      14.3","X","","","","","      25.2","X","",""
"USW00022536","1982","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2230.9","","    2230.9","0","       239","0","       119","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","        14"," ","   13.3","0,0131, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 160.3"," ,0,1030, ","   31.1","0,0808,+","","","       0.3","3","       0.3","0","     18.84","0","     28.94","0","   1890.8"," ,0","      46.6","X","        0"," ,0","     24.43","0","     27.75","0","     21.12","0","   123264","X","       180","X","","","","","       180","X","","","     91226","0","      29.1","X","","","","","      38.0","X","",""
"USW00022536","1983","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","","","   2117.1","","    2117.1","0","       171","0","        42","0","         0","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         2"," ","   12.8","0,1217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.4"," ,0,1119, ","   29.4","0,1118,+","    2567.3","0","       0.0","0","       0.0","0","     18.59","0","     29.31","0","    418.3"," ,0","      60.7","X","        0"," ,0","     24.12","0","     27.31","0","     20.93","0","   161676","X","        40","X","","","","","       225","X","","","    100872","0","      14.8","X","","","","","      21.6","X","",""
"USW00022536","1984","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","       6.4","X","   2492.7","","    2492.7","0","       187","0","        59","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","         4"," ","   13.9","0,0206,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.9"," ,0,1126, ","   30.6","0,1022,+","    2807.4","0","       0.0","0","       0.0","0","     22.15","0","     31.90","0","    766.4"," ,0","","","        0"," ,0","     25.14","0","     28.08","0","     22.20","0","   180270","X","        10","X","","","","","        45","X","","","    108146","0","      15.6","X","","","","","      22.1","X","",""
"USW00022536","1985","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","       6.4","X","   2096.2","","    2096.2","0","       172","0","        64","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         6"," ","   12.2","0,0201,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 134.9"," ,0,0204, ","   31.1","0,0825, ","    2496.0","0","       2.6","6","       2.6","0","","","","","    735.9"," ,0","","","        0"," ,0","     24.06","0","     27.18","0","     20.94","0","   167326","X","        60","X","","","","","       225","X","","","    100680","0","      17.4","X","","","","","      29.3","X","",""
"USW00022536","1986","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","       6.7","X","   2245.9","","    2245.9","0","       181","0","        68","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         7"," ","   12.8","0,0213, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.0"," ,0,1110, ","   31.1","0,1001,+","    2482.0","0","       0.0","0","       0.0","0","     18.87","0","     29.66","0","    713.4"," ,0","","","        0"," ,0","     24.47","0","     27.55","0","     21.40","0","   157661","X","       230","X","","","","","       225","X","","","     96485","0","      18.3","X","","","","","      26.2","X","",""
"USW00022536","1987","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","       6.4","X","   2055.0","","    2055.0","0","       205","0","        86","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","","","","","         6"," ","   13.3","0,0305, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.6"," ,0,1215, ","   32.2","0,0821, ","    2299.9","0","       0.0","0","       0.0","0","     17.75","0","     28.99","0","   1092.6"," ,0","","","        0"," ,0","     23.94","0","     26.92","0","     20.97","0","   138599","X","       150","X","","","","","       135","X","","","     88760","0","      17.0","X","","","","","      23.6","X","",""
"USW00022536","1988","21.98048","-159.33863","31.9","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","       5.9","X","   2302.1","","    2302.1","0","       212","0","        84","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","        14"," ","   15.6","0,1218,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 153.9"," ,0,0128, ","   30.0","0,0926,+","    2374.8","0","       0.0","0","       0.0","0","","","","","   1095.3"," ,0","","","        0"," ,0","     24.63","0","     27.49","0","     21.76","0","   161878","X","        30","X","","","","","       225","X","","","     97004","0","      15.6","X","","","","","      22.6","X","",""
