"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00049013","1932","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        65","a","        35","a","         4","a","","","","","","","","","","","",""," 108.7"," ,a,0210, ","","","","","","","","","","","","","","","","","","","    472.2"," ,a","","","","","",""
"ASN00049013","1933","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        52","a","        32","a","         2","a","","","","","","","","","","","","","  69.9"," ,a,1120, ","","","","","","","","","","","","","","","","","","","    342.5"," ,a","","","","","",""
"ASN00049013","1934","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        62","a","        33","a","         1","a","","","","","","","","","","","","","  26.4"," ,a,0223, ","","","","","","","","","","","","","","","","","","","    271.8"," ,a","","","","","",""
"ASN00049013","1935","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        68","a","        34","a","         1","a","","","","","","","","","","","","","  27.2"," ,a,1226, ","","","","","","","","","","","","","","","","","","","    224.3"," ,a","","","","","",""
"ASN00049013","1936","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        71","a","        35","a","         4","a","","","","","","","","","","","","","  42.9"," ,a,0107, ","","","","","","","","","","","","","","","","","","","    373.0"," ,a","","","","","",""
"ASN00049013","1937","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        59","a","        30","a","         4","a","","","","","","","","","","","","","  49.3"," ,a,1017, ","","","","","","","","","","","","","","","","","","","    364.4"," ,a","","","","","",""
"ASN00049013","1938","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        43","a","        21","a","         0","a","","","","","","","","","","","","","  11.2"," ,a,0221, ","","","","","","","","","","","","","","","","","","","    152.1"," ,a","","","","","",""
"ASN00049013","1939","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        75","a","        28","a","         2","a","","","","","","","","","","","","","  95.3"," ,a,0226, ","","","","","","","","","","","","","","","","","","","    378.1"," ,a","","","","","",""
"ASN00049013","1940","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        45","a","        20","a","         0","a","","","","","","","","","","","","","  23.9"," ,a,0921, ","","","","","","","","","","","","","","","","","","","    140.5"," ,a","","","","","",""
"ASN00049013","1941","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        52","a","        25","a","         3","a","","","","","","","","","","","","","  64.0"," ,a,1105, ","","","","","","","","","","","","","","","","","","","    308.2"," ,a","","","","","",""
"ASN00049013","1942","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        54","a","        29","a","         2","a","","","","","","","","","","","","","  49.0"," ,a,1030, ","","","","","","","","","","","","","","","","","","","    313.4"," ,a","","","","","",""
"ASN00049013","1943","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        49","a","        25","a","         0","a","","","","","","","","","","","","","   8.9"," ,a,0728, ","","","","","","","","","","","","","","","","","","","    152.7"," ,a","","","","","",""
"ASN00049013","1944","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        31","a","        17","a","         0","a","","","","","","","","","","","","","  20.3"," ,a,0410, ","","","","","","","","","","","","","","","","","","","    135.0"," ,a","","","","","",""
"ASN00049013","1945","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        48","a","        22","a","         1","a","","","","","","","","","","","","","  30.5"," ,a,1026, ","","","","","","","","","","","","","","","","","","","    226.1"," ,a","","","","","",""
"ASN00049013","1946","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        70","a","        37","a","         1","a","","","","","","","","","","","","","  61.5"," ,a,0118, ","","","","","","","","","","","","","","","","","","","    388.0"," ,a","","","","","",""
"ASN00049013","1947","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        75","a","        39","a","         1","a","","","","","","","","","","","","","  33.0"," ,a,0331, ","","","","","","","","","","","","","","","","","","","    387.9"," ,a","","","","","",""
"ASN00049013","1948","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        46","a","        20","a","         0","a","","","","","","","","","","","","","  17.5"," ,a,0916, ","","","","","","","","","","","","","","","","","","","    228.9"," ,a","","","","","",""
"ASN00049013","1949","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        58","a","        25","a","         1","a","","","","","","","","","","","","","  31.8"," ,a,0520, ","","","","","","","","","","","","","","","","","","","    315.7"," ,a","","","","","",""
"ASN00049013","1950","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        62","a","        38","a","         2","a","","","","","","","","","","","","","  62.2"," ,a,0317, ","","","","","","","","","","","","","","","","","","","    422.4"," ,a","","","","","",""
"ASN00049013","1951","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        84","a","        33","a","         0","a","","","","","","","","","","","","","  18.0"," ,a,0612, ","","","","","","","","","","","","","","","","","","","    266.0"," ,a","","","","","",""
"ASN00049013","1952","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        86","a","        47","a","         0","a","","","","","","","","","","","","","  22.9"," ,a,0517, ","","","","","","","","","","","","","","","","","","","    406.7"," ,a","","","","","",""
"ASN00049013","1953","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        69","a","        34","a","         0","a","","","","","","","","","","","","","  19.3"," ,a,0930, ","","","","","","","","","","","","","","","","","","","    274.4"," ,a","","","","","",""
"ASN00049013","1954","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        61","a","        29","a","         2","a","","","","","","","","","","","","","  42.9"," ,a,0429, ","","","","","","","","","","","","","","","","","","","    314.5"," ,a","","","","","",""
"ASN00049013","1955","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        94","a","        53","a","         1","a","","","","","","","","","","","","","  30.5"," ,a,0215, ","","","","","","","","","","","","","","","","","","","    436.1"," ,a","","","","","",""
"ASN00049013","1956","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","       101","a","        54","a","         3","a","","","","","","","","","","","","","  37.6"," ,a,0331, ","","","","","","","","","","","","","","","","","","","    559.3"," ,a","","","","","",""
"ASN00049013","1957","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        49","a","        20","a","         2","a","","","","","","","","","","","","","  69.9"," ,a,0207, ","","","","","","","","","","","","","","","","","","","    246.0"," ,a","","","","","",""
"ASN00049013","1958","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        81","a","        38","a","         2","a","","","","","","","","","","","","","  50.0"," ,a,0815, ","","","","","","","","","","","","","","","","","","","    366.0"," ,a","","","","","",""
"ASN00049013","1959","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        51","a","        23","a","         1","a","","","","","","","","","","","","","  30.2"," ,a,0126, ","","","","","","","","","","","","","","","","","","","    196.7"," ,a","","","","","",""
"ASN00049013","1960","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        83","a","        45","a","         4","a","","","","","","","","","","","","","  27.9"," ,a,0501, ","","","","","","","","","","","","","","","","","","","    427.1"," ,a","","","","","",""
"ASN00049013","1961","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        67","a","        31","a","         2","a","","","","","","","","","","","","","  51.8"," ,a,1117, ","","","","","","","","","","","","","","","","","","","    374.4"," ,a","","","","","",""
"ASN00049013","1962","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        75","a","        30","a","         1","a","","","","","","","","","","","","","  27.9"," ,a,1228, ","","","","","","","","","","","","","","","","","","","    244.7"," ,a","","","","","",""
"ASN00049013","1963","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        88","a","        35","a","         2","a","","","","","","","","","","","","","  42.2"," ,a,0604, ","","","","","","","","","","","","","","","","","","","    436.3"," ,a","","","","","",""
"ASN00049013","1964","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        87","a","        32","a","         3","a","","","","","","","","","","","","","  33.3"," ,a,1011, ","","","","","","","","","","","","","","","","","","","    369.0"," ,a","","","","","",""
"ASN00049013","1965","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        64","a","        27","a","         1","a","         0","a","        31","a","","","","","","","   -6.1","a,0809, ","  25.9"," ,a,0622, ","","","0.0","a,0429","-3.3","a,0610","","","-0.6","a,1003","-6.1","a,0809","-6.1","a,0809","","","","","    281.1"," ,a","","","","","      8.48","a"
"ASN00049013","1966","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        80","a","        40","a","         0","a","         0","a","        38","a","         0","a","       201","a","        62","a","   -5.0","a,0604, ","  20.3"," ,a,1213, ","   42.2","a,1225, ","0.0","a,0427","-3.9","a,0524","-5.0","a,0604","-0.6","a,0910","-2.2","a,0906","","","    1512.8","8","    1512.8","a","    323.2"," ,a","     15.83","a","     23.48","a","      8.18","a"
"ASN00049013","1967","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        46","a","        14","a","         0","a","         0","a","        17","a","","","","","","","   -3.3","a,0705, ","  11.9"," ,a,0519, ","","","0.0","a,0427","-2.8","a,0704","","","-1.1","a,0831","-2.2","a,0815","","","","","","","     97.6"," ,a","","","","","      9.39","a"
"ASN00049013","1968","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        96","a","        31","a","         0","a","","","","","","","","","","","","","  18.5"," ,a,0510, ","","","","","","","","","","","","","","","","","","","    252.3"," ,a","","","","","",""
"ASN00049013","1969","-34.5833","142.7333","61.0","EUSTON POST OFFICE, AS","        73","a","        36","a","         2","a","         0","a","        21","a","         0","a","       202","a","        61","a","   -3.9","a,0818, ","  41.7"," ,a,0324, ","   43.3","a,0131, ","-1.7","a,0525","-2.2","a,0527","","","-1.7","a,0929","-2.2","a,0819","","","    1464.9","9","    1464.9","a","    325.4"," ,a","     16.02","a","     23.53","a","      8.52","a"
