"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"FMW00040308","1961","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3182.1","","    3182.1","0","       282","0","       199","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         4","0","         3"," ","        15"," ","   20.6","0,0928, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 121.7"," ,0,1024, ","   32.8","0,1114,+","","","       0.0","0","       0.0","0","","","","","   3697.4"," ,0","","","        0"," ,0","     27.06","0","     29.97","0","     24.15","0","","","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040308","1962","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3217.6","","    3217.6","0","       273","0","       200","0","        39","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","        19","0","","","        26"," ","   21.7","0,0425,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 146.6"," ,0,0208, ","   32.8","0,1018,+","","","       0.0","0","       0.0","0","","","","","   3788.0"," ,0","","","        0"," ,0","     27.19","0","     30.22","0","     24.16","0","","","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040308","1963","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3249.6","","    3249.6","0","       250","0","       161","0","        53","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        17","0","","","        29"," ","   22.2","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.3"," ,0,0301, ","   32.8","0,0917,+","","","       0.0","0","       0.0","0","","","","","   3581.2"," ,0","","","        0"," ,0","     27.23","0","     30.32","0","     24.15","0","","","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040308","1964","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3253.1","","    3253.1","0","       261","0","       176","0","        28","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        15","0","","","        26"," ","   21.7","0,0819,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.0"," ,0,0523, ","   32.8","0,0922, ","","","       0.0","0","       0.0","0","","","","","   2871.3"," ,0","","","        0"," ,0","     27.22","0","     30.28","0","     24.16","0","","","","","","","","","","","","","","","","","","","","","","","",""
"FMW00040308","1965","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3196.7","","    3196.7","0","       268","0","       177","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","","","        18"," ","   22.2","0,0710,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 157.5"," ,0,0702, ","   32.2","0,0701,+","","","       0.0","0","       0.0","0","","","","","   3072.9"," ,0","      40.0","X","        0"," ,0","     27.09","0","     29.93","0","     24.25","0","   104988","X","","","","","","","","","       225","X","","","","","","","","","","","      15.2","X"
"FMW00040308","1966","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3274.4","","    3274.4","0","       256","0","       155","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        30","0","","","        14"," ","   21.7","0,1117,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 140.0"," ,0,0622, ","   32.8","0,1103,+","","","       0.0","0","       0.0","0","","","","","   2342.7"," ,0","      46.4","X","        0"," ,0","     27.30","0","     30.43","0","     24.18","0","   122244","X","","","","","","","","","       135","X","","","","","","","","","","","      13.0","X"
"FMW00040308","1967","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3188.2","","    3188.2","0","       274","0","       186","0","        40","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        18","0","         1"," ","        17"," ","   20.6","0,0301, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 230.9"," ,0,0509, ","   33.3","0,1011,+","","","       0.0","0","       0.0","0","","","","","   3586.5"," ,0","      55.5","X","        0"," ,0","     27.07","0","     30.21","0","     23.93","0","   146934","X","","","","","","","","","        45","X","","","","","","","","","","","      27.3","X"
"FMW00040308","1968","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3194.5","","    3194.5","0","       240","0","       151","0","        29","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         8","0","","","        12"," ","   21.1","0,1105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  79.8"," ,0,1013, ","   32.8","0,0608, ","","","       0.0","0","       0.0","0","","","","","   2363.4"," ,0","      56.9","X","        0"," ,0","     27.06","0","     30.30","0","     23.82","0","   152094","X","","","","","","","","","        45","X","","","","","","","","","","","      13.9","X"
"FMW00040308","1969","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3184.5","","    3184.5","0","       263","0","       165","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         9","0","","","        15"," ","   21.1","0,0728,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 167.6"," ,0,0712, ","   32.2","0,1115,+","","","       0.0","0","       0.0","0","","","","","   3043.9"," ,0","      55.8","X","        0"," ,0","     27.06","0","     30.45","0","     23.67","0","   148686","X","","","","","","","","","       270","X","","","","","","","","","","","      14.8","X"
"FMW00040308","1970","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3309.0","","    3309.0","0","       256","0","       166","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","        12"," ","   21.7","0,1014,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 151.4"," ,0,0821, ","   32.2","0,0427, ","","","       0.0","0","       0.0","0","","","","","   2854.4"," ,0","      73.4","X","        0"," ,0","     27.40","0","     30.59","0","     24.20","0","   195150","X","","","","","","","","","        45","X","","","","","","","","","","","      30.4","X"
"FMW00040308","1971","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3161.3","","    3161.3","0","       291","0","       207","0","        43","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","        26"," ","   20.6","0,1010, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.4"," ,0,1110, ","   32.2","0,0827, ","","","       0.0","0","       0.0","0","","","","","   3768.3"," ,0","      74.6","X","        0"," ,0","     26.99","0","     30.17","0","     23.82","0","   197766","X","","","","","","","","","       270","X","","","","","","","","","","","      13.9","X"
"FMW00040308","1972","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3260.2","","    3260.2","0","       247","0","       172","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         4","0","","","        28"," ","   21.1","0,0513, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.7"," ,0,0916, ","   32.2","0,0812,+","","","       0.0","0","       0.0","0","","","","","   2833.4"," ,0","      74.1","X","        0"," ,0","     27.24","0","     30.42","0","     24.06","0","   197868","X","","","","","","","","","       315","X","","","","","","","","","","","      11.2","X"
"FMW00040308","1973","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3260.1","","    3260.1","0","       231","0","       150","0","        25","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         9","0","","","        14"," ","   18.3","0,1217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.8"," ,0,0915, ","   32.2","0,0820,+","","","       0.0","0","       0.0","0","","","","","   2389.7"," ,0","      62.6","X","        0"," ,0","     27.27","0","     30.60","0","     23.93","0","   166338","X","","","","","","","","","       135","X","","","","","","","","","","","      11.6","X"
"FMW00040308","1974","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3167.6","","    3167.6","0","       272","0","       200","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","        34"," ","   20.6","0,0904,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 107.4"," ,0,0702, ","   31.7","0,1126,+","","","       0.0","0","       0.0","0","","","","","   3752.5"," ,0","      59.9","X","        0"," ,0","     27.01","0","     30.24","0","     23.79","0","   159114","X","","","","","","","       270","X","       225","X","","","","","","","","","      23.1","X","      18.8","X"
"FMW00040308","1975","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3097.8","","    3097.8","0","       260","0","       180","0","        30","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         3","0","","","        13"," ","   18.3","0,0609, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 187.5"," ,0,0121, ","   32.2","0,1123,+","","","       0.0","0","       0.0","0","","","","","   2953.4"," ,0","      68.2","X","        0"," ,0","     26.82","0","     30.36","0","     23.29","0","   181206","X","","","","","","","        45","X","        45","X","","","","","","","","","      22.6","X","      14.8","X"
"FMW00040308","1976","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3044.0","","    3044.0","0","       260","0","       177","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","        15"," ","   20.6","0,0328,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.4"," ,0,0819, ","   31.7","0,1121,+","","","       0.0","0","       0.0","0","","","","","   2909.5"," ,0","      63.2","X","        0"," ,0","     26.65","0","     30.24","0","     23.06","0","   168510","X","","","","","","","","","       270","X","","","","","","","","","","","      16.5","X"
"FMW00040308","1977","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3223.7","","    3223.7","0","       242","0","       134","0","        30","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        13","0","","","        12"," ","   21.1","0,0805,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 157.5"," ,0,0903, ","   32.8","0,0422, ","","","       0.0","0","       0.0","0","","","","","   2645.8"," ,0","      51.8","X","        0"," ,0","     27.16","0","     30.71","0","     23.62","0","   136782","X","","","","","","","       315","X","       225","X","","","","","","","","","      22.1","X","      20.6","X"
"FMW00040308","1978","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3208.7","","    3208.7","0","       262","0","       166","0","        35","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        19","0","","","        17"," ","   20.0","0,0208, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 174.0"," ,0,0914, ","   32.2","0,0815,+","","","       0.0","0","       0.0","0","","","","","   3029.1"," ,0","      42.3","X","        0"," ,0","     27.12","0","     30.80","0","     23.45","0","   111960","X","","","","","","","        45","X","        45","X","","","","","","","","","      21.6","X","      13.4","X"
"FMW00040308","1979","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3212.6","","    3212.6","0","       237","0","       158","0","        45","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        21","0","","","        14"," ","   21.1","0,0726,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 103.6"," ,0,0817, ","   33.3","0,0905, ","    2012.7","0","       0.0","0","       0.0","0","     23.66","0","     33.52","0","   3163.3"," ,0","      62.7","X","        0"," ,0","     27.13","0","     30.84","0","     23.43","0","   165882","X","","","","","","","        90","X","       225","X","     44295","0","","","","","","","      24.7","X","      25.0","X"
"FMW00040308","1980","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3224.5","","    3224.5","0","       262","0","       173","0","        35","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         3","0","","","        19"," ","   20.6","0,1102, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 144.0"," ,0,0522, ","   32.8","0,0526, ","    1788.2","0","       0.0","0","       0.0","0","     22.58","0","     32.26","0","   3058.1"," ,0","      49.0","X","        0"," ,0","     27.14","0","     30.60","0","     23.68","0","   130224","X","","","","","","","       225","X","        45","X","     39895","0","","","","","","","      19.5","X","      17.4","X"
"FMW00040308","1981","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3234.7","","    3234.7","0","       261","0","       168","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        30","0","","","        18"," ","   21.1","0,0827,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 142.0"," ,0,1223, ","   32.8","0,0502,+","    1750.4","0","       0.0","0","       0.0","0","     22.13","0","     32.09","0","   3234.0"," ,0","      53.8","X","        0"," ,0","     27.19","0","     30.87","0","     23.51","0","   143424","X","","","","","","","       270","X","       270","X","     38059","0","","","","","","","      25.7","X","      16.1","X"
"FMW00040308","1982","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3189.3","","    3189.3","X","       245","X","       156","X","        35","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","         3","X","","","        23"," ","   21.1","X,0926,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 334.5"," ,X,0621, ","   32.2","X,0603,+","","","       0.0","0","       0.0","X","","","","","   3431.5"," ,X","      50.3","X","        0"," ,X","     27.07","X","     30.46","X","     23.69","X","   132318","X","","","","","","","       225","X","       270","X","","","","","","","","","      20.6","X","      14.3","X"
"FMW00040308","1983","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","","","   3239.7","","    3239.7","0","       229","0","       139","0","        25","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        36","0","","","        11"," ","   20.6","0,0219,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 122.4"," ,0,1117, ","   32.8","0,0523,+","    1939.7","0","       0.0","0","       0.0","0","     23.10","0","     33.53","0","   2257.0"," ,0","      64.1","X","        0"," ,0","     27.21","0","     30.97","0","     23.44","0","   169824","X","","","","","","","       135","X","       135","X","     36118","0","","","","","","","      20.0","X","      13.9","X"
"FMW00040308","1984","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.9","X","   3343.4","","    3343.4","0","       257","0","       161","0","        30","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        53","0","","","        18"," ","   22.2","0,1117,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.2"," ,0,1117, ","   33.9","0,0510, ","    1912.1","0","       0.0","0","       0.0","0","     22.64","0","     33.14","0","   2574.2"," ,0","","","        0"," ,0","     27.47","0","     31.04","0","     23.89","0","   137176","X","","","","","","","       315","X","       270","X","     36093","0","","","","","","","      18.0","X","      15.6","X"
"FMW00040308","1985","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.8","X","   3277.6","","    3277.6","0","       264","0","       183","0","        34","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        15","0","","","        21"," ","   21.7","0,1222,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 166.4"," ,0,0617, ","   32.2","0,1107,+","    1746.9","0","       0.0","0","       0.0","0","","","","","   3391.4"," ,0","","","        0"," ,0","     27.32","0","     30.70","0","     23.92","0","   110609","X","","","","","","","       225","X","        90","X","     31749","0","","","","","","","      19.0","X","      16.1","X"
"FMW00040308","1986","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.8","X","   3321.5","","    3321.5","0","       255","0","       169","0","        42","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        14","0","","","        22"," ","   20.6","0,1208, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 117.1"," ,0,0804, ","   32.2","0,1102,+","    1799.3","0","       0.0","0","       0.0","0","     24.13","0","     34.84","0","   3179.4"," ,0","","","        0"," ,0","     27.43","0","     30.80","0","     24.06","0","   123266","X","","","","","","","       270","X","        90","X","     36185","0","","","","","","","      22.1","X","      15.2","X"
"FMW00040308","1987","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.9","X","   3345.5","","    3345.5","0","       245","0","       151","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        31","0","","","        21"," ","   21.7","0,0904,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 169.9"," ,0,0828, ","   32.8","0,0428,+","","","       0.0","0","       0.0","0","","","","","   2460.9"," ,0","","","        0"," ,0","     27.50","0","     30.93","0","     24.06","0","   157438","X","","","","","","","       270","X","       225","X","","","","","","","","","      18.5","X","      13.0","X"
"FMW00040308","1988","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       4.0","X","   3349.6","","    3349.6","0","       268","0","       166","0","        25","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        43","0","","","        14"," ","   21.1","0,1230,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  99.6"," ,0,1021, ","   33.3","0,0914, ","    1743.7","0","       0.0","0","       0.0","0","","","","","   2684.1"," ,0","","","        0"," ,0","     27.48","0","     31.04","0","     23.93","0","   154486","X","","","","","","","","","       135","X","     34374","0","","","","","","","","","      14.3","X"
"FMW00040308","1989","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.4","X","   3211.6","","    3211.6","0","       266","0","       176","0","        39","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        15","0","","","        23"," ","   20.6","0,1124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 139.7"," ,0,1008, ","   32.2","0,1203,+","","","       0.0","0","       0.0","0","","","","","   3320.2"," ,0","","","        0"," ,0","     27.13","0","     30.87","0","     23.39","0","   151492","X","","","","","","","        45","X","","","     32285","0","","","","","","","      19.5","X","",""
"FMW00040308","1990","9.48333","138.08333","13.4","YAP ISLAND WEATHER SERVICE OFFICE AIRPORT, FM FM","       3.7","X","   3092.6","","    3092.6","0","       248","0","       162","0","        39","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        13","0","","","        29"," ","   20.6","0,1109,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.1"," ,0,0616, ","   32.2","0,1028,+","    1844.0","0","       0.0","0","       0.0","0","     23.24","0","     33.75","0","   3096.2"," ,0","","","        0"," ,0","     26.81","0","     30.64","0","     22.97","0","   124303","X","","","","","","","        90","X","","","     36241","0","","","","","","","      28.3","X","",""
