"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00078086","1959","-36.14","141.9878","85.0","JEPARIT, AS","        63","a","        28","a","         1","a","","","","","","","","","","","","","  27.4"," ,a,1226, ","","","","","","","","","    293.1"," ,a","","","","","",""
"ASN00078086","1960","-36.14","141.9878","85.0","JEPARIT, AS","        96","a","        43","a","         1","a","","","","","","","","","","","","","  36.8"," ,a,1112, ","","","","","","","","","    497.8"," ,a","","","","","",""
"ASN00078086","1961","-36.14","141.9878","85.0","JEPARIT, AS","        88","a","        31","a","         2","a","","","","","","","","","","","","","  38.9"," ,a,0424, ","","","","","","","","","    372.1"," ,a","","","","","",""
"ASN00078086","1962","-36.14","141.9878","85.0","JEPARIT, AS","        91","a","        32","a","         1","a","","","","","","","","","","","","","  38.6"," ,a,0915, ","","","","","","","","","    408.1"," ,a","","","","","",""
"ASN00078086","1963","-36.14","141.9878","85.0","JEPARIT, AS","        85","a","        39","a","         1","a","","","","","","","","","","","","","  27.9"," ,a,0114, ","","","","","","","","","    405.1"," ,a","","","","","",""
"ASN00078086","1964","-36.14","141.9878","85.0","JEPARIT, AS","       102","a","        38","a","         0","a","","","","","","","","","","","","","  21.3"," ,a,0620, ","","","","","","","","","    486.4"," ,a","","","","","",""
"ASN00078086","1965","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    284.3"," ,a","","","","","",""
"ASN00078086","1966","-36.14","141.9878","85.0","JEPARIT, AS","        78","a","        32","a","         0","a","","","","","","","","","","","","","  23.4"," ,a,0113, ","","","","","","","","","    295.8"," ,a","","","","","",""
"ASN00078086","1967","-36.14","141.9878","85.0","JEPARIT, AS","        59","a","        12","a","         0","a","","","","","","","","","","","","","  19.3"," ,a,0225, ","","","","","","","","","    150.4"," ,a","","","","","",""
"ASN00078086","1968","-36.14","141.9878","85.0","JEPARIT, AS","       106","a","        39","a","         1","a","","","","","","","","","","","","","  27.2"," ,a,0120, ","","","","","","","","","    411.6"," ,a","","","","","",""
"ASN00078086","1969","-36.14","141.9878","85.0","JEPARIT, AS","        82","a","        35","a","         2","a","","","","","","","","","","","","","  31.5"," ,a,0324, ","","","","","","","","","    381.3"," ,a","","","","","",""
"ASN00078086","1970","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    423.8"," ,a","","","","","",""
"ASN00078086","1971","-36.14","141.9878","85.0","JEPARIT, AS","       116","a","        49","a","         1","a","","","","","","","","","","","","","  27.7"," ,a,0426, ","","","","","","","","","    424.5"," ,a","","","","","",""
"ASN00078086","1972","-36.14","141.9878","85.0","JEPARIT, AS","        83","a","        35","a","         0","a","","","","","","","","","","","","","  16.8"," ,a,0118, ","","","","","","","","","    264.6"," ,a","","","","","",""
"ASN00078086","1973","-36.14","141.9878","85.0","JEPARIT, AS","       118","a","        55","a","         5","a","         0","a","         2","a","         0","a","       168","a","        36","a","   -0.6","a,0616,+","  55.1"," ,a,0206, ","   44.9","a,0123, ","-0.6","a,0518","","","","","    683.9"," ,a","     15.84","a","     22.36","a","      9.31","a"
"ASN00078086","1974","-36.14","141.9878","85.0","JEPARIT, AS","       120","a","        56","a","         2","a","         0","a","         5","a","         0","a","       167","a","        37","a","   -1.6","a,0711,+"," 119.0"," ,a,0114, ","   38.6","a,0304, ","-1.6","a,0616","    1391.5","5","    1391.5","a","    618.8"," ,a","     15.60","a","     21.82","a","      9.38","a"
"ASN00078086","1975","-36.14","141.9878","85.0","JEPARIT, AS","        84","a","        36","a","         2","a","","","","","","","","","","","","","  27.4"," ,a,1008, ","","","","","","","","","    361.1"," ,a","","","","","",""
"ASN00078086","1976","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    339.1"," ,a","","","","","",""
"ASN00078086","1977","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    222.7"," ,a","","","","","",""
"ASN00078086","1978","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    434.3"," ,a","","","","","",""
"ASN00078086","1979","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    450.1"," ,a","","","","","",""
"ASN00078086","1980","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    342.4"," ,a","","","","","",""
"ASN00078086","1981","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    425.1"," ,a","","","","","",""
"ASN00078086","1983","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    393.8"," ,a","","","","","",""
"ASN00078086","1984","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    304.0"," ,a","","","","","",""
"ASN00078086","1986","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    407.9"," ,a","","","","","",""
"ASN00078086","1988","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    404.9"," ,a","","","","","",""
"ASN00078086","1989","-36.14","141.9878","85.0","JEPARIT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    506.0"," ,a","","","","","",""
"ASN00078086","1991","-36.14","141.9878","85.0","JEPARIT, AS","        87","a","        39","a","         1","a","","","","","","","","","","","","","  36.1"," ,a,1104, ","","","","","","","","","    397.5"," ,a","","","","","",""
"ASN00078086","1992","-36.14","141.9878","85.0","JEPARIT, AS","       119","a","        56","a","         4","a","","","","","","","","","","","","","  35.8"," ,a,1205, ","","","","","","","","","    595.6"," ,a","","","","","",""
"ASN00078086","1993","-36.14","141.9878","85.0","JEPARIT, AS","        92","a","        40","a","         2","a","","","","","","","","","","","","","  29.6"," ,a,1102, ","","","","","","","","","    403.2"," ,a","","","","","",""
"ASN00078086","1994","-36.14","141.9878","85.0","JEPARIT, AS","        88","a","        23","a","         0","a","","","","","","","","","","","","","  17.6"," ,a,0730, ","","","","","","","","","    215.4"," ,a","","","","","",""
"ASN00078086","1995","-36.14","141.9878","85.0","JEPARIT, AS","        80","a","        35","a","         2","a","","","","","","","","","","","","","  41.2"," ,a,0503, ","","","","","","","","","    402.0"," ,a","","","","","",""
"ASN00078086","1996","-36.14","141.9878","85.0","JEPARIT, AS","        89","a","        44","a","         1","a","","","","","","","","","","","","","  38.0"," ,a,0929, ","","","","","","","","","    389.2"," ,a","","","","","",""
"ASN00078086","1997","-36.14","141.9878","85.0","JEPARIT, AS","        70","a","        27","a","         0","a","","","","","","","","","","","","","  21.2"," ,a,1031, ","","","","","","","","","    268.7"," ,a","","","","","",""
"ASN00078086","1998","-36.14","141.9878","85.0","JEPARIT, AS","        86","a","        35","a","         2","a","","","","","","","","","","","","","  27.6"," ,a,0208, ","","","","","","","","","    342.2"," ,a","","","","","",""
"ASN00078086","2000","-36.14","141.9878","85.0","JEPARIT, AS","        81","a","        38","a","         1","a","","","","","","","","","","","","","  40.6"," ,a,1111, ","","","","","","","","","    369.4"," ,a","","","","","",""
"ASN00078086","2001","-36.14","141.9878","85.0","JEPARIT, AS","        84","a","        40","a","         0","a","","","","","","","","","","","","","  23.2"," ,a,0925, ","","","","","","","","","    308.5"," ,a","","","","","",""
"ASN00078086","2002","-36.14","141.9878","85.0","JEPARIT, AS","        81","a","        30","a","         0","a","","","","","","","","","","","","","  22.2"," ,a,1231, ","","","","","","","","","    238.5"," ,a","","","","","",""
"ASN00078086","2003","-36.14","141.9878","85.0","JEPARIT, AS","        81","a","        37","a","         1","a","","","","","","","","","","","",""," 106.8"," ,a,0221, ","","","","","","","","","    441.6"," ,a","","","","","",""
"ASN00078086","2004","-36.14","141.9878","85.0","JEPARIT, AS","        78","a","        35","a","         0","a","","","","","","","","","","","","","  19.4"," ,a,0724, ","","","","","","","","","    313.6"," ,a","","","","","",""
"ASN00078086","2005","-36.14","141.9878","85.0","JEPARIT, AS","        90","a","        41","a","         0","a","","","","","","","","","","","","","  16.4"," ,a,1030, ","","","","","","","","","    349.0"," ,a","","","","","",""
"ASN00078086","2006","-36.14","141.9878","85.0","JEPARIT, AS","        55","a","        26","a","         0","a","","","","","","","","","","","","","  17.0"," ,a,0429, ","","","","","","","","","    186.2"," ,a","","","","","",""
"ASN00078086","2007","-36.14","141.9878","85.0","JEPARIT, AS","        85","a","        40","a","         1","a","","","","","","","","","","","","","  41.6"," ,a,0120, ","","","","","","","","","    432.0"," ,a","","","","","",""
"ASN00078086","2008","-36.14","141.9878","85.0","JEPARIT, AS","        66","a","        31","a","         0","a","","","","","","","","","","","","","  21.4"," ,a,0325, ","","","","","","","","","    277.0"," ,a","","","","","",""
"ASN00078086","2009","-36.14","141.9878","85.0","JEPARIT, AS","        79","a","        37","a","         2","a","","","","","","","","","","","","","  29.6"," ,a,0526, ","","","","","","","","","    391.8"," ,a","","","","","",""
"ASN00078086","2010","-36.14","141.9878","85.0","JEPARIT, AS","        84","a","        42","a","         4","a","","","","","","","","","","","","","  50.4"," ,a,1208, ","","","","","","","","","    460.0"," ,a","","","","","",""
"ASN00078086","2011","-36.14","141.9878","85.0","JEPARIT, AS","        73","a","        41","a","         3","a","","","","","","","","","","","",""," 161.2"," ,a,0112, ","","","","","","","","","    569.4"," ,a","","","","","",""
"ASN00078086","2012","-36.14","141.9878","85.0","JEPARIT, AS","        65","a","        30","a","         0","a","","","","","","","","","","","","","  15.6"," ,a,0817, ","","","","","","","","","    225.0"," ,a","","","","","",""
"ASN00078086","2020","-36.14","141.9878","85.0","JEPARIT, AS","        59","a","        40","a","         4","a","","","","","","","","","","","","","  44.0"," ,a,0201, ","","","","","","","","","    409.4"," ,a","","","","","",""
"ASN00078086","2021","-36.14","141.9878","85.0","JEPARIT, AS","        64","a","        39","a","         1","a","","","","","","","","","","","","","  33.6"," ,a,0102, ","","","","","","","","","    380.6"," ,a","","","","","",""
"ASN00078086","2022","-36.14","141.9878","85.0","JEPARIT, AS","        63","a","        50","a","         4","a","","","","","","","","","","","","","  42.0"," ,a,0419, ","","","","","","","","","    679.3"," ,a","","","","","",""
"ASN00078086","2023","-36.14","141.9878","85.0","JEPARIT, AS","        43","a","        37","a","         2","a","","","","","","","","","","","","","  33.4"," ,a,1124, ","","","","","","","","","    326.5"," ,a","","","","","",""
"ASN00078086","2024","-36.14","141.9878","85.0","JEPARIT, AS","        35","a","        26","a","         1","a","","","","","","","","","","","","","  30.2"," ,a,0117, ","","","","","","","","","    261.9"," ,a","","","","","",""
