"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"RQC00660061","1980","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","   1912.7"," ,0","        0"," ,0","","","","","","","",""
"RQC00660061","1981","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","       191","0","       117","0","        21","0","        0","","         0","0","         0","0","         0","0","","","","","","","    9.4","0,0121, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 100.6"," ,0,1006, ","","","    1183.1","0","","","","","","","","","   1928.1"," ,0","        0"," ,0","","","","","     16.30","0","     16687","0"
"RQC00660061","1982","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1146.3","","    1146.3","0","       168","0","        86","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       358","0","         1","0","    7.8","0,1220, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 143.5"," ,0,0913, ","   33.3","0,0630, ","    1231.2","0","       2.8","8","       2.8","0","","","     29.57","0","   1641.1"," ,0","        0"," ,0","     21.48","0","     28.09","0","     14.88","0","     17549","0"
"RQC00660061","1983","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1036.9","","    1036.9","0","       167","0","        82","0","        20","0","","","         0","0","         0","0","         0","0","         0","0","       351","0","         1","0","    6.7","0,0317, ","","","     0"," ,0,1231,+"," 134.4"," ,0,0421, ","   33.9","0,0426, ","    1311.6","0","      23.9","9","      23.9","0","     16.45","0","     29.43","0","   1503.4"," ,0","        0"," ,0","     21.24","0","     27.50","0","     14.99","0","     18270","0"
"RQC00660061","1984","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","    961.2","","     961.2","0","       171","0","       107","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","         1","0","    7.8","0,0321,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.5"," ,0,1016, ","   32.2","0,0309, ","    1243.5","0","      18.8","8","      18.8","0","     15.31","0","     28.33","0","   2117.5"," ,0","        0"," ,0","     20.97","0","     27.81","0","     14.14","0","     18395","0"
"RQC00660061","1985","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","       175","0","       107","0","        25","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 360.7"," ,0,0518, ","","","","","","","","","","","","","   2601.3"," ,0","        0"," ,0","","","","","","","",""
"RQC00660061","1986","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1036.6","","    1036.6","0","       175","0","       103","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","    7.8","0,0902,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.7"," ,0,0501, ","   33.3","0,0715, ","    1310.1","0","      17.6","6","      17.6","0","     24.38","0","","","   1821.9"," ,0","        0"," ,0","     21.10","0","     27.90","0","     14.29","0","     16730","0"
"RQC00660061","1987","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1279.2","","    1279.2","0","       183","0","       121","0","        23","0","","","         0","0","         0","0","         0","0","         0","0","       362","0","         6","0","    7.2","0,0130, ","","","     0"," ,0,1231,+"," 115.1"," ,0,1128, ","   32.8","0,0929,+","    1322.0","0","      25.4","4","      25.4","0","     18.44","0","     31.34","0","   1866.6"," ,0","        0"," ,0","     21.81","0","     28.41","0","     15.20","0","     17059","0"
"RQC00660061","1988","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","    890.4","","     890.4","0","       188","0","        93","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","    7.8","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 221.7"," ,0,0825, ","   31.7","0,0725,+","    1335.5","0","      16.1","1","      16.1","0","     16.97","0","     29.67","0","   1532.9"," ,0","        0"," ,0","     20.68","0","     27.81","0","     13.55","0","     21675","0"
"RQC00660061","1989","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","    469.5","","     469.5","0","       180","0","       126","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","    4.4","0,1228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.2"," ,0,0602, ","   30.6","0,0925,+","    1348.5","0","      86.1","1","      86.1","0","     15.81","0","     29.27","0","   2009.5"," ,0","        0"," ,0","     19.34","0","     27.60","0","     11.08","0","     15044","0"
"RQC00660061","1990","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","       178","0","       107","0","        28","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.5"," ,0,0615, ","","","    1365.0","0","","","","","     15.56","0","     28.86","0","   1974.9"," ,0","        0"," ,0","","","","","","","     15158","0"
"RQC00660061","1991","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1063.0","","    1063.0","0","       152","0","        95","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","    5.6","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.5"," ,0,0501, ","   32.8","0,0727, ","    1384.2","0","","","","","     15.16","0","     28.72","0","   1457.4"," ,0","        0"," ,0","     21.21","0","     27.97","0","     14.44","0","     13263","0"
"RQC00660061","1993","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1382.7","","    1382.7","0","       179","0","       109","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","    4.4","0,0303, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.8"," ,0,0201, ","   31.7","0,1016,+","    1366.0","0","","","","","     15.25","0","     28.97","0","   1791.5"," ,0","        0"," ,0","     22.10","0","     28.36","0","     15.84","0","      9028","0"
"RQC00660061","1994","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1322.7","","    1322.7","0","       151","0","        76","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","    9.4","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  58.7"," ,0,0824, ","   32.2","0,0823,+","    1474.2","0","       1.1","1","       1.1","0","     15.07","0","     28.83","0","   1128.5"," ,0","        0"," ,0","     21.97","0","     28.48","0","     15.46","0","      7186","0"
"RQC00660061","1995","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1433.1","","    1433.1","0","       180","0","       116","0","        24","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         4","0","    8.9","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.4"," ,0,0916, ","   32.8","0,1017,+","    1356.5","0","       5.7","7","       5.7","0","     15.53","0","     29.38","0","   1944.3"," ,0","        0"," ,0","     22.24","0","     28.47","0","     16.00","0","      5206","0"
"RQC00660061","1996","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1350.4","","    1350.4","0","       204","0","       129","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","    8.9","0,0910, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 225.6"," ,0,0910, ","   31.1","0,1219,+","    1351.9","0","       0.3","3","       0.3","0","     15.27","0","     28.10","0","   2302.9"," ,0","        0"," ,0","     22.03","0","     27.81","0","     16.24","0","      6916","0"
"RQC00660061","1997","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1410.0","","    1410.0","0","       167","0","        86","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","    8.9","0,0110, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  90.2"," ,0,0503, ","   32.2","0,0617, ","    1493.8","0","       4.9","9","       4.9","0","     16.07","0","     29.29","0","   1452.4"," ,0","        0"," ,0","     22.21","0","     28.24","0","     16.19","0","      7977","0"
"RQC00660061","1998","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1648.9","","    1648.9","0","       181","0","       117","0","        25","0","","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","   10.0","0,0115, ","","","     0"," ,0,1231,+"," 122.2"," ,0,0205, ","   31.7","0,1004,+","    1394.0","0","       0.3","3","       0.3","0","","","","","   2836.9"," ,0","        0"," ,0","     22.88","0","     28.46","0","     17.30","0","      6259","0"
"RQC00660061","1999","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1330.1","","    1330.1","0","       204","0","       135","0","        34","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","    8.3","0,0208, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.7"," ,0,0427, ","   32.2","0,0810, ","    1324.6","0","      14.2","2","      14.2","0","","","","","   2328.6"," ,0","        0"," ,0","     21.92","0","     27.74","0","     16.10","0","      3835","0"
"RQC00660061","2000","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1262.0","","    1262.0","0","       180","0","       105","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         1","0","    7.2","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 136.1"," ,0,0823, ","   32.2","0,0905, ","    1438.8","0","      21.7","7","      21.7","0","","","","","   1831.1"," ,0","        0"," ,0","     21.73","0","     27.95","0","     15.50","0","      3276","0"
"RQC00660061","2001","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1225.3","","    1225.3","0","       177","0","       116","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","    8.9","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 237.7"," ,0,0507, ","   31.7","0,0926,+","    1474.0","0","       5.5","5","       5.5","0","     18.02","0","     30.97","0","   1959.9"," ,0","        0"," ,0","     21.67","0","     28.19","0","     15.15","0","",""
"RQC00660061","2002","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1151.7","","    1151.7","0","       178","0","       110","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","    8.9","0,0228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  72.1"," ,0,0401, ","   31.7","0,0731,+","    1470.5","0","      11.7","7","      11.7","0","     17.68","0","     31.20","0","   1787.8"," ,0","        0"," ,0","     21.45","0","     28.22","0","     14.69","0","      2980","0"
"RQC00660061","2003","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1042.9","","    1042.9","0","       181","0","       121","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","    7.8","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 103.6"," ,0,1113, ","   31.7","0,0925,+","    1475.9","0","       1.4","4","       1.4","0","","","","","   2179.9"," ,0","        0"," ,0","     21.18","0","     28.26","0","     14.11","0","      3070","0"
"RQC00660061","2004","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","    933.4","","     933.4","0","       220","0","       140","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","    6.7","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 203.7"," ,0,0916, ","   31.1","0,1011,+","    1344.5","0","      29.7","7","      29.7","0","     16.96","0","     29.86","0","   2566.4"," ,0","        0"," ,0","     20.80","0","     27.72","0","     13.89","0","      1880","0"
"RQC00660061","2005","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","    923.0","","     923.0","0","       207","0","       127","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","         5","0","    6.1","0,1214,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 131.3"," ,0,1011, ","   32.8","0,0902, ","    1326.8","0","      50.5","5","      50.5","0","     16.78","0","     29.80","0","   2312.2"," ,0","        0"," ,0","     20.69","0","     28.21","0","     13.17","0","      2055","0"
"RQC00660061","2006","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1380.3","","    1380.3","0","       205","0","       114","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","    9.4","0,0226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.3"," ,0,0919, ","   32.2","0,0824, ","","","      15.4","4","      15.4","0","     22.36","0","     31.50","0","   1977.3"," ,0","        0"," ,0","     22.11","0","     28.49","0","     15.74","0","      3315","0"
"RQC00660061","2007","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1332.5","","    1332.5","0","       190","0","       116","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","   10.0","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 135.4"," ,0,1212, ","   33.3","0,0228, ","    1423.2","0","       0.6","6","       0.6","0","     24.29","0","     29.76","0","   1946.3"," ,0","        0"," ,0","     21.98","0","     28.47","0","     15.50","0","      3558","0"
"RQC00660061","2008","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1089.9","","    1089.9","0","       213","0","       109","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         1","0","    8.3","0,0312,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 122.9"," ,0,0903, ","   32.2","0,0620, ","    1380.1","0","      10.8","8","      10.8","0","     25.15","0","     30.94","0","   2114.0"," ,0","        0"," ,0","     21.27","0","     28.16","0","     14.38","0","      3805","0"
"RQC00660061","2009","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1067.7","","    1067.7","0","       190","0","       109","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         4","0","    7.2","0,0328,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.7"," ,0,1010, ","   32.8","0,0911,+","    1412.9","0","      24.3","3","      24.3","0","     25.98","0","     31.53","0","   1878.5"," ,0","        0"," ,0","     21.18","0","     28.30","0","     14.06","0","      3201","0"
"RQC00660061","2010","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1252.6","","    1252.6","0","       223","0","       139","0","        28","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","         8","0","    8.3","0,0206, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 146.1"," ,0,1008, ","   33.3","0,0828, ","    1329.2","0","      10.8","8","      10.8","0","     25.04","0","     31.16","0","   2552.8"," ,0","        0"," ,0","     21.77","0","     28.40","0","     15.15","0","      3266","0"
"RQC00660061","2011","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       3.2","2","       3.2","K","","","","","","","","","","","","","","","",""
"RQC00660061","2012","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1199.5","","    1199.5","7","","","","","","","","","","","         0","7","         0","7","         0","7","       366","7","         2","7","    6.7","7,0213, ","","","","","","","   32.8","7,0426, ","    1446.6","7","","","","","","","","","","","","","     21.56","7","     27.61","7","     15.52","7","      2940","7"
"RQC00660061","2013","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1117.9","","    1117.9","7","       229","7","       123","7","        13","7","","","","","         0","7","         0","7","         0","7","       363","7","         0","7","    8.9","7,0213, ","","","","","  73.2"," ,7,0507, ","   30.6","7,1001,+","    1423.9","7","       8.7","7","       8.7","7","","","","","   1620.1"," ,7","","","     21.36","7","     27.15","7","     15.57","7","      1960","7"
"RQC00660061","2014","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1108.8","","    1108.8","7","       173","7","       105","7","        24","7","","","","","         0","7","         0","7","         0","7","       363","7","         0","7","    9.4","7,1208, ","","","",""," 177.0"," ,7,0803, ","   31.1","7,0617, ","    1480.2","7","       2.8","8","       2.8","7","","","","","   2050.5"," ,7","","","     21.37","7","     27.56","7","     15.18","7","      3335","7"
"RQC00660061","2015","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.9","9","       0.9","7","","","","","","","","","","","","","","","",""
"RQC00660061","2021","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","","","","","","","","","","","         0","7","         0","7","         0","7","       352","7","         1","7","   10.0","7,0208,+","","","","","","","   32.8","7,0904, ","","","","","","","","","","","","","","","     22.02","7","     28.23","7","     15.81","7","",""
"RQC00660061","2023","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","   1455.8","","    1455.8","7","","","","","","","","","","","         0","7","         0","7","         0","7","       360","7","         4","7","    8.3","7,0301, ","","","","","","","   32.8","7,0623, ","","","","","","","","","","","","","","","     22.32","7","     28.41","7","     16.23","7","",""
"RQC00660061","2024","18.1747","-66.7977","557.8","ADJUNTAS SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       2.2","2","       2.2","7","","","","","","","","","","","","","","","",""
