"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00080945","1990","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2104.0","","    2104.0","0","        96","0","        64","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       341","0","       144","0","         6"," ","","","    3.3","0,0127, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 147.3"," ,0,1011, ","   35.6","0,0818,+","","","","","","","","","","","     201.4","4","","","     201.4","0","","","","","","","","","","","   1217.9"," ,0","        0"," ,0","     23.95","0","     30.03","0","     17.86","0"
"USC00080945","1991","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2028.3","","    2028.3","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       338","0","       128","0","","","","","    0.6","0,0217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   35.6","0,0908,+","","","","","","","","","","","     156.7","7","","","     156.7","0","","","","","","","","","","","   1278.3"," ,0","        0"," ,0","     23.52","0","     29.40","0","     17.63","0"
"USC00080945","1992","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1888.2","","    1888.2","0","       115","0","        83","0","        20","0","        0","","         0","0","         0","0","         1","0","         0","0","       340","0","       116","0","","","","","   -1.1","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 194.8"," ,0,0626, ","   35.6","0,0710,+","","","","","-1.1","0,0117","","","","","     270.0","0","","","     270.0","0","","","","","","","","","","","   1687.7"," ,0","        0"," ,0","     22.82","0","     28.53","0","     17.12","0"
"USC00080945","1993","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1891.2","","    1891.2","0","        97","0","        66","0","        17","0","        0","","         0","0","         0","0","         1","0","         0","0","       336","0","       127","0","","","","","    0.0","0,1227, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.9"," ,0,1016, ","   36.1","0,0810, ","0.0","0,1227","","","","","","","","","     201.7","7","      28.3","0,0,2","     201.7","0","      32.8","0,0,2","      12.8","0,0,2","      17.2","0,0,2","      22.2","0,0,2","      25.9","0,0,2","   1250.6"," ,0","        0"," ,0","     22.74","0","     28.55","0","     16.93","0"
"USC00080945","1994","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2096.7","","    2096.7","0","       130","0","        87","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       338","0","       119","0","","","","","    2.2","0,0203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.0"," ,0,0927, ","   36.1","0,0614, ","","","","","","","","","","","     263.8","8","","","     263.8","0","","","","","","","","","","","   1372.6"," ,0","        0"," ,0","     23.58","0","     29.15","0","     18.00","0"
"USC00080945","1995","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2040.3","","    2040.3","0","       124","0","        83","0","        19","0","        0","","         0","0","         0","0","         3","0","         0","0","       328","0","       134","0","","","","","   -2.2","0,0209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.5"," ,0,1101, ","   37.2","0,0816, ","-1.1","0,1225","","","0.0","0,0210","-2.2","0,0209","","","     243.4","4","","","     243.4","0","","","","","","","","","","","   1580.2"," ,0","        0"," ,0","     22.94","0","     28.50","0","     17.38","0"
"USC00080945","1996","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1801.6","","    1801.6","0","       102","0","        79","0","        15","0","        0","","         0","0","         0","0","         4","0","         0","0","       328","0","       113","0","","","","","   -4.4","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.7"," ,0,0622, ","   35.6","0,0729,+","","","","","0.0","0,0217","-2.2","0,0206","-4.4","0,0205","     454.1","1","      29.4","0,0,2","     454.1","0","      33.3","0,0,2","       4.4","0,0,2","      13.3","0,0,2","      22.1","0,0,2","      25.4","0,0,2","   1291.3"," ,0","        0"," ,0","     22.12","0","     28.20","0","     16.05","0"
"USC00080945","1997","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1930.0","","    1930.0","0","       110","0","        80","0","        26","0","        0","","         0","0","         0","0","         1","0","         0","0","       339","0","       116","0","","","","","   -3.3","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 179.8"," ,0,0927, ","   35.6","0,0704, ","","","","","-3.3","0,0119","-3.3","0,0119","","","     213.9","9","      29.4","0,0,2","     213.9","0","      31.7","0,0,2","      13.3","0,0,2","      16.1","0,0,2","      23.3","0,0,2","      25.4","0,0,2","   1990.0"," ,0","        0"," ,0","     22.99","0","     28.94","0","     17.04","0"
"USC00080945","1998","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2085.1","","    2085.1","0","        98","0","        58","0","        14","0","","","         0","0","         0","0","         0","0","         0","0","       336","0","       131","0","","","","","    2.2","0,0313, ","","","     0"," ,0,1231,+"," 154.9"," ,0,0124, ","   37.8","0,0725,+","","","","","","","","","","","     315.3","3","      28.9","0,0,2","     315.3","0","      31.1","0,0,2","      13.9","0,0,2","      16.1","0,0,2","      23.1","0,0,2","      25.0","0,0,2","   1393.5"," ,0","        0"," ,0","     23.39","0","     29.28","0","     17.49","0"
"USC00080945","1999","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1835.1","","    1835.1","0","       112","0","        73","0","        15","0","        0","","         0","0","         0","0","         1","0","         0","0","       338","0","       104","0","","","","","   -3.3","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.1"," ,0,0806, ","   35.0","0,0814,+","","","","","-3.3","0,0106","-3.3","0,0106","","","     206.1","1","","","     206.1","0","","","","","","","","","","","   1259.3"," ,0","        0"," ,0","     22.64","0","     28.53","0","     16.75","0"
"USC00080945","2000","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","","","","","        89","0","        67","0","        15","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.2"," ,0,0827, ","","","","","","","","","","","","","     252.3","3","","","     252.3","0","","","","","","","","","","","   1116.6"," ,0","        0"," ,0","","","","","",""
"USC00080945","2004","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2007.2","","    2007.2","0","       104","0","        63","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       326","0","       110","0","","","","","    2.8","0,1215,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  96.5"," ,0,0926, ","   36.1","0,0623, ","","","","","","","","","","","     272.7","7","","","     272.7","0","","","","","","","","","","","   1442.3"," ,0","        0"," ,0","     23.13","0","     28.19","0","     18.08","0"
"USC00080945","2005","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1949.4","","    1949.4","0","       106","0","        65","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       313","0","       102","0","","","","","    1.1","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 134.6"," ,0,0713, ","   36.1","0,0817, ","","","","","","","","","","","     230.2","2","","","     230.2","0","","","","","","","","","","","   1442.9"," ,0","        0"," ,0","     22.81","0","     27.62","0","     18.00","0"
"USC00080945","2006","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1985.7","","    1985.7","0","        98","0","        73","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       332","0","       106","0","","","","","    3.3","0,0214,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.6"," ,0,0101, ","   35.0","0,0811,+","","","","","","","","","","","     294.3","3","","","     294.3","0","","","","","","","","","","","   1478.7"," ,0","        0"," ,0","     23.14","0","     28.29","0","     17.99","0"
"USC00080945","2007","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2103.1","","    2103.1","0","       106","0","        61","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       338","0","       113","0","","","","","    2.8","0,0217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.5"," ,0,0716, ","   36.1","0,0716, ","","","","","","","","","","","     211.5","5","","","     211.5","0","","","","","","","","","","","   1042.3"," ,0","        0"," ,0","     23.54","0","     28.53","0","     18.55","0"
"USC00080945","2008","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1909.7","","    1909.7","0","       120","0","        72","0","        14","0","        0","","         0","0","         0","0","         1","0","         0","0","       327","0","       100","0","         1"," ","","","   -1.1","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  72.9"," ,0,0612, ","   35.0","0,0721,+","","","","","-1.1","0,0103","","","","","     152.5","5","","","     152.5","0","","","","","","","","","","","   1223.9"," ,0","        0"," ,0","     23.00","0","     28.12","0","     17.88","0"
"USC00080945","2009","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2036.1","","    2036.1","0","       112","0","        62","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       325","0","       120","0","","","","","    0.6","0,0205,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 153.2"," ,0,0912, ","   35.0","0,0616, ","","","","","","","","","","","     315.9","9","","","     315.9","0","","","","","","","","","","","   1222.1"," ,0","        0"," ,0","     23.14","0","     28.18","0","     18.09","0"
"USC00080945","2010","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1930.4","","    1930.4","0","       107","0","        58","0","        17","0","        0","","         0","0","         0","0","         6","0","         0","0","       286","0","       126","0","","","","","   -1.1","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 155.4"," ,0,0808, ","   36.7","0,0615, ","-1.1","0,1228","","","-1.1","0,0112","","","","","     496.1","1","","","     496.1","0","","","","","","","","","","","   1403.6"," ,0","        0"," ,0","     21.88","0","     26.92","0","     16.83","0"
"USC00080945","2011","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2029.0","","    2029.0","7","       106","7","        57","7","        13","7","","","","","         0","7","         1","7","         0","7","       337","7","       109","7","","","","","    0.0","7,0113, ","","","","","  81.8"," ,7,0328, ","   36.7","7,0621,+","","","","","0.0","7,0113","","","","","     397.1","1","","","     397.1","7","","","","","","","","","","","   1007.6"," ,7","","","     23.30","7","     28.39","7","     18.20","7"
"USC00080945","2012","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2034.3","","    2034.3","7","       100","7","        72","7","        17","7","","","","","         0","7","         0","7","         0","7","       342","7","        99","7","","","","","    0.6","7,0105,+","","","",""," 129.5"," ,7,0601, ","   35.0","7,0809,+","","","","","","","","","","","     147.4","4","","","     147.4","7","","","","","","","","","","","   1485.5"," ,7","","","     23.43","7","     28.56","7","     18.30","7"
"USC00080945","2013","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2088.3","","    2088.3","7","       124","7","        91","7","        17","7","","","","","         0","7","         0","7","         0","7","       337","7","       116","7","","","","","    3.3","7,0218, ","","","","","  90.2"," ,7,0608, ","   35.6","7,0622,+","","","","","","","","","","","     231.4","4","","","     231.4","7","","","","","","","","","","","   1592.8"," ,7","","","     23.57","7","     28.66","7","     18.49","7"
"USC00080945","2014","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   1981.0","","    1981.0","7","       135","7","        80","7","        26","7","","","","","         0","7","         0","7","         0","7","       316","7","       116","7","","","        11"," ","    2.2","7,0107, ","","","","","  66.3"," ,7,1004, ","   35.6","7,0822,+","","","","","","","","","","","     216.0","0","","","     216.0","7","","","","","","","","","","","   1582.8"," ,7","","","     22.93","7","     28.05","7","     17.81","7"
"USC00080945","2015","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2453.0","","    2453.0","7","       111","7","        74","7","        17","7","","","","","         0","7","         0","7","         0","7","       337","7","       118","7","         1"," ","         2"," ","    1.1","7,0220, ","","","","","  71.6"," ,7,0929, ","   36.1","7,0703,+","","","","","","","","","","","     282.3","3","","","     282.3","7","","","","","","","","","","","   1284.8"," ,7","","","     24.52","7","     29.30","7","     19.72","7"
"USC00080945","2016","27.43646","-82.49022","5.2","BRADENTON 5 ESE, FL US","   2163.2","","    2163.2","7","       128","7","        82","7","        16","7","","","","","         0","7","         0","7","         0","7","       327","7","       115","7","","","         6"," ","    2.2","7,0125, ","","","",""," 171.2"," ,7,0504, ","   36.7","7,0707,+","","","","","","","","","","","     194.0","0","","","     194.0","7","","","","","","","","","","","   1724.2"," ,7","","","     23.71","7","     28.66","7","     18.76","7"
