"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00032069","1964","50.05","142.167","4.0","PILVO, RS","       138","I","        69","I","         2","I","","","","","","","","","","","","","  46.5"," ,I,1101, ","","","","","","","","","","","","","","","","","","","","","","","    709.2"," ,I","","","",""
"RSM00032069","1965","50.05","142.167","4.0","PILVO, RS","       143","I","        59","I","         2","I","","","","","","","","","","","","","  64.0"," ,I,0919, ","","","","","","","","","","","","","","","","","","","","","","","    641.3"," ,I","","","",""
"RSM00032069","1970","50.05","142.167","4.0","PILVO, RS","       156","I","        63","I","         5","I","","","","","","","","","","","","","  42.9"," ,I,0609, ","","","","","","","","","","","","","","","","","","","","","","","    692.7"," ,I","","","",""
"RSM00032069","1971","50.05","142.167","4.0","PILVO, RS","       159","I","        73","I","         2","I","","","","","","","","","","","","","  31.8"," ,I,1012, ","","","","","","","","","","","","","","","","","","","","","","","    633.5"," ,I","","","",""
"RSM00032069","1972","50.05","142.167","4.0","PILVO, RS","       174","I","        72","I","         9","I","","","","","","","","","","","","","  61.6"," ,I,0803, ","","","","","","","","","","","","","","","","","","","","","","","    970.6"," ,I","","","",""
"RSM00032069","1973","50.05","142.167","4.0","PILVO, RS","       165","I","        74","I","         3","I","","","","","","","","","","","","","  61.4"," ,I,0827, ","","","","","","","","","","","","","","","","","","","","","","","    714.2"," ,I","","","",""
"RSM00032069","1974","50.05","142.167","4.0","PILVO, RS","       166","I","        73","I","         0","I","","","","","","","","","","","","","  25.1"," ,I,0521, ","","","","","","","","","","","","","","","","","","","","","","","    593.4"," ,I","","","",""
"RSM00032069","1975","50.05","142.167","4.0","PILVO, RS","       134","I","        61","I","         3","I","        61","S","       204","S","","","","","","","  -28.0","S,0129, ","  51.8"," ,I,0817, ","","","0.0","S,0924","-3.0","S,1021","-7.0","S,1029","-7.0","S,1029","-13.0","S,1120","0.0","S,0523","-3.0","S,0506","-5.0","S,0502","-7.0","S,0403","-10.0","S,0402","    553.0"," ,I","","","     -3.47","S"
"RSM00032069","1976","50.05","142.167","4.0","PILVO, RS","       155","I","        63","I","         2","I","","","","","","","","","","","","","  42.7"," ,I,0729, ","","","","","","","","","","","","","","","","","","","","","","","    600.5"," ,I","","","",""
"RSM00032069","1977","50.05","142.167","4.0","PILVO, RS","       165","I","        61","I","         6","I","","","","","","","","","","","","","  53.0"," ,I,1006, ","","","","","","","","","","","","","","","","","","","","","","","    776.1"," ,I","","","",""
"RSM00032069","1978","50.05","142.167","4.0","PILVO, RS","       148","I","        66","I","         2","I","","","","","       131","S","        10","S","         0","S","","","  38.1"," ,I,0911, ","   28.0","S,0622, ","","","","","","","","","","","","","","","","","","","","","    733.6"," ,I","      4.19","S","",""
"RSM00032069","1979","50.05","142.167","4.0","PILVO, RS","       140","I","        74","I","         7","I","","","","","","","","","","","","","  46.6"," ,I,0819, ","","","","","","","","","","","","","","","","","","","","","","","    778.4"," ,I","","","",""
"RSM00032069","1980","50.05","142.167","4.0","PILVO, RS","       160","I","        68","I","         2","I","","","","","","","","","","","","","  36.9"," ,I,0916, ","","","","","","","","","","","","","","","","","","","","","","","    682.6"," ,I","","","",""
"RSM00032069","1981","50.05","142.167","4.0","PILVO, RS","       180","I","        85","I","         1","I","","","","","","","","","","","","","  45.7"," ,I,0803, ","","","","","","","","","","","","","","","","","","","","","","","    746.4"," ,I","","","",""
"RSM00032069","1982","50.05","142.167","4.0","PILVO, RS","       161","I","        70","I","         2","I","","","","","","","","","","","","","  47.7"," ,I,1020, ","","","","","","","","","","","","","","","","","","","","","","","    632.6"," ,I","","","",""
"RSM00032069","1983","50.05","142.167","4.0","PILVO, RS","       148","I","        69","I","         3","I","","","","","","","","","","","","","  72.4"," ,I,0818, ","","","","","","","","","","","","","","","","","","","","","","","    737.3"," ,I","","","",""
"RSM00032069","1984","50.05","142.167","4.0","PILVO, RS","       174","I","        78","I","         2","I","","","","","","","","","","","","","  64.8"," ,I,0918, ","","","","","","","","","","","","","","","","","","","","","","","    751.1"," ,I","","","",""
"RSM00032069","1986","50.05","142.167","4.0","PILVO, RS","       137","I","        50","I","         1","I","","","","","","","","","","","","","  36.5"," ,I,0730, ","","","","","","","","","","","","","","","","","","","","","","","    453.7"," ,I","","","",""
"RSM00032069","1987","50.05","142.167","4.0","PILVO, RS","       183","I","        72","I","         4","I","","","","","","","","","","","","","  37.0"," ,I,0512, ","","","","","","","","","","","","","","","","","","","","","","","    722.0"," ,I","","","",""
"RSM00032069","1988","50.05","142.167","4.0","PILVO, RS","       134","I","        52","I","         5","I","","","","","","","","","","","","","  41.1"," ,I,0823, ","","","","","","","","","","","","","","","","","","","","","","","    600.1"," ,I","","","",""
"RSM00032069","1989","50.05","142.167","4.0","PILVO, RS","       151","I","        50","I","         3","I","","","","","       110","S","        27","S","         0","S","","","  42.5"," ,I,0809, ","   28.2","S,0901, ","","","","","","","","","","","","","","","","","","","","","    548.7"," ,I","      5.71","S","",""
"RSM00032069","1990","50.05","142.167","4.0","PILVO, RS","       138","I","        62","I","         5","I","","","","","","","","","","","","","  46.2"," ,I,0725, ","","","","","","","","","","","","","","","","","","","","","","","    681.3"," ,I","","","",""
"RSM00032069","1991","50.05","142.167","4.0","PILVO, RS","       180","I","        74","I","         5","I","","","","","","","","","","","","","  38.4"," ,I,1003, ","","","","","","","","","","","","","","","","","","","","","","","    728.6"," ,I","","","",""
"RSM00032069","1992","50.05","142.167","4.0","PILVO, RS","       158","I","        57","I","         2","I","","","","","","","","","","","","","  39.2"," ,I,0827, ","","","","","","","","","","","","","","","","","","","","","","","    511.6"," ,I","","","",""
"RSM00032069","1993","50.05","142.167","4.0","PILVO, RS","       141","I","        72","I","         6","I","","","","","","","","","","","","","  46.1"," ,I,0920, ","","","","","","","","","","","","","","","","","","","","","","","    689.0"," ,I","","","",""
"RSM00032069","1994","50.05","142.167","4.0","PILVO, RS","       173","I","        79","I","         3","I","","","","","","","","","","","","","  55.2"," ,I,0906, ","","","","","","","","","","","","","","","","","","","","","","","    714.3"," ,I","","","",""
"RSM00032069","1995","50.05","142.167","4.0","PILVO, RS","       146","I","        70","I","         5","I","","","","","","","","","","","","","  37.2"," ,I,0128, ","","","","","","","","","","","","","","","","","","","","","","","    696.5"," ,I","","","",""
"RSM00032069","2002","50.05","142.167","4.0","PILVO, RS","","","","","","","","","","","       124","S","         5","S","         0","S","","","","","   24.0","S,0812, ","","","","","","","","","","","","","","","","","","","","","","","      5.11","S","",""
"RSM00032069","2017","50.05","142.167","4.0","PILVO, RS","       175","S","        80","S","         0","S","","","","","","","","","","","","","  22.1"," ,S,0829, ","","","","","","","","","","","","","","","","","","","","","","","    698.7"," ,S","","","",""
"RSM00032069","2018","50.05","142.167","4.0","PILVO, RS","       157","S","        63","S","         5","S","        54","S","       167","S","","","","","","","  -26.8","S,0215,+","  71.9"," ,S,0830, ","","","-0.9","S,1001","-3.3","S,1104","-4.5","S,1108","-7.5","S,1117","-10.4","S,1119","-0.1","S,0519","-2.5","S,0428","-6.6","S,0415","-7.5","S,0413","-9.0","S,0412","    714.6"," ,S","","","     -2.75","S"
"RSM00032069","2019","50.05","142.167","4.0","PILVO, RS","       146","S","        69","S","         1","S","        63","S","       168","S","","","","","","","  -30.3","S,0207, ","  30.0"," ,S,1003, ","","","-1.6","S,1005","-2.4","S,1012","-4.6","S,1107","-9.6","S,1110","-9.6","S,1110","-0.3","S,0512","-3.4","S,0426","-4.9","S,0425","-7.2","S,0409","-10.3","S,0402","    639.0"," ,S","","","     -3.07","S"
"RSM00032069","2022","50.05","142.167","4.0","PILVO, RS","       153","S","        67","S","         6","S","","","","","","","","","","","","","  54.1"," ,S,0730, ","","","","","","","","","","","","","","","","","","","","","","","    798.9"," ,S","","","",""
"RSM00032069","2023","50.05","142.167","4.0","PILVO, RS","       139","S","        59","S","         3","S","","","","","","","","","","","","","  38.1"," ,S,0822, ","","","","","","","","","","","","","","","","","","","","","","","    621.4"," ,S","","","",""
