"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00414523","1958","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        66","0","        63","0","        13","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.7"," ,0,0921, ","","","","","","","","","","","","","","","","","","","","","","","","","   1063.2"," ,0","        0"," ,0","","","","","",""
"USC00414523","1959","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        76","0","        66","0","        14","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.0"," ,0,0726, ","","","","","","","","","","","","","","","","","","","","","","","","","   1209.2"," ,0","        0"," ,0","","","","","",""
"USC00414523","1960","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        83","0","        74","0","        16","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.3"," ,0,0625, ","","","","","","","","","","","","","","","","","","","","","","","","","   1355.3"," ,0","        0"," ,0","","","","","",""
"USC00414523","1961","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        86","0","        76","0","        22","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 145.3"," ,0,0913, ","","","","","","","","","","","","","","","","","","","","","","","","","   1552.4"," ,0","        0"," ,0","","","","","",""
"USC00414523","1962","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        81","0","        71","0","        15","0","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  90.2"," ,0,0501, ","","","","","","","","","","","","","","","","","","","","","","","","","   1223.4"," ,0","        0"," ,0","","","","","",""
"USC00414523","1963","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        75","0","        56","0","        10","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.5"," ,0,0620, ","","","","","","","","","","","","","","","","","","","","","","","","","    953.6"," ,0","        0"," ,0","","","","","",""
"USC00414523","1964","31.31667","-94.28333","82.0","BROADDUS, TX US","   1306.0","","    1306.0","0","        73","0","        56","0","        12","0","        0","","         0","0","         0","0","        48","0","         0","0","       272","0","        92","0","","","  -11.1","0,0115,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,0302, ","   41.1","0,0807, ","-2.2","0,1122","-2.2","0,1122","-4.4","0,1202","","","0.0","0,0312","-2.2","0,0310","-5.0","0,0223","-11.1","0,0115","-11.1","0,0115","","","","","   1054.2"," ,0","        0"," ,0","     18.48","0","     25.61","0","     11.36","0"
"USC00414523","1965","31.31667","-94.28333","82.0","BROADDUS, TX US","   1397.2","","    1397.2","0","        69","0","        55","0","        17","0","        0","","         0","0","         0","0","        47","0","         1","0","       267","0","        98","0","","","   -8.3","0,0118,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  99.6"," ,0,0923, ","   38.3","0,0821, ","-0.6","0,1130","","","","","","","-2.2","0,0322","-2.2","0,0322","-5.6","0,0321","-6.7","0,0226","","","    1189.3","3","    1189.3","0","   1165.8"," ,0","        0"," ,0","     19.12","0","     25.68","0","     12.56","0"
"USC00414523","1966","31.31667","-94.28333","82.0","BROADDUS, TX US","   1250.0","","    1250.0","0","        89","0","        71","0","        13","0","        0","","         0","0","         0","0","        41","0","         0","0","       259","0","        75","0","","","  -10.6","0,0131,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.1"," ,0,0210, ","   37.8","0,0721,+","-1.1","0,1102","-4.4","0,1211","-4.4","0,1211","-6.7","0,1224","0.0","0,0325","-2.2","0,0226","-10.6","0,0131","-10.6","0,0131","-10.6","0,0131","    1152.4","4","    1152.4","0","   1053.9"," ,0","        0"," ,0","     18.26","0","     24.36","0","     12.15","0"
"USC00414523","1967","31.31667","-94.28333","82.0","BROADDUS, TX US","   1225.5","","    1225.5","0","        69","0","        52","0","        11","0","        0","","         0","0","         0","0","        44","0","         1","0","       278","0","        74","0","","","   -5.6","0,0208,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 146.8"," ,0,0602, ","   38.9","0,0811, ","0.0","0,1104","-4.4","0,1223","-4.4","0,1223","","","-2.2","0,0308","-2.2","0,0308","-5.0","0,0209","","","","","    1121.8","8","    1121.8","0","    963.6"," ,0","        0"," ,0","     18.71","0","     25.38","0","     12.03","0"
"USC00414523","1968","31.31667","-94.28333","82.0","BROADDUS, TX US","   1112.2","","    1112.2","0","        95","0","        83","0","        21","0","        0","","         0","0","         0","0","        49","0","         1","0","       248","0","        59","0","","","   -6.7","0,0109,+","     0"," ,0,1231,+","     0","T,0,0322, "," 210.6"," ,0,0409, ","   35.0","0,0823, ","-1.7","0,1112","-3.3","0,1208","","","","","-0.6","0,0323","-2.2","0,0313","-4.4","0,0224","-6.7","0,0109","","","    1266.0","0","    1266.0","0","   1721.0"," ,0","        0","T,0","     17.55","0","     23.78","0","     11.33","0"
"USC00414523","1969","31.31667","-94.28333","82.0","BROADDUS, TX US","   1357.7","","    1357.7","0","        67","0","        55","0","        12","0","        0","","         0","0","         0","0","        44","0","         0","0","       254","0","       104","0","","","   -6.1","0,1115,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 102.9"," ,0,0507, ","   39.4","0,0811, ","-6.1","0,1115","-6.1","0,1115","-6.1","0,1115","","","-1.7","0,0312","-2.2","0,0311","-6.1","0,0106","","","","","    1232.7","7","    1232.7","0","   1067.7"," ,0","        0"," ,0","     18.61","0","     25.23","0","     11.99","0"
"USC00414523","1970","31.31667","-94.28333","82.0","BROADDUS, TX US","   1296.8","","    1296.8","0","        73","0","        57","0","        12","0","        0","","         0","0","         0","0","        61","0","         0","0","       251","0","        91","0","","","  -11.1","0,0108,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.8"," ,0,1012, ","   38.9","0,0705, ","0.0","0,1103","-6.1","0,1116","-6.1","0,1116","-6.7","0,1124","0.0","0,0406","-2.2","0,0315","-4.4","0,0210","-8.9","0,0110","-8.9","0,0110","    1378.6","6","    1378.6","0","   1002.9"," ,0","        0"," ,0","     18.03","0","     24.99","0","     11.06","0"
"USC00414523","1971","31.31667","-94.28333","82.0","BROADDUS, TX US","   1323.2","","    1323.2","0","        78","0","        57","0","         9","0","        0","","         0","0","         0","0","        41","0","         1","0","       277","0","        98","0","","","   -7.2","0,0304,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.0"," ,0,1017, ","   38.9","0,0717,+","-0.6","0,1108","","","","","","","-2.2","0,0407","-2.2","0,0407","-5.6","0,0305","-7.2","0,0304","","","    1238.1","1","    1238.1","0","    848.5"," ,0","        0"," ,0","     18.86","0","     25.93","0","     11.79","0"
"USC00414523","1972","31.31667","-94.28333","82.0","BROADDUS, TX US","   1238.6","","    1238.6","0","        93","0","        71","0","        14","0","        0","","         0","0","         0","0","        42","0","         0","0","       261","0","        90","0","","","   -8.9","0,0107,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.1"," ,0,0428, ","   36.7","0,0829,+","-0.6","0,1116","-3.9","0,1201","-6.7","0,1216","-6.7","0,1216","-1.7","0,0303","-2.2","0,0220","-5.0","0,0209","-8.3","0,0205","-8.9","0,0107","    1000.9","9","    1000.9","0","   1256.5"," ,0","        0"," ,0","     18.18","0","     24.90","0","     11.45","0"
"USC00414523","1973","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1503.9","9","    1503.9","0","","","","","","","","","",""
"USC00414523","1974","31.31667","-94.28333","82.0","BROADDUS, TX US","   1168.1","","    1168.1","0","        91","0","        72","0","        18","0","        0","","         0","0","         0","0","        35","0","         0","0","       263","0","        66","0","","","   -5.0","0,1210,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.1"," ,0,0412, ","   37.8","0,0730, ","-1.7","0,1115","-2.2","0,1202","-5.0","0,1209","","","-3.9","0,0227","-3.9","0,0227","-5.0","0,0226","","","","","","","","","   1541.7"," ,0","        0"," ,0","     18.44","0","     24.87","0","     12.00","0"
"USC00414523","1975","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        88","0","        71","0","        19","0","        0","","         0","0","         0","0","        47","0","","","","","","","","","   -7.8","0,1220,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.5"," ,0,0504, ","","","-2.8","0,1114","-2.8","0,1114","-5.6","0,1123","-7.8","0,1219","0.0","0,0404","-2.2","0,0225","-6.7","0,0208","-6.7","0,0208","","","    1194.0","0","    1194.0","0","   1250.4"," ,0","        0"," ,0","","","","","     11.69","0"
"USC00414523","1976","31.31667","-94.28333","82.0","BROADDUS, TX US","","","","","        91","0","        83","0","        12","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.6"," ,0,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","   1157.5"," ,0","        0"," ,0","","","","","",""
