"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00416104","1945","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    382.1","","     382.1","0","        46","0","        26","0","         2","0","        2","","         2","0","         0","0","        54","0","         0","0","       184","0","        13","0","        15"," ","        10"," ","  -11.7","0,1219, ","    76"," ,0,0206, ","    76"," ,0,0206, ","  75.9"," ,0,0702, ","   35.0","0,0528, ","-1.7","0,0929","-2.8","0,1024","-7.2","0,1121","-7.2","0,1121","-8.9","0,1210","-0.6","0,0416","-2.8","0,0415","-6.7","0,0405","-6.7","0,0405","","","    1983.0","0","    1983.0","0","","","","","    385.2"," ,0","      119"," ,0","     14.32","0","     20.76","0","      7.88","0","",""
"USC00416104","1946","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    409.7","","     409.7","0","        60","0","        38","0","         4","0","        8","","         4","0","         0","0","        66","0","         5","0","       182","0","         7","0","         3"," ","","","  -16.7","0,1231, ","   254"," ,0,0115, ","   203"," ,0,1231, ","  30.7"," ,0,0919, ","   33.3","0,0815, ","-1.7","0,1011","-2.8","0,1103","-4.4","0,1104","-6.7","0,1229","-16.7","0,1231","-1.1","0,0416","-2.8","0,0326","-4.4","0,0308","-9.4","0,0209","-9.4","0,0209","    1907.3","3","    1907.3","0","","","","","    473.0"," ,0","      418"," ,0","     14.19","0","     20.32","0","      8.06","0","",""
"USC00416104","1947","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2084.3","3","    2084.3"," ","","","","","","","","","","","","","","","",""
"USC00416104","1948","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        58","0","        33","0","         2","0","        0","","         0","0","","","","","","","","","","","         8"," ","","","","","     0","T,0,0226,+","    13"," ,0,0128, ","  39.6"," ,0,0723, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    349.7"," ,0","       18"," ,0","","","","","","","",""
"USC00416104","1949","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    295.7","","     295.7","0","        92","0","        57","0","         5","0","        4","","         2","0","         2","0","        59","0","         6","0","       171","0","         2","0","        64"," ","        29"," ","  -20.6","0,0130, ","    51"," ,0,0130,+","    38"," ,0,0129, ","  85.3"," ,0,0725, ","   32.8","0,0718, ","-0.6","0,1025","-3.9","0,1031","-6.7","0,1215","-6.7","0,1215","","","-1.1","0,0415","-2.8","0,0411","-4.4","0,0405","-20.6","0,0130","-20.6","0,0130","","","","","","","","","    665.9"," ,0","      117"," ,0","     13.64","0","     19.50","0","      7.79","0","",""
"USC00416104","1950","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    281.4","","     281.4","0","        76","0","        39","0","         2","0","        0","","         0","0","         0","0","        30","0","         0","0","       192","0","         0","0","        39"," ","        20"," ","  -16.1","0,1206, ","     0","T,0,1227,+","     0","T,0,1227,+","  29.5"," ,0,0713, ","   31.7","0,0823,+","-3.3","0,1103","-3.3","0,1103","-7.8","0,1109","-7.8","0,1109","-13.3","0,1110","0.0","0,0425","-2.8","0,0405","-8.9","0,0313","-8.9","0,0313","-8.9","0,0313","    1643.9","9","    1643.9","0","","","","","    447.4"," ,0","        0","T,0","     14.99","0","     20.98","0","      9.01","0","",""
"USC00416104","1951","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        78","0","        30","0","         3","0","        3","","         1","0","","","","","","","","","","","        14"," ","        13"," ","","","    25"," ,0,0214,+","    51"," ,0,0131, ","  63.8"," ,0,0723, ","","","","","","","","","","","","","","","","","","","","","","","    1780.6","6","    1780.6","0","","","","","    363.9"," ,0","       67"," ,0","","","","","","","",""
"USC00416104","1952","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    456.8","","     456.8","0","        68","0","        37","0","         1","0","        1","","         1","0","         0","0","        62","0","         0","0","       182","0","        16","0","        38"," ","         3"," ","  -12.2","0,0322,+","    25"," ,0,0215, ","    51"," ,0,0215, ","  29.2"," ,0,0717, ","   33.3","0,0901,+","0.0","0,1007","-2.2","0,1109","-5.0","0,1110","-7.2","0,1128","","","-5.0","0,0410","-5.0","0,0410","-5.0","0,0410","-10.6","0,0323","-10.6","0,0323","","","","","","","","","    360.7"," ,0","       51"," ,0","     14.18","0","     20.59","0","      7.78","0","",""
"USC00416104","1953","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    520.8","","     520.8","0","        58","0","        27","0","         0","0","        2","","         3","0","         1","0","        57","0","         3","0","       191","0","        30","0","        30"," ","        20"," ","  -17.8","0,1223, ","   102"," ,0,1223, ","    51"," ,0,1223,+","  18.0"," ,0,0903, ","   36.1","0,0624, ","-2.8","0,1108","-2.8","0,1108","-5.6","0,1119","-6.7","0,1206","-8.9","0,1209","-1.1","0,0513","-2.8","0,0419","-8.3","0,0304","-8.3","0,0304","-8.9","0,0222","    1889.1","1","    1889.1","0","","","","","    220.9"," ,0","      165"," ,0","     14.43","0","     21.16","0","      7.70","0","",""
"USC00416104","1954","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    279.0","","     279.0","0","        57","0","        34","0","         5","0","        0","","         1","0","         0","0","        46","0","         0","0","       190","0","         3","0","        34"," ","        28"," ","  -13.3","0,1229, ","     0"," ,0,1231,+","    25"," ,0,1228, ","  48.0"," ,0,0630, ","   33.9","0,0617, ","-1.1","0,1027","-3.3","0,1104","-7.8","0,1212","-7.8","0,1212","-9.4","0,1217","-0.6","0,0503","-2.2","0,0325","-7.2","0,0314","-7.2","0,0314","-9.4","0,0303","    1822.7","7","    1822.7","0","","","","","    461.0"," ,0","       25"," ,0","     14.39","0","     21.13","0","      7.64","0","",""
"USC00416104","1955","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    241.5","","     241.5","0","        70","0","        32","0","         4","0","        3","","         5","0","         0","0","        75","0","         1","0","       196","0","         7","0","        49"," ","        31"," ","  -15.6","0,0326, ","   152"," ,0,0109, ","   152"," ,0,0109, ","  56.6"," ,0,0727, ","   33.9","0,0626, ","-1.7","0,1024","-2.8","0,1103","-8.9","0,1108","-8.9","0,1108","-8.9","0,1108","-1.1","0,0413","-4.4","0,0401","-4.4","0,0401","-6.7","0,0328","-13.3","0,0327","    1955.9","9","    1955.9","0","","","","","    471.3"," ,0","      381"," ,0","     13.55","0","     20.66","0","      6.44","0","",""
"USC00416104","1956","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    509.6","","     509.6","0","        67","0","        34","0","         1","0","        3","","         4","0","         4","0","        66","0","         4","0","       204","0","         4","0","        29"," ","        47"," ","  -18.9","0,0203, ","   152"," ,0,0204, ","   102"," ,0,0203, ","  59.7"," ,0,0524, ","   33.3","0,0512, ","0.0","0,1102","-3.3","0,1104","-5.0","0,1116","-7.2","0,1209","","","0.0","0,0420","-5.6","0,0312","-5.6","0,0312","-8.3","0,0307","-10.0","0,0210","    1878.4","4","    1878.4","0","","","","","    319.2"," ,0","      250"," ,0","     14.67","0","     21.40","0","      7.95","0","",""
"USC00416104","1957","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    426.6","","     426.6","0","        80","0","        40","0","         2","0","        2","","         1","0","         0","0","        49","0","         2","0","       176","0","        20","0","        23"," ","         3"," ","  -13.3","0,1123, ","    76"," ,0,1122, ","    81"," ,0,1122, ","  39.4"," ,0,1020, ","   36.1","0,0629, ","-3.3","0,1026","-3.3","0,1026","-10.6","0,1122","-10.6","0,1122","-10.6","0,1122","0.0","0,0413","-3.9","0,0408","-6.7","0,0325","-6.7","0,0325","-11.7","0,0117","    1724.1","1","    1724.1","0","","","","","    465.0"," ,0","       94"," ,0","     14.26","0","     20.49","0","      8.02","0","",""
"USC00416104","1958","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    464.3","","     464.3","0","        94","0","        54","0","         3","0","","","         4","0","         0","0","        63","0","         4","0","       160","0","        15","0","         4"," ","         2"," ","  -13.3","0,1230, ","","","   216"," ,0,0105, ","  34.8"," ,0,0621, ","   35.0","0,0610, ","-0.6","0,1001","-2.2","0,1029","-6.1","0,1117","-7.8","0,1128","-13.3","0,1230","-0.6","0,0414","-2.2","0,0405","-6.1","0,0314","-10.0","0,0212","-10.0","0,0212","    2227.4","4","    2227.4","0","","","","","    646.6"," ,0","      568"," ,0","     13.71","0","     19.58","0","      7.84","0","",""
"USC00416104","1959","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    424.2","","     424.2","0","        55","0","        35","0","         1","0","        1","","         3","0","         0","0","        69","0","         1","0","       188","0","        10","0","","","","","  -13.3","0,1117, ","    76"," ,0,0121, ","   102"," ,0,1215, ","  31.2"," ,0,0922, ","   33.9","0,0627, ","-3.3","0,1105","-3.3","0,1105","-7.2","0,1106","-7.2","0,1106","-9.4","0,1114","-1.1","0,0421","-3.9","0,0413","-6.7","0,0321","-6.7","0,0321","","","    1930.2","2","    1930.2","0","","","","","    315.4"," ,0","      204"," ,0","     14.20","0","     20.91","0","      7.50","0","",""
"USC00416104","1960","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    364.1","","     364.1","0","        59","0","        49","0","         7","0","        4","","         3","0","         0","0","        82","0","         8","0","       205","0","        12","0","         7"," ","","","  -15.6","0,0224, ","   102"," ,0,1213, ","   102"," ,0,1213, ","  43.4"," ,0,0706, ","   35.0","0,0621,+","-0.6","0,1031","-3.3","0,1110","-6.1","0,1206","-8.3","0,1207","","","0.0","0,0501","-2.2","0,0430","-6.1","0,0317","-7.2","0,0301","-12.8","0,0225","    2040.3","3","    2040.3","0","","","","","    622.6"," ,0","      175"," ,0","     13.57","0","     20.01","0","      7.13","0","",""
"USC00416104","1961","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    351.9","","     351.9","0","        45","0","        38","0","         3","0","        0","","         1","0","         0","0","        77","0","         1","0","       195","0","         2","0","         1"," ","","","  -11.1","0,0207, ","     0","T,0,1114, ","    76"," ,0,0205, ","  27.9"," ,0,0616, ","   33.3","0,0609, ","-0.6","0,1102","-2.2","0,1103","-7.8","0,1106","-7.8","0,1106","","","0.0","0,0411","-2.2","0,0406","-7.8","0,0331","-7.8","0,0331","-11.1","0,0207","    2065.9","9","    2065.9","0","","","","","    357.2"," ,0","       76"," ,0","     13.80","0","     20.70","0","      6.90","0","",""
"USC00416104","1962","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    440.4","","     440.4","0","        74","0","        52","0","         2","0","        3","","         3","0","         2","0","        54","0","         3","0","       199","0","        11","0","        12"," ","         1"," ","  -23.3","0,0111, ","    51"," ,0,1120, ","    38"," ,0,1120, ","  48.0"," ,0,0609, ","   36.7","0,0623, ","-1.7","0,1108","-2.2","0,1118","-5.6","0,1119","-7.8","0,1226","","","-1.7","0,0407","-2.8","0,0402","-10.0","0,0315","-10.0","0,0315","-10.0","0,0315","    1896.1","1","    1896.1","0","","","","","    522.6"," ,0","      101"," ,0","     14.46","0","     21.12","0","      7.81","0","",""
"USC00416104","1963","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    417.3","","     417.3","0","        63","0","        39","0","         2","0","        2","","         2","0","         2","0","        69","0","         4","0","       218","0","         6","0","         7"," ","         2"," ","  -18.9","0,0114,+","    51"," ,0,0211, ","    51"," ,0,0211, ","  53.8"," ,0,0903, ","   33.9","0,0723, ","0.0","0,1101","-3.3","0,1123","-7.8","0,1214","-7.8","0,1214","-11.1","0,1223","0.0","0,0405","-2.8","0,0319","-5.0","0,0314","-7.8","0,0305","-10.0","0,0222","    1857.5","5","    1857.5","0","","","","","    429.8"," ,0","       84"," ,0","     14.37","0","     21.13","0","      7.61","0","",""
"USC00416104","1964","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    407.7","","     407.7","0","        45","0","        30","0","         4","0","        0","","         0","0","         0","0","        77","0","         2","0","       193","0","        16","0","","","         1"," ","  -15.6","0,0112, ","     0","T,0,0304, ","     0","T,0,1218,+","  38.4"," ,0,0721, ","   34.4","0,0702, ","-1.7","0,1019","-2.8","0,1105","-4.4","0,1120","-6.7","0,1207","-11.1","0,1218","-1.1","0,0326","-7.8","0,0309","-7.8","0,0309","-7.8","0,0309","-9.4","0,0224","    2047.9","9","    2047.9","0","","","","","    367.7"," ,0","        0","T,0","     13.80","0","     20.48","0","      7.12","0","",""
"USC00416104","1965","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    371.1","","     371.1","0","        70","0","        42","0","         2","0","        5","","         3","0","         0","0","        46","0","         4","0","       200","0","         7","0","","","        16"," ","  -13.3","0,0319,+","   203"," ,0,0303, ","    64"," ,0,0302, ","  33.0"," ,0,0517, ","   33.3","0,0708,+","-2.2","0,1129","-2.2","0,1129","-7.2","0,1219","-7.2","0,1219","","","-8.9","0,0320","-8.9","0,0320","-8.9","0,0320","-8.9","0,0320","-8.9","0,0320","    1809.0","0","    1809.0","0","","","","","    426.1"," ,0","      164"," ,0","     14.42","0","     20.73","0","      8.11","0","",""
"USC00416104","1966","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    336.1","","     336.1","0","        65","0","        44","0","         7","0","        2","","         1","0","         0","0","        71","0","         3","0","       191","0","         4","0","","","        51"," ","  -11.7","0,1223, ","   127"," ,0,0113, ","   114"," ,0,0113, ","  80.0"," ,0,0822, ","   32.8","0,0616,+","0.0","0,1015","-3.3","0,1101","-4.4","0,1209","-10.6","0,1210","-10.6","0,1210","-2.8","0,0324","-2.8","0,0324","-8.3","0,0323","-8.3","0,0323","-10.0","0,0223","    1874.8","8","    1874.8","0","","","","","    662.8"," ,0","      132"," ,0","     13.62","0","     19.76","0","      7.49","0","",""
"USC00416104","1967","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    308.8","","     308.8","0","        81","0","        46","0","         6","0","        2","","         1","0","         0","0","        60","0","         3","0","       218","0","         3","0","","","        85"," ","  -12.2","0,0108, ","    51"," ,0,1209, ","    51"," ,0,1209, ","  42.7"," ,0,0626, ","   32.8","0,0624,+","0.0","0,1029","-5.0","0,1030","-5.0","0,1030","-7.8","0,1103","-11.7","0,1210","-1.7","0,0413","-6.7","0,0308","-6.7","0,0308","-6.7","0,0308","-9.4","0,0208","    1700.7","7","    1700.7","0","","","","","    491.9"," ,0","       51"," ,0","     14.35","0","     20.84","0","      7.87","0","",""
"USC00416104","1968","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        79","0","        54","0","         4","0","        3","","         5","0","","","","","         1","0","       188","0","         4","0","","","","","","","   102"," ,0,0321, ","    76"," ,0,1126,+","  65.8"," ,0,0824, ","   35.0","0,0628, ","","","","","","","","","","","","","","","","","","","","","    2013.5","5","    2013.5","0","","","","","    745.4"," ,0","      292"," ,0","","","     19.88","0","","","",""
"USC00416104","1969","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    473.7","","     473.7","0","        75","0","        32","0","         2","0","        1","","         1","0","         0","0","        63","0","         1","0","       207","0","        18","0","","","","","  -11.7","0,1231, ","    76"," ,0,1206, ","   127"," ,0,1128, ","  37.8"," ,0,0522, ","   40.0","0,0817, ","-1.7","0,1102","-3.3","0,1103","-7.8","0,1119","-7.8","0,1119","-11.7","0,1231","0.0","0,0417","-5.6","0,0325","-5.6","0,0325","-8.3","0,0316","-9.4","0,0315","","","","","","","","","    371.6"," ,0","      127"," ,0","     14.53","0","     21.51","0","      7.55","0","",""
"USC00416104","1970","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    304.1","","     304.1","0","        63","0","        50","0","         5","0","        1","","         0","0","         0","0","        73","0","         1","0","       191","0","        11","0","","","","","  -15.6","0,0106, ","    51"," ,0,0113, ","     0"," ,0,1231,+","  39.4"," ,0,0804, ","   33.9","0,0714,+","-3.3","0,1009","-3.3","0,1009","-5.0","0,1104","-7.8","0,1115","-10.6","0,1123","0.0","0,0503","-2.2","0,0404","-5.0","0,0328","-7.8","0,0205","-11.7","0,0108","    1935.4","4","    1935.4","0","","","","","    525.3"," ,0","        0"," ,0","     13.77","0","     20.82","0","      6.72","0","     39665","0"
"USC00416104","1971","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    298.9","","     298.9","0","        48","0","        32","0","         0","0","        0","","         0","0","         0","0","        50","0","         2","0","       183","0","         5","0","","","","","  -17.2","0,0221,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.1"," ,0,1004, ","   34.4","0,0704, ","0.0","0,1020","-2.8","0,1119","-5.6","0,1202","-6.7","0,1215","","","-1.7","0,0419","-6.7","0,0406","-6.7","0,0406","-6.7","0,0406","-11.7","0,0303","    1709.3","3","    1709.3","0","","","","","    323.3"," ,0","        0"," ,0","     14.21","0","     20.97","0","      7.45","0","     40713","0"
"USC00416104","1972","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    291.9","","     291.9","0","        74","0","        50","0","         3","0","        0","","         0","0","         0","0","        53","0","         1","0","       212","0","         8","0","","","","","  -17.2","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.9"," ,0,0530, ","   34.4","0,0411, ","-1.1","0,1031","-2.2","0,1101","-5.6","0,1122","-8.3","0,1215","-11.7","0,1216","-1.1","0,0424","-6.7","0,0421","-6.7","0,0421","-6.7","0,0421","-11.7","0,0203","    1637.2","2","    1637.2","0","      8.72","0","     20.66","0","    576.8"," ,0","        0"," ,0","     14.35","0","     20.90","0","      7.81","0","     37440","0"
"USC00416104","1973","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    334.4","","     334.4","0","        52","0","        40","0","         2","0","        0","","         0","0","         0","0","        69","0","         1","0","       197","0","         7","0","","","","","  -14.4","0,0209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0910,+","   35.6","0,0816, ","-2.2","0,1120","-2.2","0,1120","-13.3","0,1219","-13.3","0,1219","-13.3","0,1219","-1.1","0,0427","-2.8","0,0409","-11.7","0,0408","-11.7","0,0408","-11.7","0,0408","    2141.4","4","    2141.4","0","      7.49","0","     19.72","0","    418.4"," ,0","        0"," ,0","     13.84","0","     20.42","0","      7.26","0","     38901","0"
"USC00416104","1974","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        65","0","        51","0","         7","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  51.6"," ,0,1013,+","","","","","","","","","","","","","","","","","","","","","","","    1523.2","2","    1523.2","0","","","","","    679.9"," ,0","        0"," ,0","","","","","","","",""
