"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TS000060765","1933","33.88","10.1","4.0","GABES, TS","        33","E","        19","E","         1","E","         0"," ","         0","E","","","","","","","    0.8","E,0126, ","  27.2"," ,E,1030, ","","","","","","","","","","","","","    225.3"," ,E","","","","","     14.03","E"
"TS000060765","1934","33.88","10.1","4.0","GABES, TS","        36","E","        17","E","         4","E","         0"," ","         0","E","","","","","","","    0.2","E,0203,+","  65.9"," ,E,1129, ","","","","","","","","","","","","","    370.9"," ,E","","","","","     14.18","E"
"TS000060765","1935","33.88","10.1","4.0","GABES, TS","        18","E","        13","E","         2","E","","","","","","","","","","","","","  52.0"," ,E,1017, ","","","","","","","","","","","","","    197.1"," ,E","","","","","",""
"TS000060765","1936","33.88","10.1","4.0","GABES, TS","","","","","","","         0"," ","         0","E","","","","","","","    0.2","E,0125, ","","","","","","","","","","","","","","","","","","","","","     13.67","E"
"TS000060765","1947","33.88","10.1","4.0","GABES, TS","        19","E","         5","E","         1","E","         0"," ","         1","E","","","","","","","    0.0","E,0105, ","  26.8"," ,E,1017, ","","","","","0.0","E,0105","","","","","","","     84.3"," ,E","","","","","     14.52","E"
"TS000060765","1948","33.88","10.1","4.0","GABES, TS","        20","E","        13","E","         1","E","         0"," ","         2","E","","","","","","","   -2.0","E,0124, ","  57.2"," ,E,0227, ","","","","","-0.1","E,0204","","","","","","","    146.5"," ,E","","","","","     14.23","E"
"TS000060765","1949","33.88","10.1","4.0","GABES, TS","        38","E","        21","E","         1","E","         0"," ","         0","E","","","","","","","    0.6","E,0207,+","  51.4"," ,E,0221, ","","","","","","","","","","","","","    222.1"," ,E","","","","","     14.05","E"
"TS000060765","1950","33.88","10.1","4.0","GABES, TS","        34","E","        19","E","         6","E","         0"," ","         1","E","","","","","","","    0.0","E,1219, ","  97.6"," ,E,1012, ","","","0.0","E,1219","","","","","","","","","    489.2"," ,E","","","","","     14.49","E"
"TS000060765","1951","33.88","10.1","4.0","GABES, TS","        29","E","        13","E","         3","E","","","","","","","","","","","","","  71.8"," ,E,0916, ","","","","","","","","","","","","","    300.5"," ,E","","","","","",""
"TS000060765","1952","33.88","10.1","4.0","GABES, TS","        23","E","        11","E","         1","E","         0"," ","         0","E","","","","","","","    0.3","E,0127, ","  41.2"," ,E,1120, ","","","","","","","","","","","","","    153.5"," ,E","","","","","     14.96","E"
"TS000060765","1953","33.88","10.1","4.0","GABES, TS","        44","E","        14","E","         2","E","         0"," ","         3","E","","","","","","","   -1.0","E,0123, ","  57.1"," ,E,1114, ","","","","","-1.0","E,0123","","","","","","","    232.9"," ,E","","","","","     14.52","E"
"TS000060765","1954","33.88","10.1","4.0","GABES, TS","","","","","","","         0"," ","         0","E","","","","","","","    0.3","E,0103, ","","","","","","","","","","","","","","","","","","","","","     13.86","E"
"TS000060765","1955","33.88","10.1","4.0","GABES, TS","","","","","","","         0"," ","         0","E","","","","","","","    3.5","E,1128, ","","","","","","","","","","","","","","","","","","","","","     15.62","E"
"TS000060765","1956","33.88","10.1","4.0","GABES, TS","","","","","","","         0"," ","         4","E","","","","","","","   -1.5","E,0205, ","","","","","","","-1.2","E,0222","","","","","","","","","","","","","     13.59","E"
"TS000060765","1958","33.88","10.1","4.0","GABES, TS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     797.7","7","     797.7"," ","","","","","","","",""
"TS000060765","1975","33.88","10.1","4.0","GABES, TS","","","","","","","         0","I","         0","I","         0","I","       194","I","        15","I","    3.0","I,1204,+","","","   42.0","I,0630, ","","","","","","","","","","","","","     19.18","I","     23.38","I","     14.98","I"
"TS000060765","1977","33.88","10.1","4.0","GABES, TS","","","","","","","         0","I","         0","I","","","","","","","    4.0","I,1221,+","","","","","","","","","","","","","","","","","","","","","     15.82","I"
"TS000060765","1978","33.88","10.1","4.0","GABES, TS","","","","","","","         0","I","         1","I","","","","","","","   -0.1","I,0328, ","","","","","","","-0.1","I,0328","","","","","","","","","","","","","     14.85","I"
"TS000060765","1979","33.88","10.1","4.0","GABES, TS","","","","","","","","","","","         0","I","       219","I","        19","I","","","","","   43.0","I,0722, ","","","","","","","","","","","","","","","     24.13","I","",""
"TS000060765","1980","33.88","10.1","4.0","GABES, TS","","","","","","","         0","I","         0","I","         0","I","       208","I","        10","I","    2.0","I,1215,+","","","   40.0","I,0608, ","","","","","","","","","","","","","     19.07","I","     23.42","I","     14.73","I"
"TS000060765","1981","33.88","10.1","4.0","GABES, TS","","","","","","","","","","","         0","I","       211","I","        17","I","","","","","   41.0","I,0808, ","","","","","","","","","","","","","","","     23.79","I","",""
"TS000060765","1983","33.88","10.1","4.0","GABES, TS","        29","I","        10","I","         2","I","","","","","         0","I","       227","I","        25","I","","","  31.0"," ,I,1101, ","   41.4","I,0917, ","","","","","","","","","","","    148.0"," ,I","","","     24.15","I","",""
"TS000060765","1984","33.88","10.1","4.0","GABES, TS","        41","I","        17","I","         3","I","","","","","","","","","","","","","  88.9"," ,I,1101, ","","","","","","","","","","","","","    343.2"," ,I","","","","","",""
"TS000060765","1985","33.88","10.1","4.0","GABES, TS","        24","I","        12","I","         0","I","","","","","","","","","","","","","  17.0"," ,I,1008, ","","","","","","","","","","","","","     94.7"," ,I","","","","","",""
"TS000060765","1987","33.88","10.1","4.0","GABES, TS","        31","I","        14","I","         0","I","","","","","         0","I","       213","I","        39","I","","","  13.0"," ,I,1226, ","   38.8","I,0730, ","","","","","","","","","","","    111.7"," ,I","","","     24.29","I","",""
"TS000060765","1988","33.88","10.1","4.0","GABES, TS","        33","I","        11","I","         1","I","","","","","         0","I","       228","I","        31","I","","","  33.0"," ,I,1117, ","   41.6","I,0901, ","","","","","","","","","","","    151.5"," ,I","","","     24.32","I","",""
"TS000060765","1990","33.88","10.1","4.0","GABES, TS","        54","I","        28","I","         4","I","","","","","         0","I","       221","I","        35","I","","","  88.9"," ,I,0122, ","   40.4","I,0924, ","","","","","","","","","","","    423.7"," ,I","","","     24.52","I","",""
"TS000060765","1991","33.88","10.1","4.0","GABES, TS","        28","I","        13","I","         2","I","","","","","","","","","","","","","  39.1"," ,I,0917, ","","","","","","","","","","","","","    144.9"," ,I","","","","","",""
"TS000060765","1992","33.88","10.1","4.0","GABES, TS","        38","I","        17","I","         0","I","","","","","","","","","","","","","  24.9"," ,I,0506, ","","","","","","","","","","","","","    169.3"," ,I","","","","","",""
"TS000060765","1994","33.88","10.1","4.0","GABES, TS","        30","I","        15","I","         2","I","","","","","","","","","","","","","  70.1"," ,I,0425, ","","","","","","","","","","","","","    246.5"," ,I","","","","","",""
"TS000060765","1995","33.88","10.1","4.0","GABES, TS","        38","I","        25","I","         8","I","","","","","","","","","","","",""," 131.1"," ,I,0920, ","","","","","","","","","","","","","    659.7"," ,I","","","","","",""
"TS000060765","1996","33.88","10.1","4.0","GABES, TS","        38","I","        19","I","         1","I","","","","","         0","I","       229","I","        29","I","",""," 101.1"," ,I,0108, ","   44.0","I,0730, ","","","","","","","","","","","    242.9"," ,I","","","     24.33","I","",""
"TS000060765","1997","33.88","10.1","4.0","GABES, TS","        35","I","        14","I","         2","I","","","","","         0","I","       230","I","        26","I","","","  65.0"," ,I,0906, ","   38.3","I,0506, ","","","","","","","","","","","    199.6"," ,I","","","     24.54","I","",""
"TS000060765","1998","33.88","10.1","4.0","GABES, TS","        28","I","        11","I","         0","I","","","","","","","","","","","","","  23.9"," ,I,1021, ","","","","","","","","","","","","","    123.2"," ,I","","","","","",""
"TS000060765","2005","33.88","10.1","4.0","GABES, TS","        38","S","        13","S","         2","S","","","","","","","","","","","","","  46.0"," ,S,1214, ","","","","","","","","","","","","","    146.5"," ,S","","","","","",""
"TS000060765","2006","33.88","10.1","4.0","GABES, TS","        33","S","        21","S","         6","S","","","","","","","","","","","","","  93.0"," ,S,0912, ","","","","","","","","","","","","","    399.5"," ,S","","","","","",""
"TS000060765","2007","33.88","10.1","4.0","GABES, TS","        35","S","        18","S","         4","S","","","","","","","","","","","",""," 115.6"," ,S,1016, ","","","","","","","","","","","","","    351.0"," ,S","","","","","",""
"TS000060765","2008","33.88","10.1","4.0","GABES, TS","        28","S","         9","S","         1","S","","","","","","","","","","","","","  53.8"," ,S,1110, ","","","","","","","","","","","","","    132.3"," ,S","","","","","",""
"TS000060765","2009","33.88","10.1","4.0","GABES, TS","        36","S","        13","S","         2","S","","","","","","","","","","","","","  26.2"," ,S,0923, ","","","","","","","","","","","","","    155.3"," ,S","","","","","",""
"TS000060765","2010","33.88","10.1","4.0","GABES, TS","        33","S","        14","S","         0","S","","","","","","","","","","","","","  20.8"," ,S,0418, ","","","","","","","","","","","","","    135.7"," ,S","","","","","",""
"TS000060765","2011","33.88","10.1","4.0","GABES, TS","        49","S","        15","S","         2","S","","","","","","","","","","","","","  44.2"," ,S,1004, ","","","","","","","","","","","","","    209.0"," ,S","","","","","",""
"TS000060765","2022","33.88","10.1","4.0","GABES, TS","        24","S","         7","S","         0","S","","","","","","","","","","","","","   6.1"," ,S,0924,+","","","","","","","","","","","","","     48.2"," ,S","","","","","",""
