"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003902","1960","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","        0","","","","","","","","","","","","","","        59"," ","","","        32"," ","","","     0","T,X,0225,+","","","","","","","","","","","","","","","","","","","","","","","","","    1392.7","7","    1392.7","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","1963","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","1970","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        39"," ","","","        17"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2006","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        38"," ","         4"," ","        29"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2007","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","       4.4","W","   1379.5","","    1379.5","W","       107","W","        68","W","        17","W","","","","","         0","W","        27","W","         2","W","       270","W","        62","W","        94"," ","         7"," ","        68"," ","   -8.2","W,0216, ","","","",""," 115.3"," ,W,0524, ","   36.7","W,0813, ","-2.7","W,1216","-2.7","W,1216","-4.9","W,1223","","","0.0","W,0408","-8.2","W,0216","-8.2","W,0216","-8.2","W,0216","","","    1007.1","1","    1007.1","W","   1243.2"," ,W","","","     19.18","W","     24.61","W","     13.75","W","       330","W","       320","W","","","      24.6","W","      31.7","W","",""
"USW00003902","2008","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        16"," ","         4"," ","        24"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2009","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","   1872.7","","    1872.7","W","","","","","","","","","","","         0","W","        22","W","         0","W","       275","W","       119","W","","","","","","","   -5.5","W,0128, ","","","","","","","   42.8","W,0726,+","0.0","W,1204","-3.8","W,1205","","","","","0.0","W,0302","-3.8","W,0129","-5.5","W,0128","","","","","     891.3","3","     891.3","W","","","","","     21.32","W","     27.63","W","     15.01","W","       270","W","       280","W","","","      20.1","W","      26.8","W","",""
"USW00003902","2010","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2011","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        38"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       270","W","       170","W","","","      20.1","W","      75.1","W","",""
"USW00003902","2012","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        39"," ","         5"," ","        49"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2013","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","       4.5","W","","","","","        78","W","        44","W","         9","W","","","","","","","","","","","","","","","       114"," ","        17"," ","        54"," ","","","","","","","  78.0"," ,W,0715, ","","","","","","","","","","","","","","","","","","","","","","","","","    758.1"," ,W","","","","","","","","","       160","W","       290","W","","","      17.0","W","      21.9","W","",""
"USW00003902","2014","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        49"," ","         3"," ","        34"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2022","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        42"," ","         7"," ","        25"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2023","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","       4.0","W","   1885.4","","    1885.4","W","        70","W","        38","W","         7","W","","","","","         0","W","        11","W","         2","W","       274","W","       122","W","        88"," ","        12"," ","        44"," ","   -3.2","W,0131, ","","","","","  53.1"," ,W,0916, ","   42.2","W,0817, ","-1.6","W,1226","","","","","","","0.0","W,0319","-2.7","W,0201","","","","","","","     979.6","6","     979.6","W","    601.8"," ,W","","","     21.09","W","     27.26","W","     14.91","W","       270","W","","","","","      18.3","W","","","",""
"USW00003902","2024","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        82"," ","        19"," ","        36"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     798.9","9","     798.9","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00003902","2025","31.06667","-97.83333","309.4","ROBERT GRAY ARMY AIR FIELD, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        21"," ","         2"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
