"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00513099","1955","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       247","0","       109","0","        20","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 173.0"," ,0,1112, ","","","","","","","","","","","","","   2128.8"," ,0","        0"," ,0","","","","","",""
"USC00513099","1956","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       214","0","       102","0","        26","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 133.9"," ,0,0112, ","","","","","","","","","","","","","   2170.3"," ,0","        0"," ,0","","","","","",""
"USC00513099","1957","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       193","0","        97","0","        18","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 193.8"," ,0,0118, ","","","","","","","","","","","","","   1829.3"," ,0","        0"," ,0","","","","","",""
"USC00513099","1958","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       223","0","       112","0","        16","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 127.0"," ,0,1229, ","","","","","","","","","","","","","   1654.8"," ,0","        0"," ,0","","","","","",""
"USC00513099","1959","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       212","0","        89","0","        15","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.3"," ,0,0118, ","","","","","","","","","","","","","   1440.0"," ,0","        0"," ,0","","","","","",""
"USC00513099","1960","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       203","0","        73","0","        13","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 103.6"," ,0,0219, ","","","","","","","","","","","","","   1319.0"," ,0","        0"," ,0","","","","","",""
"USC00513099","1961","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       214","0","       103","0","        19","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.4"," ,0,0411, ","","","","","","","","","","","","","   1841.4"," ,0","        0"," ,0","","","","","",""
"USC00513099","1962","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       181","0","       116","0","        23","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 138.4"," ,0,0425, ","","","","","","","","","","","","","   2376.7"," ,0","        0"," ,0","","","","","",""
"USC00513099","1963","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       173","0","       100","0","        21","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 178.8"," ,0,0116, ","","","","","","","","","","","","","   1995.3"," ,0","        0"," ,0","","","","","",""
"USC00513099","1964","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       215","0","       125","0","        23","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.4"," ,0,1217, ","","","","","","","","","","","","","   2240.2"," ,0","        0"," ,0","","","","","",""
"USC00513099","1965","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       234","0","       136","0","        24","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.1"," ,0,0129, ","","","","","","","","","","","","","   2433.0"," ,0","        0"," ,0","","","","","",""
"USC00513099","1966","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     46.2","","      46.2","0","       191","0","        79","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       178","0","         0","0","","","    3.3","0,0305,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.2"," ,0,1104, ","   25.6","0,1006,+","","","","","","","","","","","   1396.1"," ,0","        0"," ,0","     15.49","0","     20.45","0","     10.52","0"
"USC00513099","1967","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     88.3","","      88.3","0","       209","0","       123","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       187","0","         0","0","","","    3.9","0,0315,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 191.8"," ,0,1209, ","   26.7","0,0820, ","","","","","","","     953.8","8","     953.8","0","   2701.7"," ,0","        0"," ,0","     15.97","0","     20.53","0","     11.41","0"
"USC00513099","1968","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","    126.6","","     126.6","0","       196","0","       101","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       216","0","         0","0","","","    3.3","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 153.7"," ,0,1002, ","   26.7","0,1007,+","","","","","","","     901.3","3","     901.3","0","   2496.9"," ,0","        0"," ,0","     16.40","0","     21.14","0","     11.67","0"
"USC00513099","1969","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     41.9","","      41.9","0","       232","0","       101","0","        10","0","        0","","         0","0","         0","0","         0","0","         0","0","       172","0","         0","0","","","    0.6","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 425.5"," ,0,0106, ","   25.6","0,1008,+","","","","","","","     916.4","4","     916.4","0","   1689.7"," ,0","        0"," ,0","     15.70","0","     20.12","0","     11.28","0"
"USC00513099","1970","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","    1012.0","0","    1012.0"," ","","","        0"," ,0","","","","","",""
"USC00513099","1971","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     18.2","","      18.2","0","       219","0","       102","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       181","0","         0","0","","","    1.7","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 132.1"," ,0,0128, ","   25.6","0,0922,+","","","","","","","","","","","   1824.4"," ,0","        0"," ,0","     15.67","0","     20.48","0","     10.87","0"
"USC00513099","1972","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     35.4","","      35.4","0","       204","0","        92","0","        22","0","        0","","         0","0","         0","0","         0","0","         0","0","       170","0","         0","0","","","    2.2","0,0331,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 103.1"," ,0,0303, ","   26.7","0,0829, ","","","","","","","    1060.6","6","    1060.6","0","   1758.4"," ,0","        0"," ,0","     15.43","0","     20.09","0","     10.77","0"
"USC00513099","1973","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     17.0","","      17.0","0","       234","0","        87","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       167","0","         0","0","","","    2.8","0,1220,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 222.3"," ,0,1202, ","   26.7","0,0825, ","","","","","","","    1105.3","3","    1105.3","0","   1417.3"," ,0","        0"," ,0","     15.42","0","     20.31","0","     10.53","0"
"USC00513099","1974","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     21.4","","      21.4","0","       230","0","       116","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       190","0","         0","0","","","    3.9","0,1206,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.9"," ,0,0101, ","   26.7","0,0831, ","","","","","","","     925.8","8","     925.8","0","   1971.8"," ,0","        0"," ,0","     15.89","0","     20.65","0","     11.12","0"
"USC00513099","1975","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     11.9","","      11.9","0","       194","0","        61","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       170","0","         0","0","","","    3.3","0,1220, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 204.5"," ,0,0329, ","   26.1","0,0906,+","","","","","","","    1039.6","6","    1039.6","0","   1451.7"," ,0","        0"," ,0","     15.39","0","     20.34","0","     10.44","0"
"USC00513099","1976","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     20.1","","      20.1","0","       222","0","        97","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       147","0","         0","0","","","    3.3","0,0202, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 160.5"," ,0,0206, ","   26.7","0,0807, ","","","","","","","    1071.0","0","    1071.0","0","   1539.0"," ,0","        0"," ,0","     15.31","0","     19.76","0","     10.85","0"
"USC00513099","1977","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     28.6","","      28.6","0","       205","0","        88","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       177","0","         0","0","","","    2.8","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.8"," ,0,1203, ","   26.7","0,0622, ","","","","","","","    1022.3","3","    1022.3","0","   1326.1"," ,0","        0"," ,0","     15.85","0","     20.50","0","     11.19","0"
"USC00513099","1978","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     34.9","","      34.9","0","       207","0","        94","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       168","0","         0","0","","","    1.7","0,0224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  74.2"," ,0,1204, ","   25.6","0,0724, ","","","","","","","    1022.1","1","    1022.1","0","   1362.4"," ,0","        0"," ,0","     15.54","0","     20.33","0","     10.75","0"
"USC00513099","1979","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","    1107.6","6","    1107.6","0","","","        0"," ,0","","","","","",""
"USC00513099","1980","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     18.6","","      18.6","0","       190","0","       111","0","        18","0","        0","","         0","0","         0","0","         1","0","         0","0","       177","0","         0","0","","","    0.0","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.0"," ,0,1206, ","   25.6","0,0908,+","","","0.0","0,0205","","","","","","","   1588.6"," ,0","        0"," ,0","     15.79","0","     20.36","0","     11.22","0"
"USC00513099","1981","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     32.0","","      32.0","0","       193","0","       101","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       189","0","         0","0","","","    0.6","0,0208, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 182.9"," ,0,1225, ","   30.0","0,0919, ","","","","","","","     961.3","3","     961.3","0","   1688.9"," ,0","        0"," ,0","     16.02","0","     20.59","0","     11.44","0"
"USC00513099","1982","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","     811.1","1","     811.1","0","","","        0"," ,0","","","","","",""
"USC00513099","1983","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     10.6","","      10.6","0","       198","0","        83","0","         9","0","        0","","         0","0","         0","0","         2","0","         0","0","       179","0","         0","0","","","    0.0","0,0211,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.4"," ,0,1225, ","   27.8","0,0420, ","","","0.0","0,0211","","","","","","","   1053.9"," ,0","        0"," ,0","     15.31","0","     20.13","0","     10.49","0"
"USC00513099","1984","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     15.6","","      15.6","0","       190","0","        67","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       210","0","         0","0","","","    2.8","0,0306, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.5"," ,0,1224, ","   28.3","0,0416, ","","","","","","","     884.5","5","     884.5","0","   1075.6"," ,0","        0"," ,0","     16.01","0","     20.91","0","     11.09","0"
"USC00513099","1985","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       202","0","       106","0","        18","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.9"," ,0,1115, ","","","","","","","","","","","","","   1840.2"," ,0","        0"," ,0","","","","","",""
"USC00513099","1986","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     16.0","","      16.0","0","       203","0","        87","0","        11","0","","","         0","0","         0","0","         0","0","         0","0","       123","0","         0","0","","","    0.6","0,0205, ","","","     0"," ,0,1231,+","  70.4"," ,0,0222, ","   25.6","0,0806, ","","","","","","","    1174.4","4","    1174.4","0","   1164.7"," ,0","        0"," ,0","     15.06","0","     19.64","0","     10.48","0"
"USC00513099","1987","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       221","0","       104","0","        20","0","","","         0","0","","","","","         0","0","        11","0","         0","0","","","","","","","     0"," ,0,1231,+"," 172.5"," ,0,1217, ","   22.2","0,0908,+","","","","","","","","","","","   2074.1"," ,0","        0"," ,0","","","     16.83","0","",""
"USC00513099","1988","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       188","0","        85","0","        14","0","        0","","         0","0","         0","0","         9","0","","","","","","","","","   -1.7","0,0306,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 133.4"," ,0,1104, ","","","-0.6","0,1227","0.0","0,0408","","","","","","","   1261.6"," ,0","        0"," ,0","","","","","      5.79","0"
"USC00513099","1989","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       199","0","        86","0","        23","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 154.9"," ,0,0302, ","","","","","","","","","","","","","   2145.1"," ,0","        0"," ,0","","","","","",""
"USC00513099","1990","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00513099","1991","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","   1544.3"," ,0","        0"," ,0","","","","","",""
"USC00513099","1992","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","    1170.5","5","    1170.5","0","   1579.0"," ,0","        0"," ,0","","","","","",""
"USC00513099","1993","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","   1254.4"," ,0","        0"," ,0","","","","","",""
"USC00513099","1994","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","     24.5","","      24.5","0","       148","0","        75","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       105","0","         0","0","","","    1.7","0,0130,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.4"," ,0,1003, ","   26.1","0,0714, ","","","","","","","","","","","   1260.8"," ,0","        0"," ,0","     15.24","0","     19.32","0","     11.15","0"
"USC00513099","1995","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      7.6","","       7.6","0","       172","0","        87","0","        16","0","        0","","         0","0","         0","0","         2","0","         0","0","       115","0","         0","0","","","   -0.6","0,0213,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 158.8"," ,0,1110, ","   24.4","0,0807, ","","","-0.6","0,0213","","","    1154.6","6","    1154.6","0","   1664.5"," ,0","        0"," ,0","     14.94","0","     19.42","0","     10.47","0"
"USC00513099","1996","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      4.9","","       4.9","0","       163","0","        96","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       145","0","         0","0","","","    0.6","0,0308, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 171.5"," ,0,1221, ","   25.0","0,0830, ","","","","","","","    1186.3","3","    1186.3","0","   2217.6"," ,0","        0"," ,0","     14.97","0","     19.44","0","     10.50","0"
"USC00513099","1997","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      5.9","","       5.9","0","       159","0","        87","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       144","0","         0","0","","","    2.8","0,0321,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 113.0"," ,0,0105, ","   25.0","0,0529,+","","","","","","","    1176.8","8","    1176.8","0","   1739.9"," ,0","        0"," ,0","     14.91","0","     19.47","0","     10.35","0"
"USC00513099","1998","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      1.7","","       1.7","0","       181","0","       102","0","         9","0","","","         0","0","         0","0","         0","0","         0","0","        63","0","         0","0","","","    0.6","0,0128, ","","","     0"," ,0,1231,+","  63.5"," ,0,0410, ","   25.0","0,0722, ","","","","","","","    1421.9","9","    1421.9","0","   1038.8"," ,0","        0"," ,0","     14.31","0","     18.68","0","      9.96","0"
"USC00513099","1999","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       192","0","        95","0","         9","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,1211, ","","","","","","","","","","","","","   1020.4"," ,0","        0"," ,0","","","","","",""
"USC00513099","2000","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      4.3","","       4.3","0","       150","0","        63","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       116","0","         0","0","","","    1.1","0,0221,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.5"," ,0,1205, ","   24.4","0,0731, ","","","","","","","    1353.6","6","    1353.6","0","    754.0"," ,0","        0"," ,0","     14.81","0","     19.68","0","      9.94","0"
"USC00513099","2001","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      4.4","","       4.4","0","       157","0","        82","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","        89","0","         0","0","","","    1.7","0,1115, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 146.3"," ,0,1127, ","   26.1","0,0818, ","","","","","","","    1235.6","6","    1235.6","0","   1079.6"," ,0","        0"," ,0","     14.93","0","     19.43","0","     10.44","0"
"USC00513099","2002","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      1.4","","       1.4","0","       153","0","        91","0","        16","0","        0","","         0","0","         0","0","         2","0","         0","0","        90","0","         0","0","","","   -0.6","0,1203, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 133.6"," ,0,0325, ","   23.9","0,1005, ","-0.6","0,1203","","","","","    1254.9","9","    1254.9","0","   1504.3"," ,0","        0"," ,0","     14.68","0","     19.28","0","     10.09","0"
"USC00513099","2003","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      7.0","","       7.0","0","       193","0","       101","0","        15","0","        0","","         0","0","         0","0","         3","0","         0","0","        98","0","         0","0","","","   -0.6","0,0211,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 100.8"," ,0,0214, ","   24.4","0,0719, ","","","-0.6","0,0211","","","    1376.5","5","    1376.5","0","   1766.7"," ,0","        0"," ,0","     14.75","0","     19.21","0","     10.29","0"
"USC00513099","2004","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","      6.5","","       6.5","0","       217","0","       114","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","        97","0","         0","0","","","    2.2","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 177.8"," ,0,0227, ","   24.4","0,1013, ","","","","","","","    1202.2","2","    1202.2","0","   2097.0"," ,0","        0"," ,0","     15.08","0","     19.20","0","     10.97","0"
"USC00513099","2005","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       199","0","        92","0","        16","0","        0","","         0","0","","","","","         0","0","       110","0","         0","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 171.5"," ,0,0117, ","   23.9","0,1017,+","","","","","","","","","","","   1535.5"," ,0","        0"," ,0","","","     19.24","0","",""
"USC00513099","2006","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       195","0","       107","0","        24","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.3"," ,0,0302, ","","","","","","","","","    1130.4","4","    1130.4"," ","   1887.4"," ,0","        0"," ,0","","","","","",""
"USC00513099","2008","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","       179","0","        95","0","         8","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 241.3"," ,0,1213, ","","","","","","","","","","","","","   1434.7"," ,0","        0"," ,0","","","","","",""
"USC00513099","2010","22.1297","-159.6586","1097.3","KANALOHULUHULU 1075, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
