"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00488995","1932","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    296.7","","     296.7","0","        58","0","        36","0","         0","0","","","        10","0","        31","0","       185","0","        42","0","       143","0","        32","0","         4"," ","         3"," ","  -33.9","0,1212, ","","","   102"," ,0,1211,+","  22.1"," ,0,0424, ","   36.7","0,0810, ","0.0","0,1004","-7.2","0,1005","-7.2","0,1005","-7.2","0,1005","-9.4","0,1020","-1.7","0,0516","-6.1","0,0501","-6.1","0,0501","-6.7","0,0426","-9.4","0,0330","    3979.3","3","","","","","","","    3979.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    241.6"," ,0","      549"," ,0","      7.70","0","     15.95","0","     -0.55","0"
"USC00488995","1933","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    380.0","","     380.0","0","        57","0","        29","0","         3","0","","","         5","0","        10","0","       170","0","        16","0","       159","0","        47","0","         1"," ","         1"," ","  -33.9","0,0209, ","","","    38"," ,0,0409, ","  54.6"," ,0,0420, ","   39.4","0,0728, ","-3.3","0,1001","-3.3","0,1001","-6.1","0,1013","-9.4","0,1021","-9.4","0,1021","0.0","0,0510","-2.8","0,0417","-5.6","0,0415","-7.8","0,0414","-9.4","0,0411","    4040.1","1","","","","","","","    4040.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    334.6"," ,0","      179"," ,0","      9.54","0","     18.11","0","      0.97","0"
"USC00488995","1934","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    370.5","","     370.5","0","        61","0","        28","0","         1","0","","","        13","0","         4","0","       179","0","         8","0","       176","0","        45","0","         1"," ","         1"," ","  -33.3","0,0226, ","","","   127"," ,0,0224, ","  45.5"," ,0,0615, ","   38.9","0,0715, ","-3.3","0,0915","-3.3","0,0915","-4.4","0,0925","-8.3","0,0926","-14.4","0,1122","0.0","0,0513","-2.2","0,0427","-4.4","0,0420","-7.2","0,0408","-9.4","0,0330","    3130.3","3","","","","","","","    3130.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    266.7"," ,0","      747"," ,0","     10.29","0","     19.40","0","      1.18","0"
"USC00488995","1935","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    319.9","","     319.9","0","        70","0","        36","0","         3","0","","","        11","0","        10","0","       184","0","        18","0","       143","0","        35","0","         3"," ","         4"," ","  -31.7","0,0121, ","","","   114"," ,0,0224, ","  38.4"," ,0,0611, ","   38.9","0,0810,+","-3.3","0,0928","-3.3","0,0928","-6.7","0,1018","-6.7","0,1018","-12.8","0,1023","-3.3","0,0509","-3.3","0,0509","-4.4","0,0504","-11.1","0,0415","-11.1","0,0415","    3624.9","9","","","","","","","    3624.9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    398.6"," ,0","      609"," ,0","      8.59","0","     17.13","0","      0.04","0"
"USC00488995","1936","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    467.4","","     467.4","0","        64","0","        32","0","         0","0","","","        15","0","        33","0","       176","0","        42","0","       158","0","        61","0","","","         2"," ","  -36.1","0,0208, ","","","   165"," ,0,1107, ","  21.6"," ,0,0721, ","   40.0","0,0705, ","0.0","0,0918","-5.0","0,1007","-5.0","0,1007","-8.9","0,1022","-8.9","0,1022","-0.6","0,0501","-2.2","0,0407","-17.8","0,0406","-17.8","0,0406","-17.8","0,0406","    4095.3","3","","","","","","","    4095.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    308.6"," ,0","     1129"," ,0","      8.59","0","     17.49","0","     -0.30","0"
"USC00488995","1937","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    387.5","","     387.5","0","        71","0","        27","0","         1","0","","","        14","0","        29","0","       189","0","        44","0","       152","0","        55","0","         4"," ","         1"," ","  -30.0","0,0201,+","","","   114"," ,0,1117, ","  36.6"," ,0,0712, ","   39.4","0,0622, ","-2.8","0,0924","-2.8","0,0924","-6.7","0,0925","-6.7","0,0925","-10.6","0,1105","-1.7","0,0522","-2.8","0,0427","-5.0","0,0426","-6.7","0,0409","-10.0","0,0327","    4105.1","1","","","","","","","    4105.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    303.4"," ,0","      794"," ,0","      8.19","0","     16.69","0","     -0.31","0"
"USC00488995","1938","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    329.3","","     329.3","0","        77","0","        28","0","         2","0","","","         6","0","        18","0","       171","0","        14","0","       167","0","        47","0","         1"," ","         2"," ","  -26.1","0,0216, ","","","   127"," ,0,0406, ","  44.2"," ,0,0713, ","   39.4","0,0802,+","-1.1","0,1009","-2.8","0,1018","-9.4","0,1019","-9.4","0,1019","-9.4","0,1019","0.0","0,0514","-2.2","0,0509","-8.3","0,0409","-8.3","0,0409","-13.9","0,0408","    3497.8","8","","","","","","","    3497.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    349.5"," ,0","      521"," ,0","      9.70","0","     18.75","0","      0.64","0"
"USC00488995","1939","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    383.6","","     383.6","0","        58","0","        23","0","         0","0","","","        10","0","        19","0","       174","0","        14","0","       189","0","        69","0","","","","","  -28.3","0,0210, ","","","   114"," ,0,0216, ","  21.6"," ,0,0829, ","   41.7","0,0711, ","-1.7","0,0930","-2.2","0,1010","-6.1","0,1102","-7.8","0,1110","-9.4","0,1117","-2.2","0,0513","-2.2","0,0513","-6.7","0,0421","-6.7","0,0421","-13.3","0,0406","    3528.6","6","","","","","","","    3528.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    181.2"," ,0","      566"," ,0","      9.95","0","     19.81","0","      0.09","0"
"USC00488995","1940","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    361.6","","     361.6","0","        84","0","        38","0","         1","0","","","        14","0","        18","0","       160","0","        26","0","       165","0","        54","0","","","","","  -32.2","0,1214, ","","","   114"," ,0,0311, ","  27.2"," ,0,0716, ","   39.4","0,0724, ","-2.8","0,1007","-2.8","0,1007","-5.0","0,1031","-7.2","0,1101","-11.1","0,1105","0.0","0,0519","-2.2","0,0501","-17.2","0,0412","-17.2","0,0412","-17.2","0,0412","    3363.9","9","","","","","","","    3363.9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    345.9"," ,0","      799"," ,0","      9.52","0","     17.95","0","      1.08","0"
"USC00488995","1941","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    297.3","","     297.3","0","        73","0","        38","0","         3","0","","","        10","0","        10","0","       169","0","        18","0","       152","0","        35","0","","","","","  -28.9","0,1227,+","","","   102"," ,0,0324, ","  50.8"," ,0,0712, ","   38.9","0,0723, ","-2.8","0,0909","-2.8","0,0909","-5.0","0,0928","-6.7","0,1030","-12.2","0,1031","-1.1","0,0422","-6.7","0,0421","-6.7","0,0421","-6.7","0,0421","-10.6","0,0326","    3401.4","4","","","","","","","    3401.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    452.5"," ,0","      649"," ,0","      9.42","0","     18.01","0","      0.83","0"
"USC00488995","1942","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    261.0","","     261.0","0","        71","0","        39","0","         5","0","","","        17","0","        21","0","       187","0","        20","0","       154","0","        35","0","","","","","  -36.1","0,0105, ","","","   191"," ,0,0319, ","  32.3"," ,0,0604, ","   37.8","0,0714, ","-3.3","0,0919","-3.3","0,0919","-8.3","0,0926","-8.3","0,0926","-12.2","0,1025","0.0","0,0520","-2.2","0,0507","-5.0","0,0401","-7.8","0,0331","-13.3","0,0321","    3830.4","4","","","","","","","    3830.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    442.3"," ,0","     1267"," ,0","      8.49","0","     17.26","0","     -0.28","0"
"USC00488995","1943","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    337.1","","     337.1","0","        60","0","        30","0","         0","0","","","        13","0","        11","0","       194","0","        10","0","       154","0","        48","0","","","","","  -32.2","0,0119, ","","","    76"," ,0,0318, ","  20.3"," ,0,0410, ","   38.3","0,0801,+","-2.8","0,0906","-2.8","0,0906","-4.4","0,1010","-8.3","0,1015","-8.9","0,1102","0.0","0,0604","-3.9","0,0512","-4.4","0,0331","-7.2","0,0324","-12.8","0,0321","    3709.4","4","","","","","","","    3709.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    251.1"," ,0","      584"," ,0","      9.01","0","     18.49","0","     -0.48","0"
"USC00488995","1944","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    240.5","","     240.5","0","        84","0","        46","0","         2","0","","","        21","0","        21","0","       191","0","        30","0","       150","0","        31","0","","","         1"," ","  -27.2","0,1226, ","","","   191"," ,0,0321, ","  28.7"," ,0,0704, ","   40.0","0,0808, ","0.0","0,0916","-2.8","0,1007","-7.2","0,1019","-7.2","0,1019","-9.4","0,1116","-2.2","0,0508","-2.2","0,0508","-5.6","0,0505","-8.3","0,0418","-11.7","0,0329","    3835.2","2","","","","","","","    3835.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    397.2"," ,0","     1453"," ,0","      8.14","0","     16.69","0","     -0.41","0"
"USC00488995","1945","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    250.0","","     250.0","0","        78","0","        45","0","         4","0","","","        19","0","        16","0","       185","0","        36","0","       139","0","        30","0","","","","","  -28.9","0,1219, ","","","   406"," ,0,0413, ","  67.1"," ,0,0413, ","   36.1","0,0819,+","-1.7","0,0913","-2.2","0,0925","-6.7","0,1019","-6.7","0,1019","-11.7","0,1109","0.0","0,0507","-4.4","0,0503","-4.4","0,0503","-11.1","0,0418","-11.1","0,0418","    3997.6","6","","","","","","","    3997.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    487.0"," ,0","     1489"," ,0","      7.98","0","     15.86","0","      0.10","0"
"USC00488995","1946","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    321.8","","     321.8","0","        66","0","        38","0","         1","0","","","         8","0","         6","0","       169","0","        10","0","       148","0","        39","0","","","","","  -25.0","0,1229, ","","","   178"," ,0,0403, ","  34.5"," ,0,0315, ","   38.9","0,0615, ","-1.7","0,0923","-3.9","0,1006","-6.1","0,1008","-7.8","0,1103","-21.1","0,1110","0.0","0,0519","-6.1","0,0511","-6.1","0,0511","-8.3","0,0318","-8.9","0,0310","    3498.1","1","","","","","","","    3498.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    337.9"," ,0","      658"," ,0","      9.84","0","     18.26","0","      1.42","0"
"USC00488995","1947","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    298.5","","     298.5","0","        85","0","        39","0","         2","0","","","        17","0","        11","0","       177","0","        32","0","       151","0","        37","0","","","         1"," ","  -25.0","0,1122, ","","","   127"," ,0,1230, ","  57.7"," ,0,0621, ","   36.7","0,0807, ","0.0","0,0915","-3.9","0,1023","-5.6","0,1106","-13.3","0,1107","-13.3","0,1107","-1.1","0,0613","-7.8","0,0529","-7.8","0,0529","-7.8","0,0529","-9.4","0,0328","    3815.6","6","","","","","","","    3815.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    456.4"," ,0","     1067"," ,0","      8.69","0","     16.70","0","      0.67","0"
"USC00488995","1948","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    288.9","","     288.9","0","        72","0","        32","0","         2","0","","","        13","0","        18","0","       179","0","        37","0","       156","0","        30","0","","","","","  -32.2","0,0311, ","","","   102"," ,0,0223, ","  47.8"," ,0,0622, ","   36.1","0,0816, ","-3.3","0,1008","-3.3","0,1008","-6.1","0,1011","-12.2","0,1017","-12.2","0,1017","0.0","0,0513","-3.9","0,0506","-8.3","0,0413","-8.3","0,0413","-10.0","0,0408","    3673.2","2","","","","","","","    3673.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    347.8"," ,0","      770"," ,0","      8.75","0","     16.56","0","      0.94","0"
"USC00488995","1949","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    291.9","","     291.9","0","        64","0","        33","0","         2","0","","","        11","0","        24","0","       175","0","        41","0","       153","0","        34","0","","","","","  -32.2","0,0121, ","","","   279"," ,0,0308, ","  57.2"," ,0,0606, ","   37.2","0,0720, ","-1.7","0,0913","-2.8","0,1011","-6.7","0,1015","-6.7","0,1015","-10.6","0,1121","0.0","0,0423","-5.6","0,0415","-5.6","0,0415","-7.2","0,0331","-14.4","0,0315","    3924.9","9","","","","","","","    3924.9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    344.9"," ,0","      823"," ,0","      8.67","0","     16.80","0","      0.55","0"
"USC00488995","1950","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    201.3","","     201.3","0","        61","0","        38","0","         2","0","","","         7","0","        18","0","       181","0","        21","0","       155","0","        30","0","","","","","  -26.7","0,0313, ","","","    89"," ,0,1123, ","  29.5"," ,0,0525, ","   36.7","0,0808, ","-2.2","0,1002","-2.2","0,1002","-5.0","0,1030","-12.8","0,1103","-12.8","0,1103","0.0","0,0519","-2.2","0,0508","-6.1","0,0430","-8.3","0,0420","-13.9","0,0404","    3701.5","5","","","","","","","    3701.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    356.9"," ,0","      424"," ,0","      8.67","0","     17.65","0","     -0.31","0"
"USC00488995","1951","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    186.8","","     186.8","0","        76","0","        41","0","         3","0","","","        12","0","        20","0","       190","0","        21","0","       148","0","        24","0","","","","","  -32.8","0,0201, ","","","   140"," ,0,0317, ","  32.8"," ,0,0424, ","   36.7","0,0707, ","0.0","0,0913","-3.3","0,0916","-6.1","0,1022","-12.2","0,1101","-12.2","0,1101","-1.7","0,0603","-2.8","0,0423","-7.8","0,0422","-7.8","0,0422","-12.2","0,0416","    3699.0","0","","","","","","","    3699.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    360.2"," ,0","      817"," ,0","      8.02","0","     16.71","0","     -0.67","0"
"USC00488995","1952","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    343.5","","     343.5","0","        64","0","        37","0","         3","0","","","         8","0","        19","0","       196","0","        27","0","       172","0","        46","0","","","","","  -30.0","0,0101, ","","","   229"," ,0,0224, ","  34.5"," ,0,0627, ","   40.0","0,0724, ","0.0","0,0902","-12.8","0,1006","-12.8","0,1006","-12.8","0,1006","-12.8","0,1006","-2.2","0,0511","-2.2","0,0511","-5.0","0,0414","-7.2","0,0409","-13.9","0,0323","    3741.2","2","","","","","","","    3741.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    349.0"," ,0","      737"," ,0","      8.95","0","     17.96","0","     -0.05","0"
"USC00488995","1953","42.0802","-104.2236","1249.1","TORRINGTON EXPERIMENTAL FARM, WY US","    312.6","","     312.6","0","        61","0","        36","0","         2","0","","","        10","0","         8","0","       178","0","        14","0","       170","0","        38","0","","","","","  -23.3","0,1209, ","","","   229"," ,0,0209, ","  39.1"," ,0,0606, ","   38.9","0,0629, ","-2.8","0,0921","-2.8","0,0921","-5.0","0,1023","-6.7","0,1026","-13.3","0,1120","-1.1","0,0514","-2.2","0,0513","-5.6","0,0512","-8.3","0,0419","-10.0","0,0418","    3622.4","4","","","","","","","    3622.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    335.3"," ,0","      727"," ,0","      9.94","0","     18.78","0","      1.10","0"
