"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013959","1951","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1750.3","","    1750.3","0","        69","0","        41","0","         5","0","        3","","         1","0","         0","0","        42","0","         5","0","       273","0","       116","0","        52"," ","","","        49"," ","  -14.4","0,0202, ","    25"," ,0,0214,+","    25"," ,0,0214, ","  42.2"," ,0,0913, ","   41.1","0,0817,+","-2.2","0,1102","-2.2","0,1102","-5.6","0,1118","-8.3","0,1216","","","-2.8","0,0314","-2.8","0,0314","-4.4","0,0215","-6.7","0,0203","-14.4","0,0202","    1130.2","2","","","    1130.2","0","","","","","","","","","","","    511.5"," ,0","       45"," ,0","     19.93","0","     26.42","0","     13.45","0","","","","","","","","","","","","","","","",""
"USW00013959","1952","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1550.6","","    1550.6","0","        57","0","        46","0","         6","0","        0","","         0","0","         0","0","        16","0","         0","0","       261","0","       112","0","        53"," ","","","        43"," ","   -5.0","0,1215, ","     0"," ,0,1231,+","     0","T,0,0523,+","  95.8"," ,0,1123, ","   40.6","0,0807,+","-1.1","0,1111","-5.0","0,1215","-5.0","0,1215","","","","","0.0","0,0324","-2.2","0,0105","","","","","","","     992.0","0","","","     992.0","0","","","","","","","","","","","    692.6"," ,0","        0","T,0","     19.65","0","     25.91","0","     13.38","0","","","","","","","","","","","","","","","",""
"USW00013959","1953","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1573.6","","    1573.6","0","        82","0","        49","0","         6","0","        1","","         1","0","         0","0","        14","0","         1","0","       257","0","       119","0","        74"," ","","","        48"," ","   -6.1","0,1224,+","    25"," ,0,0117, ","    38"," ,0,0116, "," 117.9"," ,0,0512, ","   40.6","0,0810,+","-1.1","0,1210","-4.4","0,1222","-4.4","0,1222","","","","","-2.8","0,0222","-2.8","0,0222","-6.1","0,0116","","","","","    1083.2","2","","","    1083.2","0","","","","","","","","","","","    813.9"," ,0","       38"," ,0","     19.74","0","     25.94","0","     13.55","0","","","","","","","","","","","","","","","",""
"USW00013959","1954","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1821.3","","    1821.3","0","        51","0","        31","0","         4","0","        0","","         0","0","         0","0","        21","0","         1","0","       277","0","       130","0","        52"," ","","","        37"," ","   -7.2","0,0122, ","     0","T,0,0305,+","     0","T,0,1228,+","  47.8"," ,0,0510, ","   42.2","0,0725, ","-1.7","0,1213","-2.2","0,1230","","","","","","","-1.7","0,0315","-2.2","0,0314","-5.0","0,0123","-7.2","0,0122","","","    1107.5","5","","","    1107.5","0","","","","","","","","","","","    379.0"," ,0","        0","T,0","     20.56","0","     27.09","0","     14.03","0","","","","","","","","","","","","","","","",""
"USW00013959","1955","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1639.0","","    1639.0","0","        71","0","        44","0","         7","0","        0","","         0","0","         0","0","        30","0","         0","0","       269","0","       119","0","        72"," ","","","        55"," ","   -6.7","0,1216, ","     0","T,0,0220, ","     0","T,0,1108,+","  46.5"," ,0,0320, ","   39.4","0,0809, ","-1.1","0,1117","-3.3","0,1128","-4.4","0,1212","-6.7","0,1216","","","-3.3","0,0328","-3.3","0,0328","-6.1","0,0211","","","","","    1042.7","7","","","    1042.7","0","","","","","","","","","","","    741.3"," ,0","        0","T,0","     19.68","0","     25.85","0","     13.51","0","","","","","","","","","","","","","","","",""
"USW00013959","1956","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1839.9","","    1839.9","0","        42","0","        21","0","         5","0","        1","","         0","0","         0","0","        36","0","         1","0","       278","0","       142","0","        40"," ","","","        36"," ","   -6.1","0,0119, ","    25"," ,0,0119, ","    23"," ,0,0118, ","  84.8"," ,0,0501, ","   40.6","0,0815, ","0.0","0,1117","-2.8","0,1127","","","","","","","-0.6","0,0316","-3.3","0,0308","-6.1","0,0119","","","","","    1151.2","2","","","    1151.2","0","","","","","","","","","","","    385.2"," ,0","       33"," ,0","     20.39","0","     27.11","0","     13.66","0","","","","","","","","","","","","","","","",""
"USW00013959","1957","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1511.8","","    1511.8","0","        97","0","        61","0","        14","0","        0","","         0","0","         0","0","        19","0","         0","0","       244","0","        98","0","       107"," ","","","        52"," ","   -7.2","0,0117, ","     0"," ,0,1231,+","     0","T,0,1124,+","  97.5"," ,0,0922, ","   42.2","0,0730, ","0.0","0,1028","-3.9","0,1211","","","","","","","-1.7","0,0308","-6.7","0,0118","-6.7","0,0118","-6.7","0,0118","","","    1081.8","8","","","    1081.8","0","","","","","","","","","","","   1243.0"," ,0","        0","T,0","     19.36","0","     24.81","0","     13.92","0","","","","","","","","","","","","","","","",""
"USW00013959","1958","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1518.1","","    1518.1","X","        81","X","        56","X","         9","X","        0","","         0","X","         0","X","        38","X","         0","X","       232","X","       104","X","        79"," ","","","        42"," ","   -7.2","X,1215, ","     0","T,X,1231,+","     0","T,X,1230,+"," 104.1"," ,X,0824, ","   40.0","X,0813, ","-1.7","X,1128","-4.4","X,1129","-4.4","X,1129","-6.7","X,1214","","","-1.1","X,0319","-5.0","X,0216","-5.0","X,0216","-6.7","X,0213","","","    1322.3","3","","","    1322.3","X","","","","","","","","","","","    897.6"," ,X","        0","T,X","     18.70","X","     24.37","X","     13.02","X","","","","","","","","","","","","","","","",""
"USW00013959","1959","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1487.2","","    1487.2","X","        89","X","        54","X","         9","X","        0","","         0","X","         0","X","        35","X","         1","X","       242","X","        99","X","        97"," ","","","        47"," ","  -11.7","X,0104, ","     0","T,X,0203,+","     0","T,X,1114,+","  84.3"," ,X,1004, ","   37.8","X,0830,+","-1.1","X,1106","-2.8","X,1107","-6.7","X,1118","-6.7","X,1118","","","0.0","X,0317","-2.8","X,0206","-8.3","X,0122","-8.3","X,0122","-11.7","X,0104","    1267.4","4","","","    1267.4","X","","","","","","","","","","","    859.3"," ,X","        0","T,X","     18.83","X","     24.74","X","     12.91","X","","","","","","","","","","","","","","","",""
"USW00013959","1960","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1610.6","","    1610.6","0","        81","0","        45","0","        10","0","        0","","         0","0","         0","0","        40","0","         0","0","       246","0","       125","0","       106"," ","","","        39"," ","   -7.2","0,0225, ","     0","T,0,0301,+","    10"," ,0,0224, ","  72.6"," ,0,1018, ","   40.6","0,0727, ","-1.1","0,1111","-5.0","0,1221","-5.0","0,1221","","","","","-0.6","0,0318","-2.8","0,0304","-4.4","0,0303","-7.2","X,0225","","","    1390.0","0","","","    1390.0","0","","","","","","","","","","","    753.3"," ,0","       10"," ,0","     19.02","0","     24.75","0","     13.29","0","","","","","","","","","","","","","","","",""
"USW00013959","1961","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1401.2","","    1401.2","0","        74","0","        49","0","        17","0","        0","","         1","0","         0","0","        27","0","         3","0","       257","0","        98","0","       101"," ","","","        37"," ","   -8.3","0,0129, ","     0","T,0,1212,+","    51"," ,0,0128, ","  70.9"," ,0,0605, ","   38.3","0,0804, ","-4.4","0,1212","-4.4","0,1212","-4.4","0,1212","","","","","-1.7","0,0208","-3.3","0,0130","-8.3","0,0129","-8.3","0,0129","","","    1179.1","1","","","    1179.1","0","","","","","","","","","","","   1085.4"," ,0","       59"," ,0","     18.86","0","     24.66","0","     13.06","0","","","","","","","","","","","","","","","",""
"USW00013959","1962","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1693.7","","    1693.7","0","        73","0","        43","0","         7","0","        0","","         1","0","         0","0","        31","0","         4","0","       259","0","       120","0","        71"," ","","","        40"," ","  -10.6","0,0111,+","     0","T,0,0228,+","    25"," ,0,0314, ","  47.8"," ,0,0908, ","   42.2","0,0810, ","-2.8","0,1211","-2.8","0,1211","-5.6","0,1212","","","","","0.0","0,0306","-2.2","0,0302","-5.6","0,0301","-10.0","0,0112","-10.0","0,0112","    1196.4","4","","","    1196.4","0","","","","","","","","","","","    574.6"," ,0","       25"," ,0","     19.86","0","     25.87","0","     13.84","0","","","","","","","","","","","","","","","",""
"USW00013959","1963","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1920.0","","    1920.0","0","        56","0","        35","0","         3","0","        1","","         2","0","         0","0","        49","0","         4","0","       270","0","       138","0","        66"," ","","","        39"," ","  -11.7","0,0124, ","    25"," ,0,1214, ","    25"," ,0,1213,+","  73.2"," ,0,0506, ","   39.4","0,0827,+","-1.7","0,1124","-2.2","0,1203","-6.1","0,1215","-7.8","0,1222","-10.0","0,1223","-1.1","0,0306","-3.9","0,0222","-5.6","0,0213","-8.3","0,0128","-8.9","0,0127","    1182.7","7","","","    1182.7","0","","","","","","","","","","","    497.4"," ,0","       50"," ,0","     19.99","0","     26.28","0","     13.69","0","","","","","","","","","","","","","","","",""
"USW00013959","1964","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1651.0","","    1651.0","0","        70","0","        45","0","         8","0","        3","","         3","0","         0","0","        44","0","         1","0","       268","0","       103","0","        85"," ","","","        38"," ","  -13.9","0,0114, ","   102"," ,0,0117, ","   117"," ,0,0116, ","  76.5"," ,0,0616, ","   41.1","0,0805,+","-0.6","0,1121","-2.2","0,1122","-4.4","0,1206","","","","","0.0","0,0326","-3.9","0,0222","-8.9","0,0117","-8.9","0,0117","-8.9","0,0117","    1321.4","4","","","    1321.4","0","","","","","","","","","","","    745.2"," ,0","      167"," ,0","     19.57","0","     25.75","0","     13.38","0","","","","","","","","","","","","","","","",""
"USW00013959","1965","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1694.8","","    1694.8","0","        76","0","        46","0","        15","0","        1","","         1","0","         0","0","        32","0","         0","0","       254","0","       109","0","       109"," ","        20"," ","        40"," ","   -6.7","0,0224, ","    51"," ,0,0224, ","    51"," ,0,0224, ","  83.8"," ,0,0509, ","   38.9","0,0820, ","-0.6","0,1220","-2.2","0,1226","","","","","","","0.0","0,0327","-5.6","0,0320","-5.6","0,0320","-6.7","0,0224","","","    1147.5","5","","","    1147.5","0","","","","","","","","","","","   1069.9"," ,0","       56"," ,0","     19.97","0","     25.63","0","     14.32","0","       170","X","","","","","","","      17.9","X","","","","","",""
"USW00013959","1966","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1584.4","","    1584.4","0","        63","0","        36","0","        10","0","        2","","         2","0","         0","0","        37","0","         2","0","       254","0","       103","0","        97"," ","        16"," ","        39"," ","  -11.1","0,0130,+","   127"," ,0,0223, ","   107"," ,0,0222, ","  69.1"," ,0,0424, ","   40.6","0,0731, ","-3.9","0,1210","-3.9","0,1210","-6.7","0,1211","-6.7","0,1211","-9.4","0,1224","-1.1","0,0324","-3.3","0,0307","-4.4","0,0306","-7.2","0,0203","-11.1","0,0130","    1229.7","7","","","    1229.7","0","","","","","","","","","","","    712.9"," ,0","      188"," ,0","     19.00","0","     24.79","0","     13.22","0","       180","X","","","","","","","      17.9","X","","","","","",""
"USW00013959","1967","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1723.9","","    1723.9","0","        68","0","        45","0","        11","0","        0","","         0","0","         0","0","        33","0","         0","0","       279","0","       111","0","        87"," ","        10"," ","        32"," ","   -6.7","0,0207,+","     0"," ,0,1231,+","     0","T,0,1227,+","  86.9"," ,0,0411, ","   40.6","0,0731,+","-0.6","0,1203","-2.2","0,1229","","","","","","","-2.8","0,0308","-2.8","0,0308","-6.7","0,0207","-6.7","0,0207","","","    1034.2","2","","","    1034.2","0","","","","","","","","","","","    837.7"," ,0","        0","T,0","     20.17","0","     26.08","0","     14.25","0","        40","X","","","","","","","      15.6","X","","","","","",""
"USW00013959","1968","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1415.4","","    1415.4","0","        93","0","        62","0","        11","0","        1","","         1","0","         0","0","        27","0","         2","0","       246","0","        80","0","       118"," ","        12"," ","        42"," ","   -7.2","0,0107, ","    25"," ,0,0223, ","    25"," ,0,0222, ","  68.6"," ,0,0509, ","   37.8","0,0810, ","0.0","0,1206","-2.2","0,1208","-5.6","0,1231","","","","","-1.1","0,0323","-3.3","0,0223","-5.0","0,0108","-7.2","0,0107","","","    1228.2","2","","","    1228.2","0","","","","","","","","","","","    932.6"," ,0","       25"," ,0","     18.70","0","     24.00","0","     13.39","0","       290","X","","","","","","","      15.6","X","","","","","",""
"USW00013959","1969","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1758.1","","    1758.1","0","        76","0","        49","0","        10","0","        0","","         0","0","         0","0","        14","0","         0","0","       251","0","       122","0","       132"," ","        12"," ","        46"," ","   -5.0","0,0105, ","     0","T,0,1230, ","     0","T,0,1230,+","  55.9"," ,0,0916, ","   44.4","0,0811, ","-0.6","0,1120","-3.9","0,1231","","","","","","","-2.2","0,0309","-2.2","0,0309","-5.0","0,0105","","","","","    1154.7","7","","","    1154.7","0","","","","","","","","","","","    800.0"," ,0","        0","T,0","     19.95","0","     25.68","0","     14.21","0","       160","X","","","","","","","      24.6","X","","","","","",""
"USW00013959","1970","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1578.0","","    1578.0","0","        72","0","        49","0","         9","0","        0","","         0","0","         0","0","        31","0","         1","0","       246","0","       100","0","       109"," ","        14"," ","        36"," ","   -7.8","0,0107, ","     0"," ,0,1231,+","     0","T,0,0118,+","  56.1"," ,0,0917, ","   41.1","0,0810, ","-1.1","0,1115","-4.4","0,1124","-4.4","0,1124","","","","","-1.1","0,0210","-3.9","0,0203","-4.4","0,0118","-7.2","0,0109","","","    1340.3","3","","","    1340.3","0","","","","","","","","","","","    713.1"," ,0","        0","T,0","     19.14","0","     24.83","0","     13.44","0","        40","X","","","","","","","      15.6","X","","","","","",""
"USW00013959","1971","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1613.7","","    1613.7","0","        71","0","        46","0","         6","0","        0","","         0","0","         0","0","        19","0","         0","0","       283","0","       104","0","       100"," ","        10"," ","        53"," ","   -7.2","0,0208, ","     0","T,0,0107, ","     0","T,0,0303,+","  72.6"," ,0,0725, ","   39.4","0,0716,+","0.0","0,1218","","","","","","","","","-1.7","0,0303","-4.4","0,0209","-4.4","0,0209","-7.2","0,0208","","","     947.1","1","","","     947.1","0","","","","","","","","","","","    691.4"," ,0","        0","T,0","     20.21","0","     26.10","0","     14.33","0","       160","X","","","","","","","      23.7","X","","","","","",""
"USW00013959","1972","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1606.1","","    1606.1","0","        72","0","        40","0","         9","0","        0","","         0","0","         0","0","        35","0","         1","0","       259","0","       114","0","       103"," ","        17"," ","        47"," ","   -7.8","0,0105, ","     0","T,0,1212,+","     0","T,0,1210,+","  94.5"," ,0,1021, ","   39.4","0,0626, ","0.0","0,1122","-3.3","0,1206","-6.1","0,1216","","","","","-0.6","0,0219","-3.3","0,0208","-5.0","0,0204","-7.2","0,0115","","","     930.8","8","","","     930.8","0","","","","","","","","","","","    727.1"," ,0","        0","T,0","     19.31","0","     25.21","0","     13.42","0","       170","X","","","","","       315","X","      16.5","X","","","","","      39.1","X"
"USW00013959","1973","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1391.6","","    1391.6","0","        96","0","        57","0","        16","0","        1","","         2","0","         0","0","        29","0","         4","0","       253","0","        89","0","       123"," ","        16"," ","        50"," ","  -15.6","0,0112, ","    51"," ,0,0111, ","    38"," ,0,0111, "," 113.5"," ,0,0715, ","   38.3","0,0823, ","0.0","0,1216","-5.0","0,1220","-5.0","0,1220","","","","","-2.2","0,0410","-2.2","0,0410","-6.1","0,0210","-15.6","0,0112","-15.6","0,0112","    1512.9","9","","","    1512.9","0","","","","","","","","","","","   1143.2"," ,0","       66"," ,0","     18.80","0","     24.29","0","     13.30","0","       230","X","","","","","       225","X","      19.2","X","","","","","      24.7","X"
"USW00013959","1974","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","   1543.8","","    1543.8","0","        87","0","        55","0","        12","0","        0","","         0","0","         0","0","        38","0","         2","0","       263","0","        99","0","       123"," ","        12"," ","        37"," ","   -7.2","0,0101, ","     0"," ,0,1231,+","     0","T,0,1225,+","  77.7"," ,0,1030, ","   41.7","0,0723, ","-0.6","0,1129","-2.8","0,1130","-5.0","0,1209","","","","","0.0","0,0324","-3.9","0,0225","-4.4","0,0112","-7.2","0,0101","","","     977.2","2","","","     977.2","0","","","","","","","","","","","    949.9"," ,0","        0","T,0","     19.41","0","     25.31","0","     13.52","0","       180","X","","","","","       135","X","      16.5","X","","","","","      22.6","X"
