"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024215","2007","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.3","W","    166.5","","     166.5","W","        77","W","        41","W","         8","W","         0","W","       132","W","         4","W","       152","W","        24","W","       105"," ","        10"," ","  -11.6","W,0115, ","  64.8"," ,W,0221, ","   37.8","W,0705, ","-0.5","W,0924","-2.7","W,1021","-4.9","W,1121","-8.8","W,1201","-10.5","W,1231","-2.7","W,0503","-2.7","W,0503","-4.9","W,0420","-9.3","W,0228","-9.3","W,0228","    2951.2","2","    2951.2","W","    613.8"," ,W","     10.25","W","     17.73","W","      2.77","W","       330","W","       220","W","       9.8","W","      24.1","W"
"USW00024215","2008","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.3","W","    190.6","","     190.6","W","        68","W","        37","W","         7","W","         0","W","       149","W","        15","W","       145","W","        22","W","       116"," ","        28"," ","  -14.3","W,1217, ","  64.5"," ,W,0104, ","   37.8","W,0815,+","0.0","W,1012","-2.7","W,1121","-4.9","W,1205","-12.7","W,1216","-12.7","W,1216","-2.1","W,0501","-2.7","W,0424","-7.7","W,0420","-7.7","W,0420","-9.9","W,0205","    3384.2","2","    3384.2","W","    643.3"," ,W","     10.03","W","     17.42","W","      2.64","W","       350","W","       320","W","       9.4","W","      17.9","W"
"USW00024215","2009","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.2","W","    204.9","","     204.9","W","        90","W","        54","W","         9","W","         0","W","       139","W","         5","W","       141","W","        39","W","       121"," ","        26"," ","  -16.6","W,1208, ","  85.6"," ,W,1013, ","   37.2","W,0729, ","0.0","W,1001","-2.7","W,1006","-4.9","W,1115","-9.9","W,1205","-9.9","W,1205","0.0","W,0513","-3.8","W,0416","-6.6","W,0404","-8.2","W,0305","-9.9","W,0212","    3001.4","4","    3001.4","W","    850.0"," ,W","     10.22","W","     17.66","W","      2.79","W","        30","W","        90","W","      13.4","W","      20.1","W"
"USW00024215","2010","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.1","W","    172.3","","     172.3","W","       130","W","        73","W","        17","W","         0","W","       126","W","         1","W","       125","W","        29","W","       164"," ","        36"," ","  -14.3","W,1231, ","  68.3"," ,W,0118, ","   36.7","W,0724, ","-1.0","W,1025","-3.2","W,1026","-5.5","W,1123","-9.3","W,1124","-9.3","W,1124","-2.7","W,0522","-2.7","W,0522","-6.6","W,0405","","","","","    3323.1","1","    3323.1","W","   1333.8"," ,W","      9.80","W","     16.35","W","      3.25","W","       330","W","       350","W","      13.9","W","      20.1","W"
"USW00024215","2011","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.2","W","    152.5","","     152.5","W","        97","W","        44","W","         9","W","         0","W","       144","W","         2","W","       128","W","        21","W","       128"," ","        26"," ","  -11.6","W,1222,+","  67.3"," ,W,0215, ","   35.0","W,0729, ","-1.0","W,1025","-3.8","W,1026","-5.5","W,1102","-7.1","W,1119","-11.6","W,1222","0.0","W,0603","-2.7","W,0501","-9.3","W,0227","-9.3","W,0227","-9.3","W,0227","    3309.0","0","    3309.0","W","    783.0"," ,W","      9.72","W","     16.79","W","      2.65","W","       330","W","       310","W","      13.4","W","      17.9","W"
"USW00024215","2012","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.1","W","    205.5","","     205.5","W","        95","W","        61","W","        15","W","         0","W","       130","W","         3","W","       156","W","        32","W","       135"," ","        25"," ","  -12.1","W,0117, ","  98.8"," ,W,1129, ","   37.2","W,0813,+","-1.0","W,1021","-4.3","W,1109","-5.5","W,1110","-7.1","W,1111","-9.9","W,1219","0.0","W,0626","-6.6","W,0406","-6.6","W,0406","-7.1","W,0319","-12.1","W,0117","    3081.8","8","    3081.8","W","   1123.0"," ,W","     10.57","W","     18.09","W","      3.04","W","       350","W","       230","W","       8.9","W","      17.4","W"
"USW00024215","2013","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.3","W","    253.1","","     253.1","W","        65","W","        27","W","         1","W","         0","W","       137","W","         8","W","       147","W","        37","W","        92"," ","        12"," ","  -17.1","W,1208, ","  26.4"," ,W,0305, ","   38.3","W,0721, ","-0.5","W,0927","-3.2","W,1117","-6.0","W,1124","-11.6","W,1204","-11.6","W,1204","0.0","W,0502","-2.7","W,0423","-4.9","W,0323","-7.1","W,0121","-12.7","W,0114","    2862.6","6","    2862.6","W","    254.6"," ,W","     10.91","W","     18.79","W","      3.03","W","       330","W","       320","W","       9.4","W","      19.2","W"
"USW00024215","2014","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.2","W","    290.7","","     290.7","W","        94","W","        63","W","        10","W","         0","W","        90","W","         0","W","       160","W","        45","W","       127"," ","        13"," ","   -8.8","W,0204, "," 103.1"," ,W,1211, ","   38.3","W,0707, ","-0.5","W,1026","-4.9","W,1116","-4.9","W,1116","-7.1","W,1231","","","-2.1","W,0428","-2.7","W,0322","-7.7","W,0205","-7.7","W,0205","","","    2760.8","8","    2760.8","W","    873.0"," ,W","     12.18","W","     19.80","W","      4.55","W","       330","W","       350","W","       8.1","W","      15.2","W"
"USW00024215","2015","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.1","W","    289.0","","     289.0","W","        85","W","        40","W","         6","W","         0","W","        97","W","         0","W","       167","W","        35","W","       119"," ","         9"," ","  -11.6","W,1128, "," 123.7"," ,W,0206, ","   37.8","W,0731,+","-2.1","W,1104","-2.7","W,1105","-4.9","W,1111","-8.2","W,1126","-9.3","W,1127","-1.0","W,0416","-2.7","W,0409","-5.5","W,0304","","","","","    2350.0","0","    2350.0","W","    677.4"," ,W","     12.21","W","     19.99","W","      4.43","W","       350","W","       290","W","       8.9","W","      17.0","W"
"USW00024215","2016","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.1","W","    271.5","","     271.5","W","       108","W","        76","W","        19","W","         0","W","        93","W","         2","W","       155","W","        41","W","       143"," ","        12"," ","  -13.2","W,0101, ","  65.3"," ,W,0305, ","   38.9","W,0729,+","-1.0","W,1001","-3.2","W,1117","-5.5","W,1206","-7.7","W,1207","-9.3","W,1218","-0.5","W,0426","-2.7","W,0308","-5.5","W,0115","-13.2","W,0101","-13.2","W,0101","    2704.5","5","    2704.5","W","   1373.7"," ,W","     11.50","W","     18.71","W","      4.29","W","       330","W","","","       8.9","W","",""
"USW00024215","2017","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.1","W","    374.1","","     374.1","W","        95","W","        64","W","        17","W","         0","W","       118","W","         2","W","       148","W","        54","W","       156"," ","        19"," ","  -16.0","W,0106, ","  85.6"," ,W,0406, ","   38.3","W,0902,+","-0.5","W,0922","-2.7","W,1105","-6.0","W,1118","","","","","-0.5","W,0610","-2.7","W,0415","-6.0","W,0301","-9.3","W,0227","-9.3","W,0227","    3027.3","3","    3027.3","W","   1171.1"," ,W","     11.04","W","     18.27","W","      3.81","W","       330","W","","","       7.6","W","",""
"USW00024215","2018","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.1","W","    234.3","","     234.3","W","        79","W","        50","W","         4","W","         0","W","       125","W","         1","W","       160","W","        35","W","       117"," ","        14"," ","   -8.8","W,0305,+","  35.6"," ,W,1216,+","   36.1","W,0726,+","-1.0","W,1011","-2.7","W,1015","-4.9","W,1108","-7.1","W,1111","","","0.0","W,0610","-3.8","W,0417","-4.9","W,0306","-8.8","W,0305","","","    2892.5","5","    2892.5","W","    601.6"," ,W","     11.02","W","     18.62","W","      3.41","W","       340","W","       330","W","       8.1","W","      14.8","W"
"USW00024215","2019","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","","","","","","","","","","","","","","","","","","","","","","","       149"," ","        28"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024215","2020","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.0","W","    300.3","","     300.3","W","        68","W","        39","W","         3","W","         0","W","       136","W","         0","W","       166","W","        43","W","       104"," ","        12"," ","   -7.7","W,1223,+","  39.6"," ,W,0116, ","   37.2","W,0903,+","0.0","W,1023","-4.3","W,1025","-6.0","W,1026","-7.7","W,1112","","","-1.6","W,0504","-2.7","W,0327","-4.9","W,0325","","","","","","","","","    418.4"," ,W","     11.37","W","     19.11","W","      3.64","W","       340","W","       330","W","       7.6","W","      14.3","W"
"USW00024215","2021","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.0","W","    404.4","","     404.4","W","        94","W","        53","W","         8","W","         0","W","       129","W","         4","W","       154","W","        65","W","       127"," ","        22"," ","  -12.1","W,0126, ","  48.8"," ,W,1024, ","   39.4","W,0710,+","-1.0","W,1008","-3.8","W,1107","-6.0","W,1214","-7.7","W,1229","-9.3","W,1230","0.0","W,0428","-2.7","W,0415","-6.6","W,0316","-12.1","W,0126","-12.1","W,0126","    2794.7","7","    2794.7","W","    745.0"," ,W","     11.49","W","     19.07","W","      3.91","W","        90","W","       300","W","       7.6","W","      15.7","W"
"USW00024215","2022","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","","","","","","","        72","W","        39","W","         0","W","","","","","","","","","","","        91"," ","        17"," ","","","  24.6"," ,W,1226, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    434.8"," ,W","","","","","","","","","","","","","",""
"USW00024215","2023","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       0.9","W","    266.2","","     266.2","W","       109","W","        65","W","        15","W","         0","W","       127","W","         1","W","       150","W","        36","W","       143"," ","        33"," ","  -11.0","W,0130, ","  63.8"," ,W,0107, ","   38.9","W,0814, ","0.0","W,1012","-3.8","W,1026","-6.0","W,1029","-7.7","W,1125","","","0.0","W,0510","-3.2","W,0420","-4.9","W,0418","-7.7","W,0302","-11.0","W,0130","    3155.1","1","    3155.1","W","   1167.0"," ,W","     10.71","W","     17.87","W","      3.55","W","       330","W","       300","W","       7.6","W","      16.5","W"
"USW00024215","2024","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","       1.0","W","    361.1","","     361.1","W","       100","D","        64","D","        16","D","         0","W","       104","W","         0","W","       160","W","        52","W","       121"," ","        22"," ","   -7.7","W,1130, "," 108.2"," ,D,1121, ","   40.0","W,0713,+","-1.6","W,1018","-2.7","W,1116","-6.0","W,1127","-7.7","W,1130","","","-0.5","W,0506","-2.7","W,0315","-6.6","W,0304","","","","","    2754.9","9","    2754.9","W","   1273.5"," ,D","     11.57","W","     18.71","W","      4.43","W","        90","W","","","       6.7","W","",""
"USW00024215","2025","41.314893","-122.317127","1083.0","MOUNT SHASTA, CA US","","","","","","","","","","","","","","","","","","","","","","","        48"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
