"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00513982","1925","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       104","6","        78","6","         3","6","","","","","","","","","","","","","","","","","","","","","","","","","  47.5"," ,6,0211, ","","","    722.5"," ,6","","","","","","","",""
"USC00513982","1933","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       141","6","        83","6","         8","6","","","","","","","","","","","","","","","","","","","","","","","",""," 113.8"," ,6,0102, ","","","   1080.3"," ,6","","","","","","","",""
"USC00513982","1934","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       212","6","        90","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","","","  23.9"," ,6,1211, ","","","    730.5"," ,6","","","","","","","",""
"USC00513982","1935","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       205","6","        78","6","         7","6","","","","","","","","","","","","","","","","","","","","","","","",""," 128.3"," ,6,1210, ","","","   1015.8"," ,6","","","","","","","",""
"USC00513982","1936","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       212","6","        96","6","        11","6","","","","","","","","","","","","","","","","","","","","","","","","","  70.1"," ,6,0826, ","","","   1075.6"," ,6","","","","","","","",""
"USC00513982","1938","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       219","6","        88","6","         7","6","","","","","","","","","","","","","","","","","","","","","","","",""," 221.2"," ,6,0202, ","","","   1200.8"," ,6","","","","","","","",""
"USC00513982","1939","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       228","6","        89","6","        11","6","","","","","","","","","","","","","","","","","","","","","","","",""," 117.3"," ,6,1023, ","","","   1140.6"," ,6","","","","","","","",""
"USC00513982","1940","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       187","6","        80","6","        10","6","","","         0","6","","","","","","","","","","","","","","","","","","","     0"," ,6,1231,+"," 222.5"," ,6,0309, ","","","   1177.8"," ,6","        0"," ,6","","","","","",""
"USC00513982","1942","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","","","         0","6","","","","","","","","","","","","","","","","","","","     0"," ,6,1231,+","","","","","","","        0"," ,6","","","","","",""
"USC00513982","1944","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       177","6","        68","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","",""," 100.8"," ,6,0229, ","","","    909.8"," ,6","","","","","","","",""
"USC00513982","1945","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       150","6","        73","6","        10","6","","","","","","","","","","","","","","","","","","","","","","","",""," 167.1"," ,6,0409, ","","","   1096.8"," ,6","","","","","","","",""
"USC00513982","1947","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       186","6","        76","6","         8","6","","","","","","","","","","","","","","","","","","","","","","","","","  68.8"," ,6,1113, ","","","    923.1"," ,6","","","","","","","",""
"USC00513982","1948","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       202","6","       104","6","         8","6","","","","","","","","","","","","","","","","","","","","","","","","","  86.9"," ,6,0402, ","","","    971.7"," ,6","","","","","","","",""
"USC00513982","1949","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","       186","0","        68","0","        16","0","","","","","","","","","","","","","","","","","         1"," ","","","","","",""," 198.4"," ,0,0208, ","","","   1328.7"," ,0","","","","","","","",""
"USC00513982","1950","22.1","-159.31667","2.7","KEALIA 1112, HI US","   1742.0","","    1742.0","0","       159","0","        60","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","         0","0","         1"," ","         9"," ","   12.8","0,1222,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 148.3"," ,0,0107, ","   29.4","0,1106, ","   1283.7"," ,0","        0"," ,0","     23.18","0","     26.39","0","     19.98","0"
"USC00513982","1951","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         9"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1515.7"," ,0","        0"," ,0","","","","","",""
"USC00513982","1952","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         8"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    884.6"," ,0","        0"," ,0","","","","","",""
"USC00513982","1953","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         8"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    611.1"," ,0","        0"," ,0","","","","","",""
"USC00513982","1954","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         5"," ","","","     0"," ,0,1231,+","     0","T,0,0127, ","","","","","    913.4"," ,0","        0","T,0","","","","","",""
"USC00513982","1955","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","        17"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1189.7"," ,0","        0"," ,0","","","","","",""
"USC00513982","1956","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","        15"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1629.7"," ,0","        0"," ,0","","","","","",""
"USC00513982","1957","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         4"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    982.2"," ,0","        0"," ,0","","","","","",""
"USC00513982","1958","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         3"," ","","","     0"," ,0,1231,+","     0","T,0,0325, ","","","","","    783.9"," ,0","        0","T,0","","","","","",""
"USC00513982","1959","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         2"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    956.5"," ,0","        0"," ,0","","","","","",""
"USC00513982","1960","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         6"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1103.0"," ,0","        0"," ,0","","","","","",""
"USC00513982","1961","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         6"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    970.7"," ,0","        0"," ,0","","","","","",""
"USC00513982","1962","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         9"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1225.5"," ,0","        0"," ,0","","","","","",""
"USC00513982","1963","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","         6"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1169.6"," ,0","        0"," ,0","","","","","",""
"USC00513982","1964","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1342.1"," ,0","        0"," ,0","","","","","",""
"USC00513982","1965","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1743.9"," ,0","        0"," ,0","","","","","",""
"USC00513982","1966","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1193.8"," ,0","        0"," ,0","","","","","",""
"USC00513982","1967","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1621.0"," ,0","        0"," ,0","","","","","",""
"USC00513982","1968","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1386.2"," ,0","        0"," ,0","","","","","",""
"USC00513982","1969","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    867.4"," ,0","        0"," ,0","","","","","",""
"USC00513982","1970","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    957.1"," ,0","        0"," ,0","","","","","",""
"USC00513982","1971","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","        0"," ,0","","","","","",""
"USC00513982","1972","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1509.4"," ,0","        0"," ,0","","","","","",""
"USC00513982","1973","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    988.2"," ,0","        0"," ,0","","","","","",""
"USC00513982","1974","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1132.6"," ,0","        0"," ,0","","","","","",""
"USC00513982","1975","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    972.2"," ,0","        0"," ,0","","","","","",""
"USC00513982","1976","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","        0"," ,0","","","","","",""
"USC00513982","1977","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    879.6"," ,0","        0"," ,0","","","","","",""
"USC00513982","1978","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    952.3"," ,0","        0"," ,0","","","","","",""
"USC00513982","1979","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    984.4"," ,0","        0"," ,0","","","","","",""
"USC00513982","1980","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    878.8"," ,0","        0"," ,0","","","","","",""
"USC00513982","1981","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1103.0"," ,0","        0"," ,0","","","","","",""
"USC00513982","1982","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","        0"," ,0","","","","","",""
"USC00513982","1983","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    543.8"," ,0","        0"," ,0","","","","","",""
"USC00513982","1984","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","","","","","","","        0"," ,0","","","","","",""
"USC00513982","1985","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    780.7"," ,0","        0"," ,0","","","","","",""
"USC00513982","1986","22.1","-159.31667","2.7","KEALIA 1112, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","        0"," ,0","","","","","",""
