"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00092000","1942","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       131","a","        78","a","         6","a","","","","","","","","","","","","","  44.5"," ,a,0527, ","","","","","","","","","","","","","","","","","","","    848.9"," ,a","","","","","",""
"ASN00092000","1943","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       188","a","        77","a","         4","a","","","","","","","","","","","","","  71.6"," ,a,0918, ","","","","","","","","","","","","","","","","","","","    754.5"," ,a","","","","","",""
"ASN00092000","1944","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       207","a","        80","a","         6","a","","","","","","","","","","","","","  70.6"," ,a,0105, ","","","","","","","","","","","","","","","","","","","   1017.9"," ,a","","","","","",""
"ASN00092000","1945","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       224","a","        76","a","         4","a","","","","","","","","","","","","","  34.5"," ,a,0116, ","","","","","","","","","","","","","","","","","","","    775.1"," ,a","","","","","",""
"ASN00092000","1946","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       247","a","       102","a","        12","a","","","","","","","","","","","",""," 122.7"," ,a,0219, ","","","","","","","","","","","","","","","","","","","   1400.9"," ,a","","","","","",""
"ASN00092000","1947","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1100.5"," ,a","","","","","",""
"ASN00092000","1948","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       170","a","        73","a","         4","a","","","","","","","","","","","","","  62.2"," ,a,1012, ","","","","","","","","","","","","","","","","","","","    825.6"," ,a","","","","","",""
"ASN00092000","1949","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       107","a","        77","a","         5","a","","","","","","","","","","","","","  36.6"," ,a,0720, ","","","","","","","","","","","","","","","","","","","    877.1"," ,a","","","","","",""
"ASN00092000","1951","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       128","a","        84","a","         6","a","","","","","","","","","","","","","  53.1"," ,a,0524, ","","","","","","","","","","","","","","","","","","","    837.8"," ,a","","","","","",""
"ASN00092000","1954","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       102","a","        66","a","         7","a","","","","","","","","","","","","","  43.9"," ,a,0415, ","","","","","","","","","","","","","","","","","","","    759.0"," ,a","","","","","",""
"ASN00092000","1955","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       115","a","        86","a","         7","a","","","","","","","","","","","","","  64.5"," ,a,0714, ","","","","","","","","","","","","","","","","","","","   1032.9"," ,a","","","","","",""
"ASN00092000","1956","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       158","a","       108","a","        16","a","","","","","","","","","","","","","  64.5"," ,a,0524, ","","","","","","","","","","","","","","","","","","","   1423.0"," ,a","","","","","",""
"ASN00092000","1957","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       110","a","        59","a","         6","a","","","","","","","","","","","","","  94.0"," ,a,0418, ","","","","","","","","","","","","","","","","","","","    859.3"," ,a","","","","","",""
"ASN00092000","1958","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","        76","a","        57","a","         9","a","","","","","","","","","","","","","  67.3"," ,a,1013, ","","","","","","","","","","","","","","","","","","","   1018.2"," ,a","","","","","",""
"ASN00092000","1959","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","        80","a","        56","a","         7","a","","","","","","","","","","","","","  88.9"," ,a,0403, ","","","","","","","","","","","","","","","","","","","    728.7"," ,a","","","","","",""
"ASN00092000","1960","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    746.2"," ,a","","","","","",""
"ASN00092000","1961","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       114","a","        71","a","         6","a","","","","","","","","","","","","","  44.5"," ,a,1216, ","","","","","","","","","","","","","","","","","","","    744.9"," ,a","","","","","",""
"ASN00092000","1962","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    888.0"," ,a","","","","","",""
"ASN00092000","1963","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    798.1"," ,a","","","","","",""
"ASN00092000","1965","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       130","a","        66","a","         2","a","","","","","","","","","","","","","  41.9"," ,a,1202, ","","","","","","","","","","","","","","","","","","","    805.7"," ,a","","","","","",""
"ASN00092000","1966","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       147","a","        75","a","         5","a","         0","a","        62","a","","","","","","","   -5.0","a,0606,+","  50.3"," ,a,0917, ","","","-0.9","a,0327","-2.8","a,0516","-5.0","a,0523","-2.0","a,1010","-2.2","a,0828","","","","","","","    818.4"," ,a","","","","","      4.43","a"
"ASN00092000","1967","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       120","a","        57","a","         5","a","","","","","","","","","","","","","  72.4"," ,a,0820, ","","","","","","","","","","","","","","","","","","","    681.7"," ,a","","","","","",""
"ASN00092000","1968","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       142","a","        87","a","         6","a","","","","","","","","","","","","","  56.1"," ,a,1007, ","","","","","","","","","","","","","","","","","","","    917.7"," ,a","","","","","",""
"ASN00092000","1969","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       129","a","        83","a","         6","a","","","","","","","","","","","",""," 141.5"," ,a,0530, ","","","","","","","","","","","","","","","","","","","   1107.8"," ,a","","","","","",""
"ASN00092000","1970","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","       156","a","        94","a","        14","a","         0","a","        65","a","         0","a","        53","a","         0","a","   -5.0","a,0703, ","  91.4"," ,a,0611, ","   31.0","a,0209, ","-0.9","a,0408","-4.4","a,0524","-4.4","a,0524","0.0","a,1126","-2.8","a,1009","-4.4","a,0820","    3257.8","8","    3257.8","a","   1431.6"," ,a","      9.15","a","     13.83","a","      4.47","a"
"ASN00092000","1971","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1232.2"," ,a","","","","","",""
"ASN00092000","1972","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    655.3"," ,a","","","","","",""
"ASN00092000","1981","-41.6667","147.75","610.0","ROSSARDEN ABERFOYLE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    948.1"," ,a","","","","","",""
