"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00023738","1928","-35.39","138.4652","216.0","MYPONGA, AS","        78","a","        58","a","         3","a","","","","","","","","","","","","","  34.0"," ,a,0724, ","","","","","","","","","","","    699.1"," ,a","","","",""
"ASN00023738","1929","-35.39","138.4652","216.0","MYPONGA, AS","        88","a","        57","a","         6","a","","","","","","","","","","","","","  63.5"," ,a,0927, ","","","","","","","","","","","    766.6"," ,a","","","",""
"ASN00023738","1930","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    654.4"," ,a","","","",""
"ASN00023738","1931","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    983.2"," ,a","","","",""
"ASN00023738","1932","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    843.1"," ,a","","","",""
"ASN00023738","1935","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    912.4"," ,a","","","",""
"ASN00023738","1936","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    597.6"," ,a","","","",""
"ASN00023738","1937","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    756.5"," ,a","","","",""
"ASN00023738","1938","-35.39","138.4652","216.0","MYPONGA, AS","       107","a","        62","a","         1","a","","","","","","","","","","","","","  66.5"," ,a,0417, ","","","","","","","","","","","    614.6"," ,a","","","",""
"ASN00023738","1939","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    878.0"," ,a","","","",""
"ASN00023738","1940","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    614.8"," ,a","","","",""
"ASN00023738","1941","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    803.3"," ,a","","","",""
"ASN00023738","1943","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    735.9"," ,a","","","",""
"ASN00023738","1944","-35.39","138.4652","216.0","MYPONGA, AS","       133","a","        56","a","         2","a","","","","","","","","","","","","","  38.9"," ,a,0502, ","","","","","","","","","","","    619.5"," ,a","","","",""
"ASN00023738","1945","-35.39","138.4652","216.0","MYPONGA, AS","       146","a","        74","a","         0","a","","","","","","","","","","","","","  24.4"," ,a,0731, ","","","","","","","","","","","    714.7"," ,a","","","",""
"ASN00023738","1946","-35.39","138.4652","216.0","MYPONGA, AS","       154","a","        78","a","         9","a","","","","","","","","","","","","","  59.7"," ,a,0117, ","","","","","","","","","","","   1056.0"," ,a","","","",""
"ASN00023738","1947","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    990.9"," ,a","","","",""
"ASN00023738","1948","-35.39","138.4652","216.0","MYPONGA, AS","       127","a","        69","a","         2","a","","","","","","","","","","","","","  59.7"," ,a,0411, ","","","","","","","","","","","    779.2"," ,a","","","",""
"ASN00023738","1949","-35.39","138.4652","216.0","MYPONGA, AS","       123","a","        62","a","         4","a","","","","","","","","","","","","","  29.0"," ,a,1009,+","","","","","","","","","","","    668.3"," ,a","","","",""
"ASN00023738","1950","-35.39","138.4652","216.0","MYPONGA, AS","        84","a","        52","a","         6","a","","","","","","","","","","","","","  42.9"," ,a,0604, ","","","","","","","","","","","    646.6"," ,a","","","",""
"ASN00023738","1951","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    933.1"," ,a","","","",""
"ASN00023738","1952","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    832.7"," ,a","","","",""
"ASN00023738","1953","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    863.3"," ,a","","","",""
"ASN00023738","1955","-35.39","138.4652","216.0","MYPONGA, AS","       146","a","        79","a","         5","a","","","","","","","","","","","","","  45.2"," ,a,1020, ","","","","","","","","","","","    971.7"," ,a","","","",""
"ASN00023738","1956","-35.39","138.4652","216.0","MYPONGA, AS","       150","a","        95","a","         7","a","","","","","","","","","","","","","  41.9"," ,a,0627, ","","","","","","","","","","","   1015.7"," ,a","","","",""
"ASN00023738","1957","-35.39","138.4652","216.0","MYPONGA, AS","       101","a","        55","a","         2","a","","","","","         0","a","       115","a","        15","a","","","  33.5"," ,a,0621, ","   38.9","a,1218, ","","","","","","","","","    517.1"," ,a","     19.72","a","",""
"ASN00023738","1958","-35.39","138.4652","216.0","MYPONGA, AS","       117","a","        76","a","         9","a","         0","a","        17","a","","","","","","","   -4.4","a,0710, ","  55.1"," ,a,0524, ","","","-0.6","a,0612","-2.8","a,0628","-4.4","a,0710","-0.6","a,1103","    910.4"," ,a","","","      7.94","a"
"ASN00023738","1960","-35.39","138.4652","216.0","MYPONGA, AS","       135","a","        76","a","         6","a","","","","","","","","","","","","","  46.5"," ,a,0907, ","","","","","","","","","","","    848.4"," ,a","","","",""
"ASN00023738","1961","-35.39","138.4652","216.0","MYPONGA, AS","       124","a","        66","a","         1","a","","","","","","","","","","","","","  26.9"," ,a,0724, ","","","","","","","","","","","    553.2"," ,a","","","",""
"ASN00023738","1962","-35.39","138.4652","216.0","MYPONGA, AS","       114","a","        73","a","         3","a","","","","","","","","","","","","","  34.0"," ,a,0524, ","","","","","","","","","","","    712.3"," ,a","","","",""
"ASN00023738","1963","-35.39","138.4652","216.0","MYPONGA, AS","       118","a","        66","a","         4","a","","","","","","","","","","","",""," 109.2"," ,a,0607, ","","","","","","","","","","","    922.9"," ,a","","","",""
"ASN00023738","1964","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    894.6"," ,a","","","",""
"ASN00023738","1965","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    541.9"," ,a","","","",""
"ASN00023738","1966","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    793.2"," ,a","","","",""
"ASN00023738","1967","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    497.3"," ,a","","","",""
"ASN00023738","1968","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    938.2"," ,a","","","",""
"ASN00023738","1969","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    658.0"," ,a","","","",""
"ASN00023738","1970","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    774.7"," ,a","","","",""
"ASN00023738","1971","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    828.0"," ,a","","","",""
"ASN00023738","1972","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    646.4"," ,a","","","",""
"ASN00023738","1973","-35.39","138.4652","216.0","MYPONGA, AS","       138","a","        72","a","         5","a","","","","","","","","","","","","","  34.8"," ,a,0612, ","","","","","","","","","","","    822.3"," ,a","","","",""
"ASN00023738","1975","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    744.4"," ,a","","","",""
"ASN00023738","1976","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    552.8"," ,a","","","",""
"ASN00023738","1977","-35.39","138.4652","216.0","MYPONGA, AS","        87","a","        58","a","         2","a","","","","","","","","","","","","","  34.0"," ,a,0725, ","","","","","","","","","","","    554.5"," ,a","","","",""
"ASN00023738","1978","-35.39","138.4652","216.0","MYPONGA, AS","       120","a","        77","a","         5","a","","","","","","","","","","","","","  46.0"," ,a,1120,+","","","","","","","","","","","    875.1"," ,a","","","",""
"ASN00023738","1979","-35.39","138.4652","216.0","MYPONGA, AS","        90","a","        65","a","         7","a","","","","","","","","","","","","","  39.6"," ,a,1115, ","","","","","","","","","","","    770.3"," ,a","","","",""
"ASN00023738","1980","-35.39","138.4652","216.0","MYPONGA, AS","        67","a","        51","a","         6","a","","","","","","","","","","","","","  41.0"," ,a,1006, ","","","","","","","","","","","    601.4"," ,a","","","",""
"ASN00023738","1981","-35.39","138.4652","216.0","MYPONGA, AS","        74","a","        67","a","         6","a","","","","","","","","","","","","","  43.6"," ,a,0127, ","","","","","","","","","","","    804.4"," ,a","","","",""
"ASN00023738","1982","-35.39","138.4652","216.0","MYPONGA, AS","        93","a","        48","a","         1","a","","","","","","","","","","","","","  25.8"," ,a,0615, ","","","","","","","","","","","    467.2"," ,a","","","",""
"ASN00023738","1983","-35.39","138.4652","216.0","MYPONGA, AS","       117","a","        74","a","         6","a","","","","","","","","","","","","","  42.4"," ,a,0425, ","","","","","","","","","","","    842.4"," ,a","","","",""
"ASN00023738","1985","-35.39","138.4652","216.0","MYPONGA, AS","       130","a","        88","a","         3","a","","","","","","","","","","","","","  41.2"," ,a,0807, ","","","","","","","","","","","    794.6"," ,a","","","",""
"ASN00023738","1993","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    795.0"," ,a","","","",""
"ASN00023738","1994","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    516.7"," ,a","","","",""
"ASN00023738","1995","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    710.2"," ,a","","","",""
"ASN00023738","1997","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    670.5"," ,a","","","",""
"ASN00023738","1999","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    699.2"," ,a","","","",""
"ASN00023738","2001","-35.39","138.4652","216.0","MYPONGA, AS","       136","a","        92","a","         6","a","","","","","","","","","","","","","  47.8"," ,a,0518, ","","","","","","","","","","","   1044.1"," ,a","","","",""
"ASN00023738","2002","-35.39","138.4652","216.0","MYPONGA, AS","       116","a","        62","a","         2","a","","","","","","","","","","","","","  35.4"," ,a,1126, ","","","","","","","","","","","    625.1"," ,a","","","",""
"ASN00023738","2003","-35.39","138.4652","216.0","MYPONGA, AS","       126","a","        77","a","         5","a","","","","","","","","","","","","","  95.8"," ,a,0524, ","","","","","","","","","","","    972.2"," ,a","","","",""
"ASN00023738","2004","-35.39","138.4652","216.0","MYPONGA, AS","       146","a","        77","a","         4","a","","","","","","","","","","","","","  40.3"," ,a,0724, ","","","","","","","","","","","    822.5"," ,a","","","",""
"ASN00023738","2010","-35.39","138.4652","216.0","MYPONGA, AS","       133","a","        76","a","         5","a","","","","","","","","","","","","","  36.6"," ,a,0629, ","","","","","","","","","","","    723.8"," ,a","","","",""
"ASN00023738","2011","-35.39","138.4652","216.0","MYPONGA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    669.8"," ,a","","","",""
"ASN00023738","2012","-35.39","138.4652","216.0","MYPONGA, AS","       131","a","        65","a","         7","a","","","","","","","","","","","","","  52.8"," ,a,0621, ","","","","","","","","","","","    764.6"," ,a","","","",""
"ASN00023738","2013","-35.39","138.4652","216.0","MYPONGA, AS","       149","a","        87","a","         7","a","","","","","","","","","","","","","  41.8"," ,a,0601, ","","","","","","","","","","","    894.1"," ,a","","","",""
"ASN00023738","2014","-35.39","138.4652","216.0","MYPONGA, AS","       155","a","        75","a","         2","a","","","","","","","","","","","","","  42.4"," ,a,0429, ","","","","","","","","","","","    683.8"," ,a","","","",""
"ASN00023738","2015","-35.39","138.4652","216.0","MYPONGA, AS","       148","a","        66","a","         2","a","","","","","","","","","","","","","  31.6"," ,a,0113, ","","","","","","","","","","","    636.6"," ,a","","","",""
"ASN00023738","2016","-35.39","138.4652","216.0","MYPONGA, AS","       168","a","       101","a","         7","a","","","","","","","","","","","","","  84.0"," ,a,0705, ","","","","","","","","","","","   1191.5"," ,a","","","",""
"ASN00023738","2017","-35.39","138.4652","216.0","MYPONGA, AS","       141","a","        75","a","         3","a","","","","","","","","","","","","","  38.4"," ,a,0704, ","","","","","","","","","","","    832.2"," ,a","","","",""
"ASN00023738","2018","-35.39","138.4652","216.0","MYPONGA, AS","       134","a","        69","a","         5","a","","","","","","","","","","","","","  33.4"," ,a,0803, ","","","","","","","","","","","    680.0"," ,a","","","",""
"ASN00023738","2019","-35.39","138.4652","216.0","MYPONGA, AS","       118","a","        67","a","         2","a","","","","","","","","","","","","","  27.2"," ,a,0809, ","","","","","","","","","","","    677.6"," ,a","","","",""
"ASN00023738","2020","-35.39","138.4652","216.0","MYPONGA, AS","       139","a","        71","a","         7","a","","","","","","","","","","","","","  39.8"," ,a,0201, ","","","","","","","","","","","    871.6"," ,a","","","",""
