"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093225","2009","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.2","W","    712.0","","     712.0","W","        69","W","        36","W","         2","W","         0","W","        38","W","         0","W","       206","W","        87","W","       140"," ","        31"," ","         4"," ","   -5.5","W,1209, ","  68.8"," ,W,1013, ","   42.2","W,0628, ","-0.5","W,1116","-2.7","W,1203","-4.9","W,1208","","","0.0","W,0405","-3.8","W,0111","-4.9","W,0104","    1493.2","2","    1493.2","W","    411.8"," ,W","     15.92","W","     23.59","W","      8.25","W","       140","W","       240","W","      19.7","W","      39.8","W"
"USW00093225","2010","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.4","W","    590.2","","     590.2","W","       108","W","        47","W","         3","W","         0","W","         9","W","         0","W","       193","W","        67","W","       161"," ","        36"," ","         3"," ","   -1.6","W,1230,+","  35.3"," ,W,0120,+","   41.1","W,0825, ","-0.5","W,1124","","","","","","","-0.5","W,0313","","","","","    1651.4","4","    1651.4","W","    570.1"," ,W","     15.79","W","     22.48","W","      9.11","W","       150","W","       150","W","      21.0","W","      26.8","W"
"USW00093225","2011","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.2","W","    617.4","","     617.4","W","        73","W","        41","W","         1","W","         0","W","        32","W","         0","W","       187","W","        68","W","       148"," ","        43"," ","         3"," ","   -6.6","W,1226,+","  32.0"," ,W,0324, ","   40.0","W,0909, ","0.0","W,1105","-3.2","W,1209","-5.5","W,1223","","","-0.5","W,0227","","","","","    1574.9","9","    1574.9","W","    421.8"," ,W","     15.45","W","     22.49","W","      8.42","W","       150","W","       330","W","      21.0","W","      58.1","W"
"USW00093225","2012","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.3","W","    798.9","","     798.9","W","        76","W","        37","W","         6","W","         0","W","        18","W","         0","W","       207","W","       103","W","       115"," ","        21"," ","         3"," ","   -6.0","W,0117, ","  31.2"," ,W,1202, ","   41.7","W,0813, ","-1.0","W,1219","","","","","","","0.0","W,0319","-6.0","W,0117","-6.0","W,0117","    1448.1","1","    1448.1","W","    520.2"," ,W","     16.79","W","     24.36","W","      9.22","W","       300","W","       330","W","      18.3","W","      50.1","W"
"USW00093225","2013","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.2","W","    736.5","","     736.5","W","        30","W","        17","W","         0","W","         0","W","        52","W","         0","W","       235","W","        80","W","       107"," ","        14"," ","         3"," ","   -7.1","W,1209, ","  16.8"," ,W,0404,+","   42.2","W,0704,+","-2.1","W,1204","-3.8","W,1205","-6.0","W,1206","-7.1","W,1209","-0.5","W,0227","-2.7","W,0118","","","    1324.7","7","    1324.7","W","    138.0"," ,W","     16.42","W","     24.62","W","      8.21","W","       210","W","        30","W","      17.4","W","      45.2","W"
"USW00093225","2014","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.1","W","    841.9","","     841.9","W","        52","W","        34","W","         3","W","         0","W","        22","W","         0","W","       240","W","        95","W","       122"," ","        28"," ","         3"," ","   -3.8","W,0114, ","  64.3"," ,W,1211, ","   41.1","W,0609, ","0.0","W,1227","","","","","","","-2.7","W,0205","-2.7","W,0205","","","    1271.8","8","    1271.8","W","    421.4"," ,W","     17.61","W","     25.30","W","      9.92","W","       140","W","       330","W","      15.7","W","      21.5","W"
"USW00093225","2015","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.2","W","    821.6","","     821.6","W","        36","W","        19","W","         1","W","         0","W","        22","W","         0","W","       239","W","        91","W","       116"," ","        36"," ","         5"," ","   -3.8","W,1231,+","  35.1"," ,W,0206, ","   41.1","W,0910,+","-0.5","W,1111","-3.2","W,1128","","","","","0.0","W,0113","-2.7","W,0103","","","    1099.1","1","    1099.1","W","    191.1"," ,W","     17.08","W","     24.72","W","      9.43","W","       140","W","       150","W","      16.5","W","      21.0","W"
"USW00093225","2016","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.4","W","    705.7","","     705.7","W","        73","W","        46","W","         3","W","         0","W","        19","W","         0","W","       232","W","        87","W","        30"," ","         9"," ","","","   -3.2","W,1219, ","  49.5"," ,W,1215, ","   40.0","W,0727,+","-1.0","W,1105","-3.2","W,1219","","","","","-1.0","W,0102","","","","","    1285.3","3","    1285.3","W","    502.0"," ,W","     16.75","W","     24.07","W","      9.42","W","       150","W","       150","W","      17.0","W","      23.3","W"
"USW00093225","2017","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.5","W","    869.1","","     869.1","W","        65","W","        46","W","         5","W","         0","W","        24","W","         0","W","       206","W","        96","W","         8"," ","         5"," ","","","   -2.7","W,1213, ","  55.9"," ,W,0108, ","   42.8","W,0707, ","-0.5","W,1206","-2.7","W,1213","","","","","-0.5","W,0224","","","","","    1419.8","8","    1419.8","W","    621.2"," ,W","     16.93","W","     24.02","W","      9.84","W","       150","W","       150","W","      20.1","W","      28.2","W"
"USW00093225","2018","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.3","W","    692.0","","     692.0","W","        50","W","        38","W","         7","W","         0","W","        28","W","         0","W","       223","W","        81","W","        29"," ","         7"," ","","","   -3.8","W,0224, ","  58.9"," ,W,0108, ","   40.0","W,0725, ","0.0","W,1109","","","","","","","-0.5","W,0318","-3.8","W,0224","","","    1414.4","4","    1414.4","W","    482.5"," ,W","     16.35","W","     24.10","W","      8.60","W","       150","W","       140","W","      19.2","W","      24.1","W"
"USW00093225","2019","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.5","W","    747.1","","     747.1","W","        68","W","        48","W","         5","W","         0","W","         9","W","         0","W","       212","W","        76","W","        23"," ","         4"," ","         1"," ","   -2.1","W,0103, ","  55.6"," ,W,1201, ","   40.0","W,0728, ","-0.5","W,1129","","","","","","","-0.5","W,0223","","","","","    1385.6","6","    1385.6","W","    645.5"," ,W","     16.56","W","     23.53","W","      9.59","W","       150","W","       360","W","      18.3","W","      24.6","W"
"USW00093225","2020","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.2","W","    979.5","","     979.5","W","        35","W","        16","W","         0","W","         0","W","        14","W","         0","W","       227","W","       115","W","        17"," ","         4"," ","","","   -1.6","W,1223, ","  20.6"," ,W,0315, ","   42.2","W,0816,+","-1.0","W,1110","","","","","","","0.0","W,0319","","","","","    1289.2","2","    1289.2","W","    152.7"," ,W","     17.39","W","     25.22","W","      9.57","W","       330","W","       310","W","      14.3","W","      18.3","W"
"USW00093225","2021","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.5","W","    900.1","","     900.1","W","        53","W","        31","W","         3","W","         0","W","         6","W","         0","W","       214","W","       101","W","         3"," ","","","","","   -2.7","W,0126, "," 104.6"," ,W,1024, ","   43.3","W,0710, ","-0.5","W,1218","","","","","","","0.0","W,0226","-2.7","W,0126","","","    1283.0","0","    1283.0","W","    417.4"," ,W","     17.16","W","     24.71","W","      9.60","W","       150","W","       150","W","      21.0","W","      28.6","W"
"USW00093225","2022","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.3","W","   1093.6","","    1093.6","W","        34","W","        19","W","         2","W","         0","W","        19","W","         0","W","       238","W","       113","W","        11"," ","         2"," ","         2"," ","   -3.2","W,0224, ","  47.8"," ,W,1231, ","   46.7","W,0906,+","-0.5","W,1120","","","","","","","-1.0","W,0226","-3.2","W,0224","","","    1357.2","2","    1357.2","W","    290.9"," ,W","     17.59","W","     25.62","W","      9.55","W","        10","W","        10","W","      21.5","W","      27.3","W"
"USW00093225","2023","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.5","W","    894.9","","     894.9","W","        68","W","        45","W","         4","W","         0","W","         2","W","         0","W","       210","W","        86","W","        65"," ","        17"," ","         6"," ","   -0.5","W,0222,+","  36.6"," ,W,0114, ","   42.2","W,0716,+","","","","","","","","","-0.5","W,0222","","","","","    1437.2","2","    1437.2","W","    560.0"," ,W","     17.24","W","     24.28","W","     10.21","W","       150","W","       160","W","      24.1","W","      32.6","W"
"USW00093225","2024","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","       3.4","W","   1132.4","","    1132.4","W","        68","W","        39","W","         3","W","         0","W","         3","W","         0","W","       222","W","       112","W","        91"," ","        26"," ","         6"," ","   -0.5","W,1210, ","  50.3"," ,W,1122, ","   44.4","W,0706, ","0.0","W,1130","","","","","","","0.0","W,0107","","","","","    1057.3","3","    1057.3","W","    500.2"," ,W","     18.36","W","     25.67","W","     11.05","W","       150","W","       140","W","      21.5","W","      29.1","W"
"USW00093225","2025","38.70069","-121.59479","7.5","SACRAMENTO METROPOLITAN AIRPORT, CA US","","","","","","","","","","","","","","","","","","","","","","","        51"," ","         8"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
