"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00057017","1941","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       132","a","        90","a","        13","a","","","","","","","","","","","","","  43.4"," ,a,0207, ","","","","","","","","","","","","","","","   1215.2"," ,a","","","","","",""
"ASN00057017","1942","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       134","a","        97","a","        10","a","","","","","","","","","","","","","  72.4"," ,a,1012, ","","","","","","","","","","","","","","","   1265.8"," ,a","","","","","",""
"ASN00057017","1943","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       139","a","       107","a","        11","a","","","","","","","","","","","","","  46.0"," ,a,1218, ","","","","","","","","","","","","","","","   1256.9"," ,a","","","","","",""
"ASN00057017","1944","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       127","a","        89","a","        11","a","","","","","","","","","","","",""," 182.6"," ,a,0825, ","","","","","","","","","","","","","","","   1420.1"," ,a","","","","","",""
"ASN00057017","1946","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       104","a","        73","a","        10","a","","","","","","","","","","","",""," 158.5"," ,a,0326, ","","","","","","","","","","","","","","","   1263.5"," ,a","","","","","",""
"ASN00057017","1947","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       166","a","       116","a","        22","a","","","","","","","","","","","","","  91.7"," ,a,0215, ","","","","","","","","","","","","","","","   1880.3"," ,a","","","","","",""
"ASN00057017","1948","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       136","a","        98","a","        16","a","","","","","","","","","","","",""," 143.0"," ,a,0616, ","","","","","","","","","","","","","","","   1573.4"," ,a","","","","","",""
"ASN00057017","1949","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       164","a","       124","a","        20","a","","","","","","","","","","","",""," 207.5"," ,a,0826, ","","","","","","","","","","","","","","","   2422.8"," ,a","","","","","",""
"ASN00057017","1950","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       191","a","       151","a","        18","a","","","","","","","","","","","",""," 209.6"," ,a,0624, ","","","","","","","","","","","","","","","   2609.5"," ,a","","","","","",""
"ASN00057017","1953","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       108","a","        78","a","        17","a","","","","","","","","","","","","","  86.1"," ,a,0222, ","","","","","","","","","","","","","","","   1337.6"," ,a","","","","","",""
"ASN00057017","1954","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       176","a","       129","a","        18","a","","","","","","","","","","","","","  85.1"," ,a,0221, ","","","","","","","","","","","","","","","   1751.3"," ,a","","","","","",""
"ASN00057017","1955","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       181","a","       141","a","        17","a","","","","","","","","","","","","","  57.4"," ,a,1211, ","","","","","","","","","","","","","","","   1905.5"," ,a","","","","","",""
"ASN00057017","1956","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       154","a","       121","a","        25","a","","","","","","","","","","","","","  69.9"," ,a,0219, ","","","","","","","","","","","","","","","   1819.9"," ,a","","","","","",""
"ASN00057017","1957","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       116","a","        92","a","        10","a","","","","","","","","","","","","","  52.8"," ,a,0126, ","","","","","","","","","","","","","","","   1239.1"," ,a","","","","","",""
"ASN00057017","1958","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       147","a","       119","a","        15","a","","","","","","","","","","","","","  69.1"," ,a,0219, ","","","","","","","","","","","","","","","   1615.5"," ,a","","","","","",""
"ASN00057017","1959","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       185","a","       141","a","        29","a","","","","","","","","","","","",""," 235.0"," ,a,1112, ","","","","","","","","","","","","","","","   2815.2"," ,a","","","","","",""
"ASN00057017","1960","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       141","a","       111","a","        22","a","","","","","","","","","","","",""," 114.3"," ,a,0120, ","","","","","","","","","","","","","","","   1841.8"," ,a","","","","","",""
"ASN00057017","1961","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       173","a","       134","a","        12","a","","","","","","","","","","","","","  71.4"," ,a,0220, ","","","","","","","","","","","","","","","   1781.8"," ,a","","","","","",""
"ASN00057017","1962","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       171","a","       121","a","        16","a","","","","","","","","","","","",""," 199.4"," ,a,0711, ","","","","","","","","","","","","","","","   1943.6"," ,a","","","","","",""
"ASN00057017","1963","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       197","a","       127","a","        23","a","","","","","","","","","","","",""," 232.9"," ,a,0509, ","","","","","","","","","","","","","","","   2319.9"," ,a","","","","","",""
"ASN00057017","1964","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       137","a","        77","a","        12","a","","","","","","","","","","","",""," 124.5"," ,a,0309, ","","","","","","","","","","","","","","","   1206.8"," ,a","","","","","",""
"ASN00057017","1965","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       149","a","        78","a","         7","a","","","","","","","","","","","",""," 208.0"," ,a,0721, ","","","","","","","","","","","","","","","   1203.9"," ,a","","","","","",""
"ASN00057017","1966","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       123","a","        64","a","         7","a","","","","","","","","","","","","","  50.0"," ,a,1014, ","","","","","","","","","","","","","","","    829.9"," ,a","","","","","",""
"ASN00057017","1967","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       165","a","       115","a","        30","a","","","","","","","","","","","",""," 207.0"," ,a,0613, ","","","","","","","","","","","","","","","   2648.7"," ,a","","","","","",""
"ASN00057017","1968","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       128","a","        76","a","         9","a","","","","","","","","","","","",""," 154.2"," ,a,0113, ","","","","","","","","","","","","","","","   1160.0"," ,a","","","","","",""
"ASN00057017","1969","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","       153","a","       102","a","        16","a","         0","a","        19","a","         0","a","       117","a","         0","a","   -2.8","a,0724, ","  87.6"," ,a,0103, ","   31.7","a,0109, ","0.0","a,0608","-2.8","a,0724","-2.2","a,0925","-2.2","a,0925","    2091.9","9","    2091.9","a","   1330.6"," ,a","     12.94","a","     17.62","a","      8.26","a"
"ASN00057017","1971","-30.6167","152.1833","1030.0","JEOGLA JEOLGA OLD.SF.SITE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1944.6"," ,a","","","","","",""
