"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"RPW00041224","1956","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3548.0","","    3548.0","X","       141","X","        97","X","        28","X","        0","","         0","X","         0","X","         0","X","         0","X","       366","X","       114","X","         2"," ","","","        69"," ","   20.0","X,1210, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 185.2"," ,X,0907, ","   35.6","X,0425,+","       0.0","0","       0.0","X","   2149.6"," ,X","        0"," ,X","     28.03","X","     30.91","X","     25.14","X","","","",""
"RPW00041224","1957","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3646.8","","    3646.8","X","       117","X","        75","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","       141","X","         3"," ","","","        46"," ","   22.2","X,1122,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 109.5"," ,X,1013, ","   37.8","X,0604, ","       0.0","0","       0.0","X","   1451.1"," ,X","        0"," ,X","     28.32","X","     31.42","X","     25.21","X","","","",""
"RPW00041224","1958","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3486.0","","    3486.0","X","       113","X","        75","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       364","X","       105","X","","","","","        53"," ","   21.1","X,0701, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 319.8"," ,X,0602, ","   35.0","X,0518,+","       0.0","0","       0.0","X","   2000.3"," ,X","        0"," ,X","     27.93","X","     30.83","X","     25.02","X","","","",""
"RPW00041224","1959","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3496.4","","    3496.4","X","       114","X","        72","X","        18","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","        84","X","","","","","        57"," ","   21.7","X,0119, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 155.7"," ,X,0816, ","   36.7","X,0607, ","       0.0","0","       0.0","X","   1521.2"," ,X","        0"," ,X","     27.91","X","     30.63","X","     25.20","X","","","",""
"RPW00041224","1960","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3455.4","","    3455.4","X","       139","X","        88","X","        23","X","        0","","         0","X","         0","X","         0","X","         0","X","       366","X","        73","X","","","","","        58"," ","   21.1","X,1217, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 194.8"," ,X,0528, ","   35.0","X,0518,+","       0.0","0","       0.0","X","   2239.2"," ,X","        0"," ,X","     27.77","X","     30.36","X","     25.19","X","       225","X","      23.1","X"
"RPW00041224","1961","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3362.7","","    3362.7","X","       138","X","        98","X","        26","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","        53","X","","","","","        46"," ","   20.0","X,0120,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 197.4"," ,X,0627, ","   35.0","X,0423,+","       0.0","0","       0.0","X","   2301.2"," ,X","        0"," ,X","     27.55","X","     30.15","X","     24.94","X","       225","X","      19.5","X"
"RPW00041224","1962","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3506.9","","    3506.9","X","       129","X","        76","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","       126","X","         2"," ","","","        61"," ","   20.6","X,1209,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 235.0"," ,X,0905, ","   40.0","X,0514,+","       0.0","0","       0.0","X","   1953.7"," ,X","        0"," ,X","     27.92","X","     31.00","X","     24.85","X","       248","X","      20.0","X"
"RPW00041224","1963","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3274.8","","    3274.8","X","       118","X","        76","X","        17","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","       100","X","         2"," ","","","        64"," ","   18.9","X,0303, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 149.1"," ,X,0908, ","   36.7","X,0517,+","       0.0","0","       0.0","X","   1418.5"," ,X","        0"," ,X","     27.29","X","     30.69","X","     23.89","X","       248","X","      20.0","X"
"RPW00041224","1964","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3450.7","","    3450.7","X","       152","X","       103","X","        22","X","        0","","         0","X","         0","X","         0","X","         0","X","       366","X","        88","X","","","","","        71"," ","   21.1","X,0822, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 186.2"," ,X,0630, ","   35.6","X,0406, ","       0.0","0","       0.0","X","   2011.1"," ,X","        0"," ,X","     27.76","X","     30.59","X","     24.93","X","       293","X","      32.9","X"
"RPW00041224","1965","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3303.4","","    3303.4","X","       142","X","        93","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","        54","X","","","","","        59"," ","   21.1","X,0113, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 106.9"," ,X,0726, ","   35.0","X,0514, ","       0.0","0","       0.0","X","   1481.3"," ,X","        0"," ,X","     27.41","X","     30.10","X","     24.72","X","       360","X","      19.5","X"
"RPW00041224","1966","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3310.1","","    3310.1","X","       146","X","        89","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","        48","X","","","","","        71"," ","   21.1","X,1121,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 138.2"," ,X,0907, ","   35.6","X,0427,+","       0.0","0","       0.0","X","   1934.7"," ,X","        0"," ,X","     27.40","X","     30.24","X","     24.56","X","       270","X","      22.6","X"
"RPW00041224","1967","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3259.1","","    3259.1","X","       137","X","        88","X","        17","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","        55","X","         4"," ","         1"," ","        56"," ","   21.1","X,1223,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 109.5"," ,X,0608, ","   35.0","X,0520, ","       0.0","0","       0.0","X","   1704.2"," ,X","        0"," ,X","     27.26","X","     29.90","X","     24.61","X","","","",""
"RPW00041224","1968","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3316.3","","    3316.3","X","       117","X","        72","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       366","X","        72","X","","","","","        89"," ","   20.0","X,0228, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  98.8"," ,X,0829, ","   35.0","X,0613,+","       0.0","0","       0.0","X","   1456.7"," ,X","        0"," ,X","     27.39","X","     30.26","X","     24.52","X","       225","X","      24.2","X"
"RPW00041224","1969","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3567.5","","    3567.5","X","       123","X","        86","X","        15","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","       127","X","","","","","        62"," ","   21.1","X,0304,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 106.7"," ,X,0806, ","   36.7","X,0515,+","       0.0","0","       0.0","X","   1376.1"," ,X","        0"," ,X","     28.10","X","     31.31","X","     24.89","X","       225","X","      24.7","X"
"RPW00041224","1970","14.49472","120.91138","2.1","SANGLEY POINT, RP","   3696.0","","    3696.0","X","       138","X","        94","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       365","X","       151","X","","","","","        66"," ","   21.1","X,0203,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 245.6"," ,X,0903, ","   37.8","X,0515, ","       0.0","0","       0.0","X","   2665.8"," ,X","        0"," ,X","     28.45","X","     31.58","X","     25.32","X","       248","X","      40.1","X"
"RPW00041224","1971","14.49472","120.91138","2.1","SANGLEY POINT, RP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        27"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
